year,sans_ADP aider_VERB,sans_ADP céder_VERB
1800,3.144164484325529e-09,9.432493186523061e-08
1801,1.1905912700171939e-08,5.000483582762172e-08
1802,4.475680270843441e-09,7.384872446891677e-08
1803,1.950339223455444e-09,1.0921899473714802e-07
1804,0.0,1.310080939287417e-07
1805,2.842877711017877e-09,1.2792949632967066e-07
1806,0.0,1.2103010327280117e-07
1807,5.693910232196231e-09,1.4234776291033313e-07
1808,4.758755522971114e-08,4.305540457494317e-08
1809,2.259030518203531e-09,4.743964154840796e-08
1810,2.3401266702194334e-08,1.0530570193623134e-07
1811,7.521229861140455e-09,5.264861258069686e-08
1812,8.00162425207418e-09,5.601137331723294e-08
1813,0.0,1.581657849136775e-07
1814,1.2586708564299443e-08,4.090680150170556e-08
1815,5.394447111228828e-09,8.90083740046066e-08
1816,4.6352077731626196e-09,2.3176038865813098e-08
1817,3.580808893843823e-08,4.2035583236454954e-08
1818,8.344824387052086e-09,1.096748289963756e-07
1819,1.5526575580793178e-08,5.796587965178901e-08
1820,1.0679833017945839e-08,1.245980518760348e-07
1821,8.875339574387908e-09,7.396116075142345e-08
1822,1.1028177482330648e-08,9.825103575167304e-08
1823,3.261286707356703e-08,6.226093063332883e-08
1824,1.0947446504872005e-08,6.736890334479995e-08
1825,1.1447076175841175e-08,6.427973309186541e-08
1826,1.145037931138404e-08,3.963593087075168e-08
1827,1.566936447261469e-08,7.18947319455765e-08
1828,9.172301251858528e-10,6.512333544650417e-08
1829,1.714635211591542e-09,1.1916714531823303e-07
1830,3.1310507520032616e-09,4.4878394334091354e-08
1831,1.5591206103948707e-09,1.1849316905454543e-07
1832,1.352996914505411e-08,6.223786208625626e-08
1833,2.4325620628928846e-08,6.95017737806225e-08
1834,1.213489042584115e-08,6.534171870242744e-08
1835,4.5378527602224494e-09,8.24376584773745e-08
1836,1.4785650037651976e-08,7.191202866518864e-08
1837,3.270208637218275e-08,9.393152566872232e-08
1838,2.2723781967215473e-08,8.142688789902763e-08
1839,2.23727205650448e-08,5.3135211897092915e-08
1840,1.1465439264668476e-08,7.325141948566483e-08
1841,1.4125206782011901e-08,1.0914932602190675e-07
1842,2.95163662400455e-08,9.056158045694929e-08
1843,1.2404512972352677e-08,1.0159886715266353e-07
1844,1.0977122322231025e-08,1.0263609528937678e-07
1845,1.0602432709561072e-08,6.249855122320014e-08
1846,2.2832555401919308e-08,5.854501239355159e-08
1847,9.707802561820245e-09,6.687597053911531e-08
1848,2.252662056889676e-08,6.597082147230537e-08
1849,8.379414495607307e-09,8.547003549352894e-08
1850,1.968808760466345e-08,7.467895812851566e-08
1851,2.192809134271556e-08,1.0706068098720323e-07
1852,1.3672145193766028e-08,1.1393454557584448e-07
1853,6.569124799682413e-09,1.0271722938881567e-07
1854,2.182179059673217e-08,7.273930063833589e-08
1855,1.5920811335945473e-08,1.0136249883885284e-07
1856,2.1226476576430287e-08,1.1286272183497204e-07
1857,3.905207268672939e-09,7.859229489426411e-08
1858,1.6149130921405686e-08,9.151174207300272e-08
1859,3.819130078852595e-08,1.0235268610436776e-07
1860,1.6935580049448618e-08,1.3823095379450479e-07
1861,8.960331143725853e-09,1.3393337661149474e-07
1862,1.400575744270327e-08,1.0933526797818338e-07
1863,1.6482248454963155e-08,9.190102218115115e-08
1864,3.835782247385566e-08,1.7069230850985662e-07
1865,3.6242703060906933e-08,9.837305015025777e-08
1866,1.702964524952222e-08,9.39063315996691e-08
1867,1.3102591012170706e-08,9.705622616706933e-08
1868,2.6181332657415624e-08,7.113418654114412e-08
1869,1.4650557211837167e-08,8.546158847266838e-08
1870,2.1789386295267832e-08,9.231818687283067e-08
1871,2.2304472935275044e-08,1.147087127506552e-07
1872,1.5118347462816928e-08,1.2759885759106027e-07
1873,6.584604861359367e-09,1.0655088011901626e-07
1874,1.0754296120296658e-08,8.125468120567803e-08
1875,1.716458086775674e-08,1.0298748520654044e-07
1876,6.650616057868319e-09,1.0217764745412694e-07
1877,2.4120781816350245e-08,1.0328642829904311e-07
1878,4.22736201599605e-09,1.1172313918450527e-07
1879,1.2829582729523281e-08,7.636656640386263e-08
1880,1.7969970400599777e-08,7.123809431242023e-08
1881,1.1853263259808955e-08,1.1156012291735351e-07
1882,4.6587693702804245e-09,8.851662469666621e-08
1883,1.7062214752172622e-08,7.709593585758512e-08
1884,1.0562715146988921e-08,6.865764490271431e-08
1885,6.445635580831777e-09,9.66845361549673e-08
1886,9.034849313138693e-09,7.227879561533257e-08
1887,1.7628096316002484e-08,7.573552729400745e-08
1888,1.2681229177857745e-08,1.4520008217999703e-07
1889,8.771191772893872e-09,9.084448127083533e-08
1890,1.5075089621063853e-08,9.438316495025134e-08
1891,2.358461470564066e-08,1.1664822885393278e-07
1892,1.5044429702015805e-08,5.95508664602562e-08
1893,8.005941687372342e-09,8.92970395405257e-08
1894,1.4493540811955086e-08,9.011200896580362e-08
1895,1.3240951446391591e-08,6.92140691427312e-08
1896,2.299841384001411e-08,7.076435126762703e-08
1897,1.7480140002135158e-08,9.49754301871053e-08
1898,1.640922953072277e-08,8.544115770448002e-08
1899,1.5477219506010442e-08,8.401919160405669e-08
1900,1.9206897405865675e-08,5.865889929346224e-08
1901,2.8502569249244658e-08,8.047784350040388e-08
1902,1.6203935970793282e-08,8.887613711650033e-08
1903,1.512061720276847e-08,8.100330717297766e-08
1904,1.3436562973367927e-08,6.342057368158294e-08
1905,8.773290538499623e-09,8.102391380049312e-08
1906,1.594697174311932e-08,7.098974652564038e-08
1907,2.108565710923216e-08,6.63426784619503e-08
1908,1.620758460774141e-08,6.728602786054694e-08
1909,1.8703344095705177e-08,7.37131822248216e-08
1910,1.8170112525695004e-08,7.428369208639651e-08
1911,1.4897047151407605e-08,8.14017244721299e-08
1912,1.1981668990301841e-08,9.272770018498022e-08
1913,8.484783153850373e-09,7.583275429823289e-08
1914,1.6741859454327823e-08,8.973636589360012e-08
1915,2.8273827723523937e-08,8.364340642330603e-08
1916,1.648119329900055e-08,9.229468034277488e-08
1917,1.4256351654751143e-08,1.2501723922753172e-07
1918,9.189101035644853e-09,1.0222875257426267e-07
1919,1.2890987832747669e-08,1.0589025833951382e-07
1920,1.817335615328375e-08,9.541012246927494e-08
1921,1.2873671018098776e-08,8.860114697473165e-08
1922,2.6560567079059183e-08,6.86148005080156e-08
1923,2.441668023323018e-08,5.94493081429448e-08
1924,2.7072411756812187e-08,8.5084724599227e-08
1925,2.0896537833436923e-08,7.148815495128247e-08
1926,1.3375366592072169e-08,7.022067016748679e-08
1927,1.3379070296082318e-08,9.811318024688376e-08
1928,1.1426041446327417e-08,6.055801682336437e-08
1929,1.7824650200282122e-08,9.692153568607864e-08
1930,2.3107928015519974e-08,9.453243343671147e-08
1931,2.5091784650044247e-08,9.466446027062148e-08
1932,1.53433514782364e-08,9.534796863164274e-08
1933,6.882397540763918e-09,1.1700075441822833e-07
1934,1.9170528275935794e-08,8.506922277717877e-08
1935,9.574627313213568e-09,9.933675926276919e-08
1936,1.4549657478823974e-08,8.366053050323785e-08
1937,3.777335333410292e-09,9.191515903950176e-08
1938,2.3337385357535823e-08,1.1020432122421653e-07
1939,3.364691281149135e-08,1.1164657109929976e-07
1940,1.7750480196809804e-08,1.1664601196059721e-07
1941,1.7709016475464523e-08,9.149658275475758e-08
1942,1.8205270180260413e-08,7.282108072104165e-08
1943,8.709705845433291e-09,1.0741970246641586e-07
1944,1.2852744646352221e-08,1.0603514155604898e-07
1945,3.703456741277478e-08,1.3724575698148556e-07
1946,2.0881657292193267e-08,1.336426045384087e-07
1947,1.6689218895749036e-08,1.5616341464408379e-07
1948,1.6307831529616124e-08,1.0763169200345146e-07
1949,2.7487622844546422e-08,1.1093219542956945e-07
1950,2.446133184896837e-08,1.1486190665266349e-07
1951,1.4925962688039363e-08,1.3220138495029232e-07
1952,1.5817205323287453e-08,1.2021076134516306e-07
1953,1.4005975934594517e-08,1.3359546180424786e-07
1954,1.4658803948464083e-08,1.2899747758865487e-07
1955,7.508486277174597e-09,1.4453836350014626e-07
1956,1.7442283395396885e-08,9.854889970739578e-08
1957,9.718541527092839e-09,1.0071943057354815e-07
1958,1.2408365002158916e-08,1.24083651797946e-07
1959,1.2401196514133517e-08,1.4261375724800018e-07
1960,1.1073333361366622e-08,1.446454103160022e-07
1961,7.64297514166401e-09,1.5841802891713996e-07
1962,1.5220695814832652e-08,1.3762045369958287e-07
1963,1.8104949428554562e-08,1.590649088001328e-07
1964,2.6769461314302134e-08,1.5209921144787586e-07
1965,1.4227312661319047e-08,1.4883958066036485e-07
1966,1.550940920136412e-08,1.4789329227937742e-07
1967,1.7256175155466735e-08,1.5678467413238195e-07
1968,1.8414805680322388e-08,1.742669368809402e-07
1969,2.1346261647181564e-08,1.5759898897016456e-07
1970,1.839489982558007e-08,1.6417448200911622e-07
1971,9.762954888969944e-09,1.3205681703709615e-07
1972,1.7442499000708267e-08,1.3184477243299852e-07
1973,1.8744893248712202e-08,1.7256328277426292e-07
1974,1.7439271360331077e-08,1.6201645891555927e-07
1975,8.567220266542108e-09,1.5935030361902136e-07
1976,1.314111219841152e-08,1.7369121252386321e-07
1977,1.9981058585472056e-08,1.8453095229631344e-07
1978,1.2475241617515564e-08,1.6693061510864027e-07
1979,1.2289143924704149e-08,1.6853683781903328e-07
1980,1.2507331170752423e-08,1.7226006221449097e-07
1981,2.0241758103001217e-08,2.074780205418847e-07
1982,1.6139505953916e-08,1.719478142092612e-07
1983,8.209910973278056e-09,2.1093155311291412e-07
1984,1.6237223121606803e-08,2.296407402013756e-07
1985,2.2257564680217e-08,2.3761454670534476e-07
1986,1.3787316177626963e-08,2.4157775868616227e-07
1987,1.4665960890170027e-08,2.2915563491210378e-07
1988,2.4585871005733395e-08,2.50655954658896e-07
1989,9.878619700032232e-09,2.2556182166511007e-07
1990,1.4166492479095183e-08,2.8605416346749735e-07
1991,2.5204301146164454e-08,2.719719844890278e-07
1992,1.4876849085965205e-08,2.8100714644097025e-07
1993,1.827938511667071e-08,2.6477411196879075e-07
1994,1.2132331583813993e-08,2.6163635524767415e-07
1995,1.7351842629409475e-08,2.770872313817563e-07
1996,1.9750941993024185e-08,2.386127277986816e-07
1997,1.6782131240233866e-08,3.0447579035808303e-07
1998,1.0489883850439696e-08,2.9037907722795353e-07
1999,1.6909744549042927e-08,2.6507166239753133e-07
2000,1.9881142176991773e-08,3.083785919955062e-07
2001,1.445799924226776e-08,3.0361798764033665e-07
2002,1.3581786695304743e-08,2.9792306932563406e-07
2003,1.5000922726216004e-08,2.937680676495802e-07
2004,1.5416769555409715e-08,3.4225228517925643e-07
2005,1.3511249008502091e-08,3.0760608993318783e-07
2006,1.5647982465338828e-08,3.1501857833404756e-07
2007,1.2382886716011399e-08,2.987870502124679e-07
2008,1.4901038625225738e-08,3.227139124817313e-07
2009,1.4781396995289242e-08,2.808465389136927e-07
2010,8.502827775203059e-09,3.02322767709029e-07
2011,1.4913490886669933e-08,2.8335633217579925e-07
2012,2.110636604379934e-08,2.764253324016863e-07
2013,2.036061336196937e-08,2.886744390195872e-07
2014,1.7323561252169384e-08,2.990479934794621e-07
2015,2.0614151274855885e-08,2.529112492766217e-07
2016,1.6156452314897152e-08,2.487679324758574e-07
2017,1.911864680459452e-08,2.784781791831392e-07
2018,2.1684320672399338e-08,2.676980912497129e-07
2019,2.397928433595098e-08,2.528028879567046e-07
