year,trois_DET hommes_NOUN,trois_DET sommes_NOUN
1800,2.131743443101186e-06,6.288328968651058e-09
1801,1.8073176022426196e-06,1.1905912700171939e-08
1802,2.3027374993489502e-06,4.475680270843441e-09
1803,1.7182488392109008e-06,1.950339223455444e-09
1804,1.8884940971020114e-06,1.9774807569206132e-08
1805,2.2686163276830484e-06,1.9900143755080535e-08
1806,1.5128762953509067e-06,1.152667650217154e-08
1807,1.4604879794433145e-06,4.555128185756985e-08
1808,2.1391738300735597e-06,1.3596443970698147e-08
1809,1.7710799795622734e-06,1.8072244145628247e-08
1810,2.534357165018264e-06,1.6380887757350138e-08
1811,2.090902071927303e-06,3.760615285841595e-08
1812,1.72835098055657e-06,2.1337664968257286e-08
1813,1.791587081356738e-06,5.751483289628823e-09
1814,1.9068863537086145e-06,9.440030979135372e-09
1815,1.4565007404598873e-06,1.0788894222457657e-08
1816,1.4624080932890138e-06,2.0858434979231788e-08
1817,1.7732787966906471e-06,2.3353100786493997e-08
1818,1.8251322302376138e-06,3.5763532135746345e-09
1819,2.0029281344591254e-06,9.315945348475907e-09
1820,2.3614298214624796e-06,7.119888678630559e-09
1821,2.184319683351532e-06,1.577838126820552e-08
1822,2.0572564807253e-06,1.4035862250239006e-08
1823,2.116871598900616e-06,1.4824030003524058e-08
1824,1.972224595192529e-06,1.2631669044083083e-08
1825,2.1159479217658372e-06,1.7610886970942374e-08
1826,2.1368170450841717e-06,1.056958154332932e-08
1827,1.6268487499360162e-06,3.594736597278825e-08
1828,1.734482118820324e-06,1.1006761724274838e-08
1829,1.7403547616368087e-06,1.7146351893870815e-08
1830,2.2011287654777334e-06,1.2524203008013046e-08
1831,2.0938989706564826e-06,1.091384405071949e-08
1832,2.1783251611395826e-06,2.3000948701223933e-08
1833,2.378118892920611e-06,2.3167256557599103e-08
1834,2.337366623805792e-06,1.7735608537350345e-08
1835,2.44514643554794e-06,1.0588323107185715e-08
1836,2.229944882969903e-06,1.4113575197427508e-08
1837,2.083192583768323e-06,2.0177884252348122e-08
1838,2.2376613344476937e-06,4.418513555037862e-09
1839,2.0009602366144463e-06,2.1673573158409454e-08
1840,2.151680902784392e-06,2.1019973317493168e-08
1841,2.2523284286535272e-06,1.5409316489467528e-08
1842,2.1385949224850265e-06,1.7441489585934278e-08
1843,1.9640478825522223e-06,7.678984337289307e-09
1844,2.0593081302422434e-06,8.232842074740176e-09
1845,1.8788627613730569e-06,1.1718478631905782e-08
1846,2.259252042335902e-06,1.8734404472198207e-08
1847,1.811044469945955e-06,1.6179670936367074e-08
1848,1.99199688211138e-06,3.298540818263973e-08
1849,1.6825865429836995e-06,2.1786478399121734e-08
1850,2.132423702505548e-06,1.9009188889640427e-08
1851,1.7600518589233616e-06,1.6123596680017727e-08
1852,1.638053191754807e-06,1.8229526776991634e-08
1853,1.796954265387285e-06,7.166318427564988e-09
1854,1.623645189852141e-06,1.610656008566025e-08
1855,1.900414204669687e-06,9.021793090369101e-09
1856,1.6209778976872258e-06,1.0354378687793542e-08
1857,1.8212909935755306e-06,4.881509196863476e-09
1858,1.930555143303536e-06,1.663849857891364e-08
1859,1.7898989028708456e-06,2.2914779407301467e-08
1860,1.918755515362136e-06,2.4259074749011234e-08
1861,1.919868836353089e-06,1.461948750947073e-08
1862,1.8609585339390833e-06,3.1625903895715624e-08
1863,1.8824726453203766e-06,3.0467187883687075e-08
1864,1.8474087113418136e-06,2.780942265356856e-08
1865,1.583853119768719e-06,1.2708479601997169e-08
1866,1.7808143866204773e-06,1.508339997347008e-08
1867,1.5635758217058537e-06,1.261730986357179e-08
1868,1.5432166549089743e-06,9.385760946223343e-09
1869,1.6628382439876077e-06,7.325278605918584e-09
1870,1.7873029634074555e-06,2.5229814681893004e-08
1871,1.9489860534349646e-06,2.3366590440332402e-08
1872,1.9472432200018375e-06,2.1165687758006868e-08
1873,1.6168197589649935e-06,2.334541804316359e-08
1874,1.8569085540320884e-06,2.330097642611051e-08
1875,1.497895794955184e-06,2.0025344937835143e-08
1876,1.6366561794711743e-06,3.385768443386894e-08
1877,1.471986152523641e-06,1.9791411509650914e-08
1878,1.6414242764994924e-06,1.6305539085603726e-08
1879,1.7393249436281621e-06,4.887460214320072e-09
1880,1.6038197401258003e-06,2.7596738449986447e-08
1881,1.649695292371689e-06,9.761510710859511e-09
1882,1.6232484796319113e-06,1.4641846846075168e-08
1883,1.5735153766627263e-06,1.074287619973191e-08
1884,1.5791259500019805e-06,1.1222884843675729e-08
1885,1.458647318486328e-06,1.6758653131887513e-08
1886,1.4739711247102605e-06,8.38950281467632e-09
1887,1.5976279001961302e-06,2.6768590899450828e-08
1888,1.6999187977262409e-06,2.53624587998047e-08
1889,1.630815134490149e-06,1.8168896609438434e-08
1890,1.4308225217973813e-06,3.4738247944865464e-08
1891,1.4596964348356778e-06,1.0836174069162041e-08
1892,1.5119651806116963e-06,1.2537024751679837e-08
1893,1.3203645181647516e-06,1.1700991287000306e-08
1894,1.40461315822904e-06,1.5753848003896564e-08
1895,1.4625233291098994e-06,1.2639090662958097e-08
1896,1.5202540595282699e-06,1.8870493112554954e-08
1897,1.4543476822836965e-06,1.806281169081103e-08
1898,1.3540442722614898e-06,1.867257115595322e-08
1899,1.3564677203703468e-06,1.9899282222013426e-08
1900,1.3958741789110718e-06,9.863001082521805e-09
1901,1.4005380108983445e-06,1.900171220370339e-08
1902,1.1544077551661758e-06,9.329538919189417e-09
1903,1.4639997658605353e-06,1.2420506401156217e-08
1904,1.2103656104045513e-06,5.374625189347171e-09
1905,1.2158748035062672e-06,4.64468330463319e-09
1906,1.2639261655067457e-06,1.0288369267641428e-08
1907,1.2214253075626402e-06,1.5942815068115124e-08
1908,1.2504396096346682e-06,1.7189861978295085e-08
1909,1.0974462298918297e-06,7.151278680339601e-09
1910,1.3232116629069424e-06,2.51175080734356e-08
1911,1.273697534998064e-06,1.5961122201701983e-08
1912,1.189831792203222e-06,7.814131564032323e-09
1913,1.20483922216863e-06,9.015082680363662e-09
1914,1.3246158800939156e-06,1.0045115850232378e-08
1915,1.5197183103055067e-06,1.0602685840410686e-08
1916,1.6931679454046389e-06,9.888715624128963e-09
1917,1.4453747070319878e-06,1.315970976634162e-08
1918,1.2232990229676943e-06,1.8378202071289707e-08
1919,1.2071489408072011e-06,1.289098744416961e-08
1920,1.1994415274330095e-06,9.843901693784574e-09
1921,1.013233607238817e-06,1.6660044011018726e-08
1922,1.0934100487247633e-06,9.591316185719734e-09
1923,1.1284753043128148e-06,9.554353308516284e-09
1924,1.1705594715749612e-06,7.734974438733389e-09
1925,1.2185980864387602e-06,1.2097995494286806e-08
1926,1.1536253623489756e-06,1.3375366592072169e-08
1927,1.1784730133967969e-06,5.574612327308159e-09
1928,1.0374845160754376e-06,6.8556245125250825e-09
1929,1.1686286143230973e-06,3.342121912552898e-09
1930,1.0934251264416162e-06,3.1510811737689437e-09
1931,1.1040385743399384e-06,5.7026783295555106e-09
1932,1.1452716250914818e-06,1.0959536389520963e-08
1933,1.0667715741874417e-06,4.588264879146209e-09
1934,1.116683250756978e-06,7.188948103475923e-09
1935,1.0927043234687517e-06,1.0771455727365264e-08
1936,1.0875869094206791e-06,1.091224355320719e-08
1937,1.0072894411905509e-06,2.5182236296217297e-09
1938,1.142235376505596e-06,7.779128452511941e-09
1939,1.0032896966549743e-06,7.647025235257843e-09
1940,1.1385665317220628e-06,5.0715658339584024e-09
1941,1.1009104667891734e-06,5.9030051957620344e-09
1942,1.128726779597855e-06,0.0
1943,1.2309717760672356e-06,2.9032352077962287e-09
1944,1.6130194211427806e-06,6.4263723231761105e-09
1945,1.5184173349780394e-06,1.3071024707045353e-08
1946,1.3475628861669975e-06,5.568441707737293e-09
1947,1.2493072176766873e-06,4.7683483828109274e-09
1948,1.2557030544257941e-06,9.784699050996437e-09
1949,1.156443588001821e-06,5.890204768377316e-09
1950,1.1082046853516658e-06,4.2541445921528975e-09
1951,1.2249950600562443e-06,1.0661401761424827e-09
1952,1.252722753974922e-06,7.381362632230548e-09
1953,1.2422222681607309e-06,7.54167928107563e-09
1954,1.1189553390522633e-06,9.772536557761669e-09
1955,1.1760166955809837e-06,2.815682353940474e-09
1956,1.1965405946057217e-06,3.488456634670456e-09
1957,1.155622911142018e-06,6.184526224473075e-09
1958,1.1812763887064648e-06,4.1361216673863055e-09
1959,1.0982809470760913e-06,6.975672928177801e-09
1960,1.2256795827170208e-06,0.0
1961,1.1561736528165056e-06,6.948159270159238e-10
1962,1.270928095209456e-06,7.610347907416326e-09
1963,1.24536190071467e-06,6.466053470433053e-09
1964,1.2770249071536455e-06,3.6503808864551957e-09
1965,1.2284737067602691e-06,4.377634699181954e-09
1966,1.2407527805180507e-06,5.539074976468328e-09
1967,1.329218449086511e-06,1.2818872185960117e-08
1968,1.4722861294558243e-06,1.2126823101255013e-08
1969,1.4629001867660918e-06,9.083515217778171e-09
1970,1.2761461647414762e-06,2.2993624781975086e-09
1971,1.2142033654072293e-06,4.624557736754298e-09
1972,1.2399565321175032e-06,6.669190755204113e-09
1973,1.2283417589742385e-06,8.269805784610895e-09
1974,1.1481791517553575e-06,7.313243344242437e-09
1975,1.0943195718482457e-06,6.8537762132336866e-09
1976,1.1341350614202383e-06,7.998937512354587e-09
1977,1.0613468077735888e-06,9.990529292736028e-09
1978,1.243365773007099e-06,5.346532105932056e-09
1979,1.1780021935692275e-06,6.43717057435822e-09
1980,1.2490276333210204e-06,3.97960553399912e-09
