year,ces_DET eaux_NOUN,ces_DET sauts_NOUN
1866,4.033106449696788e-06,3.113992264047738e-08
1867,3.77936947870694e-06,1.6984840200962026e-08
1868,4.232484059230046e-06,4.149494292615685e-08
1869,3.72856680996847e-06,2.930111508980815e-08
1870,4.470837893677526e-06,4.0711745086241535e-08
1871,3.6621818253479432e-06,2.3366590440332402e-08
1872,3.91928051612922e-06,1.0885210510735988e-08
1873,4.588870922361821e-06,2.2746816430441186e-08
1874,4.160717878676223e-06,4.839433298542417e-08
1875,3.6360304989102588e-06,9.726595828762896e-08
1876,4.221932044856658e-06,1.4510435963899226e-08
1877,3.7238776258163853e-06,3.2779525871440285e-08
1878,3.415708647480642e-06,4.589707236490881e-08
1879,3.5617366052065336e-06,1.3440515367335593e-08
1880,3.207639565516729e-06,2.502960061434578e-08
1881,3.521116354932019e-06,1.9523021199674417e-08
1882,3.758961440780695e-06,3.1945848633085916e-08
1883,3.7631662621606665e-06,4.486730587061061e-08
1884,3.479094345948397e-06,4.291103028464249e-08
1885,4.2618543147909804e-06,3.867381481725829e-08
1886,3.419045071950677e-06,2.4523161945566585e-08
1887,3.862511846364214e-06,2.9380160138092748e-08
1888,3.7301836641745467e-06,2.5362459465938514e-08
1889,3.4614880064509634e-06,5.450668938422609e-08
1890,3.2221363426288008e-06,3.015017702168166e-08
1891,2.9417025189104606e-06,2.5496880162734215e-08
1892,3.253357959920322e-06,4.137218212463267e-08
1893,3.053343021974797e-06,2.278614141815183e-08
1894,3.5269714544483577e-06,1.9534772022211655e-08
1895,2.967176840229513e-06,4.8750777636996645e-08
1896,2.8229078736785596e-06,1.9460195233023114e-08
1897,2.7915785665300064e-06,1.8645483823576114e-08
1898,2.7675014280248433e-06,3.168678741616304e-08
1899,2.9848924043562874e-06,2.04520400615138e-08
1900,2.9080280512516765e-06,5.087232146649967e-08
1901,2.5568481589743897e-06,3.353243416270857e-08
1902,2.4934422242495202e-06,2.455141911994474e-08
1903,3.43129988777946e-06,3.456140884594561e-08
1904,2.6733385709576396e-06,4.6759239147320386e-08
1905,2.7976474541446805e-06,4.5930754311029887e-08
1906,3.0885684054737794e-06,3.755254684989495e-08
1907,2.3749649642468285e-06,2.3657079850636364e-08
1908,2.5421349789667147e-06,4.5675918602938737e-08
1909,2.4836941747707897e-06,4.2357572116458186e-08
1910,3.2572597774560563e-06,3.42025641142385e-08
1911,2.4878068813904974e-06,3.298632034187676e-08
1912,2.426548405765061e-06,4.167536893362467e-08
1913,2.496117161854272e-06,3.7651225748280837e-08
1914,2.4161852252291283e-06,5.2234600644851525e-08
1915,2.4197685775106947e-06,1.1780762032564951e-08
1916,1.8436961539691765e-06,1.098746227334857e-08
1917,1.8083634216736755e-06,2.1932848426331475e-08
1918,1.6138358915895878e-06,5.16886933255023e-08
1919,1.8047382468466822e-06,3.314825480771333e-08
1920,1.7431277967716596e-06,4.619061400035207e-08
1921,1.7886829937197035e-06,5.149468229603826e-08
1922,1.8894892406251529e-06,3.8365265186968145e-08
1923,2.1380519683589227e-06,4.564857780664511e-08
1924,2.1993111829488043e-06,5.156649840465377e-08
1925,2.2469277496384166e-06,5.719052653674339e-08
1926,1.992929526295484e-06,2.1177662290483568e-08
1927,2.012435089682185e-06,5.4631200896437804e-08
1928,1.9767051071539754e-06,6.627104154333097e-08
1929,1.8615619410411455e-06,4.233354289340241e-08
1930,1.9463176670342364e-06,4.411513465640837e-08
1931,1.933207926185787e-06,3.649714130915527e-08
1932,2.095463457862934e-06,5.150982085311284e-08
1933,2.1289549181346956e-06,4.932384811695556e-08
1934,1.7157622664853989e-06,4.553000465534751e-08
1935,1.6827407449682141e-06,6.462873347601317e-08
1936,1.7495963220426347e-06,6.426099030676369e-08
1937,1.7186875993502326e-06,6.421470066797497e-08
1938,1.7127047868825684e-06,5.186085783037697e-08
1939,1.9224621610192116e-06,4.7411555570420205e-08
1940,1.856193136973161e-06,2.282204625281281e-08
1941,1.6705504322089837e-06,4.132103548215582e-08
1942,1.7325349119801103e-06,2.1239482617119165e-08
1943,1.6083923242149467e-06,6.387117701400769e-08
1944,1.542329385983976e-06,3.855823393905666e-08
1945,1.1959987205045763e-06,1.0021118512781868e-07
1946,1.364268172210359e-06,5.707652750430725e-08
1947,1.2528835497960245e-06,4.887557203403503e-08
1948,1.5111924085431383e-06,6.196976087835537e-08
1949,1.4607708038738565e-06,4.908504269707237e-08
1950,1.54531807083913e-06,4.679559095777108e-08
1951,1.6077394207059115e-06,6.610069203105695e-08
1952,1.7936711174115771e-06,5.483297904618212e-08
1953,1.7475147728873708e-06,5.2791754967529414e-08
1954,1.6183320070695117e-06,3.420387484354137e-08
1955,1.7269518082230206e-06,2.0648338150408563e-08
1956,1.370091368357862e-06,4.273359532902532e-08
1957,1.803231185704135e-06,4.240818274325875e-08
1958,1.6221869429955404e-06,2.8952852559882558e-08
1959,1.6276570136142254e-06,5.8905683886223414e-08
1960,1.5073575383439675e-06,3.598833475670915e-08
1961,1.483432058080325e-06,4.029932254567825e-08
1962,1.490993952302233e-06,4.058852276500602e-08
1963,1.3889081884599364e-06,4.396916253313066e-08
1964,1.3494241386524664e-06,6.631525639733127e-08
1965,1.313837643124316e-06,5.581484163741379e-08
1966,1.270663730679189e-06,5.982200868004384e-08
1967,1.4095829925508951e-06,3.845661722401417e-08
1968,1.3034089221264367e-06,3.3685619404977274e-08
1969,1.3575314454783438e-06,3.0429776920470886e-08
1970,1.6265690021555201e-06,4.09286515790086e-08
1971,1.172582244635123e-06,5.7550051835164595e-08
1972,1.2240530224971735e-06,4.6171320544630134e-08
1973,1.139579254072487e-06,4.796487296232499e-08
1974,1.3748897487175782e-06,3.6566217609390606e-08
1975,1.2885099351933604e-06,4.169380618535001e-08
1976,1.20098334832619e-06,3.828063110944413e-08
1977,1.1935744339552912e-06,5.1128001388178745e-08
1978,1.1625737812437364e-06,5.643561884483006e-08
1979,1.0919782198470784e-06,3.8037826111114725e-08
1980,1.2041149375363602e-06,3.638496370861333e-08
1981,1.1234175900654009e-06,3.1627748420248736e-08
1982,1.1937027153408053e-06,3.289976202580647e-08
1983,9.997145085094417e-07,4.483874249672226e-08
1984,1.1151493026773096e-06,4.0593061356730686e-08
1985,1.13333112494729e-06,4.090579430737762e-08
1986,9.878911768623766e-07,4.136194942105931e-08
1987,9.820082667033603e-07,5.6219513488997563e-08
1988,8.239265198994872e-07,3.657897762465723e-08
1989,1.0564635175569492e-06,3.347754562454952e-08
1990,1.007455573187599e-06,4.0320018435124894e-08
1991,8.674968583477494e-07,3.92718169095474e-08
1992,9.080387783910737e-07,4.4079553340736766e-08
1993,8.818418422151808e-07,5.760775589891409e-08
1994,9.632016144678346e-07,5.433174532498697e-08
1995,8.50782512884507e-07,2.8196744050745792e-08
1996,8.220661911195748e-07,3.790045433049727e-08
1997,7.216316006974921e-07,4.842843370767014e-08
1998,7.776818620186532e-07,5.2449422582867555e-08
1999,8.628539731603269e-07,3.8846708960704746e-08
2000,9.255775808014732e-07,4.948195275744638e-08
2001,7.272811615166574e-07,4.8193328439083416e-08
2002,7.29911484143031e-07,5.2136534645086385e-08
2003,7.550464431460568e-07,4.291930633115726e-08
2004,6.87587913716925e-07,5.682180592714303e-08
2005,7.305082050379497e-07,4.72893706415789e-08
2006,7.655157219232933e-07,5.147362536206401e-08
2007,7.014305865027382e-07,4.6335962622379157e-08
2008,7.518638440728864e-07,4.9386300382536774e-08
2009,7.762617286743989e-07,5.054284013539245e-08
2010,9.041339552595673e-07,4.440365319879902e-08
2011,8.932798465366432e-07,4.971163702904846e-08
2012,9.821269344456596e-07,4.119145691205972e-08
2013,8.863839155992537e-07,4.93675145207817e-08
2014,1.0214405179453934e-06,6.388063233941921e-08
2015,9.730766024063087e-07,4.9429632387187894e-08
2016,1.2668315463315594e-06,5.0126431005992345e-08
2017,9.199590635944332e-07,4.3268515881322855e-08
2018,9.626289099173846e-07,5.1887479202150644e-08
2019,9.295799188180354e-07,4.5152483085786344e-08
