year,ses_DET eaux_NOUN,ses_DET seaux_NOUN
1842,4.607236263609593e-06,4.695785538189057e-09
1843,4.280147635427056e-06,1.1223130869097986e-08
1844,3.849127978128308e-06,1.0428266250528395e-08
1845,4.2560396451563065e-06,4.464182357111213e-09
1846,4.042533049641861e-06,7.610851504580296e-09
1847,3.7757957898065797e-06,1.3483059113639229e-08
1848,4.015369981402728e-06,1.528592186161859e-08
1849,3.980222174959636e-06,1.6758829879393033e-09
1850,3.942370099707659e-06,8.146795238417326e-09
1851,4.119901419130656e-06,6.449438760824933e-09
1852,4.3275595658087695e-06,1.8229528109259263e-08
1853,4.1289937087185535e-06,1.3735443005202796e-08
1854,4.1461400144271465e-06,1.506742641765868e-08
1855,4.2359970109373535e-06,7.429711956774554e-09
1856,4.155729655508367e-06,1.3978411317339123e-08
1857,4.142448688071454e-06,1.5620829074691756e-08
1858,3.978558709150093e-06,5.3830437884982985e-09
1859,4.140446108635842e-06,1.782260738991681e-08
1860,3.826067924705967e-06,1.5104706818647173e-08
1861,4.2778507634011476e-06,1.1789909493131745e-08
1862,4.4524755082875345e-06,1.0843167252971853e-08
1863,3.770439263917069e-06,1.048870412745373e-08
1864,4.161344378417198e-06,1.7740493518658695e-08
1865,3.77018224639869e-06,4.23615986733239e-09
1866,3.763064995609966e-06,2.1408697037372804e-08
1867,3.5808896683420244e-06,2.4749338578544666e-08
1868,3.7473885186045663e-06,6.421836395986702e-09
1869,3.711474647616342e-06,1.660396442559886e-08
1870,3.5453623326020534e-06,9.747882501187632e-09
1871,3.5092370609390855e-06,2.442870794538976e-08
1872,3.4149324648069523e-06,9.071008832961525e-09
1873,3.577834775114752e-06,1.2570609442263958e-08
1874,3.416281614931904e-06,8.364453130127458e-09
1875,3.694962131817192e-06,1.830888685105947e-08
1876,4.102220998447592e-06,1.934724735974669e-08
1877,4.404207629704615e-06,2.9068634388451642e-08
1878,3.4531508958934864e-06,1.8721175498725984e-08
1879,3.714469713145263e-06,1.1607718342077078e-08
1880,3.897558059406947e-06,7.701415505323439e-09
1881,4.195357604430683e-06,2.1614773970668466e-08
1882,3.5526445998357303e-06,1.1979693681496428e-08
1883,3.6816469730638346e-06,5.687405213450347e-09
1884,3.677145201663734e-06,5.941527270181268e-09
1885,3.5670148719191275e-06,1.2246707647989297e-08
1886,3.4713181236156743e-06,1.613365974151293e-08
1887,3.410710263551664e-06,2.7421483750345033e-08
1888,3.1373361650821607e-06,2.7264643875923866e-08
1889,3.5454407765200813e-06,2.1301465480405568e-08
1890,3.3938612631345677e-06,1.3108772733971819e-08
1891,2.7708734151588033e-06,1.7210394887001712e-08
1892,3.497203081792577e-06,1.0656471260972467e-08
1893,3.103226063672082e-06,8.005941687372342e-09
1894,3.398420233224897e-06,1.3863386882917439e-08
1895,3.113429173140503e-06,8.426059849853118e-09
1896,3.1112725480397785e-06,1.0614652268259306e-08
1897,2.7851690589386635e-06,1.3984112534615178e-08
1898,2.899906910158734e-06,1.6975064909274806e-08
1899,2.7765027112991447e-06,2.4874102777516782e-08
1900,2.951113614813039e-06,1.0901211489056095e-08
1901,2.8262253195521225e-06,1.1736351446245408e-08
1902,2.4242071816615862e-06,1.0311596021495006e-08
1903,3.0840658098441054e-06,2.970121215639665e-08
1904,2.8206032425259764e-06,1.5586412160928376e-08
1905,2.8337727684402125e-06,2.0643035725242953e-08
1906,2.9260121863217137e-06,1.9033482345776065e-08
1907,2.5642215888410647e-06,1.8514235478050978e-08
1908,2.8972284695782946e-06,1.964555629285769e-08
1909,2.320314870019047e-06,2.2554033307642385e-08
1910,2.7249824228192665e-06,8.01622590529405e-09
1911,2.569208696456826e-06,1.4897047151407605e-08
1912,2.618776001384049e-06,1.0939784800267915e-08
1913,2.3577093415383388e-06,8.484783542428431e-09
1914,2.5983365787851653e-06,1.875088173619588e-08
1915,2.2100709529127016e-06,2.3561523843085297e-09
1916,2.2831945756252026e-06,2.197492410260793e-09
1917,2.443319353062634e-06,7.676496771580332e-09
1918,2.103155537724888e-06,8.040463406189247e-09
1919,2.2982788436820556e-06,1.3811772170413406e-08
1920,2.448859746095877e-06,9.086678076641874e-09
1921,2.3513379758810515e-06,1.2116395886607734e-08
1922,2.1145162705238363e-06,1.3280283539529592e-08
1923,2.1221280803729314e-06,7.431163684401554e-09
1924,2.1902869633549926e-06,1.2891624656674594e-08
1925,2.725348473120448e-06,2.4195990988573612e-08
1926,1.9550327365891462e-06,1.114613823460786e-08
1927,2.1863631118890225e-06,3.3447673075670536e-08
1928,2.4554561974809985e-06,1.7139061725401916e-08
1929,2.4709420358703937e-06,2.8965056131369238e-08
1930,2.214159593449949e-06,2.10072066408884e-08
1931,2.197812243309727e-06,2.0529641986399838e-08
1932,2.552476132677839e-06,2.082311922890767e-08
1933,1.956894983834445e-06,1.4911860191091364e-08
1934,2.2213849817376286e-06,1.5576054224197833e-08
1935,2.008278102039185e-06,2.393656828303392e-08
1936,2.0769636392969915e-06,1.33371855781661e-08
1937,1.9440685932181623e-06,1.7627565185307503e-08
1938,2.1094404232258057e-06,2.5930429359277696e-08
1939,1.858227179241112e-06,1.070583532936098e-08
1940,2.0260905699842624e-06,2.028626333583361e-08
1941,1.7000654892740386e-06,1.4757512545315876e-08
1942,1.8387323379442932e-06,1.517105907566929e-08
1943,1.6577472834455875e-06,2.322588166236983e-08
1944,1.783318339221296e-06,2.8918675454292497e-08
1945,1.8735134901248784e-06,5.010559434026618e-08
1946,1.7234327032156216e-06,2.3665876369705074e-08
1947,1.5330240614730428e-06,3.099426493236024e-08
1948,1.5677261941959841e-06,3.913879709216417e-08
1949,1.8554145384541698e-06,2.5524221847206263e-08
1950,1.976050256757844e-06,1.595304155443955e-08
1951,1.6365252193395463e-06,2.4521224162299404e-08
1952,1.5732847913341175e-06,2.2144087452602434e-08
1953,1.616074058574668e-06,2.477980309834038e-08
1954,1.5655602823017034e-06,2.5408594339637602e-08
1955,1.4294280532567427e-06,1.1262729415761896e-08
1956,1.5654448972668433e-06,2.7907653077363648e-08
1957,1.4162565378228464e-06,1.0602045463770082e-08
1958,1.6072968875846527e-06,2.0680609225109947e-08
1959,1.2881742819104147e-06,2.015194411342236e-08
1960,1.353022931027681e-06,1.4533750203327145e-08
1961,1.3423843441273675e-06,1.320150300188061e-08
1962,1.3108823324614605e-06,2.0928455413127267e-08
1963,1.252474504553902e-06,1.4871922360271128e-08
1964,1.482663080309976e-06,1.4601523545820783e-08
1965,1.319309681946379e-06,1.4227312661319047e-08
1966,1.3615045659776115e-06,1.7725039214155913e-08
1967,1.3188647791650965e-06,1.7749208325312793e-08
1968,1.6663153132867592e-06,1.7067380397861598e-08
1969,1.4615376286997162e-06,1.862120768691966e-08
1970,1.5516098272883028e-06,1.5175793066646293e-08
1971,1.2311600414705026e-06,1.2332153964678128e-08
1972,1.3800095075566787e-06,1.7955514408640738e-08
1973,1.226687846411778e-06,1.4885650045926013e-08
1974,1.2229992556456182e-06,2.025205875222369e-08
1975,1.2930791015719478e-06,1.4278700888326057e-08
1976,1.1124236749537886e-06,1.1427053969725876e-08
1977,1.1160008810406907e-06,1.8218024422367307e-08
1978,1.3057420282791554e-06,1.4257419245211622e-08
1979,1.1212380819358714e-06,2.3407892513205297e-08
1980,1.391156338570454e-06,1.7055452161685025e-08
1981,1.22019844894794e-06,1.3283654176632353e-08
1982,1.0589999241972237e-06,1.738100685599875e-08
1983,1.0496054976272262e-06,1.4525227243211702e-08
1984,1.101811591297519e-06,1.681712458179163e-08
1985,1.1940882806982245e-06,1.2632671797518924e-08
1986,9.878912443639365e-07,1.1988970705090196e-08
1987,1.0467829305582654e-06,1.4665960890170027e-08
1988,9.50453763692849e-07,1.9788627625416666e-08
1989,1.2298881983952015e-06,1.4817929994137558e-08
1990,1.0777432066788606e-06,1.3621627381610324e-08
1991,1.041582315508549e-06,1.582595565707834e-08
1992,1.056807288790651e-06,2.259077191979486e-08
1993,1.1050718882188448e-06,1.6063700869484165e-08
1994,1.2522676300363855e-06,1.7407257857371405e-08
1995,1.0329769111194764e-06,2.277429267394382e-08
1996,1.050002737201794e-06,1.8149513891785318e-08
1997,1.0798102181297509e-06,2.3015493511024943e-08
1998,9.397982623227108e-07,1.573482644179336e-08
1999,1.1420932963801533e-06,2.2851006420410158e-08
2000,9.98033311105928e-07,2.2531960297555997e-08
2001,1.0506145642352749e-06,1.621048362210331e-08
2002,1.0339682354754132e-06,1.7086764003693133e-08
2003,1.0467310360695592e-06,2.0001230005561865e-08
2004,9.373395570833054e-07,1.3654853248112886e-08
2005,9.782144125836112e-07,1.170974872621855e-08
2006,1.122124949404224e-06,1.853050440869808e-08
2007,1.0421596847720593e-06,1.837460494868992e-08
2008,1.1908058326071114e-06,2.4693150635357597e-08
2009,1.2955178974038972e-06,2.5271420511785436e-08
2010,1.2584184929664843e-06,3.542844595472161e-08
2011,1.4829362982027305e-06,3.594533737327765e-08
2012,1.6663816495565698e-06,4.9702091331482734e-08
2013,1.2525960357834265e-06,5.4387939485422976e-08
2014,1.4077558816438795e-06,7.773947885425514e-08
2015,1.7109745584775737e-06,4.965128752587589e-08
2016,2.066575945036675e-06,5.820465531769514e-08
2017,1.3310100044350293e-06,6.238715855033661e-08
2018,1.5052531807668856e-06,4.4143082078562657e-08
2019,1.4831442882723422e-06,7.857042305658979e-08
