year,des_DET eaux_NOUN,des_DET sauts_NOUN
1978,3.976631784752271e-06,2.471286050242938e-07
1979,4.152560173054098e-06,2.1125624183326863e-07
1980,4.253629711570284e-06,2.529892066949202e-07
1981,3.919943097230316e-06,2.63775407849387e-07
1982,4.038600888378596e-06,2.2533233812183084e-07
1983,3.4879489696493238e-06,2.4250812913351183e-07
1984,3.709045756750129e-06,2.65594587434137e-07
1985,4.073134419968483e-06,2.2738808791444853e-07
1986,3.33952788267311e-06,2.547656374751739e-07
1987,3.661601468252229e-06,2.3587753350540197e-07
1988,3.44262155849151e-06,2.524549236326834e-07
1989,3.4772741805966234e-06,2.431238124156465e-07
1990,3.6582242799454434e-06,2.506379515043733e-07
1991,3.1874648271923434e-06,2.3094172751925157e-07
1992,3.114220390898481e-06,3.013939329221671e-07
1993,3.0160983719440537e-06,2.47048639323566e-07
1994,3.1296139688663516e-06,2.373716936343584e-07
1995,3.113028970602727e-06,2.5539742054547787e-07
1996,3.033103904925838e-06,2.935950775828644e-07
1997,2.9220088073600436e-06,2.50772994370152e-07
1998,2.8899631168144424e-06,2.7273698188778894e-07
1999,3.118248304900817e-06,2.801533445229154e-07
2000,2.7762909446948925e-06,3.092622060663075e-07
2001,2.794336861455804e-06,2.9266494205870686e-07
2002,2.485466890078669e-06,3.079998602828482e-07
2003,2.755586173464053e-06,3.075189081158669e-07
2004,2.3332178891166677e-06,3.0172818954454783e-07
2005,2.4833675205115924e-06,3.485902118072204e-07
2006,2.58891749460588e-06,3.5207959392380417e-07
2007,2.371921908661534e-06,3.23952281222617e-07
2008,2.570216256714275e-06,3.2313966880082035e-07
2009,2.640624948924142e-06,3.495084968108131e-07
2010,2.650992591668455e-06,4.4687082478844786e-07
2011,3.1027709646025414e-06,4.198721144099693e-07
2012,2.6028916657594436e-06,4.4493583395421865e-07
2013,2.386096483064648e-06,4.2171571035254374e-07
2014,2.5058532671096145e-06,4.1554893881468047e-07
2015,2.4663834317095734e-06,4.2114932785608516e-07
2016,2.929910493776333e-06,4.092967982316509e-07
2017,2.845408030083263e-06,3.8337917507291763e-07
2018,2.4431000227309596e-06,4.7111766221519247e-07
2019,2.2912971751054556e-06,4.3774949709529665e-07
