year,des_DET eaux_NOUN,des_DET sauts_NOUN
1800,1.2161627836348998e-05,5.345079543417341e-07
1801,1.0810568916497232e-05,4.6433061129391717e-07
1802,1.0750584408469877e-05,5.057518706053088e-07
1803,1.2193521158110343e-05,6.553139613174608e-07
1804,1.1934096463050992e-05,3.2134060923283414e-07
1805,1.0493061409988513e-05,3.894742430787801e-07
1806,8.725694257805117e-06,3.3715529745848016e-07
1807,1.0451171831959982e-05,3.3024679169102455e-07
1808,9.442730757314166e-06,4.849398118622616e-07
1809,1.143069447095968e-05,2.4623432182124816e-07
1810,9.154575806746834e-06,3.4633875634071387e-07
1811,1.0775416043884434e-05,2.0558029012462953e-07
1812,1.0788856940280311e-05,2.7738965968637785e-07
1813,9.303023773554742e-06,1.9555043673236128e-07
1814,7.325464238761015e-06,3.2410775130387037e-07
1815,9.127404766218206e-06,2.0498899289123074e-07
1816,8.081484850208653e-06,4.519327490015712e-07
1817,7.968077664344264e-06,4.5927764669162485e-07
1818,8.528410489816451e-06,4.196254508315178e-07
1819,8.172153641794466e-06,2.929347235891555e-07
1820,7.181594508409717e-06,2.5987594653997803e-07
1821,6.7215905588113856e-06,2.8499699844530824e-07
1822,8.149823329972605e-06,2.4261990461127425e-07
1823,6.7113327801848754e-06,2.559615834840656e-07
1824,7.527632703840936e-06,2.526333737762343e-07
1825,7.487268231187727e-06,3.3284574652014953e-07
1826,8.103345280119356e-06,1.928948551999099e-07
1827,7.783987014065019e-06,1.7420645670451762e-07
1828,7.69739506267797e-06,2.944308713503929e-07
1829,8.64176151793572e-06,2.7862822848945257e-07
1830,8.167867537878237e-06,2.0873672212928795e-07
1831,8.966502967666656e-06,3.5392037034398527e-07
1832,8.223515258976022e-06,2.7195238772037555e-07
1833,9.679280147167901e-06,2.919074273410871e-07
1834,8.237723786663764e-06,2.3616363797884787e-07
1835,8.491078808958719e-06,3.078176717963288e-07
1836,6.8820482610476574e-06,2.459794532505555e-07
1837,7.70795137583491e-06,2.734451158836748e-07
1838,7.458450674846517e-06,2.1208864131594396e-07
1839,6.9446324175714835e-06,2.502948026616991e-07
1840,7.442981001304361e-06,1.6370100164309065e-07
1841,7.3110786047436704e-06,1.9967905506845796e-07
1842,6.6042869377724855e-06,2.113103518830428e-07
1843,7.415536231292208e-06,1.9197461231801327e-07
1844,7.332169111862186e-06,1.9045306937082174e-07
1845,7.733079932847886e-06,1.8303147308884604e-07
1846,7.986125666548105e-06,1.4987523577758566e-07
1847,6.925438384541849e-06,1.2296549467549767e-07
1848,6.943831074579521e-06,2.5181544216490437e-07
1849,7.152668619170299e-06,1.7010211683654575e-07
1850,6.721785084096155e-06,1.656515076220444e-07
1851,7.5155312018182485e-06,1.3027865963799456e-07
1852,8.450037128682197e-06,2.115927313361965e-07
1853,7.715138671926525e-06,2.137951564673557e-07
1854,8.09380572519558e-06,1.745743281600376e-07
1855,8.42688534419267e-06,1.7565961130117103e-07
1856,7.945431899969435e-06,1.9155600838871578e-07
1857,8.011532955265466e-06,1.6499500210542806e-07
1858,7.1614053993585e-06,1.7127866747124187e-07
1859,8.112850899522073e-06,1.4563616401730428e-07
1860,7.203114428477875e-06,2.08719587724282e-07
1861,7.572423086799063e-06,1.6741671160502847e-07
1862,7.998191151159517e-06,1.4999714892383054e-07
1863,7.627784853525554e-06,1.2986014780169697e-07
1864,7.602041137033666e-06,1.8315861316509086e-07
1865,7.054618528457013e-06,1.4402943948610414e-07
1866,7.208892000676315e-06,1.8392017031576557e-07
1867,7.036091247414333e-06,2.2419988709998506e-07
1868,7.288290028384381e-06,1.7585952349907785e-07
1869,6.767580892130809e-06,1.509007480082758e-07
1870,7.1973782382883655e-06,1.639937989850182e-07
1871,6.624428294799145e-06,1.3276471921841448e-07
1872,6.733107710488184e-06,1.6630183241606034e-07
1873,8.112831608286797e-06,1.8017873548714647e-07
1874,7.736521247636574e-06,2.115011596970362e-07
1875,7.623934770606411e-06,3.0095233327642745e-07
1876,7.904559844007508e-06,1.795666420001396e-07
1877,7.546712389228105e-06,1.8863688078241125e-07
1878,7.1859116275163615e-06,2.131798289006781e-07
1879,7.152798069398614e-06,1.6983924577829157e-07
1880,7.279762776590815e-06,2.2141569022693375e-07
1881,7.238857200775328e-06,2.6983603135244394e-07
1882,7.0413976160921266e-06,2.2295539747752002e-07
1883,7.053014144275949e-06,1.97795310130644e-07
1884,6.847280161537128e-06,1.8484752040137664e-07
1885,7.208154563898006e-06,1.6049632955983384e-07
1886,6.695468691475526e-06,1.9489461289268206e-07
1887,7.375726312375264e-06,1.6126443358466247e-07
1888,6.678569661744405e-06,2.092402819897643e-07
1889,6.352222271743813e-06,2.3807520088681144e-07
1890,6.851300383914349e-06,2.0515229515183364e-07
1891,6.857385699277074e-06,1.7337877888934372e-07
1892,7.3040705999005695e-06,2.476062435086135e-07
1893,6.971327501048563e-06,1.4041189921876196e-07
1894,7.339402820605301e-06,2.1299203467606276e-07
1895,6.161255665659837e-06,2.2569803670435817e-07
1896,6.510909507539964e-06,1.8811522228823208e-07
1897,6.841144177371916e-06,1.9869093470514798e-07
1898,6.608392482121417e-06,2.2180751768630103e-07
1899,6.924950255893236e-06,1.6969666027932817e-07
1900,6.856861965331973e-06,1.619608523961702e-07
1901,6.472318631267626e-06,2.1237207192825736e-07
1902,6.062236636239504e-06,1.5221880433902157e-07
1903,7.404242083453028e-06,2.176288804722759e-07
1904,6.919829928619947e-06,1.6338860753251083e-07
1905,6.729629639323775e-06,1.8991593170314403e-07
1906,6.96574034719788e-06,1.9290692065965231e-07
1907,6.356554379749468e-06,1.985137471072207e-07
1908,6.3288159140029165e-06,1.949821515356831e-07
1909,6.2133607130476776e-06,1.96935206808746e-07
1910,7.122683996385604e-06,1.8116670263967904e-07
1911,6.413179164610483e-06,1.830208766762098e-07
1912,6.157015072005834e-06,1.8806009965954829e-07
1913,5.958439423636719e-06,2.0204390382971837e-07
1914,5.755851248068211e-06,2.0960807933789738e-07
1915,5.268356662924134e-06,1.7199912205612122e-07
1916,4.6861523514962755e-06,1.4283700111583642e-07
1917,4.420565666407583e-06,1.8533256707087276e-07
1918,4.654279464944011e-06,1.4932288650015835e-07
1919,4.755853723281689e-06,2.053350129926912e-07
1920,5.151389402158202e-06,1.9839247045183583e-07
1921,5.319097759581837e-06,2.0976510406445215e-07
1922,5.0915132021600584e-06,2.1469791988693032e-07
1923,5.053191209469787e-06,1.6242400269206314e-07
1924,5.75997785290383e-06,2.1915761250212995e-07
1925,5.5727766365976095e-06,2.375606498183913e-07
1926,5.224195156472433e-06,2.1289125129442255e-07
1927,5.202228344103332e-06,2.5308739548535186e-07
1928,5.289114298534514e-06,2.502303124707339e-07
1929,5.342938777630479e-06,2.8073822821994554e-07
1930,4.97450676562039e-06,2.216260318599339e-07
1931,4.785687728769972e-06,2.589015934972849e-07
1932,5.736221488916726e-06,2.2576645286598307e-07
1933,4.8887962478261215e-06,2.0761898156251846e-07
1934,4.89088120048109e-06,1.952997568110959e-07
1935,4.832793294440307e-06,2.2859423065568762e-07
1936,5.008719377030957e-06,2.2309474712045585e-07
1937,4.882835717978651e-06,2.5811792336849493e-07
1938,5.153672823610123e-06,2.489321188070548e-07
1939,5.677151669658542e-06,1.8658741396393452e-07
1940,5.773977530765251e-06,1.6736167451902872e-07
1941,5.776090482356722e-06,2.4497472184137337e-07
1942,5.291665118534183e-06,2.730790527039062e-07
1943,6.21001997913595e-06,2.3225881307098462e-07
1944,4.4920344279830715e-06,2.988263076986186e-07
1945,4.028054089388888e-06,2.2656441833746044e-07
1946,4.195820942243245e-06,2.3665877879608388e-07
1947,3.857593902978351e-06,2.717958462739034e-07
1948,4.4379048134146615e-06,2.8919220884660035e-07
1949,4.915376095482316e-06,1.9143166696267144e-07
1950,4.415802159485338e-06,1.9994478894780343e-07
1951,4.885054256220656e-06,2.644027543574623e-07
1952,5.54867567714723e-06,2.5940217618369843e-07
1953,5.548521041731647e-06,2.1870869404416737e-07
1954,5.312350786823572e-06,2.3454086472973756e-07
1955,5.132050361567053e-06,1.989748934505542e-07
1956,4.85767606051013e-06,1.7180648481662786e-07
1957,5.200303036190235e-06,1.802347640023072e-07
1958,5.048550388409012e-06,2.3658615599941868e-07
1959,4.817864891037971e-06,2.1004527239742998e-07
1960,4.924864803967921e-06,2.304637567451806e-07
1961,4.858153069164928e-06,2.0497069819214175e-07
1962,4.328385351470843e-06,2.809486603361222e-07
1963,4.393036736161093e-06,2.3471773191729994e-07
1964,4.560542503639908e-06,2.470091027273469e-07
1965,4.31798943267836e-06,2.0684324653075237e-07
1966,5.06160660762589e-06,2.603365101272459e-07
1967,5.0047836275268764e-06,2.1594869803465144e-07
1968,4.77662083397945e-06,2.2187593962108565e-07
1969,4.685277286142764e-06,2.0892085705881414e-07
1970,4.679662534812223e-06,2.5109037760095987e-07
1971,4.647680352576344e-06,2.456153982421938e-07
1972,4.618158200742073e-06,2.3393470183208365e-07
1973,4.508698193461669e-06,2.640824534605457e-07
1974,4.984256406714849e-06,2.1433427499495394e-07
1975,4.726249731135113e-06,2.107536203332927e-07
1976,4.724515587639644e-06,2.2054213877353845e-07
1977,4.3552831421322935e-06,2.6621820925498696e-07
