year,moins_ADV allé_VERB,moins_ADV salé_VERB
1905,3.096455536422127e-09,1.3934049469810361e-08
1906,1.5432553013283723e-09,1.0288369267641428e-08
1907,5.65712765521198e-09,1.028568674676933e-09
1908,3.437972351250096e-09,1.7189861978295085e-08
1909,1.6502950117569526e-09,1.1001967115120692e-09
1910,3.206490406526541e-09,2.137660271017694e-09
1911,0.0,6.916486494645824e-09
1912,1.5628263128064646e-09,5.2094213387476884e-09
1913,5.30298971401777e-10,6.363587878865928e-09
1914,0.0,0.0
1915,0.0,5.890381071793627e-09
1916,0.0,9.888715624128963e-09
1917,0.0,1.0966424213165737e-08
1918,0.0,3.44591288836682e-09
1919,9.207848372660976e-10,1.012863304339362e-08
1920,0.0,7.572231730534895e-09
1921,7.572747429129834e-10,9.844571380313027e-09
1922,0.0,5.164555005876537e-09
1923,0.0,4.246379248229459e-09
1924,0.0,7.734974438733389e-09
1925,1.0998177923937646e-09,1.4297631523163545e-08
1926,1.1146138456652466e-09,6.687683296036084e-09
1927,1.2264147031260109e-08,5.574612327308159e-09
1928,6.8556245125250825e-09,2.2852082448565625e-09
1929,0.0,1.7824650200282122e-08
1930,2.100720708497761e-09,1.470504518152893e-08
1931,4.5621426636444085e-09,1.0264820993199919e-08
1932,4.383814644626227e-09,7.6716757391182e-09
1933,0.0,1.1470662641954732e-08
1934,0.0,4.7926320689839486e-09
1935,0.0,1.3165112555668657e-08
1936,0.0,3.6374143697059935e-09
1937,0.0,2.5182236296217297e-09
1938,0.0,2.5930428915188486e-09
1939,4.588215141154706e-09,1.3764645423464117e-08
1940,0.0,3.550096039361961e-08
1941,0.0,2.6563522936839945e-08
1942,0.0,3.034211770724937e-09
1943,0.0,2.9032351633873077e-08
1944,0.0,3.2131861615880553e-09
1945,6.535512131478072e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,1.5313215584455975e-08
1947,1.1920870957027319e-09,1.4305045148432782e-08
1948,0.0,1.7395020535104777e-08
1949,2.945102384188658e-09,2.2579119018928395e-08
1950,1.0635361480382244e-09,1.4889506516624351e-08
1951,0.0,5.330700769690111e-09
1952,1.0544803918932644e-09,1.0544804140977249e-08
1953,1.0773827385790469e-09,2.0470272588113403e-08
1954,0.0,1.6613311615287785e-08
1955,1.8771215692936494e-09,9.385607846468247e-09
1956,0.0,2.1802854632824165e-08
1957,8.835037701437898e-10,2.297109880089465e-08
1958,1.6544486891589827e-09,9.926692356998501e-09
1959,7.750747821333448e-10,2.325224279786653e-08
1960,6.920833350854139e-10,8.997083078554624e-09
1961,4.86371165564492e-09,3.890969324515936e-08
1962,1.9025869768540815e-09,6.341956293454132e-09
1963,6.466053248388448e-10,1.4225316924409981e-08
1964,0.0,5.475571551727398e-09
1965,3.830430195250756e-09,1.2038495533772675e-08
1966,2.769537488234164e-09,8.862519607077957e-09
1967,1.9721342336964653e-09,3.944268467392931e-09
1968,3.1439910674890825e-09,1.0779397818794223e-08
1969,9.083515606356229e-10,1.3171097990039016e-08
1970,9.197450023812337e-10,7.817832603507213e-09
1971,1.0276794970565106e-09,3.5968783507200897e-09
1972,3.0780880067027283e-09,2.565073486948677e-09
1973,1.6539611902288698e-09,9.923766697284009e-09
1974,5.625571675160757e-10,3.937900228123681e-09
1975,1.1422960355389478e-09,3.998036124386317e-09
1976,1.142705374768127e-09,5.713526984862938e-09
1977,1.1753563677885381e-09,4.11374712072643e-09
1978,2.3762365408686037e-09,2.970295565063452e-09
1979,4.096381456264453e-09,4.681578680276743e-09
1980,2.2740602734216964e-09,1.3644362084619388e-08
1981,3.1627747087981106e-09,9.488323904349727e-09
1982,6.207502289967692e-10,8.690503427999374e-09
1983,0.0,4.4207211225000265e-09
1984,1.1598016991243298e-09,7.538710988796993e-09
1985,1.2031116103372597e-09,6.015557829641693e-09
1986,1.1988970927134801e-09,4.196139880008332e-09
1987,0.0,6.110816741511371e-09
1988,2.99827696004229e-09,6.596209356501959e-09
1989,1.0976244357863152e-09,5.488121956886971e-09
1990,5.44865097484859e-10,8.717841559757744e-09
1991,5.861465202094962e-10,4.10302547493302e-09
1992,5.509944167592096e-10,6.060938417817852e-09
1993,2.7696036575264316e-09,8.308811416668505e-09
1994,5.274926606624319e-10,8.439882570598911e-09
1995,2.1689803286761844e-09,7.0491861237087505e-09
1996,0.0,5.3380921904988554e-09
1997,4.79489448146353e-10,2.876936688878118e-09
1998,9.536258449571733e-10,3.814503379828693e-09
1999,4.570201161957499e-10,4.113180906983871e-09
2000,4.4180314962005696e-10,4.418031274155965e-09
2001,0.0,5.695575122643959e-09
2002,1.3143663935011318e-09,1.0076809608960957e-08
2003,0.0,1.1667384391955693e-08
2004,4.404791253964646e-10,5.726228824443069e-09
2005,4.5037495954858286e-10,8.106749049829887e-09
2006,0.0,8.235780057930242e-09
2007,1.1983438685803094e-09,9.586750948642475e-09
2008,8.514879357157668e-10,8.51487946817997e-09
2009,4.76819250749827e-10,1.0966842545201416e-08
2010,4.723793023408973e-10,1.4643758206034363e-08
2011,7.64794394481072e-10,1.5678285336662157e-08
2012,2.7234021704458655e-09,1.4978711604385353e-08
2013,2.5102124823206395e-09,1.561910067948702e-08
2014,1.9489005964601347e-09,1.515811653973742e-08
2015,1.7732603163622684e-09,1.4629397249166232e-08
2016,2.278474076078396e-09,1.636358604173438e-08
2017,1.2578056374223934e-09,1.5345229087415646e-08
2018,1.290733298020541e-09,1.3681773936013997e-08
2019,3.06118530524202e-09,1.224474122096808e-08
