year,deux_DET âges_NOUN,deux_DET ages_NOUN,deux_DET sages_NOUN
1877,1.5400191566428134e-07,3.710889595609501e-09,5.9374233862818926e-08
1878,1.7513356892484566e-07,4.22736201599605e-09,3.623453348478023e-08
1879,2.2787783393596328e-07,3.665595160740054e-09,2.627009876299269e-08
1880,1.6172973005268432e-07,1.2835692508872398e-09,2.5671385461834006e-08
1881,1.3526664588425774e-07,1.3945015142624584e-09,3.695429073857781e-08
1882,1.7969539878315288e-07,2.6621540527571597e-09,3.4608003574021495e-08
1883,1.7188602297046884e-07,1.895801682305631e-09,1.200674426549142e-08
1884,1.967305669481334e-07,2.6406787867472303e-09,2.3105940272216685e-08
1885,1.6823108794916664e-07,7.734762830224895e-09,2.1915161685370776e-08
1886,1.7617956871163187e-07,0.0,1.484296707765509e-08
1887,1.7628096316002484e-07,4.570247291724172e-09,1.6322312390570914e-08
1888,1.5471100311970076e-07,3.804368819970705e-09,1.9021843211675105e-08
1889,2.0925556043493998e-07,3.759082101151279e-09,2.380751951136517e-08
1890,1.9400984285766754e-07,2.6217545912032847e-09,2.883930039221383e-08
1891,1.7146652453448041e-07,3.1871099093194744e-09,2.740914517573856e-08
1892,1.5107114847978664e-07,5.014809900671935e-09,1.692498385885699e-08
1893,1.6381388001640573e-07,2.463366621796581e-09,2.8328715873104926e-08
1894,1.7014156328265528e-07,5.041231432301174e-09,1.0082462864602348e-08
1895,1.5467839586946752e-07,1.8055843487019274e-09,1.745398225949657e-08
1896,1.521433425910601e-07,1.769108692872834e-09,2.948514410405778e-08
1897,1.1536892685626299e-07,1.7480140668268973e-09,2.0976168357833558e-08
1898,1.1825961931943851e-07,4.526683805572418e-09,2.7160103499568322e-08
1899,1.564304668022487e-07,4.9748205555033564e-09,2.04520400615138e-08
1900,1.3237185214620695e-07,3.114631885736685e-09,1.5054053559282465e-08
1901,1.3860072223259579e-07,2.235495621949468e-09,3.129693754155838e-08
1902,1.19810921017649e-07,9.820567692386817e-10,2.258730569248968e-08
1903,1.1610473249490383e-07,3.7801541896698154e-09,1.836074847716418e-08
1904,1.3920279684498382e-07,9.674325340824907e-09,1.7736263124845664e-08
1905,1.429530314123184e-07,2.0643036724443675e-09,1.1353669782110387e-08
1906,1.3529205489248852e-07,8.230695014432854e-09,3.1893943208682884e-08
1907,1.4502817857753314e-07,3.0857059130084963e-09,1.594281484607052e-08
1908,1.6404039593354014e-07,2.4556945366072114e-09,1.7681000663571922e-08
1909,1.7108058880666022e-07,2.2003934230241384e-09,1.6502950117569526e-08
1910,1.453608944324003e-07,4.809735609789811e-09,1.870452770447173e-08
1911,1.2236860458259002e-07,1.0640748282497725e-09,1.4365010403416534e-08
1912,1.3596589587550056e-07,2.0837684910901544e-09,2.656804792833256e-08
1913,1.2408996097335034e-07,1.060597942803554e-09,1.27271754801761e-08
1914,1.6072184350068852e-07,6.027069177072519e-09,1.8081207919795617e-08
1915,6.950649833470379e-08,1.1780761921542648e-09,1.767114277129167e-08
1916,9.668966782783173e-08,1.0987462051303964e-09,1.2086208478478966e-08
1917,1.4146687288274506e-07,3.289927441585405e-09,4.386569774084137e-09
1918,1.4932288650015835e-07,1.1486376294556067e-09,1.1486376294556067e-08
1919,1.7126598017558337e-07,5.524709134618888e-09,5.524709134618888e-09
1920,2.226236119895475e-07,2.2716695191604686e-09,2.7260034229925623e-08
1921,1.7644501248970101e-07,3.786373770076068e-09,1.1359121254717053e-08
1922,1.5641222717022174e-07,2.21338064543275e-09,1.8444838878473035e-08
1923,1.4225371103293583e-07,7.431163684401554e-09,2.7601465557580696e-08
1924,1.946635279637121e-07,0.0,2.3204924093356283e-08
1925,1.5837375988425606e-07,0.0,3.629398648286042e-08
1926,1.6496285515366083e-07,4.458455493683289e-09,2.229227691330493e-08
1927,1.5497422645172065e-07,0.0,1.7838760024702083e-08
1928,1.5082373749919498e-07,1.1426041224282812e-09,1.2568645457733396e-08
1929,1.715622528486449e-07,2.2280812750352652e-09,2.0052731253272782e-08
1930,1.827627067463311e-07,3.1510810627466412e-09,1.1553964007759987e-08
1931,1.7450195244350653e-07,2.2810713318222042e-09,1.3686427990933225e-08
1932,1.8302426285643492e-07,2.1919073223131136e-09,8.767629289252454e-09
1933,1.6173634165284057e-07,1.1470662197865522e-09,4.702971678760548e-08
1934,1.8092186770957142e-07,5.990790086229936e-09,1.1981580172459871e-08
1935,1.7952426745182493e-07,0.0,4.547948062594287e-08
1936,2.000577836724915e-07,0.0,1.9399542416920212e-08
1937,1.7753476011517222e-07,2.5182236296217297e-09,2.644134844409507e-08
1938,1.5558257149272947e-07,3.8895642262559704e-09,9.075649898271365e-09
1939,1.8505801335777505e-07,0.0,1.3764645423464117e-08
1940,1.8004058688347868e-07,2.5357829169792012e-09,3.0429394115571995e-08
1941,2.2136269706152234e-07,0.0,8.854508237732261e-09
1942,1.608132293995368e-07,3.034211770724937e-09,3.641054280301148e-08
1943,1.4806499870623213e-07,2.9032352077962287e-09,4.064529335323641e-08
1944,3.116790594503982e-07,6.4263723231761105e-09,2.8918675454292497e-08
1945,1.764588346553353e-07,2.178504043826024e-09,3.0499055725385915e-08
1946,2.3526665504647326e-07,4.1763312808029696e-09,1.6705325123211878e-08
1947,2.431857675233573e-07,0.0,9.53669698766646e-09
1948,2.1526337601329715e-07,7.61032148410834e-09,1.3046265179283978e-08
1949,2.0517546994724967e-07,2.9451024952109606e-09,1.4725512142987895e-08
1950,2.2334259175416094e-07,1.0635361480382244e-09,1.0635361036293034e-08
1951,2.1962487695148525e-07,0.0,1.4925962910083967e-08
1952,2.509663374894444e-07,6.326882462381889e-09,1.898064705407876e-08
1953,2.1547655082443384e-07,1.0773827385790469e-09,1.939289007157896e-08
1954,2.462678985182265e-07,1.0749790169128914e-08,1.4658804614597898e-08
1955,2.49657178486018e-07,9.385607846468247e-10,1.5016972998438405e-08
1956,2.6686692233823806e-07,2.616342476002842e-09,1.744228228517386e-08
1957,2.138079111535518e-07,3.534015080575159e-09,1.8553579117508434e-08
1958,2.0928775479323036e-07,4.136121722897457e-09,5.1287908586772346e-08
1959,2.007443686835586e-07,1.3176271629333769e-08,2.5577468698578798e-08
1960,2.2077458439184738e-07,6.920833350854139e-10,1.5917916873497973e-08
1961,2.6403005359831866e-07,1.3896318540318475e-09,2.2928925591525484e-08
1962,2.688989635402095e-07,3.170978202238217e-09,1.9025868547295488e-08
1963,2.204924163251576e-07,5.172842487688456e-09,1.8751554531348802e-08
1964,2.518762886594139e-07,6.083968329129164e-10,2.129388898541862e-08
1965,2.2763700835426448e-07,4.377634699181954e-09,1.805774313412556e-08
1966,2.1380827908146216e-07,3.877352328096606e-09,1.7171132404847356e-08
1967,2.00664657779015e-07,3.4512349644799656e-09,1.2325838738558303e-08
1968,2.2277422861982643e-07,3.593132624768458e-09,2.4253646091487724e-08
1969,2.0528744770764717e-07,3.6334061870313406e-09,2.2254612597194523e-08
1970,2.0418339730099433e-07,5.05859748534121e-09,1.7015282349763794e-08
1971,2.019390281660094e-07,4.1107179882260425e-09,3.185806385364032e-08
1972,1.759640326781664e-07,3.591102859523687e-09,3.693705741270037e-08
1973,1.9571873233203974e-07,3.307922269435437e-09,1.3231688744674841e-08
1974,1.7439272714803167e-07,2.8127858375803783e-09,2.0814614476449833e-08
1975,1.576368577893561e-07,2.8557400888473694e-09,2.341706917263764e-08
1976,1.8454691419478308e-07,3.4281161798155324e-09,2.285410743985139e-08
1977,2.0451200999360708e-07,3.5260691033656144e-09,2.4094805539665032e-08
1978,1.9128704265014562e-07,5.346532216954358e-09,2.5544543369449002e-08
1979,2.1359702495615807e-07,2.3407893401383717e-09,2.574868185334367e-08
1980,2.2342642758133024e-07,2.2740603289328476e-09,2.0466541628128e-08
1981,1.9988735977527483e-07,1.8976649140967083e-09,1.5181318702151003e-08
1982,1.9491556768613805e-07,2.483000915987077e-09,2.2967759139014277e-08
1983,2.3366669843483123e-07,1.8945948143667124e-09,1.5156758848000607e-08
1984,2.4239855633823026e-07,5.219107479526031e-09,2.1456331156244346e-08
1985,2.2618498274340482e-07,3.007779025843149e-09,3.067934550848861e-08
1986,2.002158154823519e-07,4.7955883708539204e-09,2.3977942520403417e-08
1987,2.0654561705413244e-07,1.8332451112712533e-09,1.3443797186596385e-08
1988,2.3986215946791845e-07,2.9982768490199874e-09,1.7390006434858662e-08
1989,2.524536162340496e-07,5.488122178931576e-10,2.250130082259716e-08
1990,2.5608661013976075e-07,2.724325431913144e-09,1.9070278800548124e-08
1991,2.2801100296732102e-07,3.5168792322792797e-09,1.4067516596050211e-08
1992,2.3637660362396673e-07,2.2039776670368383e-09,2.3692759199001046e-08
1993,2.1990653209513766e-07,4.431366051882435e-09,2.2156829815322965e-08
1994,2.3895417111674533e-07,2.6374632478010085e-09,1.687976508568667e-08
1995,2.3316538333428838e-07,3.795715575183323e-09,3.3619194539369346e-08
1996,2.0605036432641555e-07,3.736664533349199e-09,2.989331626679359e-08
1997,2.21524121712946e-07,3.835915585170824e-09,1.774110958141506e-08
1998,2.5271085402067683e-07,2.3840646123929332e-09,2.6701522881644735e-08
1999,2.367364162481067e-07,2.285100553223174e-09,2.605014626233526e-08
2000,2.3459747167109413e-07,0.0,2.5624582788985606e-08
2001,2.5542465520445035e-07,8.762423564512289e-10,2.672539201054036e-08
2002,2.6155891230672523e-07,0.0,2.015361810769889e-08
2003,2.550156796843339e-07,1.2500768753476166e-09,3.333538378669232e-08
2004,2.4050160885025207e-07,8.809582507929292e-10,2.95121012072741e-08
2005,2.486069714535688e-07,9.007499190971657e-10,2.972474788531798e-08
2006,2.697218035585536e-07,1.2353669753828456e-09,2.6354495696878644e-08
2007,3.027815467238071e-07,1.1983438408247338e-09,2.676301244508572e-08
2008,3.235654166822144e-07,4.683183729703444e-09,3.405951820578679e-08
2009,3.390184826201903e-07,1.907277002999308e-09,2.050322822633177e-08
2010,4.6340410553291633e-07,1.4171379625338432e-09,1.1809482558522433e-08
2011,4.642301987267672e-07,7.64794394481072e-10,1.529588788962144e-08
2012,6.028931678336846e-07,2.0425516555899748e-09,2.8255297379597977e-08
2013,6.297844088454241e-07,1.3945624655065103e-09,2.3707562468722188e-08
2014,6.100059031233229e-07,0.0,2.29537185369999e-08
2015,6.334972457722188e-07,1.3299452233939135e-09,3.746012505745355e-08
2016,5.851535558321075e-07,1.2428040541134777e-09,3.189863684305294e-08
2017,5.491579413430259e-07,2.515611330355938e-10,2.5156112970492472e-08
2018,5.604364337052914e-07,1.2907333535316923e-09,3.1235747266489255e-08
2019,4.941263381796901e-07,2.55098775436835e-10,3.290774036601718e-08
