year,quelques_DET eaux_NOUN,quelques_DET seaux_NOUN
1800,7.074370231840987e-07,9.432493186523061e-08
1801,4.5242469548512076e-07,5.476719877606229e-08
1802,2.215461734067503e-07,3.3567602031325805e-08
1803,3.58862413563088e-07,3.120542824142092e-08
1804,1.9527622896475805e-07,5.190887142347833e-08
1805,2.4164460610265337e-07,2.2743021688143017e-08
1806,1.671368039524168e-07,2.0171682990621775e-08
1807,5.209927849136875e-07,1.2811298688575334e-07
1808,3.8296650961555656e-07,1.3596443970698147e-08
1809,2.6882463544097845e-07,7.228897658251299e-08
1810,1.8955026881428694e-07,1.2870697219113936e-07
1811,1.6546706893549867e-07,3.008491944456182e-08
1812,2.827240734859515e-07,1.8670457180292033e-08
1813,2.5594101771275746e-07,8.627225156487839e-09
1814,1.2272040805783035e-07,3.1466771410748606e-09
1815,1.3755840200246894e-07,8.091670444798638e-09
1816,2.827476599520651e-07,3.7081662185300956e-08
1817,3.0826092256575066e-07,7.784366928831332e-09
1818,1.4663048819585356e-07,1.4305412854298538e-08
1819,2.411794675083456e-07,1.6561680027393777e-08
1820,1.6494408328071586e-07,1.542642635854463e-08
1821,2.2188348380858258e-07,3.648750634965836e-08
1822,9.223566621585633e-08,3.408709403629473e-08
1823,1.1661570775700625e-07,4.5460360809101985e-08
1824,1.7515914407795208e-07,5.3895121254754486e-08
1825,1.0654586324321258e-07,5.0191026446100295e-08
1826,1.2771577084791375e-07,3.699353579023068e-08
1827,2.3135354698666788e-07,2.3964910056406552e-08
1828,1.797770985412228e-07,4.494427585655103e-08
1829,1.6803425140210493e-07,7.544394975411706e-08
1830,1.5863990387998683e-07,3.757260813586072e-08
1831,1.8709446880649239e-07,8.263339168479433e-08
1832,2.597754102939831e-07,2.976593194148336e-08
1833,2.0618858442844612e-07,2.548398292390175e-08
1834,1.54953209374753e-07,2.42697808516823e-08
1835,1.4218605315363675e-07,4.5378527602224494e-08
1836,1.5726554947192994e-07,7.460032547257356e-08
1837,1.315041417981888e-07,4.035576572913868e-08
1838,8.39517539930057e-08,1.3886755967362774e-08
1839,1.2514740621583087e-07,5.1037767900830033e-08
1840,1.1338045879938363e-07,4.267691267045848e-08
1841,1.585875448739671e-07,1.733548193882939e-08
1842,6.708265187782558e-08,2.817471411731276e-08
1843,9.982679527453797e-08,3.071593823733565e-08
1844,1.158086453401097e-07,1.920996434146005e-08
1845,8.705155485344562e-08,3.906159662392383e-08
1846,1.042101231973902e-07,4.3323311160747835e-08
1847,1.429204301572895e-07,2.1572894581822766e-08
1848,1.5044565060406967e-07,2.896279838182636e-08
1849,1.080944542763973e-07,2.76520690789539e-08
1850,1.7108270089494226e-07,3.8018377779280854e-08
1851,1.0706068653831835e-07,3.4826967976187007e-08
1852,8.593920131083621e-08,2.3437962681782665e-08
1853,1.3616004856942254e-07,3.58315901394235e-08
1854,1.3560684219982022e-07,2.3900057044556888e-08
1855,9.287139945968192e-08,1.8043586180738203e-08
1856,1.0561466279312981e-07,8.801221973442352e-09
1857,1.2740739041561255e-07,2.0502338049510627e-08
1858,2.1091743818146824e-07,3.327699715782728e-08
1859,1.3341493776408697e-07,3.258990921573002e-08
1860,1.1122556919929139e-07,2.425907394409954e-08
1861,1.4289369998365942e-07,2.8295781717702084e-08
1862,1.897554264829182e-07,2.5300723294208183e-08
1863,8.940371343246767e-08,1.648224867700776e-08
1864,1.3377291452343343e-07,1.821996598039277e-08
1865,7.578019678433634e-08,2.58876440284439e-08
1866,9.244664234131506e-08,1.1190909976477315e-08
1867,7.76449837758264e-08,2.329349513274792e-08
1868,1.1411109124281893e-07,3.112120605663904e-08
1869,1.0353060631018707e-07,2.0510779741300667e-08
1870,1.272958884968034e-07,2.5803218672848516e-08
1871,7.647247701747517e-08,7.009977154304181e-08
1872,7.377753852289004e-08,4.898344840853497e-08
1873,1.1493128937445363e-07,5.3874039451784483e-08
1874,1.0754296697612631e-07,5.795370761063623e-08
1875,9.040012827199462e-08,3.947853732810813e-08
1876,7.738899010512057e-08,3.083467703390852e-08
1877,6.555904719096617e-08,4.2675228684174726e-08
1878,6.280652220524985e-08,1.872117572077059e-08
1879,6.598071577990083e-08,2.3826368433788048e-08
1880,7.380522948352564e-08,2.6313169643188417e-08
1881,6.554156950500101e-08,3.346803595372094e-08
1882,5.790185153564664e-08,2.6621540305526992e-08
1883,8.341527646393843e-08,3.4124429060256034e-08
1884,6.007544151032107e-08,3.564916539744445e-08
1885,7.541393554078013e-08,1.4180398189012067e-08
1886,6.517998230037847e-08,1.5488312854472497e-08
1887,8.226445036285668e-08,1.5669418762520593e-08
1888,7.989174743983085e-08,2.1558090423923204e-08
1889,6.515742168033967e-08,1.0650732740202784e-08
1890,7.340912944187039e-08,2.4251230634764198e-08
1891,9.816298707221449e-08,1.529812720946211e-08
1892,7.647584965297938e-08,4.952124754709075e-08
1893,7.698020798585503e-08,1.539604177480669e-08
1894,1.0334524347399565e-07,2.3315696040526745e-08
1895,4.754705296150519e-08,3.189865793729041e-08
1896,3.715128193970685e-08,1.0614652268259306e-08
1897,4.486569560313569e-08,1.981082542457102e-08
1898,5.658354917947861e-08,1.4145887239358501e-08
1899,1.1442086922386352e-07,1.6582735185011188e-08
1900,7.786579825364015e-08,3.374184542881409e-08
1901,4.470991055161022e-08,1.732509075091926e-08
1902,3.83002145554201e-08,2.0132163935926428e-08
1903,7.020286130199338e-08,1.2420506179111612e-08
1904,5.96583396017536e-08,2.418581335206227e-08
1905,8.463644651790503e-08,1.599835269816552e-08
1906,1.0597020061453577e-07,2.0576737647104437e-08
1907,5.3485572137912385e-08,2.5199931696917588e-08
1908,6.286578191350145e-08,9.822778146428846e-09
1909,5.721023033089523e-08,2.3654228797909127e-08
1910,9.459147021217973e-08,1.1757131268552712e-08
1911,6.065226587637085e-08,1.5429084676554794e-08
1912,7.03271836322017e-08,1.40654377034366e-08
1913,9.33326214092034e-08,1.6969567750990677e-08
1914,4.2859159776753586e-08,8.036092513652449e-09
1915,3.2986132936230206e-08,2.591767678250534e-08
1916,2.966614687238689e-08,7.69122365795738e-09
1917,3.728584241358135e-08,4.386569774084137e-09
1918,8.270190932080368e-08,4.020231703094623e-08
1919,3.867296449744373e-08,3.591060804275514e-08
1920,4.694783628522714e-08,1.1358347595802343e-08
1921,4.998013158896697e-08,1.4388220170857835e-08
1922,4.500540740082215e-08,2.0658220023506146e-08
1923,4.671017039825642e-08,1.2739137744688378e-08
1924,9.668718092825657e-08,2.1915761649893284e-08
1925,5.1691434688194704e-08,1.4297631523163545e-08
1926,3.6782256351841625e-08,1.4489979882625903e-08
1927,5.0171511389862644e-08,1.0034302277972529e-08
1928,3.5420727240165206e-08,9.14083297942625e-09
1929,4.0105462062456354e-08,1.0026365737658693e-08
1930,6.932378404655992e-08,1.0503603875555712e-08
1931,4.676196230235519e-08,1.2545892325022123e-08
1932,5.808554537356514e-08,1.3151443711834077e-08
1933,2.8676655050574595e-08,1.1470662197865522e-08
1934,3.235026646564165e-08,4.7926320689839486e-09
1935,6.223507398317452e-08,1.3165112555668657e-08
1936,3.394919900756577e-08,1.091224266502877e-08
1937,3.9032466037092206e-08,6.295559185076627e-09
1938,6.223302762009553e-08,1.0372171566075394e-08
1939,4.282334220562234e-08,7.647025235257843e-09
1940,4.564409294971483e-08,2.5357829169792012e-09
1941,4.132103725851266e-08,8.854508237732261e-09
1942,3.034211815133858e-08,2.4273694831933312e-08
1943,2.6129116648121453e-08,8.709705845433291e-09
1944,1.2852744646352221e-08,1.927911696952833e-08
1945,4.574858669670334e-08,2.6142048525912287e-08
1946,4.5939645865189505e-08,2.645009811175214e-08
1947,2.26496545963073e-08,1.549713202209091e-08
1948,4.5661929126694645e-08,6.523132922708896e-09
1949,3.828633132751946e-08,1.2762110923603132e-08
1950,4.2541447031752e-08,1.808011518278363e-08
1951,3.624876598884441e-08,1.7058242818279723e-08
1952,5.4832980267427445e-08,1.0544803696888039e-08
1953,3.878578014315792e-08,6.464296653518886e-09
1954,4.49536656788041e-08,1.9545072227344917e-09
1955,4.6928038788252024e-08,1.220129064449793e-08
1956,6.017587583784234e-08,1.7442283395396885e-08
1957,3.887416544223754e-08,1.5019564092444426e-08
1958,1.5717262880077243e-08,4.963346067476948e-09
1959,2.945284249822322e-08,1.007597205671118e-08
1960,1.6609999708983025e-08,1.3841666479663672e-08
1961,3.265634873628187e-08,1.0422239238305764e-08
1962,2.156265105357491e-08,9.512934273647744e-09
1963,2.392439757414877e-08,7.1126584622049904e-09
1964,2.433587364958356e-08,4.867174663303331e-09
1965,2.462419479432043e-08,1.2585699593614663e-08
1966,1.994066989308152e-08,6.092982340888398e-09
1967,2.3665610304757223e-08,9.860671390526932e-09
1968,3.5482185967161683e-08,9.43197286940034e-09
1969,2.4525491804094912e-08,1.1808570010707342e-08
1970,2.897196688111947e-08,1.3796174869185052e-08
1971,2.980270608077262e-08,5.138397596304856e-09
1972,2.7189778206704318e-08,1.3851396474251487e-08
1973,1.1577727720979425e-08,9.923766697284009e-09
1974,1.6876714303837304e-08,7.31324301117553e-09
1975,2.8557400888473694e-08,5.711480177694739e-09
1976,2.3996813203197576e-08,8.5702901442275e-09
1977,1.5279633114317903e-08,1.2341241639735046e-08
1978,1.603959731699689e-08,1.3663360221016774e-08
1979,3.043026075566502e-08,7.607565355449708e-09
1980,2.728872261492654e-08,6.253665585376211e-09
1981,3.858585273519566e-08,9.488323904349727e-09
1982,1.8001756529884005e-08,9.932003663948308e-09
1983,1.7682884490000106e-08,6.946847541655643e-09
1984,1.5657322549600394e-08,1.333771937339634e-08
1985,2.5265344372193965e-08,1.0828004270990732e-08
1986,2.098069995515317e-08,9.591176741707841e-09
1987,2.1998940669121225e-08,1.099947066762752e-08
1988,2.5185526497661925e-08,1.1393452181707175e-08
1989,1.6464365870660913e-08,8.232183157375061e-09
1990,2.451892872068484e-08,8.717841171179685e-09
1991,1.6412102177287835e-08,6.447611611282156e-09
1992,1.8733810946969243e-08,8.264916362410446e-09
1993,2.271075000281897e-08,1.1078414852150331e-08
1994,1.7407257413282196e-08,1.1077346151466827e-08
1995,1.1929391419140956e-08,9.760411756598586e-09
1996,1.6548085124412637e-08,1.4412848692302305e-08
1997,1.054876763717516e-08,1.1028257640433026e-08
1998,1.4781201040925396e-08,1.0966697328029795e-08
1999,1.7366764026860437e-08,1.0968482927475875e-08
2000,9.71966962470816e-09,1.1486882112166086e-08
2001,1.5772362249588667e-08,1.0953029372373635e-08
2002,2.1029863794819192e-08,1.489615336636163e-08
2003,7.500461418619153e-09,9.167230530238157e-09
2004,1.2773894830786503e-08,1.101197835695622e-08
2005,1.7564622756260917e-08,1.6213499098860495e-08
2006,1.1530091881262194e-08,1.1530091881262194e-08
2007,1.2782334662952977e-08,1.2382886716011399e-08
2008,9.366367237362283e-09,1.660401449665727e-08
2009,8.105927484791664e-09,1.3350939020995156e-08
2010,5.196172492283324e-09,1.4643758650123573e-08
2011,1.0707121411712706e-08,2.1031846375585417e-08
2012,1.3957436095779485e-08,2.110636743157812e-08
2013,7.2517249982695375e-09,2.6496687732802116e-08
2014,6.712880029624557e-09,2.2953719036600262e-08
2015,9.087958829923082e-09,2.6377247941411497e-08
2016,1.4913648649361733e-08,2.982729707667886e-08
2017,1.0565567670761666e-08,2.0124890198758294e-08
2018,8.776986804015507e-09,2.942872068256719e-08
2019,1.0203950906451098e-08,2.142829713669414e-08
