year,plusieurs_DET âges_NOUN,plusieurs_DET ages_NOUN,plusieurs_DET sages_NOUN
1935,2.5133396697185617e-08,1.196828414151696e-09,7.180970484910176e-09
1936,2.182448710641438e-08,0.0,2.424942913137329e-09
1937,2.6441348666139675e-08,0.0,2.5182236296217297e-09
1938,1.2965214679638848e-08,0.0,2.5930428915188486e-09
1939,3.6705721129237645e-08,0.0,7.647025235257843e-09
1940,1.2678914806940611e-08,0.0,5.0715658339584024e-09
1941,1.4757513433494296e-08,0.0,2.9515025978810172e-09
1942,2.4273694165799498e-08,0.0,6.068423541449874e-09
1943,2.0322646676618206e-08,0.0,0.0
1944,9.639558484764166e-09,0.0,6.4263723231761105e-09
1945,3.485606470121638e-08,0.0,6.535512131478072e-09
1946,1.6705325123211878e-08,1.3921104269343232e-09,4.1763312808029696e-09
1947,2.0265479960812627e-08,0.0,5.960435700558264e-09
1948,1.7395020535104777e-08,0.0,0.0
1949,1.2762110479513922e-08,0.0,5.890204768377316e-09
1950,1.808011518278363e-08,0.0,1.0635361480382244e-09
1951,2.0256663901818683e-08,5.330700769690111e-09,1.0661401761424827e-09
1952,3.4797853487589236e-08,0.0,5.272402070488624e-09
1953,3.5553629373907825e-08,0.0,1.1851209791302608e-08
1954,3.4203876841942815e-08,0.0,1.661331139324318e-08
1955,2.2525458831523792e-08,9.385607846468247e-10,6.569925492527773e-09
1956,2.2674967681268754e-08,8.72114158667614e-10,7.849027428008526e-09
1957,2.4738105619537265e-08,8.835037701437898e-10,1.7670075402875796e-09
1958,1.9026160202884057e-08,8.272243445794913e-10,8.272243445794913e-10
1959,1.9376870330489737e-08,7.750747821333448e-10,1.1626121843022474e-08
1960,1.7994165935064643e-08,0.0,6.2287499602575735e-09
1961,2.014966149488373e-08,6.948159270159238e-10,4.8637115446226176e-09
1962,2.346523797491784e-08,0.0,3.805173953708163e-09
1963,2.7804028301936512e-08,6.466053248388448e-10,0.0
1964,1.8251904820854037e-08,6.083968329129164e-10,9.734349160073208e-09
1965,1.4774516721161035e-08,0.0,6.566452104284082e-09
1966,1.3293779743683842e-08,1.6617224263271169e-09,3.323444963676536e-09
1967,3.204718201921253e-08,0.0,6.409436259513512e-09
1968,2.4253646091487724e-08,0.0,1.796566312384229e-09
1969,2.2708788960379422e-08,4.5417578031781147e-10,6.3584607856714825e-09
1970,2.713247759800197e-08,0.0,4.138852510715552e-09
1971,2.6719666479380066e-08,0.0,5.6522372338108084e-09
1972,2.975485102751918e-08,5.130146862875051e-10,6.156176346472364e-09
1973,2.0950174484113404e-08,5.513203782392395e-10,1.6539611347177186e-09
1974,1.912694358452427e-08,0.0,5.063014507644681e-09
1975,1.313640396460869e-08,0.0,5.140332159925265e-09
1976,1.9997344169464526e-08,5.713526873840635e-10,8.5702901442275e-09
1977,1.704266816560107e-08,5.876781838942691e-10,4.113747342771035e-09
1978,2.3762364520507617e-08,5.940591352171509e-10,7.1287097336281136e-09
1979,2.3993090181306798e-08,0.0,4.681578680276743e-09
1980,1.3644361418485573e-08,0.0,6.822180709242787e-09
1981,1.518131853561755e-08,6.325549528618524e-10,9.488324570483542e-09
1982,1.3656505259973528e-08,6.207502289967692e-10,1.8622506869903077e-09
1983,1.6419821946556112e-08,6.315316047889041e-10,0.0
1984,2.4355836458767044e-08,0.0,5.799008606643952e-09
1985,1.5038894574104233e-08,0.0,4.210890636180409e-09
1986,1.678455885389951e-08,0.0,9.591176908241295e-09
1987,1.7110287964250404e-08,0.0,3.6664901115202042e-09
1988,1.7989661094119924e-08,5.996553809062277e-10,4.7972429917386705e-09
1989,2.140367572067703e-08,0.0,1.317149311841348e-08
1990,1.1442167213715493e-08,0.0,4.903786043897185e-09
1991,1.2309076702354815e-08,5.861465202094962e-10,7.619904651701148e-09
1992,1.1019888113139586e-08,0.0,4.407955445095979e-09
1993,1.1078414630105726e-08,0.0,5.539207592608619e-09
1994,1.1077346040444525e-08,0.0,4.7474339459618875e-09
1995,2.0063067651676647e-08,0.0,3.795715630694474e-09
1996,1.0676184158953106e-08,0.0,5.33809241254346e-09
1997,1.2466725429760572e-08,0.0,6.233362825902589e-09
1998,1.5258013741359377e-08,0.0,3.814503379828693e-09
1999,2.3765046652801658e-08,0.0,3.6561609850771504e-09
2000,1.3254094710646314e-08,0.0,8.836062992401139e-10
2001,2.015357480900093e-08,0.0,2.1906058633724967e-09
2002,1.4019908789464353e-08,4.38122149670761e-10,6.57183202301681e-09
2003,2.750169142418102e-08,4.1669229178253886e-10,4.583615376141381e-09
2004,1.9821560226507273e-08,0.0,8.809582313640263e-09
2005,1.8915748967174295e-08,0.0,8.557124342445377e-09
2006,1.9765871772658983e-08,8.235779835885637e-10,3.7061009261485367e-09
2007,1.9173502258107433e-08,0.0,4.793375363298935e-09
2008,1.2772319285536682e-08,0.0,2.5544637793917246e-09
2009,2.050322822633177e-08,0.0,9.059565764246713e-09
2010,1.6533275637442557e-08,0.0,4.723793023408973e-09
2011,2.0267051981104345e-08,0.0,2.676780297417025e-09
2012,1.1574459612972987e-08,0.0,1.0553183521500031e-08
2013,1.1714325509615264e-08,0.0,3.068037490727704e-09
2014,1.4725026933892771e-08,0.0,5.197068470019772e-09
2015,1.4186082711309389e-08,0.0,6.42806885498004e-09
2016,1.6570719907349485e-08,4.1426800878596737e-10,6.835422228235188e-09
2017,1.4842107098900215e-08,0.0,5.03122282724533e-09
2018,1.2132893745242512e-08,0.0,5.679226589005992e-09
2019,1.7856913892000392e-08,0.0,4.591778124396484e-09
