year,plusieurs_DET âges_NOUN,plusieurs_DET ages_NOUN,plusieurs_DET sages_NOUN
1800,7.231578535993322e-08,0.0,4.7162467708972144e-08
1801,2.8574191901498125e-08,0.0,1.4287095284615248e-08
1802,6.265952379180817e-08,0.0,1.3427040812530322e-08
1803,6.826187615160961e-08,0.0,7.801356671777171e-09
1804,4.943701981119375e-08,0.0,4.943701892301533e-09
1805,1.7057265822018053e-08,0.0,5.970043304159844e-08
1806,1.52728468094665e-07,0.0,2.881669125542885e-09
1807,3.131650672116848e-08,0.0,1.4234776024579787e-08
1808,4.985362878073829e-08,0.0,1.3596443970698147e-08
1809,1.581321384946932e-08,0.0,1.1295152813062259e-08
1810,5.616304221689461e-08,0.0,2.3401267590372754e-09
1811,1.7549536934780008e-08,2.5070767684098882e-09,2.5070768128188092e-08
1812,8.801787032552966e-08,0.0,1.3336040716183106e-08
1813,4.888760685162197e-08,0.0,0.0
1814,2.8320094713762956e-08,0.0,3.776012658107675e-08
1815,5.3944472000466703e-08,0.0,4.045835311217161e-08
1816,1.622322720606917e-08,0.0,6.025770105111405e-08
1817,3.7364962679475866e-08,6.227493631882908e-09,2.9580593974287694e-08
1818,7.271917934481564e-08,0.0,4.768470951432846e-09
1819,6.521161566297451e-08,0.0,4.450951518464308e-08
1820,1.6613073583471305e-08,0.0,2.254631414899677e-08
1821,4.437669787193954e-08,0.0,2.465372084259343e-08
1822,2.606660132187244e-08,0.0,5.3135764233047666e-08
1823,3.854247765389118e-08,0.0,1.1859224713361982e-08
1824,2.189489300974401e-08,0.0,3.2000230021367315e-08
1825,3.78634048558979e-08,0.0,2.905796137042671e-08
1826,4.844391554570393e-08,0.0,1.2331177634550272e-08
1827,5.8068820862899884e-08,0.0,1.1982455028203276e-08
1828,1.9261833017480967e-08,9.172301251858528e-10,1.1923991849460691e-08
1829,3.600733933240008e-08,0.0,2.6576845613135447e-08
1830,1.0436836106464398e-07,0.0,1.2524203230057651e-08
1831,5.76874619184764e-08,0.0,1.2472964883158966e-08
1832,6.494385473843067e-08,1.3529969367098715e-09,2.0294953273491956e-08
1833,1.2510318470049242e-07,1.1583628500844156e-09,3.1275796175123105e-08
1834,1.1668163368838691e-07,9.334530925997342e-10,1.0267984462686286e-08
1835,9.680752555141225e-08,7.563087933704082e-10,2.117664621437143e-08
1836,5.040562456315456e-08,1.3441500135158435e-09,5.107770117973587e-08
1837,4.731365876864402e-08,0.0,8.349468672008697e-09
1838,4.41851348842448e-08,0.0,1.7042837363590024e-08
1839,8.459684863737493e-08,3.4957374772659477e-09,2.4470163673129264e-08
1840,6.560779580722098e-08,0.0,2.0383003285218138e-08
1841,6.613164771351876e-08,0.0,1.733548060656176e-08
1842,6.305769373327053e-08,1.341653010911159e-09,2.2137274680034125e-08
1843,8.033399284679277e-08,0.0,1.2995204135002325e-08
1844,2.3051956898889614e-08,5.488561272137815e-10,1.536797183954164e-08
1845,2.566904894196753e-08,0.0,6.696273757711424e-09
1846,7.903577015078156e-08,1.1709002656346001e-09,8.196301637397596e-09
1847,2.588747349818732e-08,5.393223645455691e-10,5.9325460100012606e-09
1848,5.068489628001771e-08,8.045221711050488e-10,3.942158549596897e-08
1849,5.865590413378641e-08,0.0,1.3407063903514427e-08
1850,5.295416904971262e-08,0.0,2.7155984128057753e-08
1851,3.353708066811123e-08,0.0,9.674158363282004e-09
1852,4.49227646193151e-08,0.0,1.8229526776991634e-08
1853,2.6276500753041887e-08,5.971931837933653e-10,1.5527022556582892e-08
1854,3.792835201466005e-08,0.0,1.3508727469968562e-08
1855,4.6701046585440054e-08,0.0,1.0613874223963649e-08
1856,2.9509978016761806e-08,0.0,4.1417513307884235e-09
1857,3.270611159678083e-08,0.0,2.147864025525692e-08
1858,1.8106600663259087e-08,4.893676019968041e-10,1.3702292855910514e-08
1859,5.0412516827691434e-08,0.0,1.1202780925145817e-08
1860,3.524431591017674e-08,0.0,8.238931398230065e-09
1861,5.423358251377408e-08,0.0,1.131831339762357e-08
1862,3.6595690033891515e-08,9.035972525772706e-10,2.3041730745632094e-08
1863,3.596127129412707e-08,4.994620828036034e-10,9.48977985082422e-09
1864,4.411149845395812e-08,0.0,8.63051052846231e-09
1865,5.17752880568878e-08,0.0,1.3179163982357522e-08
1866,4.670988573707291e-08,4.865612912574591e-10,1.4596838404656864e-08
1867,6.890992665375961e-08,4.85281148598915e-10,1.261730986357179e-08
1868,5.3350639794835786e-08,0.0,8.891772984576107e-09
1869,2.6859355628516823e-08,4.883519144627257e-10,1.3185501579471293e-08
1870,3.55511033944822e-08,5.734048791339319e-10,5.160643912205387e-09
1871,2.0180236370848093e-08,0.0,1.0621176826930423e-08
1872,7.680120805986235e-08,0.0,1.2699412521577358e-08
1873,3.591602748542755e-08,0.0,4.788803575905831e-09
1874,3.883495836021211e-08,0.0,7.169530746864439e-09
1875,4.462791147741285e-08,0.0,8.58229043387837e-09
1876,6.408775998778538e-08,6.04601479992084e-10,8.464420941933781e-09
1877,5.442638084662832e-08,6.184815992682502e-10,1.0514186854493346e-08
1878,3.623453265211296e-08,0.0,9.05863284383912e-09
1879,4.826366861720999e-08,0.0,9.774920428640144e-09
1880,4.6208492143762214e-08,0.0,3.8507077526617195e-09
1881,4.2532295907449225e-08,0.0,1.2550513517339823e-08
1882,1.4641846846075168e-08,0.0,1.0648615766939429e-08
1883,2.1485751844352308e-08,0.0,9.479008689083912e-09
1884,3.300848305798354e-08,1.9805090900604227e-09,1.2543224237049344e-08
1885,3.93183761104865e-08,0.0,9.023890079618013e-09
1886,7.744156427236248e-09,1.2906927748801422e-09,9.034849313138693e-09
1887,2.3504128421336645e-08,1.9586774424595887e-09,1.3710741930683668e-08
1888,2.599652049184442e-08,0.0,1.268122939990235e-09
1889,3.5084767091575486e-08,6.265136742733546e-10,5.012109394186837e-09
1890,2.4906668727453507e-08,0.0,1.9663159989136147e-09
1891,2.2309770031370135e-08,6.374220040683554e-10,1.912266012205066e-09
1892,2.6954603882245465e-08,0.0,2.5074049503359674e-09
1893,2.894455697344256e-08,6.158416554491453e-10,1.2316832942449452e-08
1894,3.4028310835765296e-08,0.0,1.2603078580752936e-09
1895,2.046328972937772e-08,0.0,1.8055843487019274e-09
1896,2.181900704556483e-08,0.0,1.2383761127665593e-08
1897,1.981082675683865e-08,0.0,9.322741800765755e-09
1898,2.546259736391221e-08,0.0,2.26334195829736e-09
1899,1.7688250864011934e-08,5.527578395003729e-10,2.2110313580014918e-09
1900,1.4015843263770478e-08,5.191053142894475e-10,9.863000749454898e-09
1901,1.0059730159994729e-08,5.588738916095792e-10,6.7064866438037996e-09
1902,2.3078333910575566e-08,0.0,8.347482705062248e-09
1903,2.2680925582108102e-08,5.400220270956879e-10,5.400220270956879e-09
1904,1.3436562973367927e-08,0.0,2.6873125946735854e-09
1905,2.2191263937543226e-08,0.0,2.0643036169332163e-09
1906,1.0802787109298606e-08,5.144184522798412e-10,6.6874399351490865e-09
1907,1.491424583832668e-08,5.142843373384665e-10,5.65712765521198e-09
1908,1.2278472460991452e-08,0.0,4.911388851169818e-09
1909,2.0353638774395222e-08,1.1001967115120692e-09,3.3005901345362076e-09
1910,1.3894791983659616e-08,1.068830135508847e-09,1.1757131823664224e-08
1911,2.2345570727111408e-08,0.0,3.1922244847493175e-09
1912,2.5526164293410147e-08,0.0,7.814131730565776e-09
1913,1.0075680734189518e-08,5.30298971401777e-10,4.242391882236518e-09
1914,1.339348720819089e-08,6.696743715117748e-10,2.6786975415582504e-09
1915,9.424609537234119e-09,0.0,1.1780761921542648e-09
1916,6.592477230782379e-09,0.0,3.2962386153911893e-09
1917,1.973956464951243e-08,0.0,1.0966424435210342e-09
1918,1.2635013924011673e-08,0.0,6.89182577673364e-09
1919,1.841569702287771e-08,0.0,9.207848372660976e-10
1920,6.057785384427916e-09,0.0,7.572231730534895e-10
1921,3.4077363153528495e-08,7.572747429129834e-10,1.0601846234248313e-08
1922,2.1396012073182646e-08,0.0,1.4755870969551665e-09
1923,1.4862327812892318e-08,0.0,3.1847844361720945e-09
1924,1.804827398643738e-08,0.0,2.578324886925998e-09
1925,2.1996355625830688e-08,0.0,5.499089184013428e-09
1926,2.229227646921572e-08,0.0,4.458455493683289e-09
1927,2.1183527820767267e-08,0.0,0.0
1928,2.399468712610542e-08,0.0,7.998228968020271e-09
1929,2.4508894469477127e-08,0.0,3.342121912552898e-09
1930,1.7856125467119455e-08,0.0,2.100720708497761e-09
1931,1.8248570654577634e-08,0.0,3.4216069977333063e-09
1932,1.3151443933878681e-08,0.0,0.0
1933,1.8353059072495626e-08,0.0,4.588264879146209e-09
1934,2.156684431042777e-08,0.0,5.990790086229936e-09
