year,faux_ADJ âges_NOUN,faux_ADJ sages_NOUN
2001,0.0,8.762423564512289e-10
2002,0.0,4.38122149670761e-10
2003,0.0,4.1669229178253886e-10
2004,0.0,2.2023955992267474e-09
2005,0.0,2.702249757291497e-09
2006,0.0,3.294311934354255e-09
2007,0.0,2.79613560083547e-09
2008,4.257439678578834e-10,2.128719839289417e-09
2009,0.0,2.860915504498962e-09
2010,0.0,1.417137907022692e-09
2011,0.0,7.64794394481072e-10
2012,6.808505426114664e-10,3.063827413996023e-09
2013,0.0,1.1156500168141292e-09
2014,0.0,2.3819897165822113e-09
2015,8.866301581811342e-10,1.994917786518613e-09
2016,6.214020409345267e-10,6.21402013178951e-10
2017,0.0,1.7609279867603078e-09
2018,2.5814667070633845e-10,1.5488800242380307e-09
2019,2.55098775436835e-10,2.295888923420364e-09
