year,pourriez_VERB avoir_VERB,pourriez_VERB savoir_VERB
1800,1.6664071722516383e-07,0.0
1801,1.5239568540437176e-07,4.7623651688866175e-09
1802,6.265952379180817e-08,0.0
1803,7.80135707145746e-08,1.950339223455444e-09
1804,1.5325475999361515e-07,2.4718509461507665e-09
1805,1.250866148438945e-07,0.0
1806,2.0171684411707247e-07,1.152667650217154e-08
1807,9.11025637151397e-08,2.8469551160981155e-09
1808,7.251436784372345e-08,0.0
1809,1.4457795316502597e-07,6.7770917766551975e-09
1810,1.310471020588011e-07,0.0
1811,8.022645658911642e-08,0.0
1812,1.3069320914382843e-07,0.0
1813,7.189353823378042e-08,0.0
1814,4.405347908686963e-08,0.0
1815,3.776112933451259e-08,2.697223555614414e-09
1816,1.2515060632267705e-07,0.0
1817,1.8059731132780144e-07,1.0898113522728181e-08
1818,6.199012148044858e-08,0.0
1819,1.759678553980848e-07,3.1053151161586356e-09
1820,1.18664814863223e-07,9.493184904840746e-09
1821,3.757226920697576e-07,0.0
1822,1.664252238242625e-07,9.023054303725075e-09
1823,1.4824030358795426e-07,9.882686891060644e-10
1824,1.8358025499765063e-07,7.57900142644985e-09
1825,1.4881199206229212e-07,8.805443485471187e-09
1826,1.1890779205714352e-07,7.0463874735082754e-09
1827,1.5577191447846417e-07,1.2904182611350734e-08
1828,1.6234973543305387e-07,1.4675682002973645e-08
1829,1.3717081515096652e-07,1.1145129263923081e-08
1830,8.34946831673733e-08,1.0436835840010872e-09
1831,1.683850285871813e-07,3.1182412207897414e-09
1832,1.5830063659905136e-07,0.0
1833,1.5985406776053424e-07,6.950177322551099e-09
1834,1.0641365122410207e-07,2.8003592777992026e-09
1835,1.7092578730171226e-07,1.0588323107185715e-08
1836,1.8414854707771156e-07,6.048674894287842e-09
1837,1.746430626781148e-07,8.349468672008697e-09
1838,1.1298769919676488e-07,6.943378316748294e-09
1839,1.8667238066427672e-07,2.0974426639952526e-09
1840,1.1529136401122742e-07,0.0
1841,1.3418946309684543e-07,6.420548537278137e-10
1842,1.0397810967788246e-07,6.708265054555795e-10
1843,1.4058448982723348e-07,2.953455480181333e-09
1844,1.3007890231619967e-07,2.195424508855126e-09
1845,1.4062175068829674e-07,0.0
1846,1.042101231973902e-07,1.5221703009160592e-08
1847,1.0085328483455669e-07,5.393223645455691e-10
1848,1.263099846937621e-07,1.6090443422100975e-09
1849,6.703531596485846e-08,4.1897072478036534e-09
1850,1.5275240627943276e-07,4.073397619208663e-09
1851,1.2511911506862816e-07,1.9348316282474798e-09
1852,1.5234675743158732e-07,3.2552727180501506e-09
1853,1.4153478389289376e-07,4.180352064508952e-09
1854,1.901613160271154e-07,3.63696517347023e-09
1855,1.6663781821080192e-07,4.776243400783642e-09
1856,1.309828832063431e-07,1.7084724746041502e-08
1857,1.698765146329606e-07,5.369659827891837e-09
1858,1.389803969686909e-07,6.361778659424999e-09
1859,1.1711998837427018e-07,8.656694916453489e-09
1860,2.9522837508011435e-07,0.0
1861,1.8250779021400376e-07,1.8863854922557266e-09
1862,1.2153383011082042e-07,9.035972525772706e-10
1863,1.7581065492322523e-07,2.4973103585068657e-09
1864,1.879533328974503e-07,3.835782358407869e-09
1865,1.473242292604482e-07,8.943004559114343e-09
1866,1.4840119888503978e-07,1.4596839292835284e-09
1867,1.0627657331951923e-07,3.396968040192405e-09
1868,1.0917121784359551e-07,1.975949626142892e-09
1869,1.5431920985520264e-07,2.441759683335931e-09
1870,1.032128764677509e-07,2.2936195165357276e-09
1871,9.771483178155904e-08,5.3105884134652115e-09
1872,1.608592299362499e-07,6.047339295989218e-10
1873,1.1852289105718228e-07,1.2570609442263958e-08
1874,1.0933534611012874e-07,8.364453130127458e-09
1875,2.0826358593240002e-07,1.716458086775674e-09
1876,1.1124667054218662e-07,3.02300739996042e-09
1877,1.0947124451377022e-07,1.2369631985365004e-09
1878,8.877460544454152e-08,0.0
1879,1.1546624989478005e-07,5.498392852132383e-09
1880,1.4825225491676974e-07,1.0268554007097919e-08
1881,1.0667936578556692e-07,1.1853263259808955e-08
1882,1.1114493503328049e-07,0.0
1883,1.7820535447299335e-07,4.423537092179686e-09
1884,1.0100596625761682e-07,6.601696966868076e-10
1885,9.539540712921735e-08,6.445635691854079e-10
1886,8.066830048392148e-08,5.162771099520569e-09
1887,1.0054544219428863e-07,6.528924623161458e-10
1888,1.1286294210322012e-07,3.1703073499755874e-09
1889,1.2906181723337795e-07,3.132568426877924e-09
1890,7.996351314432104e-08,9.176140736144589e-09
1891,9.306361192784607e-08,6.374220040683554e-10
1892,9.59082413487522e-08,5.014809900671935e-09
1893,9.91505046954444e-08,3.079208221734575e-09
1894,9.956431767932372e-08,0.0
1895,8.064943557428705e-08,6.018614495673091e-10
1896,9.31730568254352e-08,5.307326134129653e-09
1897,8.390467343133423e-08,1.7480140668268973e-09
1898,1.0750873968845553e-07,8.487532454637403e-09
1899,9.949641111006713e-08,9.39688327150634e-09
1900,8.46141645638454e-08,5.19105292084987e-09
1901,1.0618603596412868e-07,3.353243460679778e-09
1902,1.0016979246074698e-07,2.455141867585553e-09
1903,8.100330717297766e-08,3.2401321625741275e-09
1904,1.0158041874319679e-07,2.6873125946735854e-09
1905,7.431493287413105e-08,1.5482277682110634e-09
1906,8.179253541129583e-08,3.600929110447737e-09
1907,8.177121202379567e-08,0.0
1908,1.0608600575778837e-07,7.367083831866239e-09
1909,8.526524197804974e-08,2.7504918342913243e-09
1910,1.0634860103664323e-07,4.275320542035388e-09
1911,7.501727594672047e-08,5.320374141248863e-10
1912,9.168581271978837e-08,1.5628263128064646e-09
1913,1.1030218871610487e-07,1.060597942803554e-09
1914,7.634287868540923e-08,6.027069510139427e-09
1915,1.260541466763243e-07,1.1780761921542648e-09
1916,5.933229374477378e-08,0.0
1917,1.1295416868506436e-07,1.0966424435210342e-09
1918,5.054005569604669e-08,1.1486376294556067e-09
1919,1.0312790266198135e-07,5.524709134618888e-09
1920,1.0828291152620295e-07,1.514446346106979e-09
1921,6.361107551811074e-08,7.572747429129834e-10
1922,8.263288009402459e-08,1.4755870969551665e-09
1923,7.749642350063368e-08,0.0
1924,9.281969681751434e-08,1.289162443462999e-09
1925,6.818870446068104e-08,2.1996355847875293e-09
1926,8.025219955243301e-08,3.343841648018042e-09
1927,1.371354727552898e-07,1.1149224876660924e-09
1928,6.398582996780533e-08,0.0
1929,7.798284684668033e-08,0.0
1930,5.04172987803031e-08,1.0503603542488804e-09
1931,8.55401722787974e-08,4.5621426636444085e-09
1932,1.0959536922428015e-07,7.6716757391182e-09
1933,1.0094182556485976e-07,9.176529758292418e-09
1934,7.308764082836205e-08,0.0
1935,7.659701850570855e-08,7.180970484910176e-09
1936,7.274828561776303e-08,1.2124714565686645e-09
1937,9.065605155456069e-08,1.2591118148108649e-09
1938,5.575042294481136e-08,6.482607339819424e-09
1939,5.6587985852729616e-08,1.5294050470515685e-09
1940,4.564409294971483e-08,0.0
1941,9.739958528598436e-08,0.0
1942,5.461581054078124e-08,0.0
1943,6.67744117777147e-08,2.9032352077962287e-09
1944,6.105053529381621e-08,9.639558484764166e-09
1945,1.2199622290154366e-07,0.0
1946,8.213451252458981e-08,9.744772988540262e-09
1947,1.0371157799227149e-07,4.7683483828109274e-09
1948,5.544662684542345e-08,2.174377566888097e-09
1949,8.14811684790584e-08,1.9634016634739737e-09
1950,6.912984673590472e-08,6.381216888229346e-09
1951,9.275419188270462e-08,6.396841278899501e-09
1952,7.90860283927941e-08,2.1089607837865287e-09
1953,8.834538789415092e-08,7.54167928107563e-09
1954,9.186184257714558e-08,2.9317608341017376e-09
1955,7.508486277174597e-08,9.385607846468247e-10
1956,9.767678932348645e-08,8.72114158667614e-10
1957,7.421432002274742e-08,8.835037701437898e-10
1958,7.362296372548371e-08,3.3088973783179654e-09
1959,8.835852582933512e-08,2.325224457422337e-09
1960,7.474500307580456e-08,2.7683333403416555e-09
1961,7.990383465994455e-08,6.948159270159238e-10
1962,9.89345210200554e-08,2.5367825617905737e-09
1963,8.147227248400668e-08,3.2330267352165265e-09
1964,9.977708259611973e-08,4.258777774879263e-09
1965,1.0670484584807127e-07,3.2832261354087677e-09
1966,7.477751040596559e-08,5.539074754423723e-10
1967,9.121120569943741e-08,1.4791006197611978e-09
1968,7.77014932396014e-08,5.838840522187638e-09
1969,1.026437246309797e-07,2.7250546263957176e-09
1970,1.0623054436109669e-07,2.2993624781975086e-09
1971,1.1150322620778752e-07,4.624557625731995e-09
1972,6.823095333174933e-08,3.0780880067027283e-09
1973,8.159541664554126e-08,4.410563025913916e-09
1974,6.244384564979555e-08,3.3753431161187564e-09
1975,6.054168721902897e-08,2.8557400888473694e-09
1976,7.598990947599304e-08,4.570821499072508e-09
1977,8.168726850499297e-08,5.876781838942691e-10
1978,7.782174549220144e-08,0.0
1979,6.846808986438191e-08,2.3407893401383717e-09
1980,8.527725725571145e-08,2.2740602734216964e-09
1981,7.211126273887203e-08,1.8976649140967083e-09
1982,7.138627466929393e-08,3.7245013739806154e-09
1983,6.757387893685518e-08,0.0
1984,7.944641566837163e-08,1.739702604197646e-09
1985,6.075713798736615e-08,1.2031116103372597e-09
1986,8.152500186042744e-08,5.994485463567401e-10
1987,6.416357933858308e-08,6.110816852533674e-10
1988,5.876622566347578e-08,2.99827696004229e-09
1989,1.081160050375729e-07,2.1952488715726304e-09
1990,6.374921923679722e-08,1.089730194969718e-09
1991,1.0081720347443479e-07,2.344586080837985e-09
1992,6.005839026101967e-08,2.2039776670368383e-09
1993,6.259304541345045e-08,4.4313659408601325e-09
1994,9.600366723816478e-08,4.2199412852994556e-09
1995,5.693573257303797e-08,2.7112254663563817e-09
1996,7.419948389042474e-08,2.135236876199542e-09
1997,9.973380343808458e-08,1.917957792585412e-09
1998,7.247556510492359e-08,2.86087753487152e-09
1999,7.312321770314156e-08,0.0
2000,5.080736187323964e-08,1.3254094488601709e-09
2001,6.089884152515879e-08,8.762423564512289e-10
2002,7.710949745387552e-08,1.752488598683044e-09
2003,8.042161425692029e-08,2.083461403401543e-09
2004,8.016719732495403e-08,3.0833537945085254e-09
2005,9.638024067726292e-08,9.007499190971657e-10
2006,8.976999765764049e-08,2.4707338397433887e-09
2007,1.43401805985377e-07,1.5977917877663117e-09
2008,1.4773316081573284e-07,3.405951742863067e-09
2009,1.8309859228793357e-07,2.860915504498962e-09
2010,1.993440719161299e-07,2.8342759250676863e-09
2011,3.376567292434629e-07,3.823971805871906e-09
2012,3.863826805172721e-07,5.7872298064864935e-09
2013,3.500351795082679e-07,5.29933741333366e-09
2014,3.696414978549001e-07,7.362513709807672e-09
2015,3.6440499684431416e-07,7.75801378694041e-09
2016,3.757410809157591e-07,6.628288140575478e-09
2017,3.921838072074024e-07,5.7859059765519305e-09
2018,4.3317010067767114e-07,7.744399788123246e-09
2019,4.0637235088070156e-07,7.397864543179367e-09
