year,nos_DET âges_NOUN,nos_DET ages_NOUN,nos_DET sages_ADJ
1800,9.432493763839034e-08,3.144164484325529e-09,4.7162468153061354e-08
1801,9.762848840466631e-08,2.3811825844433088e-09,5.238601596957437e-08
1802,1.1412984690650774e-07,0.0,1.3427040812530322e-08
1803,1.2872238985828233e-07,0.0,9.751696339321825e-09
1804,1.3842365964578107e-07,0.0,5.19088700912107e-08
1805,2.0753007090590359e-07,0.0,3.980028751016107e-08
1806,1.3543844712415876e-07,0.0,5.4751712497136396e-08
1807,7.402083213037258e-08,0.0,1.4234775136401367e-08
1808,1.20101923961613e-07,0.0,9.064295980465431e-09
1809,1.1746959049929728e-07,0.0,6.7770917766551975e-09
1810,1.9891077229772236e-07,2.3401267590372754e-09,2.8081521108447305e-08
1811,1.0529722693775057e-07,0.0,7.521229861140455e-09
1812,1.600324992523383e-07,2.6672082320544632e-09,2.400487453257938e-08
1813,1.4091134392657523e-07,0.0,0.0
1814,9.754699448194515e-08,0.0,2.5173416684509675e-08
1815,9.170560133497929e-08,0.0,7.552225866902518e-08
1816,3.244645441213834e-08,0.0,3.0128852301913867e-08
1817,6.850242650902061e-08,0.0,5.60474440192138e-08
1818,1.275565961744718e-07,3.5763532135746345e-09,2.741870774869426e-08
1819,1.0661581484328053e-07,0.0,6.210629921454824e-08
1820,8.781195859342006e-08,0.0,4.15326857350351e-08
1821,2.2089733642260967e-07,9.86148829262845e-10,3.155676253641104e-08
1822,1.31335568198665e-07,3.0076847679083585e-09,3.408709403629473e-08
1823,1.670174141210623e-07,2.9648061783404955e-09,2.7671523294969802e-08
1824,8.842168330858158e-08,0.0,3.1158117863583357e-08
1825,1.1887348416728116e-07,1.0566531427613768e-08,2.0252519883356968e-08
1826,6.605988089880555e-08,1.7615968683770689e-09,3.3470340277119703e-08
1827,7.650336719677853e-08,9.217273055917019e-10,2.5808364667589956e-08
1828,1.146537678131665e-07,0.0,2.384798225563145e-08
1829,8.058785416764636e-08,0.0,9.430493552731178e-09
1830,9.914993781556802e-08,0.0,5.5315229285923806e-08
1831,1.559120670346914e-07,0.0,1.870944732473845e-08
1832,1.3800568510191624e-07,1.3529969367098715e-09,1.894195655882669e-08
1833,1.146779246008478e-07,0.0,4.9809603552830595e-08
1834,1.1108091424461009e-07,9.334530925997342e-10,1.586870257419548e-08
1835,1.096647750387092e-07,7.563087933704082e-10,1.5882484660778573e-08
1836,9.6106723468381e-08,4.032449929525228e-09,1.3441500135158435e-08
1837,8.279889995854717e-08,6.957890930081589e-10,9.045258320128369e-09
1838,9.468242501142754e-08,0.0,2.019891809368346e-08
1839,7.900366805202452e-08,2.0974426639952526e-09,1.2584655983971516e-08
1840,6.369688487772862e-08,0.0,7.64362617644565e-09
1841,7.704657889462396e-08,6.420548537278137e-10,1.7977536792557203e-08
1842,1.1202802596699257e-07,0.0,2.2808101185489704e-08
1843,9.864541761217538e-08,0.0,1.8311424598849158e-08
1844,7.848642269436823e-08,5.488561272137815e-10,1.646568309476848e-08
1845,8.035527931937736e-08,1.1160455892778032e-09,1.3950570032505993e-08
1846,6.615586300995346e-08,1.1709002656346001e-09,2.2832556290097727e-08
1847,5.3392914090011345e-08,0.0,1.5640349459999925e-08
1848,8.367030396305708e-08,8.045221711050488e-10,1.609044275596716e-08
1849,5.865590413378641e-08,0.0,1.1731180693530519e-08
1850,5.906426459034719e-08,2.7155984128057753e-09,7.467895635215882e-09
1851,1.0899551483589676e-07,2.579775504329973e-09,1.7413484876271923e-08
1852,8.919447225252952e-08,1.9531636308300904e-09,3.2552728068679926e-08
1853,1.0212003687115612e-07,0.0,1.3735443005202796e-08
1854,9.352196173040284e-08,3.6369650624479277e-09,2.5978321549491312e-08
1855,1.0136250239156652e-07,1.0613874223963649e-09,2.2819829581521844e-08
1856,1.076855342674321e-07,3.106313539724681e-09,8.283502550554545e-09
1857,9.958278690547218e-08,4.881509085841174e-10,1.0739319711294826e-08
1858,9.44479436326695e-08,4.893676019968041e-10,1.2723557318849998e-08
1859,1.0897250679597903e-07,0.0,1.323965070909594e-08
1860,1.0161348296122696e-07,1.373155145145688e-09,1.3731551978812817e-08
1861,7.734180340612795e-08,9.431927461278633e-10,2.2636625574001812e-08
1862,1.5903311423315358e-07,9.035972525772706e-10,3.252950267484955e-08
1863,1.0189026156126602e-07,1.4983862484108101e-09,2.597202897192119e-08
1864,1.0020981733305234e-07,2.397363974004918e-09,2.1576274988888144e-08
1865,1.219072696678758e-07,4.706844303203894e-09,1.6944639247284954e-08
1866,1.2115376080146234e-07,1.4596838737723772e-09,7.298419313350735e-09
1867,7.521857625647499e-08,1.94112459439566e-09,7.76449837758264e-09
1868,7.706203386526056e-08,4.939873954334928e-09,5.433861582915256e-09
1869,1.3771524098871168e-07,1.4650557433881772e-09,2.3440892782389255e-08
1870,1.3245652041860012e-07,2.2936195165357276e-09,2.0069171213776826e-08
1871,6.585129597169725e-08,0.0,3.186353225714811e-08
1872,7.498701015684617e-08,6.652073114565837e-09,2.3584623920491765e-08
1873,1.0355788082616613e-07,5.986004469882289e-10,7.183205474881049e-09
1874,7.886483954777646e-08,0.0,7.169531079931346e-09
1875,9.440519477266207e-08,0.0,7.4379850611983045e-09
1876,7.315678196562203e-08,0.0,7.255217537860403e-09
1877,7.298082882467583e-08,6.184815992682502e-10,2.473926408175231e-08
1878,7.126124756950958e-08,1.2078177347163432e-09,2.23446281477635e-08
1879,7.331190365889029e-08,0.0,1.588424503040642e-08
1880,7.123809209197418e-08,6.417846254436199e-10,2.6313169643188417e-08
1881,1.0807386985334233e-07,0.0,9.761510710859511e-09
1882,1.044895456825401e-07,1.3310770263785798e-09,1.9300617104534012e-08
1883,8.594300737740923e-08,1.895801682305631e-09,6.3193389410187706e-09
1884,7.393900602892245e-08,6.601696966868076e-10,8.582206056928499e-09
1885,5.478790227053665e-08,6.445635691854079e-10,1.1602144189826191e-08
1886,6.776136884933948e-08,0.0,1.613365974151293e-08
1887,3.982643864697266e-08,6.528924623161458e-10,7.1818169189441505e-09
1888,4.438430378783664e-08,1.268122939990235e-09,1.775372027168487e-08
1889,6.45309095048674e-08,6.265136742733546e-10,1.566284169030041e-08
1890,6.095579418996522e-08,1.3108772956016423e-09,1.1142456735058204e-08
1891,5.163118199646988e-08,0.0,1.466070642663908e-08
1892,9.089342789536659e-08,6.268512375839919e-10,7.522214851007902e-09
1893,8.806535678473892e-08,0.0,1.1085149687062312e-08
1894,7.75089308291399e-08,0.0,5.041231432301174e-09
1895,9.027921521465032e-08,6.018614495673091e-10,5.416753268150387e-09
1896,8.255840810988957e-08,0.0,9.435246139943843e-09
1897,7.691261894038348e-08,0.0,1.1653426668090106e-08
1898,6.620275028179634e-08,1.6975064687230201e-09,3.960848538042683e-09
1899,6.522542150833033e-08,0.0,7.185851913504848e-09
1900,7.942311097686172e-08,0.0,5.710158235139318e-09
1901,5.253414420147706e-08,0.0,7.265360757457984e-09
1902,5.401312180852713e-08,1.9641135939885146e-09,1.0802624128558591e-08
1903,8.748356594701079e-08,5.400220270956879e-09,1.1880484152015924e-08
1904,5.535864033845428e-08,0.0,6.449550227216605e-09
1905,6.192911039537563e-08,1.0321518084666081e-09,1.2385821479554693e-08
1906,8.693672093329496e-08,5.144184522798412e-10,8.230695236477459e-09
1907,7.662836826183295e-08,5.142843373384665e-10,4.114274698707732e-09
1908,6.532147267535038e-08,1.4734167219643268e-09,8.840499887696751e-09
1909,5.611003189853747e-08,1.1001967115120692e-09,7.701377091606787e-09
1910,8.336875367831453e-08,0.0,1.0153886176311744e-08
1911,9.417062329930559e-08,1.5961122423746588e-09,1.0108710757350536e-08
1912,7.293189818735613e-08,0.0,2.6047106693738442e-09
1913,5.356019472380069e-08,0.0,1.3257474229533273e-08
1914,7.165515736318184e-08,3.348371913070025e-09,2.678697486047099e-09
1915,7.539687973956433e-08,1.1780761921542648e-09,3.534228465440492e-09
1916,6.372727856529536e-08,0.0,3.2962386153911893e-09
1917,5.3735478289240746e-08,1.0966424435210342e-09,1.5352993543160665e-08
1918,7.581008532042688e-08,0.0,6.89182577673364e-09
1919,1.0957339613426598e-07,9.207848372660976e-10,5.524709134618888e-09
1920,8.178010180159845e-08,3.028892692213958e-09,8.329454459499175e-09
1921,7.345565183891622e-08,7.572747429129834e-10,4.543648624011354e-09
1922,9.6650952130517e-08,0.0,3.6889677978990676e-09
1923,9.235874642854469e-08,0.0,8.492758496458919e-09
1924,1.353620575628156e-07,1.289162443462999e-09,6.445812328337297e-09
1925,9.018505831015489e-08,0.0,6.598906754362588e-09
1926,1.0923215365554739e-07,0.0,2.229227691330493e-09
1927,1.3602054282912945e-07,1.1149224876660924e-09,3.3447675740205796e-09
1928,1.0054916321777796e-07,1.1426041224282812e-09,1.371124969118398e-08
1929,9.692153701834627e-08,0.0,5.570202965543558e-09
1930,7.457558304224676e-08,2.100720708497761e-09,6.30216201447098e-09
1931,6.501053295693282e-08,1.1405356659111021e-09,5.7026783295555106e-09
1932,6.356531490059325e-08,0.0,7.671675850140502e-09
1933,5.964744076436546e-08,0.0,2.2941324395731044e-09
1934,7.788027112098916e-08,0.0,0.0
1935,8.138433305049375e-08,0.0,3.590485242455088e-09
1936,6.183604739362636e-08,1.2124714565686645e-09,6.0623572828433225e-09
1937,8.310137644684801e-08,0.0,1.2591118148108649e-09
1938,5.4453899167583586e-08,0.0,1.0372171566075394e-08
1939,5.505858258203489e-08,0.0,6.117620188206274e-09
1940,3.803674530900025e-08,0.0,1.7750480196809804e-08
1941,7.969057280732272e-08,0.0,2.9515025978810172e-09
1942,7.888950648293758e-08,3.034211770724937e-09,3.034211770724937e-09
1943,9.00002916637277e-08,0.0,5.806470415592457e-09
1944,4.819779064746399e-08,0.0,3.2131861615880553e-09
1945,5.446259976338297e-08,0.0,8.714016175304096e-09
1946,1.1693727408612631e-07,0.0,6.960552134671616e-09
1947,7.867775075887096e-08,0.0,0.0
1948,7.17544597073072e-08,0.0,3.2615663503321457e-09
1949,8.148117158768287e-08,2.945102384188658e-09,1.9634016634739737e-09
1950,1.1167129376765672e-07,1.0635361480382244e-09,4.2541445921528975e-09
1951,9.382033372418164e-08,1.0661401761424827e-09,4.264560704569931e-09
1952,8.014050933979888e-08,0.0,2.1089607837865287e-09
1953,8.61906213067698e-08,0.0,4.3095309543161875e-09
1954,5.5703454071576175e-08,0.0,0.0
1955,7.508486055129993e-08,0.0,1.8771215692936494e-09
1956,7.1513363453235e-08,0.0,1.744228317335228e-09
1957,9.18843952035786e-08,8.835037701437898e-10,8.835037590415595e-09
1958,6.204182634306221e-08,1.6544486891589827e-09,6.617794756635931e-09
1959,8.9133602276803e-08,7.750747821333448e-10,4.650448914844674e-09
1960,1.0727291921419635e-07,0.0,6.920833461876441e-09
1961,9.796904398839956e-08,0.0,6.948159270159238e-10
1962,8.815319391120013e-08,6.341956404476434e-10,5.7077609305622445e-09
1963,8.7291721406757e-08,6.466053248388448e-10,1.939815863494232e-09
1964,9.125952604716048e-08,0.0,4.867174663303331e-09
1965,8.481667279625071e-08,2.188817349590977e-09,4.377634699181954e-09
1966,7.699313964160126e-08,0.0,4.985167278981351e-09
1967,8.430874154363721e-08,0.0,5.91640286762285e-09
1968,7.545578939449626e-08,4.4914158503495116e-10,8.533690198930799e-09
1969,6.994306767094116e-08,2.2708788183223305e-09,1.862120713180815e-08
1970,8.507641591215531e-08,0.0,5.058597540852361e-09
1971,8.375588000930634e-08,4.6245578477766e-09,3.5968783507200897e-09
1972,6.463984758564578e-08,1.5390440033513642e-09,8.721249500354133e-09
1973,6.781240968756208e-08,1.102640756478479e-09,2.7566018356850464e-09
1974,6.525663398537773e-08,2.8127858930915295e-09,7.875800456247362e-09
1975,6.511087491389844e-08,2.2845920710778955e-09,1.7134440533084216e-09
1976,6.05633834194208e-08,5.713526873840635e-10,1.25697592334717e-08
1977,6.053085394031044e-08,1.1753563677885381e-09,4.7014254711541525e-09
1978,5.524750124052957e-08,2.9702956760857546e-09,5.940591130126904e-09
1979,6.495690174634916e-08,0.0,7.607565244427406e-09
1980,1.000586504762424e-07,0.0,9.664756106531058e-09
1981,6.452060419270822e-08,2.5302198114474095e-09,1.8976649140967083e-09
1982,6.331652335767046e-08,0.0,6.828252629986764e-09
1983,7.452073225167055e-08,0.0,1.2630632095778083e-09
1984,5.277097780975737e-08,1.1598016991243298e-09,4.639206796497319e-09
1985,6.617113579299172e-08,0.0,3.0077789148208467e-09
1986,7.373217170147939e-08,0.0,1.0790073723399018e-08
1987,7.027439680173941e-08,1.8332451112712533e-09,9.777307408143088e-09
1988,5.996553631426593e-08,1.798966087207532e-09,5.99655392008458e-09
1989,7.628489773203739e-08,5.488122178931576e-10,8.780995486290522e-09
1990,6.919786588177601e-08,5.44865097484859e-10,8.717841171179685e-09
1991,6.330382673613855e-08,0.0,2.9307325455363298e-09
1992,6.997628887450702e-08,0.0,3.30596661157756e-09
1993,7.865674733764649e-08,5.539207426075166e-10,2.7696037130375828e-09
1994,7.96513928147391e-08,0.0,8.967375231261343e-09
1995,7.157635240062632e-08,2.1689803286761844e-09,1.1387147003105724e-08
1996,6.9929007695535e-08,1.067618438099771e-09,2.6690460952494277e-09
1997,6.185413881087953e-08,0.0,6.7128524960935465e-09
1998,6.818424802546019e-08,4.768129224785866e-10,2.86087753487152e-09
1999,7.540831925556546e-08,4.570201161957499e-10,3.1991407301035224e-09
2000,6.8479491188711e-08,4.4180314962005696e-10,2.2090156370779823e-09
2001,6.528005669359516e-08,0.0,8.762423564512289e-10
2002,6.61564415471716e-08,4.38122149670761e-10,4.38122149670761e-09
2003,8.000492068838128e-08,0.0,1.2500769308587678e-09
2004,7.796480350208412e-08,4.404791253964646e-10,2.642874724623212e-09
2005,7.746449171008862e-08,4.5037495954858286e-10,1.3511248786457486e-09
2006,8.771105508564858e-08,0.0,3.7061008706373855e-09
2007,8.468296508468143e-08,3.994479469415779e-10,6.7906151812735516e-09
2008,9.536664533071892e-08,0.0,2.554463751636149e-09
2009,9.154929880850204e-08,0.0,5.721831008997924e-09
2010,1.2659764703215615e-07,0.0,3.7790344187271785e-09
2011,1.6710758177218565e-07,1.1471915639660324e-09,2.676780297417025e-09
2012,1.3378712515610403e-07,1.0212758416727752e-09,1.0212758416727752e-09
2013,1.6344272957269368e-07,0.0,6.136074981455408e-09
