year,les_DET eaux_NOUN,les_DET seaux_NOUN
1944,2.251479622827901e-05,2.1528347460275654e-07
1945,2.1432122707665258e-05,2.222074151347897e-07
1946,2.188536768699123e-05,2.881668592635833e-07
1947,2.1142856098776974e-05,1.6570010252792144e-07
1948,2.4086668418021873e-05,1.8156053371853886e-07
1949,2.523756484151818e-05,2.199009792036577e-07
1950,2.4971829134301515e-05,1.542127403553195e-07
1951,2.5193958208546974e-05,2.1962487206650394e-07
1952,2.7510338895808673e-05,1.4657276992124935e-07
1953,2.7471106022858294e-05,1.605300248286312e-07
1954,2.543204777794017e-05,1.9251896787864098e-07
1955,2.4735770011830027e-05,1.5673965236828735e-07
1956,2.3406671971315518e-05,1.5174786849314614e-07
1957,2.666591149136366e-05,1.8023476755502088e-07
1958,2.492426960998273e-05,1.4476426457576963e-07
1959,2.3949811520651565e-05,1.2866241405617984e-07
1960,2.3416639351125923e-05,1.5917916051932934e-07
1961,2.3215190140035702e-05,1.549439581083334e-07
1962,2.1953949726594146e-05,1.6045149919818869e-07
1963,2.184103391300596e-05,1.707038093101687e-07
1964,2.1922363885096274e-05,1.8069385721020126e-07
1965,2.071277936011029e-05,1.712749622129195e-07
1966,2.14644685456733e-05,1.6783396805664097e-07
1967,2.08952558296005e-05,1.6171501027173463e-07
1968,2.136027489996195e-05,1.7247036865342125e-07
1969,2.1848579194738704e-05,1.5260305907816019e-07
1970,2.304237148109678e-05,1.3198340820252952e-07
1971,2.0255562617421674e-05,1.6237336719626683e-07
1972,2.0588305915225646e-05,1.1081117001765506e-07
1973,2.0508015722953132e-05,1.4389461444608287e-07
1974,2.0304938061599387e-05,1.496402015632725e-07
1975,1.9844537064273027e-05,1.3479092864088216e-07
1976,1.95579740420726e-05,1.668349778327638e-07
1977,2.0426518290150852e-05,1.510332978682527e-07
1978,1.9726921550500265e-05,1.556434865435108e-07
1979,1.9442010852799285e-05,1.790703869630761e-07
1980,2.032498196058441e-05,1.5236203410040616e-07
1981,1.960793792932236e-05,1.859711566964961e-07
1982,2.147733721358236e-05,1.6015356152365712e-07
1983,1.769235859683249e-05,1.578829040838059e-07
1984,1.9131507997371955e-05,1.7223055337467486e-07
1985,1.9714788777491776e-05,1.840760752713777e-07
1986,1.7413381215192203e-05,1.498621404749656e-07
1987,1.8069073917104106e-05,1.2710498875634357e-07
1988,1.697744278317259e-05,1.810959258108369e-07
1989,1.778974819899304e-05,1.3939829646147928e-07
1990,1.9664726778501063e-05,2.021449532207953e-07
1991,1.7314181832261966e-05,1.5181194701341383e-07
1992,1.727147048313782e-05,1.7301225341270765e-07
1993,1.6685200307620107e-05,2.0827419611180176e-07
1994,1.7116609683398565e-05,1.9517228899701422e-07
1995,1.5510920434280706e-05,1.8327883122282174e-07
1996,1.6415167351624405e-05,1.8843465632301104e-07
1997,1.4807592947363446e-05,1.7165722532297423e-07
1998,1.445076907202747e-05,1.7546715014304937e-07
1999,1.5702297332609305e-05,1.6726936102884338e-07
2000,1.5205097611215024e-05,1.409352110570694e-07
2001,1.502711859302508e-05,1.5903798278316117e-07
2002,1.43392993550151e-05,1.6079082421072144e-07
2003,1.465381808429811e-05,1.8667814849493425e-07
2004,1.3170325416922424e-05,1.7575116473267371e-07
2005,1.3489631157881377e-05,1.5222673965809008e-07
2006,1.4077830655878643e-05,1.8406967683404218e-07
2007,1.3562456047111482e-05,2.1450355269791999e-07
2008,1.5049197713778995e-05,2.005254096104636e-07
2009,1.572406858940667e-05,2.0837001812878952e-07
2010,1.5020716773506138e-05,2.451648519752325e-07
2011,1.588592635926034e-05,3.208312566727045e-07
2012,1.623828507035796e-05,3.4587207764502637e-07
2013,1.4199435554473894e-05,3.4585151276189663e-07
2014,1.524733295354963e-05,4.142496745629387e-07
2015,1.5495413208554965e-05,3.699464397044494e-07
2016,1.8074306353810243e-05,3.512992758913924e-07
2017,1.6079032775451196e-05,3.159607917524454e-07
2018,1.484988683841948e-05,3.275881272912784e-07
2019,1.3831200817548961e-05,3.288223275887958e-07
