year,deux_DET honnêtes_ADJ,deux_DET sonnettes_NOUN
1875,3.54734671637047e-08,1.888103962066623e-08
1876,9.673623235784135e-09,9.069021977836655e-09
1877,3.4634969336977406e-08,8.040260901509555e-09
1878,2.777980773194244e-08,1.3889904115771401e-08
1879,5.0096466197580014e-08,1.2829582729523281e-08
1880,1.2835692730917003e-08,7.701415505323439e-09
1881,2.8587281097891548e-08,2.370652524286143e-08
1882,7.320923423037584e-09,8.652000893505374e-09
1883,2.464542259161817e-08,8.847074461915128e-09
1884,1.9805090012425808e-08,1.1883054540362536e-08
1885,1.4824961924730928e-08,5.156508553483263e-09
1886,1.484296707765509e-08,8.38950331427668e-09
1887,1.501652691082711e-08,1.6322312390570914e-08
1888,1.902184343371971e-08,1.9655905347804037e-08
1889,2.0674951528576457e-08,7.51816386923565e-09
1890,2.2940352728539892e-08,1.5075089621063853e-08
1891,1.6572972327821844e-08,1.529812720946211e-08
1892,3.008885940403161e-08,1.9432388587148353e-08
1893,7.390099754367441e-09,5.542574954553459e-09
1894,1.3863386882917439e-08,1.3233232731835187e-08
1895,1.023164486468886e-08,6.018614495673091e-09
1896,1.7691086706683734e-08,7.66613794667137e-09
1897,6.409385022720926e-09,1.5732126712464378e-08
1898,1.5277557885440274e-08,1.9804242246124204e-08
1899,1.492446166651007e-08,6.633094074004475e-09
1900,1.557315876254961e-08,1.0382106063744345e-08
1901,1.397184773432869e-08,1.2854099118442264e-08
1902,1.3257766440233354e-08,9.820567914431422e-09
1903,9.1803746826713e-09,3.2401321625741275e-09
1904,6.987012746151322e-09,5.374625189347171e-09
1905,1.0837593933388234e-08,5.676835002077496e-09
1906,9.259531807970234e-09,2.41776678677752e-08
1907,4.1142746431965804e-09,1.2342824096123195e-08
1908,4.911389073214423e-09,4.911389073214423e-09
1909,2.1453836041018803e-08,1.980354058517264e-08
1910,1.6566866989364826e-08,6.412980813053082e-09
1911,1.276889793899727e-08,1.2236860191805476e-08
1912,1.1981668435190329e-08,1.1981668768257236e-08
1913,1.8030165416238475e-08,1.1136278343926165e-08
1914,2.477795241206948e-08,7.366418142140674e-09
1915,1.2958838335741518e-08,3.534228465440492e-09
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,1.973956464951243e-08,9.869782324756216e-09
1918,2.2972752589112133e-09,0.0
1919,9.207848705727883e-09,2.762354511798293e-09
1920,1.514446301698058e-08,6.057785384427916e-09
1921,7.572747762196741e-09,3.0290990271630847e-09
1922,6.640141769764796e-09,6.640141769764796e-09
1923,1.2739137744688378e-08,1.0615948120573648e-09
1924,1.804827398643738e-08,1.2891624656674594e-08
1925,1.979672092922158e-08,6.598906754362588e-09
1926,2.229227735739414e-08,5.573069339348535e-09
1927,1.8953683067479687e-08,7.804457302640344e-09
1928,1.9424270192303084e-08,1.1426041224282812e-09
1929,1.4482528065684619e-08,6.684243603061191e-09
1930,1.575540586884472e-08,9.453243521306831e-09
1931,5.7026783295555106e-09,7.983749661377715e-09
1932,1.2055489939655217e-08,9.863582839386709e-09
1933,1.605892707701173e-08,1.0323595756034365e-08
1934,7.188948103475923e-09,9.585264137967897e-09
1935,7.180970484910176e-09,4.787313656606784e-09
1936,1.2124714565686645e-08,3.6374143697059935e-09
1937,1.0072894296442314e-08,3.777335333410292e-09
1938,1.1668693344901726e-08,2.5930428915188486e-09
1939,1.3764645423464117e-08,7.647025235257843e-09
1940,7.607348528892999e-09,0.0
1941,1.7709016475464523e-08,1.7709016475464523e-08
1942,2.1239483061208375e-08,0.0
1943,1.7419411690866582e-08,8.709705845433291e-09
1944,1.2852744646352221e-08,0.0
1945,6.535512131478072e-09,0.0
1946,5.568441707737293e-09,0.0
1947,3.5762612871081956e-09,1.3112958274774655e-08
1948,1.4133454406817236e-08,1.0871887834440486e-09
1949,1.668891336237266e-08,1.9634016634739737e-09
1950,2.5524867552917385e-08,0.0
1951,5.330700769690111e-09,2.1322803522849654e-09
1952,1.4762725597528004e-08,2.1089607837865287e-09
1953,4.3095309543161875e-09,9.69644498027833e-09
1954,9.772536557761669e-09,2.9317608341017376e-09
1955,1.1262729415761896e-08,6.569925492527773e-09
1956,1.5698054411927842e-08,7.849027205963921e-09
1957,4.417518795207798e-09,3.534015080575159e-09
1958,1.6544486669545222e-08,3.3088973783179654e-09
1959,1.9376869220266713e-08,3.8753737996444215e-09
1960,1.2457499920515147e-08,2.7683333403416555e-09
1961,1.2506686686286628e-08,2.08444772553662e-09
1962,2.029426049432459e-08,3.170978146727066e-09
1963,1.1638895625054602e-08,1.0992290522260362e-08
1964,1.3993127545575135e-08,4.867174663303331e-09
1965,7.1136563306595235e-09,6.01924787790864e-09
1966,2.1048484843966264e-08,4.431259692516676e-09
1967,1.6270107816573898e-08,2.465167847631733e-09
1968,9.431972952667067e-09,1.7965663401398047e-09
1969,7.266812374062681e-09,1.8167031212712459e-09
1970,1.5635665207014426e-08,6.438214850135182e-09
1971,1.335983357275694e-08,3.083038491169532e-09
1972,7.182205497002769e-09,6.6691908662264154e-09
1973,7.718485461882807e-09,3.859242703185828e-09
1974,5.06301445213353e-09,5.06301445213353e-09
1975,8.567219822452898e-09,5.140332159925265e-09
1976,1.0284348483935446e-08,3.9994687561772935e-09
1977,1.351659784099013e-08,5.876781838942691e-10
1978,7.72276909088987e-09,7.128709400561206e-09
1979,8.192762912528906e-09,3.5111840102075575e-09
1980,1.2507331170752423e-08,3.411090521154847e-09
1981,5.692994575756671e-09,3.795329828193417e-09
1982,3.7245013739806154e-09,3.7245013739806154e-09
1983,8.209910973278056e-09,5.683784443100137e-09
1984,1.1018115864125377e-08,2.3196033982486597e-09
1985,6.617113745832626e-09,1.8046674155058895e-09
1986,1.4386765556650971e-08,4.196139768986029e-09
1987,9.77730663098697e-09,2.4443267410134695e-09
1988,5.9965538645734284e-09,1.1993107618124554e-09
1989,1.7013178421620978e-08,5.488122178931576e-10
1990,5.448650863826288e-09,5.44865097484859e-10
1991,6.447611888837912e-09,2.344586080837985e-09
1992,2.2039776670368383e-09,6.61193322315512e-09
1993,8.862731881720265e-09,1.661762283333701e-09
1994,5.802419322797903e-09,1.002236066360851e-08
1995,2.7112254663563817e-09,3.253470381991974e-09
1996,1.0676184380997711e-08,3.2028553142993132e-09
1997,8.151320507465698e-09,2.876936688878118e-09
1998,6.198567992221626e-09,2.86087753487152e-09
1999,5.484241422104574e-09,5.027221222642098e-09
2000,2.2090156370779823e-09,3.97622823555821e-09
2001,4.381211782256145e-09,3.5049694258049158e-09
2002,4.81934359086722e-09,8.76244299341522e-10
2003,4.583615098585625e-09,1.2500769308587678e-09
2004,6.166707866572807e-09,8.809582507929292e-10
2005,1.8014998381943315e-09,2.702249757291497e-09
2006,5.353256837814513e-09,4.941467679486777e-09
2007,6.391166984531793e-09,2.3966876816494675e-09
2008,7.663391698997657e-09,2.554463751636149e-09
2009,3.814554005998616e-09,9.53638501499654e-10
2010,5.668551683601919e-09,1.4171379625338432e-09
2011,7.26554677532576e-09,3.0591774669019856e-09
2012,9.531907319004773e-09,3.4042526575461807e-09
2013,1.3387800312791853e-08,2.5102124823206395e-09
2014,1.537466154388767e-08,3.464712211576071e-09
2015,1.92842056767617e-08,6.206411218290242e-09
2016,2.0091998065296934e-08,6.006886099640951e-09
2017,9.810883938587978e-09,3.5218558347427376e-09
2018,1.703768082172985e-08,3.614053278866436e-09
2019,1.5816123244416502e-08,3.57138285611569e-09
