year,êtes_VERB sans_ADP,etes_VERB sans_ADP
1891,1.6572971617279109e-07,0.0
1892,1.654887284985307e-07,6.268512375839919e-10
1893,1.1639406949370823e-07,0.0
1894,1.4241479107113264e-07,0.0
1895,1.552802473270276e-07,0.0
1896,1.4034928597084217e-07,0.0
1897,1.4391982006145554e-07,5.826713556089658e-10
1898,1.6918481549055286e-07,0.0
1899,1.69696662055685e-07,0.0
1900,1.2718079744900024e-07,5.191053142894475e-10
1901,1.2686437855791155e-07,0.0
1902,9.6732591714499e-08,4.910283846193408e-10
1903,1.4904607326116093e-07,0.0
1904,1.3060339654202835e-07,5.374625189347171e-10
1905,1.3727618863867974e-07,5.160759042333041e-10
1906,1.6924367685078323e-07,1.5432553013283723e-09
1907,1.285710879983526e-07,5.142843373384665e-10
1908,1.4586825614060217e-07,4.911389073214423e-10
1909,1.2652262171286566e-07,0.0
1910,1.7208165559168265e-07,0.0
1911,1.292850981826632e-07,0.0
1912,1.6357581955617206e-07,0.0
1913,1.3363533923893556e-07,0.0
1914,1.2388976244892547e-07,0.0
1915,1.0838301278681683e-07,0.0
1916,1.1317085579776176e-07,0.0
1917,1.414668702182098e-07,1.0966424435210342e-09
1918,1.6540381864160736e-07,0.0
1919,1.2246438529928128e-07,0.0
1920,1.5220186355691112e-07,0.0
1921,1.4009582116614183e-07,0.0
1922,1.6157679283423931e-07,0.0
1923,1.3376094898376323e-07,0.0
1924,1.6630195887046284e-07,0.0
1925,1.6827212334646902e-07,0.0
1926,1.6273362746233033e-07,0.0
1927,2.0180097237698646e-07,0.0
1928,1.3939769871740282e-07,1.1426041224282812e-09
1929,1.6487801701714488e-07,0.0
1930,1.628058612368477e-07,0.0
1931,1.4598856523662107e-07,0.0
1932,1.5343351833507768e-07,0.0
1933,1.1126542176498333e-07,0.0
1934,1.6175133055185142e-07,0.0
1935,1.4122575464625697e-07,0.0
1936,1.115473722279603e-07,2.424942913137329e-09
1937,1.2968851592631836e-07,0.0
1938,1.413208394751564e-07,0.0
1939,1.0399953964679298e-07,0.0
1940,8.114505334333444e-08,0.0
1941,9.739958528598436e-08,0.0
1942,1.2440268903901597e-07,0.0
1943,1.5096823346993915e-07,0.0
1944,1.34953822339412e-07,0.0
1945,1.6338780994828994e-07,0.0
1946,1.3085838190818322e-07,1.3921104269343232e-09
1947,2.479541194588819e-07,0.0
1948,1.6742707487082953e-07,0.0
1949,1.5707213663063158e-07,0.0
1950,1.8505528487366973e-07,0.0
1951,2.1429417529361672e-07,0.0
1952,1.4973620920955e-07,0.0
1953,1.292859224122367e-07,0.0
1954,1.4072452358959708e-07,0.0
1955,1.3233706397386413e-07,0.0
1956,1.848882078547831e-07,0.0
1957,1.2104001712032186e-07,0.0
1958,1.455914855341689e-07,0.0
1959,1.3253779229671636e-07,3.100299128533379e-09
1960,1.467216605988142e-07,6.920833350854139e-10
1961,1.507750511109407e-07,0.0
1962,1.4332820796880696e-07,0.0
1963,1.493658317031077e-07,0.0
1964,1.7156790477201866e-07,0.0
1965,1.4008431037382252e-07,3.2832261354087677e-09
1966,1.4069249232306902e-07,2.769537488234164e-09
1967,1.528403998918293e-07,0.0
1968,1.3923389019510068e-07,8.982831700699023e-10
1969,1.3216515526437433e-07,9.083515606356229e-10
1970,1.398012443587504e-07,0.0
1971,1.4130593228856014e-07,5.138397485282553e-10
1972,1.441571271243447e-07,1.0260293725750103e-09
1973,1.3783009933376889e-07,1.102640756478479e-09
1974,1.2038722729812434e-07,0.0
1975,1.1594304538675715e-07,1.1422960355389478e-09
1976,1.4569494055649557e-07,0.0
1977,1.2341241983904183e-07,5.876781838942691e-10
1978,1.2712865782305016e-07,3.5643548113029055e-09
1979,1.2523223347216117e-07,5.851973128301324e-09
1980,1.1711410508041808e-07,3.411090521154847e-09
1981,9.488324081985411e-08,0.0
1982,1.2042553976243653e-07,2.483000915987077e-09
1983,1.3262163633953605e-07,6.315316047889041e-10
1984,1.2119927816911513e-07,0.0
1985,1.0828004803897784e-07,5.414002135495366e-09
1986,1.2708309782283322e-07,5.994485463567401e-10
1987,1.2588282061187783e-07,1.8332451112712533e-09
1988,1.067386605768661e-07,0.0
1989,1.3061730896879453e-07,5.488122178931576e-10
1990,9.535138900673701e-08,5.44865097484859e-10
1991,1.1371242436553075e-07,0.0
1992,1.1074988037762523e-07,2.2039776670368383e-09
1993,1.251860908269009e-07,5.539207426075166e-10
1994,1.3503812112958258e-07,0.0
1995,1.0411105222374317e-07,0.0
1996,9.501803788225516e-08,0.0
1997,1.3761346906449035e-07,4.79489448146353e-10
1998,1.0156115592963033e-07,0.0
1999,1.0145846829345828e-07,4.570201161957499e-10
2000,8.924423866574216e-08,2.6508188977203417e-09
2001,1.1084465967314827e-07,4.3812117822561447e-10
2002,1.0690180118899661e-07,4.38122149670761e-10
2003,1.291746087872525e-07,4.1669229178253886e-10
2004,1.1011977818498053e-07,8.809582507929292e-10
2005,1.256546084960064e-07,9.007499190971657e-10
2006,1.2765458734520507e-07,2.0589450144825605e-09
2007,1.5977917655618512e-07,0.0
2008,1.528420909835404e-07,4.257439678578834e-10
2009,1.6354900367332448e-07,4.76819250749827e-10
2010,2.4233057160927274e-07,9.447586046817946e-10
2011,2.604124915706052e-07,1.1471915639660324e-09
2012,2.951487090285809e-07,0.0
2013,3.478039047877246e-07,0.0
2014,3.2026935059548123e-07,6.496335691608124e-10
2015,4.0031352455116576e-07,0.0
2016,3.9106899407670426e-07,0.0
2017,3.3482785966043593e-07,2.515611330355938e-10
2018,3.304277242932585e-07,7.744400121190154e-10
2019,3.7652580431313254e-07,2.55098775436835e-10
