year,vous_PRON oyez_VERB,vous_PRON soyez_VERB
1800,0.0,3.637798272393411e-06
1801,2.3811825844433088e-09,4.264697963662911e-06
1802,2.4616241489638924e-08,3.4686522667470854e-06
1803,4.095712213825209e-08,4.0020959204412065e-06
1804,1.9774807569206132e-08,5.21066158398753e-06
1805,2.842877711017877e-09,5.412839072960196e-06
1806,0.0,5.593319656327367e-06
1807,2.8469551160981155e-09,3.5046016364503885e-06
1808,4.5321479902327155e-09,2.8597853543033125e-06
1809,2.259030518203531e-09,3.474388904578518e-06
1810,7.020380277111826e-09,6.3955662881198805e-06
1811,2.5070767684098882e-09,2.7427420263848035e-06
1812,2.400487453257938e-08,4.363552761788014e-06
1813,2.8757416448144113e-09,3.5371622288948856e-06
1814,9.440030979135372e-09,2.961023255920736e-06
1815,5.394447111228828e-09,3.1476599815505324e-06
1816,0.0,4.975895535608288e-06
1817,1.2454987263765815e-08,4.855888164456701e-06
1818,5.960588467246453e-09,4.425141014507972e-06
1819,5.072014630513877e-08,4.457162049220642e-06
1820,2.7292905713238724e-08,5.452648110804148e-06
1821,2.8598316381689415e-08,8.15052044345066e-06
1822,1.303330066093622e-08,6.590839802811388e-06
1823,5.929612356680991e-09,5.682545179297449e-06
1824,2.762124893251894e-07,5.1132997214153875e-06
1825,2.6592438184813716e-07,5.528057045012247e-06
1826,1.2331177856594877e-07,4.860245553572895e-06
1827,3.133872894522938e-08,4.5302895159693435e-06
1828,1.1006761724274838e-08,4.726486622530501e-06
1829,1.714635211591542e-09,4.0096742850437295e-06
1830,1.2524203008013046e-08,4.3886893763556145e-06
1831,3.1182412207897414e-09,4.543277555058012e-06
1832,6.764984683549358e-09,4.627249381883303e-06
1833,5.791814361444381e-09,4.2500332710915245e-06
1834,8.401078055442213e-09,4.5169795157562476e-06
1835,1.27816186079599e-07,5.984671588521451e-06
1836,1.3038254476072098e-07,5.8315949900134e-06
1837,1.87863058442872e-08,4.890701347903814e-06
1838,7.006499913586595e-08,4.696248652180657e-06
1839,3.2510360847837205e-07,4.222151801513974e-06
1840,5.8601136720959346e-08,4.565793005895102e-06
1841,4.558589550285319e-08,4.149600499658845e-06
1842,4.628703065279183e-08,4.4254425120016094e-06
1843,2.3627644063495268e-08,4.338626240496524e-06
1844,1.0977122322231025e-08,4.835422259930056e-06
1845,2.7901139176833567e-09,4.849775905313436e-06
1846,7.610851504580296e-09,4.1824555410130415e-06
1847,8.629157832729106e-09,3.1809233860258246e-06
1848,1.528592186161859e-08,3.443354898990947e-06
1849,1.4245005397484078e-08,2.8523527362267487e-06
1850,3.8018377779280854e-08,3.5818743526760954e-06
1851,1.1608989325395669e-08,3.15119586957735e-06
1852,3.5156945799030836e-08,3.942786406696541e-06
1853,3.822036354073077e-08,4.063899723405484e-06
1854,3.4291385730966795e-08,5.27204065292608e-06
1855,3.767925349507095e-08,4.371323939267313e-06
1856,2.3815069916111042e-08,5.323703589965589e-06
1857,2.0990488514005534e-08,4.146353603573516e-06
1858,2.0553438950798864e-08,5.030698957853019e-06
1859,3.208069276894321e-08,4.099708803551039e-06
1860,1.0069804629031509e-08,4.167068254901096e-06
1861,2.735258886055192e-08,4.6060818021942396e-06
1862,7.90647618487128e-08,4.919183538731886e-06
1863,2.996772430208239e-08,4.497156623983756e-06
1864,1.1507347075223606e-08,4.553553026198642e-06
1865,2.2122168541471865e-08,4.816984528588364e-06
1866,4.6709885126450246e-08,4.566377810988342e-06
1867,3.008743121313273e-08,3.97202620661119e-06
1868,9.385760946223343e-09,3.496442786854459e-06
1869,3.4672985371742016e-08,3.911210569640389e-06
1870,1.0321287824410774e-08,3.816009666479658e-06
1871,2.8677177965619194e-08,3.598454895836767e-06
1872,1.693255002876981e-08,3.9785445551387966e-06
1873,4.788803575905831e-09,3.256386435168679e-06
1874,1.0754296786430473e-08,2.8074689453205792e-06
1875,8.582291044501034e-09,3.654911552075646e-06
1876,2.1765653279715025e-08,3.2521513730898732e-06
1877,9.27722432209066e-09,3.213630407117307e-06
1878,6.6429977074733415e-09,2.8601123176486e-06
1879,3.115755986549118e-08,3.3283604352618568e-06
1880,1.6686400705623328e-08,3.0658052310172934e-06
1881,2.1614773082490046e-08,3.258252718296717e-06
1882,1.3310770263785798e-08,3.2691252727090614e-06
1883,2.2117686349076848e-08,2.7779813080996973e-06
1884,2.2445768799173038e-08,2.6010686724475818e-06
1885,1.933690674249533e-08,2.389397195656784e-06
1886,1.613365974151293e-08,2.570414608271676e-06
1887,1.6322312390570914e-08,2.5253880266973283e-06
1888,1.3315291091942072e-08,2.416408278804738e-06
1889,1.1903759755682586e-08,2.5304887003585463e-06
1890,3.277193239004106e-09,2.274372036481509e-06
1891,8.92390783491237e-09,2.082457740471e-06
1892,1.191017329205124e-08,2.1325479337974684e-06
1893,1.3548516086814288e-08,1.8721585774983396e-06
1894,6.9316932194141145e-09,1.9749024886550615e-06
1895,2.166701218442313e-08,2.0902648429910187e-06
1896,1.4742572718162705e-08,1.938943114510039e-06
1897,1.2236098578810584e-08,2.046341705863597e-06
1898,1.1882544947994234e-08,2.172808308387175e-06
1899,4.4220627160029835e-09,2.144700374628883e-06
1900,4.15284251431558e-09,2.1236598968243925e-06
1901,2.794369402536745e-09,1.7319501921519986e-06
1902,6.874397606715377e-09,1.585530640113575e-06
1903,5.400220270956879e-09,1.8625360098667443e-06
1904,1.0211787859759625e-08,1.8074864556183456e-06
1905,4.644683193610888e-09,1.9167059690516908e-06
1906,5.144184633820714e-09,1.7906905895870295e-06
1907,3.599990305858114e-09,1.811823722164263e-06
1908,8.349361646509124e-09,1.922317778735305e-06
1909,1.3752458727367411e-08,2.317014377695159e-06
1910,5.878565856320961e-09,2.1916362129559275e-06
1911,1.3832972878269345e-08,1.961622047019773e-06
1912,3.6465949149189214e-09,2.1692030713893473e-06
1913,1.590896969716482e-09,1.9355911717866547e-06
1914,2.678697486047099e-09,1.8436135178490076e-06
1915,5.890381071793627e-09,1.4278283515523071e-06
1916,2.0876177231343718e-08,1.6525142427781248e-06
1917,2.1932848870420685e-09,1.615354335626762e-06
1918,0.0,1.6586327546974644e-06
1919,3.6831393490643904e-09,1.5552055856460356e-06
1920,4.543339038320937e-09,1.9574220004869858e-06
1921,6.8154727417280014e-09,1.9916326436941745e-06
1922,7.377935595798135e-09,2.054017159025534e-06
1923,1.5923921736771263e-08,2.1422983991215006e-06
1924,6.445812328337297e-09,2.000780114030931e-06
1925,2.0896537833436923e-08,2.289820713485824e-06
1926,6.687683296036084e-09,2.0419724933162797e-06
1927,7.804457524684949e-09,2.3313029942073626e-06
1928,7.998228745975666e-09,1.941284381246078e-06
1929,1.0026365515614089e-08,2.0286679500713944e-06
1930,5.2518016602221e-09,1.905353656184161e-06
1931,4.5621426636444085e-09,1.6629010133328848e-06
1932,1.0959536389520963e-08,1.6680414773873053e-06
1933,3.4411986593596566e-09,1.5405099702547886e-06
1934,7.188948103475923e-09,1.5576054011035012e-06
1935,2.393656828303392e-09,1.8586745227366919e-06
1936,4.849885826274658e-09,1.6247117855527904e-06
1937,0.0,1.5864808347032522e-06
1938,1.8151300351654243e-08,1.6776987195044057e-06
1939,1.5294050470515685e-09,1.5661107681808062e-06
1940,0.0,1.3109997780702543e-06
1941,2.9515025978810172e-09,1.7354835790683865e-06
1942,0.0,1.7355691852571908e-06
1943,2.9032351855917682e-08,1.8174251863456448e-06
1944,1.2852744646352221e-08,2.0789314021385508e-06
1945,4.357008087652048e-09,1.8800490124704083e-06
1946,6.960552134671616e-09,2.0477943962760037e-06
1947,4.7683483828109274e-09,2.289999201821047e-06
1948,6.523132700664291e-09,1.8982316305482527e-06
1949,1.9634016634739737e-09,1.841670723479183e-06
1950,6.381216888229346e-09,1.968605374713661e-06
1951,1.0661401539380222e-08,2.115222059728694e-06
1952,2.6362009464264702e-08,1.7588732816875563e-06
1953,5.386913581872932e-09,1.8207767880085157e-06
1954,2.9317608341017376e-09,1.9320305000292137e-06
1955,1.3139850985055546e-08,1.9324966160638724e-06
1956,3.488456634670456e-09,2.011095148191089e-06
1957,2.6505113659425206e-09,1.8588918919704156e-06
1958,8.272243334772611e-09,1.905097633425612e-06
1959,4.650448914844674e-09,2.0004679299745476e-06
1960,1.1765417085030094e-08,2.019499106609146e-06
1961,1.59807664878997e-08,2.0677721295214724e-06
1962,6.341956293454132e-09,2.291348891958478e-06
1963,1.3578711932638043e-08,1.868042772912304e-06
1964,1.2167936880302932e-08,2.478000396877178e-06
1965,1.2585699593614663e-08,1.8916854287454044e-06
1966,1.9940668227746983e-08,2.0361637780297315e-06
1967,2.267954357648705e-08,2.172798986066482e-06
1968,1.5719955892556925e-08,2.001823986574891e-06
1969,1.4987801166821413e-08,1.869841639745573e-06
1970,1.0577067582895339e-08,1.9406620594963897e-06
1971,1.695671192347703e-08,2.0199040591251105e-06
1972,6.156176013405457e-09,1.9679243905557087e-06
1973,2.7566018911961976e-09,1.7008234181048465e-06
1974,4.5004573956397564e-09,1.453085133107379e-06
1975,3.4268881066168433e-09,1.4992635897215223e-06
1976,5.142174241967723e-09,1.4615201280321344e-06
1977,1.5279633558407113e-08,1.4609679510613205e-06
1978,3.5643548113029055e-09,1.6324745502060978e-06
1979,5.266775904289034e-09,1.9744556993828155e-06
1980,1.1370301367108482e-09,1.6697287037459319e-06
1981,7.590659656386833e-09,1.6572939784964547e-06
1982,7.449002747961231e-09,1.5506341242144117e-06
1983,8.209910751233451e-09,1.650192075430823e-06
1984,1.0438215292118969e-08,1.626042035240971e-06
1985,7.82022557821449e-09,1.5616388964190264e-06
1986,4.196139768986029e-09,1.7096272131311707e-06
1987,7.944061963804927e-09,1.56253588556865e-06
1988,4.197587721854745e-09,1.4559632290911395e-06
1989,2.744061089465788e-09,1.7441252566641197e-06
1990,4.358920835390023e-09,1.3921303434472065e-06
1991,7.0337582425139544e-09,1.6617253777440055e-06
1992,1.2672871418928366e-08,1.4441563962463988e-06
1993,5.539207592608619e-09,1.605262355042214e-06
1994,5.802419378309054e-09,1.7681553572401754e-06
1995,2.1689803286761844e-09,1.4949696378607769e-06
1996,7.473329066698398e-09,1.4637048479926307e-06
1997,2.876936688878118e-09,1.4797044514125446e-06
1998,5.2449422582867555e-09,1.479073716836865e-06
1999,1.416762351880152e-08,1.6000274172256468e-06
2000,7.51065365456327e-09,1.5259880683515803e-06
2001,5.257454194218525e-09,1.6504025097674457e-06
2002,1.1391175447350577e-08,1.6149182329172618e-06
2003,7.500461363108002e-09,1.7871932413981995e-06
2004,1.497629043001325e-08,1.7390116227034014e-06
2005,7.656374201303606e-09,1.8388809621683322e-06
2006,1.3589036895744755e-08,1.9284077552583767e-06
2007,3.1955834922658966e-09,2.6798961698659696e-06
2008,4.683183701947868e-09,2.884415380322025e-06
2009,4.291373478793048e-09,3.262397285652696e-06
2010,2.8342759250676863e-09,4.105448624613928e-06
2011,1.529588788962144e-09,5.442659130494576e-06
2012,3.404252713057332e-09,6.252931598282885e-06
2013,1.6734749697100426e-09,6.2579597397416364e-06
2014,1.0827225921383743e-09,6.197504262672737e-06
2015,2.659890446787827e-09,6.517396741401171e-06
2016,3.314144070287739e-09,6.691670932923444e-06
2017,1.509366853724714e-09,6.742341611243319e-06
2018,1.2907333535316923e-09,6.885546099510975e-06
2019,4.3366790158927415e-09,6.647363989031874e-06
