year,certaines_DET ombres_NOUN,certaines_DET sombres_ADJ
1915,3.5342285764627945e-09,8.246533234057551e-09
1916,5.493730803607377e-09,0.0
1917,1.0966424213165737e-08,0.0
1918,1.378365155346728e-08,0.0
1919,1.1049418047193171e-08,0.0
1920,3.180337193597893e-08,0.0
1921,2.6504616779110535e-08,0.0
1922,1.2542490601674672e-08,0.0
1923,2.3355085865262026e-08,0.0
1924,1.0313299547703991e-08,0.0
1925,2.4195991432662822e-08,0.0
1926,1.8948435376309192e-08,1.1146138456652466e-09
1927,2.1183528042811872e-08,0.0
1928,2.9707707849269127e-08,0.0
1929,2.1166771446701205e-08,0.0
1930,1.575540586884472e-08,0.0
1931,2.5091785538222666e-08,0.0
1932,1.3151443711834077e-08,0.0
1933,1.7205993074753678e-08,0.0
1934,1.3179738189705859e-08,0.0
1935,1.9149254626427137e-08,0.0
1936,1.6974599503782883e-08,0.0
1937,2.392312437038413e-08,2.5182236296217297e-09
1938,1.2965214679638848e-08,1.2965214457594243e-09
1939,2.4470480752825097e-08,0.0
1940,7.607348528892999e-09,0.0
1941,2.9515025090631752e-08,0.0
1942,3.034211815133858e-08,0.0
1943,8.709705845433291e-09,0.0
1944,3.213186161588055e-08,0.0
1945,1.089252066321933e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,1.0728784083369192e-08,0.0
1948,2.609253058061256e-08,0.0
1949,2.0615716911365212e-08,4.908504269707237e-09
1950,2.0207187478860078e-08,2.1270722960764488e-09
1951,2.3455084541268434e-08,0.0
1952,1.5817205767376663e-08,0.0
1953,1.6160740301529586e-08,0.0
1954,1.5636057781875934e-08,0.0
1955,2.0648338150408563e-08,0.0
1956,1.5698055078061657e-08,0.0
1957,1.236905244894615e-08,0.0
1958,2.150783356968944e-08,0.0
1959,9.300897829689347e-09,0.0
1960,1.314958364417862e-08,0.0
1961,1.389631876236308e-08,0.0
1962,1.2049717335038679e-08,0.0
1963,1.8751554975438012e-08,0.0
1964,2.1293888874396316e-08,0.0
1965,2.1888174217554734e-08,0.0
1966,1.384768699708161e-08,0.0
1967,2.169347701475033e-08,0.0
1968,1.077939765226077e-08,4.4914158503495116e-10
1969,2.2254612597194523e-08,0.0
1970,1.6555409487750694e-08,0.0
1971,1.541519289993687e-08,0.0
1972,1.7442499333775174e-08,0.0
1973,1.1026407453762488e-08,0.0
1974,1.7439271360331077e-08,5.625571675160757e-10
1975,1.31364044086979e-08,0.0
1976,8.5702901442275e-09,0.0
1977,1.2341242250357709e-08,0.0
1978,1.7821774722648343e-08,0.0
1979,8.777959692451986e-09,0.0
1980,1.5349906234973787e-08,2.2740602734216964e-09
1981,1.5181319146240213e-08,1.2651099057237047e-09
1982,1.1173504121941846e-08,6.207502289967692e-10
1983,1.957747985947833e-08,0.0
1984,1.0438215292118969e-08,0.0
1985,1.142956040922627e-08,0.0
1986,6.593933898901838e-09,0.0
1987,1.0388388649307245e-08,1.2221633705067347e-09
1988,1.1393452292729478e-08,5.996553809062277e-10
1989,7.683371050504206e-09,1.0976244357863152e-09
1990,7.083246211792016e-09,5.44865097484859e-10
1991,8.20605094986604e-09,0.0
1992,6.61193322315512e-09,0.0
1993,1.4401939085750826e-08,5.539207426075166e-10
1994,7.384897027229442e-09,5.274926606624319e-10
1995,8.675921037148981e-09,5.422450821690461e-10
1996,1.0676184158953106e-08,0.0
1997,1.1028257640433026e-08,0.0
1998,9.059445638115449e-09,0.0
1999,1.4167623435534793e-08,0.0
2000,5.743441056083043e-09,8.836062992401139e-10
2001,5.257454027685071e-09,0.0
2002,1.3143664823189738e-08,2.1906108038649563e-09
2003,1.3750845628823782e-08,0.0
2004,8.80958239690699e-09,8.809582507929292e-10
2005,9.007498746882447e-09,0.0
2006,1.1941880539989569e-08,0.0
2007,1.557847012501057e-08,0.0
2008,1.0643599057669206e-08,4.257439678578834e-10
2009,7.152288761247405e-09,0.0
2010,7.085689812669216e-09,0.0
2011,8.412738172758338e-09,0.0
2012,8.510631865910057e-09,0.0
2013,1.3666713094551142e-08,0.0
2014,1.385884887405986e-08,0.0
2015,1.2412822436580484e-08,0.0
2016,1.0770968256190727e-08,0.0
2017,1.3332739912108593e-08,0.0
2018,1.7553973497008712e-08,2.5814667070633845e-10
2019,1.6071222630476e-08,5.1019755087367e-10
