year,premières_ADJ ailes_NOUN,premières_ADJ selles_NOUN
1800,0.0,0.0
1801,0.0,2.1430643926123594e-08
1802,0.0,8.951360541686881e-09
1803,1.950339223455444e-09,9.751696339321825e-09
1804,9.39303390623536e-08,2.4718509461507665e-09
1805,5.685755422035754e-09,0.0
1806,0.0,5.76333825108577e-09
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,4.518061036407062e-09
1810,0.0,7.020380277111826e-09
1811,0.0,5.0141535368197765e-09
1812,5.3344164641089264e-09,4.267533171287141e-08
1813,0.0,0.0
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,0.0,2.697223555614414e-09
1816,1.1588019432906549e-08,2.3176038865813098e-09
1817,2.1796227045456362e-08,1.556873407970727e-09
1818,8.583247534943439e-08,1.7881765401739358e-08
1819,2.0391568966715568e-07,6.210630232317271e-09
1820,2.3732962262101864e-09,3.441279616822612e-08
1821,6.252183535337963e-07,5.9168927535324656e-09
1822,7.900185039488861e-07,0.0
1823,7.906149657177508e-08,0.0
1824,4.320030768667493e-07,3.3684450784221553e-09
1825,6.630498887716385e-07,1.7610886082763955e-09
1826,7.0463874735082754e-09,0.0
1827,5.438191053031005e-08,4.608636583469661e-09
1828,3.760643352279658e-08,9.172301251858528e-10
1829,2.3747698207898793e-07,7.715858174606183e-09
1830,1.575962187416735e-07,7.305785310052215e-09
1831,2.104812852898874e-07,1.2472964883158966e-08
1832,5.100798716739519e-07,1.6235963684607668e-08
1833,4.5871169618294516e-07,2.20088942626262e-08
1834,1.6690141144692916e-06,8.401078055442213e-09
1835,2.609265266073635e-07,1.2100940693926532e-08
1836,2.288415419382517e-06,2.688300027031687e-09
1837,1.3985361135837593e-07,6.262101948095733e-09
1838,5.788252193106302e-07,7.574594285131298e-09
1839,3.041291752881037e-07,5.593180252283503e-09
1840,4.2039946634986336e-08,6.3696887764308485e-09
1841,8.218302127716015e-08,1.3483152372373297e-08
1842,6.419809497337781e-07,6.708265054555795e-09
1843,6.320394874137492e-08,5.906910960362666e-09
1844,6.805815833121898e-08,3.2931368743049916e-09
1845,2.578065334546409e-07,5.580227946389016e-10
1846,8.020666886210392e-08,1.0538101946622191e-08
1847,4.638172157456211e-08,1.3483059113639229e-08
1848,6.194820656446609e-08,4.82713291560799e-09
1849,1.2820504480259842e-07,2.4300303991253713e-08
1850,6.924776130290411e-08,6.788996032014438e-09
1851,4.901573547044791e-08,1.096404567135778e-08
1852,3.971432818161702e-07,3.906327261660181e-09
1853,6.569125332589465e-08,7.166318205520383e-09
1854,1.3508727247923957e-07,1.1430461910322265e-08
1855,3.237231638308913e-08,1.4859423913549108e-08
1856,2.2779632402603056e-08,3.1063134287023786e-09
1857,2.9191425188201947e-07,1.9526036343364694e-09
1858,9.885225704664435e-08,1.0766087576996597e-08
1859,8.809460094738597e-08,4.073738679721828e-09
1860,1.1488731388453743e-07,1.4189270203246451e-08
1861,7.309743943473279e-08,1.697746859763427e-08
1862,4.472806486299774e-08,4.066187742068905e-08
1863,2.18264933238288e-07,2.9967726078439227e-09
1864,2.7809423386315757e-07,5.274200631788517e-09
1865,1.5156039157027124e-07,1.4120533187167439e-08
1866,1.1385534293140154e-07,7.784980660119345e-09
1867,9.268870115874961e-08,2.426405742994575e-08
1868,1.126291309105909e-07,1.0867722721741302e-08
1869,1.2062292631398464e-07,8.790334682373668e-09
1870,5.045962936378601e-08,2.2936195165357276e-09
1871,7.965883241922711e-08,4.248470908407853e-09
1872,1.245751946044038e-07,4.8378714367913744e-09
1873,5.686704129814757e-08,1.7958013742713774e-08
1874,5.084392569187912e-07,6.572069999322139e-09
1875,9.497735220520553e-08,7.437985338754061e-09
1876,9.129482236858166e-08,3.02300739996042e-09
1877,9.833857550489711e-08,1.2369632429454214e-08
1878,6.703388777395958e-08,1.8117265465633636e-09
1879,3.482315313885209e-08,3.0546627449723474e-09
1880,3.273101611966922e-08,3.8507077526617195e-09
1881,4.8807553554297556e-08,1.324776466304911e-08
1882,1.1979693681496428e-08,1.1314154946262533e-08
1883,2.780509005262388e-07,1.8958017378167824e-08
1884,3.1688145440966764e-08,1.7164412113856997e-08
1885,2.513797880965285e-08,7.090199094506033e-09
1886,4.969167122226281e-08,1.936039106809062e-09
1887,7.116528166761782e-08,1.1752064432712928e-08
1888,1.775372027168487e-08,3.1703073499755874e-09
1889,2.944614330147033e-08,3.132568426877924e-09
1890,5.767859995176039e-08,6.554386366985909e-09
1891,2.0270019085444346e-07,6.3742202627281586e-09
1892,2.0686091062316336e-08,1.191017329205124e-08
1893,1.200891262542747e-07,1.23168328869383e-08
1894,1.959778694882175e-07,8.82215478448245e-09
1895,1.0893691881896927e-07,1.444467478961542e-08
1896,8.845543275626255e-08,8.255840455717589e-09
1897,2.2316312708881014e-07,2.0976168357833558e-08
1898,4.130599151608294e-08,1.1316709680464498e-08
1899,9.23105556438486e-08,8.844125432005967e-09
1900,3.4676234150765595e-07,1.038210584169974e-08
1901,2.6993609480996383e-07,7.265360757457984e-09
1902,1.6793171253581818e-07,6.38336894454028e-09
1903,6.086048358611151e-07,1.1340462346964841e-08
1904,2.160599388290052e-07,6.987012746151322e-09
1905,1.1972961000417115e-07,5.160758931310738e-09
1906,1.6718600193144084e-07,2.983626856689625e-08
1907,1.7434238941405056e-07,3.7028470956101955e-08
1908,2.0136694889316686e-07,7.367083609821634e-09
1909,2.0298628911064043e-07,2.750491778780173e-09
1910,8.588050235402989e-07,1.068830179917768e-08
1911,1.3300936041460432e-07,1.2236860413850081e-08
1912,1.807669098852216e-07,8.856016364688912e-09
1913,1.521957990746614e-07,5.302989602995467e-09
1914,9.174538995182502e-08,4.687720711604726e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,4.504859463239086e-08,3.2962386153911893e-09
1917,1.2063066989753679e-08,0.0
1918,8.27019102089821e-08,6.89182577673364e-09
1919,1.1049418269237776e-08,6.4454939163738345e-09
1920,3.028892692213958e-09,9.086678076641874e-09
1921,1.5145494858259667e-09,6.058197943303867e-09
1922,1.8444838545406128e-08,6.640141769764796e-09
1923,2.441668023323018e-08,3.1847844361720945e-09
1924,6.445812328337297e-09,0.0
1925,2.1996356736053713e-08,1.0998177923937646e-09
1926,7.802296586589819e-09,7.802296586589819e-09
1927,1.2264147031260109e-08,1.1149224876660924e-09
1928,3.313552077166548e-08,3.4278123672848437e-09
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,1.2604324362008867e-08,3.1510811737689437e-09
1931,1.2545892325022123e-08,7.983749661377715e-09
1932,0.0,2.1919073223131136e-09
1933,4.588264879146209e-09,3.4411986593596566e-09
1934,1.1981580172459871e-09,1.7972370258689807e-08
1935,8.377798899061872e-09,2.393656828303392e-09
1936,3.6374143697059935e-09,0.0
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,0.0,1.1668692678767911e-08
1939,1.5294050470515685e-08,1.5294050470515685e-09
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,2.066051862925633e-08
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,0.0,2.9032352077962287e-09
1944,4.498460803858961e-08,3.2131861615880553e-09
1945,2.178504088234945e-08,4.357008087652048e-09
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,4.7683483828109274e-09,4.7683483828109274e-09
1948,3.2615663503321457e-09,3.2615663503321457e-09
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,5.317680518146517e-09,4.2541445921528975e-09
1951,4.264560704569931e-09,2.1322803522849654e-09
1952,1.265376459169687e-08,2.1089607837865287e-09
1953,0.0,1.4005975934594517e-08
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,6.569925492527773e-09,1.8771215692936494e-09
1956,3.488456634670456e-09,4.360570571293465e-09
1957,5.301022731885041e-09,1.9437083054185678e-08
1958,2.4816730892496253e-09,5.790570245522986e-09
1959,3.100299128533379e-09,2.7127618040800883e-08
1960,6.920833350854139e-10,8.997083578154985e-09
1961,1.3896318540318475e-09,9.72742331128984e-09
1962,1.9025869213429303e-09,3.170978146727066e-09
1963,1.939815863494232e-09,1.2932106496776896e-09
1964,2.4335873316516654e-09,3.041984220075733e-09
1965,6.5664522708175355e-09,4.924839203113152e-09
1966,6.092982118843793e-09,8.308612464702492e-09
1967,1.9721342336964653e-09,4.437302081328198e-09
1968,1.7965663401398047e-09,2.69484942694298e-09
1969,4.995933444718048e-09,4.087581828571274e-09
1970,2.7592350626548523e-09,6.438214850135182e-09
1971,4.624557736754298e-09,4.624557625731995e-09
1972,6.156176013405457e-09,1.0260293725750103e-09
1973,6.615844760915479e-09,1.102640756478479e-09
1974,1.6876715580593782e-09,2.812785782069227e-09
1975,1.7134440533084216e-09,3.4268881066168433e-09
1976,1.085570122683066e-08,1.7140580510499603e-08
1977,0.0,1.1753563677885381e-09
1978,1.1881182704343018e-09,2.3762365408686037e-09
1979,2.925986564150662e-09,3.5111840102075575e-09
1980,0.0,1.7055452605774235e-09
1981,6.325549528618524e-10,0.0
1982,1.8622506869903077e-09,1.8622506869903077e-09
1983,1.89459470334441e-09,1.89459470334441e-09
1984,2.8995041922996734e-09,4.059306057957457e-09
1985,1.8046674155058895e-09,3.007779025843149e-09
1986,3.5966913891627428e-09,2.997242676272549e-09
1987,1.2221633705067347e-09,0.0
1988,3.597932174415064e-09,9.594486094499644e-09
1989,2.7440609784434855e-09,0.0
1990,1.089730194969718e-09,3.814055737905164e-09
1991,1.7584396161396398e-09,0.0
1992,3.856960972825618e-09,1.1019888335184191e-09
1993,1.661762283333701e-09,2.7696036575264316e-09
1994,4.747434001473039e-09,1.5824779264761446e-09
