year,autres_ADJ orties_NOUN,autres_ADJ sorties_NOUN
1901,0.0,8.941982265753268e-09
1902,0.0,5.892340837476695e-09
1903,5.400220270956879e-10,3.2401321625741275e-09
1904,0.0,6.987012746151322e-09
1905,2.580379465655369e-09,5.676835002077496e-09
1906,1.0288369045596824e-09,1.6975809202790515e-08
1907,1.028568674676933e-09,2.3142794347563722e-08
1908,0.0,1.6698722404839828e-08
1909,5.500983557560346e-10,1.7053048750881317e-08
1910,5.344150677544235e-10,2.51175080734356e-08
1911,0.0,1.276889793899727e-08
1912,0.0,1.1981668990301841e-08
1913,0.0,6.893886794756554e-09
1914,1.3393487430235496e-09,1.2723813114234872e-08
1915,0.0,9.424609537234119e-09
1916,0.0,1.538244731591476e-08
1917,1.0966424435210342e-09,3.399591652630818e-08
1918,0.0,4.479686666059024e-08
1919,1.8415696745321952e-09,2.1178051312631396e-08
1920,1.514446346106979e-09,1.1358347151713133e-08
1921,1.5145494858259667e-09,3.7863738810983705e-09
1922,0.0,1.0329110011753073e-08
1923,0.0,1.5923921736771263e-08
1924,0.0,1.2891624656674594e-08
1925,0.0,1.2097995494286806e-08
1926,0.0,3.343841648018042e-09
1927,0.0,7.804457524684949e-09
1928,0.0,1.2568645679778001e-08
1929,0.0,8.912325100141061e-09
1930,0.0,1.3654685049324655e-08
1931,0.0,1.1405356659111021e-08
1932,0.0,2.520693342944469e-08
1933,0.0,1.261772819560747e-08
1934,0.0,1.0783422155213884e-08
1935,0.0,1.0771455727365264e-08
1936,0.0,9.699771652549316e-09
1937,0.0,6.295559074054324e-09
1938,0.0,3.8895642262559704e-09
1939,0.0,2.5999885799876665e-08
1940,0.0,2.028626333583361e-08
1941,0.0,2.6563522936839945e-08
1942,0.0,2.1239483061208375e-08
1943,0.0,8.709705845433291e-09
1944,0.0,9.639558484764166e-09
1945,0.0,2.3963544037997053e-08
1946,0.0,2.0881657292193267e-08
1947,0.0,1.1920871401116528e-08
1948,0.0,1.0871887834440486e-08
1949,0.0,2.3560819517598475e-08
1950,0.0,1.595304244261797e-08
1951,0.0,1.7058243262368933e-08
1952,0.0,2.636201035244312e-08
1953,0.0,2.5857185281807915e-08
1954,0.0,2.834035384147171e-08
1955,0.0,1.595553378308523e-08
1956,0.0,1.7442282951307675e-08
1957,0.0,2.47381048978923e-08
1958,0.0,3.9706768539815585e-08
1959,0.0,2.015194455751157e-08
1960,0.0,2.214666694477785e-08
1961,6.948159270159238e-10,1.945484662257968e-08
1962,0.0,2.663621767595714e-08
1963,0.0,2.5864212549464582e-08
1964,0.0,2.7377857758636992e-08
1965,2.188817349590977e-09,1.641612945579851e-08
1966,5.539074754423723e-10,1.6063316676806494e-08
1967,0.0,3.007504734142685e-08
1968,0.0,1.5270814168744096e-08
1969,0.0,2.2708789515490935e-08
1970,0.0,2.3453498365633152e-08
1971,0.0,2.1067430022725375e-08
1972,0.0,2.359867534718063e-08
1973,0.0,1.102640756478479e-08
1974,5.625571675160757e-10,2.5877630260850992e-08
1975,0.0,2.4559365208176587e-08
1976,0.0,1.599787480266457e-08
1977,0.0,3.290997874216828e-08
1978,0.0,1.663365645221404e-08
1979,0.0,1.6385525491990904e-08
1980,5.685150683554241e-10,2.6720207435548815e-08
1981,0.0,3.162774819820413e-08
1982,6.207502289967692e-10,2.4209259041896303e-08
1983,0.0,4.547027643297952e-08
1984,0.0,3.2474447131392026e-08
1985,0.0,2.4663788233958428e-08
1986,0.0,3.4168567752956847e-08
1987,0.0,2.872083976201978e-08
1988,0.0,2.818380329117076e-08
1989,0.0,3.073348486815064e-08
1990,1.089730194969718e-09,3.4326499642745034e-08
1991,0.0,3.399649806112848e-08
1992,0.0,2.0386794252758023e-08
1993,1.1078414852150331e-09,2.991172048938395e-08
1994,0.0,2.7429619020580276e-08
1995,0.0,3.253470559627658e-08
1996,0.0,2.6690460286360462e-08
1997,0.0,3.020783445606412e-08
1998,0.0,4.482041582321017e-08
1999,4.570201161957499e-10,1.7823784670412124e-08
2000,0.0,4.4180314517916486e-08
2001,0.0,3.724030173124504e-08
2002,4.38122149670761e-10,3.811662763197887e-08
2003,0.0,3.2085305745610526e-08
2004,4.404791253964646e-10,3.215497645925325e-08
2005,0.0,3.152624772351231e-08
2006,0.0,2.4707339729701516e-08
2007,0.0,2.236908436259455e-08
2008,0.0,4.044567702976565e-08
2009,4.76819250749827e-10,3.8145538949763136e-08
2010,4.723793023408973e-10,4.062461966825026e-08
2011,7.64794394481072e-10,5.391800561582727e-08
2012,0.0,5.5148893451928416e-08
2013,2.789125042035323e-10,5.3551200418500144e-08
2014,2.1654451842767486e-10,5.456921881030752e-08
2015,8.866301581811342e-10,5.075957520972452e-08
2016,4.1426800878596737e-10,5.1783502597047004e-08
2017,1.0062445321423752e-09,5.509188838459522e-08
2018,0.0,5.472709263543152e-08
2019,2.04079020349468e-09,5.841761785418953e-08
