year,aux_ADP iles_NOUN,aux_ADP cils_NOUN
1800,4.496155243671751e-07,6.60274537267469e-08
1801,7.000676796042882e-07,3.333655484993869e-08
1802,5.326059522303694e-07,2.2378401354217203e-08
1803,3.4521004543819345e-07,1.5602713565598947e-08
1804,4.301020488650664e-07,2.4718509905596875e-08
1805,1.9900143732876074e-07,6.822906328807221e-08
1806,2.766402280585112e-07,7.492339815229343e-08
1807,3.4448157260058565e-07,1.9928686256776018e-08
1808,3.965629673530202e-07,2.039466551195801e-08
1809,4.111435498721505e-07,9.036122072814123e-09
1810,4.610049728626109e-07,1.4040760554223652e-08
1811,3.6352613763668273e-07,1.504245972228091e-08
1812,2.987273219900999e-07,4.267533171287141e-08
1813,3.5946771603789784e-07,3.4508900625951355e-08
1814,5.034683385751748e-07,1.2586708564299443e-08
1815,4.2616133177908466e-07,4.5852800667489646e-08
1816,4.4497993201275676e-07,1.8540831092650478e-08
1817,3.580808964898097e-07,2.1796227045456362e-08
1818,3.0875849166278613e-07,2.741870730460505e-08
1819,2.69127307106487e-07,1.6561680027393777e-08
1820,3.809140345367723e-07,1.3053129244156025e-08
1821,2.682324885538989e-07,2.2681422962023134e-08
1822,4.3009892181089526e-07,1.5038423839541792e-08
1823,4.802986026675171e-07,2.9648061783404955e-09
1824,3.326339594877936e-07,2.0210670470532932e-08
1825,4.693300967861802e-07,1.7610886970942374e-08
1826,4.835583506945795e-07,2.025836387531399e-08
1827,5.134020985009258e-07,3.502563927781921e-08
1828,4.815458063411882e-07,4.4027046897099353e-08
1829,4.415185808070987e-07,1.800366966620004e-08
1830,5.228854744743217e-07,1.0436835395921662e-08
1831,2.0580392656732727e-07,6.704218691311326e-08
1832,3.6260318314607076e-07,4.329590197471589e-08
1833,8.386547283301127e-07,6.718504863556518e-08
1834,4.816617957814628e-07,4.1071935186209885e-08
1835,4.6815515020171006e-07,5.672315950278062e-08
1836,4.583551405090702e-07,2.688300071440608e-08
1837,5.621975959213543e-07,3.7572612465730515e-08
1838,4.33014290424083e-07,4.79724298063644e-08
1839,5.383435839334538e-07,4.194885150354821e-08
1840,4.649872768491825e-07,5.159447979963261e-08
1841,4.500804391405211e-07,4.687000298986277e-08
1842,5.004365610794537e-07,4.561620370324704e-08
1843,4.5187870800766916e-07,5.6706348061652534e-08
1844,5.340370253792415e-07,5.3787900355928286e-08
1845,4.374898772141478e-07,3.794555070157912e-08
1846,4.437712106675207e-07,3.8639708765941805e-08
1847,5.301538710256182e-07,6.310071398729633e-08
1848,4.167424765277872e-07,5.390298696283935e-08
1849,3.9718425659529544e-07,6.284561493430374e-08
1850,4.2159665003538294e-07,5.0238568860550004e-08
1851,3.7342250625016504e-07,3.611685883697646e-08
1852,3.7956479936873677e-07,2.8646400807019745e-08
1853,4.269931452860476e-07,6.569125288180544e-08
1854,3.507073543795869e-07,5.819144233143447e-08
1855,5.710264403546716e-07,7.111295730055645e-08
1856,4.2401179500828334e-07,7.610468344410037e-08
1857,5.257385335966092e-07,7.029372994793448e-08
1858,3.7583431533594336e-07,4.7468656561022726e-08
1859,5.132910798621992e-07,6.517981887554924e-08
1860,3.6297067951274187e-07,3.661747172145624e-08
1861,4.121752169017334e-07,4.6688040100661965e-08
1862,3.0541587481280885e-07,4.9246050792817186e-08
1863,3.9257719763874377e-07,5.693867777267769e-08
1864,4.315255180964428e-07,3.931677028390368e-08
1865,4.344417311452631e-07,5.412870862642194e-08
1866,3.6151503479686653e-07,4.962925237439464e-08
1867,3.8337209851135867e-07,5.774845845962773e-08
1868,3.467791616085236e-07,5.433861360870651e-08
1869,3.628454621207311e-07,4.639343220702585e-08
1870,3.3544185917833147e-07,5.045962936378601e-08
1871,3.228837925917105e-07,2.6552942955504477e-08
1872,3.192995086109818e-07,5.7449724755187503e-08
1873,6.907849074977435e-07,5.7465641134513135e-08
1874,4.97087469852886e-07,5.735624702962738e-08
1875,6.247907595735569e-07,8.52507540116676e-08
1876,5.616747644765496e-07,1.1850188741391321e-07
1877,4.675720770563885e-07,6.9269938007821e-08
1878,4.577629320046128e-07,1.0447623294274067e-07
1879,3.824437526667168e-07,6.781351180595863e-08
1880,4.7042813799968997e-07,5.647704881539539e-08
1881,5.180573050544979e-07,8.088108899295676e-08
1882,4.525661880805387e-07,9.250985044673143e-08
1883,4.916445659475244e-07,9.226234709558412e-08
1884,5.202137112192418e-07,8.318138267071618e-08
1885,5.865528489579219e-07,8.443782917311182e-08
1886,7.014915244241138e-07,1.1099957930582605e-07
1887,6.372230556550562e-07,6.985949596582941e-08
1888,6.486448889120311e-07,7.925768130689903e-08
1889,6.691165976846492e-07,7.768769449967294e-08
1890,8.828758542023252e-07,7.865263695894242e-08
1891,8.3693510433136e-07,8.286485808639554e-08
1892,6.801335876716053e-07,7.396844337037578e-08
1893,8.129109740906415e-07,1.096198123384795e-07
1894,6.944296506716796e-07,8.002954587915667e-08
1895,1.0580724048026013e-06,7.463081885816791e-08
1896,6.858244701035687e-07,1.0083919477210657e-07
1897,6.595839829870442e-07,1.0080214285501654e-07
1898,7.893404943004612e-07,1.1316709702668959e-07
1899,8.534581006358621e-07,1.2602879273515555e-07
1900,8.061705569772926e-07,1.0953122142609573e-07
1901,7.365957763738606e-07,1.671032983652232e-07
1902,8.720664377293019e-07,8.691202424415678e-08
1903,7.171492546476088e-07,1.0098412239756271e-07
1904,6.890269501624857e-07,9.405594081357549e-08
1905,7.503743866266177e-07,8.25721445107952e-08
1906,7.16070473139041e-07,1.12143219155314e-07
1907,6.639410869979656e-07,8.279978125358411e-08
1908,6.360248692161008e-07,6.875945013362639e-08
1909,6.260119427281552e-07,1.4687625665699144e-07
1910,7.342863010961764e-07,9.40570501484217e-08
1911,6.703671369123754e-07,8.67221005007579e-08
1912,5.271934462314221e-07,6.511776778905798e-08
1913,6.671161010274318e-07,8.909022852776616e-08
1914,6.830678502822707e-07,6.629776044819735e-08
1915,6.161338568233532e-07,5.183535378705528e-08
1916,5.372868945308085e-07,8.899844461396356e-08
1917,4.6497639694109694e-07,1.1843738223493716e-07
1918,6.616152852245705e-07,5.743188324913717e-08
1919,5.994309371093465e-07,1.2522673231707415e-07
1920,7.829687658222895e-07,8.480899538199083e-08
1921,7.459156026179414e-07,1.4691130290067633e-07
1922,8.528893555848072e-07,1.1878476458004883e-07
1923,7.930113130605321e-07,9.023556080123285e-08
1924,7.876782353033462e-07,9.539801792968206e-08
1925,7.379777275939858e-07,1.1878032202261579e-07
1926,7.902611951493554e-07,1.0254447513347031e-07
1927,8.183531017280643e-07,9.811317625008087e-08
1928,9.96350798310175e-07,8.798051709391075e-08
1929,1.1753128541514002e-06,9.80355727708826e-08
1930,9.915401992799389e-07,7.877702756786675e-08
1931,2.5251458932729065e-06,7.86969636124013e-08
1932,1.154039190431888e-06,7.233294163633275e-08
1933,8.866821714637041e-07,1.1241248953908212e-07
1934,1.2520751386801976e-06,8.147474517272713e-08
1935,1.3978955859528241e-06,8.736847423307381e-08
1936,1.3252312900391416e-06,9.093535879856063e-08
1937,1.1508282140582082e-06,5.5400918963499635e-08
1938,9.827632705405875e-07,7.390172507282244e-08
1939,1.5309345098302174e-06,7.494084997006212e-08
1940,1.2476051773901986e-06,3.296517903095264e-08
1941,1.8092710778461196e-06,8.854507882460894e-08
1942,1.3775321696662957e-06,7.585529493425724e-08
1943,1.0596808586171846e-06,9.290352687152392e-08
1944,1.1792393532772394e-06,8.032965403970138e-08
1945,9.84683832250255e-07,6.099811411530709e-08
1946,9.605562079073593e-07,1.1693727230976947e-07
1947,8.43997646438055e-07,8.702235998470087e-08
1948,1.326370261400811e-06,1.5329361402471875e-07
1949,9.817008227441804e-07,8.63896709724088e-08
1950,9.146410953064787e-07,1.1911604946845955e-07
1951,1.1269101973798712e-06,1.0128331950909342e-07
1952,1.1029865116807258e-06,8.435843135146115e-08
1953,1.147412604485254e-06,7.972632376507249e-08
1954,1.1678180444896213e-06,9.674810641513432e-08
1955,1.1835251845226935e-06,7.133061785680184e-08
1956,1.0700840507027465e-06,8.546718532898012e-08
1957,7.589297261745287e-07,1.236905269874633e-07
1958,9.777791920573264e-07,8.02407632005675e-08
1959,2.5709230482284795e-06,1.0308494435840032e-07
1960,6.415612696653028e-07,1.1211749800787985e-07
1961,6.81614410025233e-07,7.573493787660368e-08
1962,8.599692598032505e-07,8.054284283964819e-08
1963,7.442427027992693e-07,8.535190554326277e-08
1964,7.945662472419457e-07,8.821753794130416e-08
1965,8.268257518651012e-07,6.457011159088921e-08
1966,8.419393860981117e-07,9.028691883017359e-08
1967,9.096468933655899e-07,8.233660664380693e-08
1968,6.561958676432056e-07,1.006077170462305e-07
1969,6.104122467487372e-07,7.630152909499088e-08
1970,9.4963669283743e-07,5.702419159092642e-08
1971,5.534054201561389e-07,8.786659977388922e-08
1972,7.084733066875515e-07,6.463985036120334e-08
1973,6.919070558719653e-07,6.615844472257493e-08
1974,6.863197712370095e-07,5.794338986397918e-08
