year,aux_ADP iles_NOUN,aux_ADP cils_NOUN
1975,9.943686949398511e-07,6.396857754609186e-08
1976,6.17632265109691e-07,4.856497937133497e-08
1977,7.839626867678362e-07,7.816119557135792e-08
1978,7.669303219159929e-07,6.475244562764715e-08
1979,6.934588563378696e-07,6.320130985226768e-08
1980,8.038803046561682e-07,7.106438570936291e-08
1981,6.39513066613695e-07,7.717170236176685e-08
1982,7.132420325461908e-07,6.890327575170829e-08
1983,6.473198892464893e-07,7.515225775023282e-08
1984,7.817063516490919e-07,4.8131771679393864e-08
1985,7.892412163812423e-07,5.654624402051667e-08
1986,5.371058897640779e-07,5.63481626358886e-08
1987,1.2887712936837659e-06,5.988600693118684e-08
1988,6.64418171092418e-07,4.7372775702214653e-08
1989,5.521050919776727e-07,5.872290709252326e-08
1990,4.4460992021377876e-07,4.958272215027648e-08
1991,6.752407770704849e-07,4.220254928855027e-08
1992,4.804671458469301e-07,5.1793475397410305e-08
1993,8.641163876110802e-07,5.040678863199588e-08
1994,3.9983942978771836e-07,6.171664063137072e-08
1995,4.918163029610234e-07,5.151328341668204e-08
1996,3.955526373111695e-07,5.818520421030371e-08
1997,2.939270228319302e-07,4.6030988354317515e-08
1998,3.413980463884414e-07,5.531030078387289e-08
1999,3.5099146181161167e-07,4.113180906983871e-08
2000,4.369433237449982e-07,4.683113274950301e-08
2001,2.7338762009776474e-07,4.29358745779318e-08
2002,2.7908380983987513e-07,6.221334558631497e-08
2003,2.3418106431805086e-07,5.7503537265191085e-08
2004,3.250735942650351e-07,4.977414236329025e-08
2005,2.1888223533661488e-07,5.584649387380125e-08
2006,1.9354083063971572e-07,5.229720123622883e-08
2007,2.1610133704719203e-07,6.191442880609799e-08
2008,1.6987183604211253e-07,7.791114792210507e-08
2009,2.908597358519671e-07,8.105926951884612e-08
2010,1.2990431086379317e-07,1.0156155011431522e-07
2011,1.904338002844952e-07,1.032472444206789e-07
2012,6.774463059966429e-08,1.1710629332917222e-07
2013,9.706155190691845e-08,1.1240173680704402e-07
2014,1.1000461376531323e-07,1.418366611938282e-07
2015,7.469859140962765e-08,1.3787098540607445e-07
2016,9.321030391973295e-08,1.265588718268873e-07
2017,7.244960703589598e-08,1.1345407391338824e-07
2018,5.214562681654655e-08,1.1306824210244315e-07
2019,4.821366744733879e-08,1.1632503943426187e-07
