year,nos_DET airs_NOUN,nos_DET cerfs_NOUN
1901,2.4590450786732276e-08,5.588738916095792e-10
1902,2.356936334990678e-08,9.820567692386817e-10
1903,2.1060859722865644e-08,0.0
1904,1.8811189050893518e-08,9.674325340824907e-09
1905,2.5287720029076866e-08,5.160759042333041e-10
1906,2.006231891726884e-08,1.0288369045596824e-09
1907,1.5942813902380948e-08,1.0799970695529737e-08
1908,3.14328898465277e-08,2.9468334439286537e-09
1909,1.870334465081669e-08,7.701376925073333e-09
1910,1.4963622119168463e-08,2.137660271017694e-09
1911,1.7025197585063268e-08,5.3203741412488625e-09
1912,2.344239469209697e-08,4.688478938419394e-09
1913,1.909076252637476e-08,0.0
1914,4.754688076591407e-08,4.018046340092951e-09
1915,2.1205371680821372e-08,0.0
1916,2.307367052978293e-08,1.0987462051303964e-09
1917,4.496233962925089e-08,1.2063066989753679e-08
1918,2.5270027848023346e-08,3.44591288836682e-09
1919,3.4069039145379065e-08,4.603924352863942e-09
1920,2.953170330499688e-08,2.2716695191604686e-09
1921,3.7863738422405646e-08,0.0
1922,3.6889677090812256e-08,7.377935484775833e-10
1923,2.653987030143412e-08,1.0615948120573648e-09
1924,5.156649840465377e-08,7.734974660777993e-09
1925,2.969508017258704e-08,5.499088961968823e-09
1926,1.0031524944054127e-08,1.1146138456652466e-09
1927,1.8953683067479687e-08,3.3447675740205796e-09
1928,2.2852082337543322e-08,1.1426041224282812e-09
1929,1.7824650200282122e-08,3.342121912552898e-09
1930,2.625900974440043e-08,4.201441416995522e-09
1931,3.5356604755065746e-08,1.1405356659111021e-09
1932,1.53433514782364e-08,1.0959536611565568e-09
1933,2.408839039347299e-08,0.0
1934,2.6359476379411717e-08,7.188948103475923e-09
1935,2.393656917121234e-08,8.377798899061872e-09
1936,2.9099314957647948e-08,1.2124714565686645e-09
1937,1.6368453259474336e-08,0.0
1938,1.2965214124527336e-08,1.2965214457594243e-09
1939,2.2941076593951948e-08,4.588215141154706e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.0920559567750843e-07,0.0
1942,4.5513175450651033e-08,0.0
1943,2.6129116648121453e-08,2.9032352077962287e-09
1944,3.213186161588055e-08,9.639558484764166e-09
1945,2.6142049414090707e-08,0.0
1946,2.227376683094917e-08,0.0
1947,1.668921911779364e-08,0.0
1948,1.8482209318548826e-08,1.522064252412747e-08
1949,1.0798709482173763e-08,1.0798709482173763e-08
1950,1.8080114516649815e-08,7.444753258312176e-09
1951,2.1322804077961166e-08,4.264560704569931e-09
1952,2.319856839960721e-08,3.163441175679793e-09
1953,1.4005975934594517e-08,1.0773827274768166e-08
1954,2.6385848173049453e-08,1.9545072227344917e-09
1955,7.508486277174597e-09,4.6928039232341234e-09
1956,2.3547081839936368e-08,0.0
1957,2.6505112771246786e-08,2.6505113659425206e-09
1958,1.4062814024384807e-08,5.790570356545288e-09
1959,2.402731746897757e-08,0.0
1960,1.6610000486139143e-08,6.920833350854139e-10
1961,1.0422239238305764e-08,2.779263652552544e-09
1962,1.6489086374082973e-08,4.43936931660005e-09
1963,1.939815952312074e-08,7.112658684249595e-09
1964,6.692365273064382e-09,3.6503808864551957e-09
1965,2.1340969214023175e-08,3.2832261354087677e-09
1966,2.1602391320207914e-08,5.539074754423723e-10
1967,3.1061113570096666e-08,3.451234853457663e-09
1968,3.278733495815089e-08,8.982831700699023e-10
1969,1.907538335621517e-08,2.2708788183223305e-09
1970,2.4373242757391722e-08,4.598724956395017e-09
1971,3.185806363159571e-08,2.0553589941130213e-09
1972,3.026786604687359e-08,5.643161493651405e-09
1973,3.69384653975402e-08,1.102640756478479e-09
1974,1.518904385600095e-08,2.2502286700643026e-09
1975,1.1994108817248161e-08,2.8557400888473694e-09
1976,1.656922776760439e-08,1.142705374768127e-09
1977,1.8218024422367307e-08,1.1753563677885381e-09
1978,2.8514838157356337e-08,2.3762365408686037e-09
1979,2.1067103284089228e-08,5.266776015311336e-09
1980,2.0466542682839872e-08,3.411090521154847e-09
1981,1.4548763749289151e-08,1.897664858585557e-09
1982,1.9864007771985825e-08,1.8622506869903077e-09
1983,2.2103606056589342e-08,1.89459470334441e-09
1984,2.145633182237816e-08,2.3196033982486597e-09
1985,1.6843562988810845e-08,3.609334831011779e-09
1986,1.7983456501724504e-08,1.7983456945813714e-09
1987,1.588812459374367e-08,2.4443267410134695e-09
1988,1.739000587974715e-08,1.1993107618124554e-09
1989,1.3720305114262032e-08,1.6464366536794728e-09
1990,2.2339469218923824e-08,5.44865097484859e-10
1991,1.9928982464278988e-08,1.1722930404189924e-09
1992,1.2672871640972971e-08,3.30596661157756e-09
1993,1.4955860494492157e-08,3.323524566667402e-09
1994,1.1077346151466827e-08,1.0549853213248639e-09
1995,2.006306776269895e-08,3.253470381991974e-09
1996,1.921713232988509e-08,2.6690460952494277e-09
1997,1.1507746533467866e-08,1.917957792585412e-09
1998,2.193339376788117e-08,2.3840645013706308e-09
1999,1.736676483177213e-08,1.8280804647829996e-09
2000,1.9439339027371716e-08,4.4180314962005696e-09
2001,1.095302959441824e-08,4.3812117822561447e-10
2002,1.3143664545633982e-08,8.76244299341522e-10
2003,9.167230530238157e-09,1.2500768753476166e-09
2004,4.625030919358508e-08,8.809582507929292e-10
2005,1.7564622978305522e-08,4.5037495954858286e-10
2006,1.6059770735488144e-08,5.7650457740976435e-09
2007,2.1570189912001325e-08,2.3966877371606188e-09
2008,2.6396125840655316e-08,1.7029758714315335e-09
2009,2.574823909640145e-08,4.291373478793048e-09
2010,2.3618965894200983e-08,2.3618964561933353e-09
2011,2.3708625951357476e-08,2.6767803529281764e-09
2012,2.6212745751763578e-08,4.7659536595023866e-09
2013,2.6217775839221247e-08,6.693900267418229e-09
2014,2.8583876265919628e-08,3.897801373331511e-09
2015,3.125371372814101e-08,5.541438530265452e-09
2016,3.0655832650161585e-08,6.0068859331074975e-09
2017,2.213738048428837e-08,5.0312226884674516e-09
2018,3.536609383125722e-08,5.6792266445171435e-09
2019,3.775461876465158e-08,6.12237061048404e-09
