year,devions_VERB avoir_VERB,devions_VERB savoir_VERB
1800,1.7292904885835014e-07,6.288328968651058e-09
1801,1.142967676059925e-07,0.0
1802,6.713520406265161e-08,4.475680270843441e-09
1803,1.950339267864365e-08,1.950339223455444e-09
1804,7.909923027682453e-08,0.0
1805,9.381496113292087e-08,0.0
1806,4.034336598124355e-08,0.0
1807,3.131650672116848e-08,0.0
1808,7.251436784372345e-08,1.3596443970698147e-08
1809,2.9367397402779716e-08,0.0
1810,6.786367379163494e-08,3.2761775514700275e-08
1811,6.769107585569145e-08,2.0056614147279106e-08
1812,5.601137331723294e-08,5.3344164641089264e-09
1813,3.738464116054274e-08,0.0
1814,7.552024783308298e-08,0.0
1815,4.315557688983063e-08,1.3486118000116676e-08
1816,4.8669683394564345e-08,0.0
1817,2.3353100786493997e-08,1.2454987263765815e-08
1818,9.179306914575136e-08,1.1921177378582115e-09
1819,5.175525075173937e-08,4.140420006848444e-09
1820,7.475883023744245e-08,1.1866481131050932e-09
1821,1.2228245793721726e-07,1.3806083387635226e-08
1822,6.015369535816717e-08,0.0
1823,1.591112521737159e-07,3.9530747564242574e-09
1824,8.842168597311684e-08,2.5263338088166165e-09
1825,1.2679838334861415e-07,1.7610886082763955e-09
1826,4.315912249808207e-08,1.7615968683770689e-09
1827,5.8068820862899884e-08,0.0
1828,8.89713192009367e-08,0.0
1829,4.715246859632316e-08,8.57317605795771e-10
1830,1.1167414015744725e-07,0.0
1831,6.548306430431694e-08,0.0
1832,8.253281436054749e-08,0.0
1833,1.5174553880115127e-07,2.3167257001688313e-09
1834,1.1388127774125678e-07,0.0
1835,1.0663953986522756e-07,3.781543966852041e-09
1836,9.409050250042128e-08,6.720750067579218e-10
1837,1.3289572109442815e-07,1.3915781860163179e-09
1838,1.0541310047074148e-07,7.574594285131298e-09
1839,7.131304613494649e-08,3.4957374772659477e-09
1840,7.325142092895476e-08,0.0
1841,1.0979137954336693e-07,0.0
1842,9.726984018243456e-08,4.695785538189057e-09
1843,1.0573371156397116e-07,6.497602011990011e-09
1844,1.103200801821913e-07,1.6465684371524958e-09
1845,9.76539880070959e-08,1.1160455670733427e-08
1846,9.308656956363848e-08,2.9272506640865004e-09
1847,7.658377398911398e-08,4.853901280910122e-09
1848,1.1102405750307298e-07,4.02261068899179e-09
1849,2.1199919331138517e-07,3.3517659758786067e-09
1850,7.400005586077896e-08,5.431196825611551e-09
1851,3.676180071465751e-08,6.449438760824933e-09
1852,1.0351767087968256e-07,3.2552727180501506e-09
1853,1.003284566536422e-07,3.5831591027601917e-09
1854,9.248282850649048e-08,2.0782657816909023e-09
1855,7.005156987816008e-08,2.1227748447927297e-09
1856,7.040977578753882e-08,3.6240324075009767e-09
1857,1.1764436891326113e-07,2.9289055625270066e-09
1858,1.0032035646645454e-07,0.0
1859,7.332729978770658e-08,0.0
1860,8.559334219171433e-08,3.204028820036342e-09
1861,9.101810150013989e-08,7.073945429425521e-09
1862,9.623310859296907e-08,2.710791813242963e-09
1863,9.98924178929883e-08,3.496234635136375e-09
1864,8.390773587052536e-08,4.794727948009836e-10
1865,6.26010319138004e-08,1.882737743486018e-09
1866,9.244664767038557e-08,3.8924903300596725e-09
1867,9.608567097529885e-08,0.0
1868,6.224241388963492e-08,2.9639244392143382e-09
1869,9.57169774551403e-08,4.883519144627257e-10
1870,8.658413719331293e-08,3.4404292748035914e-09
1871,1.1577083114389097e-07,1.1683295220166201e-08
1872,1.4090301192482002e-07,1.5723081503438152e-08
1873,1.1493128226902627e-07,1.7958012854535355e-09
1874,8.304706966555386e-08,4.779687312606029e-09
1875,7.323554740423788e-08,2.8607636259891933e-09
1876,7.073837338111844e-08,2.418405919968336e-09
1877,8.596894218726447e-08,1.8554447978047506e-09
1878,7.18651520514868e-08,1.2078177347163432e-09
1879,1.2951770145264163e-07,6.10932526790009e-10
1880,6.417846520889725e-08,6.417846254436199e-10
1881,6.693607446095484e-08,1.3945015142624584e-09
1882,1.0515508819253228e-07,0.0
1883,7.204046426068089e-08,4.423537092179686e-09
1884,6.865764845542799e-08,1.9805090900604227e-09
1885,5.672159275604827e-08,0.0
1886,7.486018205327127e-08,2.5813855497602844e-09
1887,7.442974236937516e-08,1.1099172247952538e-08
1888,7.03808211710566e-08,6.340614699951175e-09
1889,6.57839365203472e-08,5.012109394186837e-09
1890,8.061895329092295e-08,0.0
1891,1.0644947678883909e-07,6.374220040683554e-10
1892,9.402768341715273e-08,5.641661360300532e-09
1893,8.067525669730458e-08,1.2316833108982905e-09
1894,1.0208493961272325e-07,5.041231432301174e-09
1895,7.402896073926968e-08,6.018614495673091e-10
1896,9.31730568254352e-08,5.89702897624278e-10
1897,6.642453342919907e-08,3.4960281336537946e-09
1898,8.430949094417883e-08,1.13167097914868e-09
1899,6.467266899790047e-08,0.0
1900,9.551537516472308e-08,3.633737311048435e-09
1901,7.768347387582253e-08,3.912117296778206e-09
1902,6.334266089425e-08,1.4730852093691738e-09
1903,6.966283905285309e-08,7.020286574288548e-09
1904,6.610788716443494e-08,3.2247751136083025e-09
1905,8.87650557501729e-08,6.192911072844254e-09
1906,4.4754404626701216e-08,3.600929110447737e-09
1907,4.8342727154704335e-08,6.1714118260169926e-09
1908,7.6126532633225e-08,9.822778146428846e-10
1909,7.096268461737054e-08,9.351672325408344e-09
1910,8.497199388557419e-08,8.550641084070776e-09
1911,6.437652899649038e-08,4.25629931299909e-09
1912,6.615965020273507e-08,7.814131564032323e-09
1913,6.628737025948794e-08,5.30298971401777e-10
1914,8.170027143705738e-08,6.696743715117748e-10
1915,7.657494904833584e-08,2.3561523843085297e-09
1916,9.449217230894646e-08,4.394984820521586e-09
1917,1.0418103357778818e-07,2.1932848870420685e-09
1918,1.1026921242773824e-07,1.1486376294556067e-09
1919,9.023691660559052e-08,4.603924352863942e-09
1920,6.66356356759934e-08,3.028892692213958e-09
1921,7.875657104250422e-08,5.300923255902035e-09
1922,5.6810101511928224e-08,4.426761179843197e-09
1923,5.732611896291928e-08,3.1847844361720945e-09
1924,7.734974616369072e-08,9.02413699321869e-09
1925,7.258797296572084e-08,5.499089184013428e-09
1926,5.461607699430715e-08,5.57306911730393e-09
1927,9.476841000832792e-08,1.0034302277972529e-08
1928,6.284322751071159e-08,0.0
1929,5.681607362362229e-08,8.912325100141061e-09
1930,5.882018072611572e-08,3.1510811737689437e-09
1931,7.983749839013399e-08,4.5621426636444085e-09
1932,5.4797684612140074e-08,6.575722188983946e-09
1933,5.047091278242988e-08,3.4411986593596566e-09
1934,5.032263672433146e-08,4.7926320689839486e-09
1935,5.38572777486479e-08,2.393656828303392e-09
1936,4.243650053581405e-08,1.2124714565686645e-08
1937,4.5328025777280345e-08,3.777335333410292e-09
1938,4.926781471681352e-08,3.8895642262559704e-09
1939,3.976452944698394e-08,4.588215141154706e-09
1940,4.057252667166722e-08,2.5357829169792012e-09
1941,7.083606590185809e-08,0.0
1942,6.675266206457309e-08,1.8205270180260413e-08
1943,2.9032351633873077e-08,8.709705845433291e-09
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,7.189063211399116e-08,3.0499055725385915e-08
1946,7.238973864787113e-08,9.744772988540262e-09
1947,6.914105199484766e-08,5.960435700558264e-09
1948,5.762100485640076e-08,5.435944139264848e-09
1949,6.282885323116716e-08,6.8719057111366055e-09
1950,7.232046073113452e-08,4.2541445921528975e-09
1951,8.529121231504178e-08,6.396841278899501e-09
1952,4.2179216563908994e-08,2.1089607837865287e-09
1953,4.3095308654983455e-08,2.1547654771580937e-09
1954,5.0817188679275205e-08,9.772536113672459e-10
1955,5.162084448784299e-08,4.6928039232341234e-09
1956,6.54085638984725e-08,7.849027205963921e-09
1957,4.682570065028813e-08,4.417518795207798e-09
1958,6.204182767532984e-08,2.4816730892496253e-09
1959,4.960478605653407e-08,4.650448914844674e-09
1960,5.259833457671448e-08,3.460416619915918e-09
1961,6.739714564218957e-08,7.64297514166401e-09
1962,8.498221859554178e-08,1.2683912586908264e-08
1963,5.948768944108451e-08,1.2932106496776896e-09
1964,5.658090529436777e-08,1.8251904432275978e-09
1965,4.487075599968193e-08,5.472043373977442e-10
1966,4.818994980837488e-08,7.200797291773142e-09
1967,4.3879985867079085e-08,2.9582012395223956e-09
1968,6.46763851364085e-08,1.7965663401398047e-09
1969,5.132186231548985e-08,3.6334062425424918e-09
1970,5.564457339346518e-08,7.3579600190498695e-09
1971,5.241165368374823e-08,4.624557625731995e-09
1972,4.052816038324636e-08,5.130146973897354e-09
1973,3.583582497412863e-08,3.3079223804577396e-09
1974,3.3753430273009144e-08,3.937900228123681e-09
1975,5.6543655091445544e-08,5.711480177694739e-09
1976,5.256444879364608e-08,3.9994687561772935e-09
1977,4.4663540421652215e-08,5.876781727920388e-09
1978,4.574255285660911e-08,5.940591130126904e-09
1979,5.26677617074256e-08,4.681578680276743e-09
1980,4.832378053265529e-08,5.116635559687666e-09
1981,4.427884547908434e-08,3.795329828193417e-09
1982,3.1658260013500694e-08,3.7245013739806154e-09
1983,4.357568172963511e-08,6.946847541655643e-09
1984,5.5090580985961424e-08,8.118611560803402e-09
1985,4.992913105184016e-08,3.609334831011779e-09
1986,4.7356433441336776e-08,2.997242676272549e-09
1987,4.399788267051008e-08,4.277571630240118e-09
1988,4.077656612366809e-08,6.596209356501959e-09
1989,4.829547606277629e-08,2.7440609784434855e-09
1990,4.2499475938484466e-08,7.628111475810329e-09
1991,3.57549367890897e-08,2.344586080837985e-09
1992,5.014049264673304e-08,3.30596661157756e-09
1993,5.649991408063215e-08,7.200969598386564e-09
1994,4.800183361908239e-08,4.2199412852994556e-09
1995,4.7175323203418884e-08,3.253470381991974e-09
1996,4.217092808289635e-08,2.6690460952494277e-09
1997,4.5551498573104254e-08,4.315404922294874e-09
1998,4.72044803245808e-08,9.536258449571733e-10
1999,4.935817088380645e-08,4.570201106446348e-09
2000,4.9923755796044134e-08,6.185244316725402e-09
2001,4.775520778821374e-08,5.257454027685071e-09
2002,4.381221430094229e-08,1.0076809608960957e-08
2003,5.583676809806093e-08,1.6667691671301554e-09
2004,4.492887129003975e-08,2.642874807889939e-09
2005,4.4136747590073355e-08,2.702249757291497e-09
2006,4.817931298362055e-08,4.941467679486777e-09
2007,5.312657691547429e-08,3.1955835755326234e-09
2008,6.215861958480673e-08,4.257439734089985e-09
2009,5.48342136141855e-08,7.1522885392028e-09
2010,7.274640978494062e-08,1.1809482280966677e-08
2011,6.462512658345076e-08,1.0324724186716594e-08
2012,7.829780912516071e-08,8.851056776393307e-09
2013,1.0040849929282558e-07,9.761937924679387e-09
2014,9.54961336674387e-08,8.661780626084692e-09
2015,1.0262743899147608e-07,9.087958829923082e-09
2016,1.033598664434976e-07,1.4499380363020009e-08
2017,8.35182945024826e-08,1.2578056818313144e-08
2018,1.060982839362623e-07,1.3681773936013997e-08
2019,9.107026244237204e-08,1.7601815116563557e-08
