year,les_DET iles_NOUN,les_DET cils_NOUN
1908,1.6374570961374957e-06,7.514425277577175e-07
1909,1.4671123054199597e-06,1.0198823616747177e-06
1910,1.588816019193473e-06,1.1276157891870753e-06
1911,1.6732576604283622e-06,7.469805112236827e-07
1912,1.4122741269773087e-06,7.12648841272312e-07
1913,2.133392705161441e-06,1.175672778686021e-06
1914,1.84763162636159e-06,8.290568516144958e-07
1915,1.7211692764362851e-06,6.243803625238797e-07
1916,1.7173403286108169e-06,8.119734502542997e-07
1917,1.6932159851990036e-06,7.292672279390899e-07
1918,2.0422776820794297e-06,6.880339284975889e-07
1919,1.444711411835442e-06,8.047659605381341e-07
1920,2.267126134825048e-06,6.42125229433077e-07
1921,2.112039279467126e-06,8.140703755543655e-07
1922,1.9153121257886596e-06,8.661696355716231e-07
1923,1.846113434567087e-06,8.110584275300425e-07
1924,1.866707282971447e-06,6.961477083677892e-07
1925,2.4173995498699696e-06,6.521919644342233e-07
1926,2.031941049196462e-06,7.445620582302581e-07
1927,2.332417825101629e-06,7.280444052071289e-07
1928,2.1846590883001227e-06,7.81541210415071e-07
1929,2.498793172378555e-06,8.533551536515915e-07
1930,2.346505034722668e-06,7.026910751051219e-07
1931,2.611826730003486e-06,5.463166061758784e-07
1932,2.3004066846965543e-06,7.452484780401392e-07
1933,2.6141639288823626e-06,8.717703252614228e-07
1934,2.681477646149233e-06,6.410145161339642e-07
1935,2.1554879943153082e-06,9.790056623160126e-07
1936,2.5461900463596976e-06,6.02598319687786e-07
1937,2.4439360082340045e-06,6.547381232735461e-07
1938,2.0614691251807926e-06,6.44371141333977e-07
1939,2.529635974468647e-06,6.561147927186539e-07
1940,2.2035953612942194e-06,5.122281407921037e-07
1941,2.703576443607858e-06,4.988039457032301e-07
1942,2.2180087917433866e-06,5.340212680948753e-07
1943,2.334201090192778e-06,6.358084831958877e-07
1944,2.45808745980014e-06,6.972613775246828e-07
1945,2.3658553374161784e-06,6.143381128254077e-07
1946,1.9865415694653166e-06,5.443151991357809e-07
1947,1.9216444631098284e-06,5.626651216061873e-07
1948,1.8503953622683866e-06,1.2578774288840577e-06
1949,2.1518881965221226e-06,5.831302871683874e-07
1950,1.888840227337596e-06,7.540471074207744e-07
1951,2.317788766248441e-06,4.6483712168310376e-07
1952,2.4105421836395635e-06,6.674860912880831e-07
1953,2.4865993122347163e-06,5.796318944817358e-07
1954,2.37765803312584e-06,6.215333101522447e-07
1955,2.7011778769292505e-06,6.748252303623303e-07
1956,2.7724508413484727e-06,9.008939514387748e-07
1957,2.2962263415138295e-06,5.504228539621181e-07
1958,2.1971078290050627e-06,5.277691386140759e-07
1959,2.8421992599447776e-06,4.1156469876568735e-07
1960,1.7807303667183305e-06,5.848104436267931e-07
1961,1.5862647231301708e-06,6.899521878267478e-07
1962,1.8315570571303397e-06,4.95306807124507e-07
1963,1.7988560081505511e-06,6.614772587454354e-07
1964,1.6688325654712344e-06,4.751579290029895e-07
1965,1.492226211041725e-06,5.893390664368781e-07
1966,1.8622368980203419e-06,5.256581800949789e-07
1967,1.6122197763479562e-06,4.072457144843611e-07
1968,1.6142148560049918e-06,4.855220510080471e-07
1969,1.5914319710930158e-06,4.069414991647591e-07
1970,2.390417272124523e-06,3.6237952016904273e-07
1971,1.4228222795509282e-06,4.120994852030435e-07
1972,1.7734917676648365e-06,3.8527401713395193e-07
1973,1.7950991342274847e-06,3.5229373196443703e-07
1974,2.2485410759998103e-06,3.2684572204289e-07
1975,2.3588412840780393e-06,2.5815890225544535e-07
1976,1.9465986120792422e-06,3.5252461216828124e-07
1977,2.1156414824474723e-06,3.479054768718015e-07
1978,2.0904941155919232e-06,3.273265853920293e-07
1979,1.8223044691012547e-06,3.212733261648282e-07
1980,1.7322653960150092e-06,3.4849972507799976e-07
1981,1.5586153896407495e-06,3.9977472354735255e-07
1982,1.7474118791938054e-06,3.457578756638213e-07
1983,1.756289368159969e-06,3.416586018545331e-07
1984,1.9560055370959617e-06,2.9864893669184767e-07
1985,1.7270666656798994e-06,2.5505966583239115e-07
1986,1.4476682608233205e-06,4.058266753759199e-07
1987,2.0740112187667137e-06,3.104294865607926e-07
1988,1.6898288262012784e-06,3.2081562650887463e-07
1989,1.5086848108580853e-06,2.7660135870632985e-07
1990,1.4101108494202208e-06,2.593557955066217e-07
1991,1.4208191743136922e-06,2.9893473296738193e-07
1992,1.2920819063566569e-06,2.8376213201397604e-07
1993,1.2601697090275366e-06,2.802838885429537e-07
1994,1.0776674841395106e-06,3.407602484628569e-07
1995,1.1322077622111237e-06,3.2209357314627596e-07
1996,1.1823874501715181e-06,2.5996509478432017e-07
1997,9.719250932960222e-07,2.8193978707236056e-07
1998,9.016532427352786e-07,2.608166678186308e-07
1999,8.496003705005251e-07,2.518180810540116e-07
2000,9.326464471826057e-07,2.73034336473188e-07
2001,7.123850407353416e-07,2.2344180727884577e-07
2002,7.43493268728912e-07,2.6594014279623934e-07
2003,6.612906808811658e-07,2.7126667845323027e-07
2004,6.541115062930203e-07,2.8234711457741923e-07
2005,6.593489283446274e-07,2.486069838880667e-07
2006,6.032708732561787e-07,3.055474344648701e-07
2007,5.628221622089313e-07,3.1636277597613116e-07
2008,5.63685008447834e-07,3.90407208783472e-07
2009,6.122359277327405e-07,3.685812721698767e-07
2010,3.3113789443817154e-07,4.421470407578454e-07
2011,3.1165371416896903e-07,5.376504859100351e-07
2012,2.927657314355514e-07,5.967654743699313e-07
2013,2.4432734746504536e-07,5.645189347092128e-07
2014,2.802086127573489e-07,6.587284531178739e-07
2015,2.3828186002106122e-07,6.299507191442899e-07
2016,2.839807158316887e-07,6.317587235571409e-07
2017,1.8841928817181497e-07,5.380892389439396e-07
2018,1.6056722529356193e-07,5.99932839406847e-07
2019,1.6938559088686134e-07,6.290735683478488e-07
