year,auras_VERB eu_VERB,auras_VERB su_VERB
1899,5.527578395003729e-09,4.4220627160029835e-09
1900,2.07642125715779e-09,0.0
1901,5.029864968975062e-09,3.353243460679778e-09
1902,8.347482705062248e-09,8.838511256215043e-09
1903,6.480264325148255e-09,0.0
1904,3.2247751136083025e-09,5.374625189347171e-10
1905,7.2250627702885595e-09,1.5482277682110634e-09
1906,5.658602919567102e-09,1.0288369045596824e-09
1907,6.1714118260169926e-09,3.599990305858114e-09
1908,3.437972351250096e-09,5.40252820258047e-09
1909,4.400786846048277e-09,1.0451868703853506e-08
1910,3.206490406526541e-09,7.481810726517324e-09
1911,5.852411444351446e-09,2.6601871816467337e-09
1912,2.6047106693738442e-09,2.0837684910901544e-09
1913,1.0075680734189518e-08,3.181793939432964e-09
1914,1.0045115850232378e-08,6.696743715117748e-10
1915,5.890381071793627e-09,0.0
1916,5.493730803607377e-09,3.2962386153911893e-09
1917,4.386569774084137e-09,5.483212106582869e-09
1918,9.189101035644853e-09,1.033773866510046e-08
1919,4.603924352863942e-09,1.012863304339362e-08
1920,7.572231730534895e-09,1.514446346106979e-09
1921,5.300923255902035e-09,7.572747429129834e-10
1922,1.696925089333945e-08,1.4755870969551665e-09
1923,4.246379248229459e-09,6.369568872344189e-09
1924,2.578324886925998e-09,0.0
1925,4.399271169575059e-09,0.0
1926,3.343841648018042e-09,4.458455382660986e-09
1927,7.804457524684949e-09,4.4596899506643695e-09
1928,7.998228745975666e-09,1.1426041224282812e-09
1929,7.798284684668033e-09,4.4561625500705304e-09
1930,7.352522590764465e-09,3.1510811737689437e-09
1931,2.2810713318222042e-09,0.0
1932,6.575722188983946e-09,5.4797681947604815e-09
1933,3.4411986593596566e-09,6.882397318719313e-09
1934,5.990790086229936e-09,0.0
1935,1.196828414151696e-08,2.393656828303392e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,3.8895642262559704e-09,5.186085783037697e-09
1939,1.5294050470515685e-09,6.117620188206274e-09
1940,2.7893612752905028e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,1.517105907566929e-08,0.0
1943,8.709705845433291e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,0.0
1946,5.568441707737293e-09,4.1763312808029696e-09
1947,1.3112957830685446e-08,3.5762612871081956e-09
1948,9.784699273041042e-09,8.697510267552389e-09
1949,1.570721330779179e-08,4.908504269707237e-09
1950,9.571825110299415e-09,1.0635361480382244e-09
1951,2.0256663901818683e-08,7.462981344019681e-09
1952,5.272402070488624e-09,5.272402070488624e-09
1953,6.464296653518886e-09,2.1547654771580937e-09
1954,4.886268278880834e-09,2.9317608341017376e-09
1955,6.569925492527773e-09,1.8771215692936494e-09
1956,3.488456634670456e-09,2.616342476002842e-09
1957,1.1485549400447326e-08,5.301022731885041e-09
1958,9.926692356998501e-09,4.9633461784992505e-09
1959,6.975672928177801e-09,4.650448914844674e-09
1960,1.038124963770315e-08,5.536666680683311e-09
1961,9.03260666262895e-09,4.16889545107324e-09
1962,8.244543714397423e-09,7.610347907416326e-09
1963,1.2285501505004959e-08,4.526237162849611e-09
1964,6.6923653285755336e-09,4.258777774879263e-09
1965,4.924839203113152e-09,1.6416130677043839e-09
1966,7.754704434148607e-09,2.769537488234164e-09
1967,1.035370456037299e-08,2.9582012395223956e-09
1968,8.084548142051062e-09,7.186265360559219e-09
1969,6.358460868938209e-09,1.3625273131978588e-09
1970,5.518470125309705e-09,3.219107425067591e-09
1971,6.166076982339064e-09,2.569198631618974e-09
1972,6.156176013405457e-09,5.130146862875051e-10
1973,3.859242703185828e-09,3.859242703185828e-09
1974,3.937900228123681e-09,0.0
1975,2.2845920710778955e-09,5.711480177694739e-10
1976,6.2848797277581525e-09,2.285410749536254e-09
1977,8.815172591880582e-09,2.3507127355770763e-09
1978,3.5643548113029055e-09,1.1881182704343018e-09
1979,6.437170796402825e-09,5.266775904289034e-09
1980,6.822181042309694e-09,2.8425752862659692e-09
1981,6.958104314946922e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,1.8622506869903077e-09
1983,8.841442245000053e-09,3.157658134966823e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,6.617113967877231e-09,6.015558051686298e-10
1986,5.395036861699509e-09,2.3977941854269602e-09
1987,6.110816741511371e-09,7.332980445085013e-09
1988,4.197587610832443e-09,5.996553809062277e-10
1989,6.036934507847036e-09,4.390497743145261e-09
1990,8.172976073694826e-09,4.358920779878872e-09
1991,9.37834432335194e-09,0.0
1992,8.815910668147353e-09,1.1019888335184191e-09
1993,9.416652346772025e-09,3.323524566667402e-09
1994,8.439882570598911e-09,3.164955852952289e-09
1995,7.0491861237087505e-09,3.253470381991974e-09
1996,6.939520069693117e-09,3.2028553142993132e-09
1997,5.274384040632185e-09,2.876936688878118e-09
1998,7.152193948201102e-09,4.7681290027412615e-09
1999,5.941261704833778e-09,4.570201161957499e-10
2000,3.97622823555821e-09,2.6508188977203417e-09
2001,7.0099388516098315e-09,7.0099388516098315e-09
2002,8.762443215459825e-09,8.76244299341522e-10
2003,9.167230530238157e-09,2.5001538617175356e-09
2004,7.488145215006625e-09,3.9643119897903034e-09
2005,5.854874363109275e-09,4.053374524914943e-09
2006,8.64756888319107e-09,2.8825228870488218e-09
2007,1.7176262190332636e-08,4.393927444112933e-09
2008,1.1495087548496485e-08,4.257439678578834e-10
2009,1.8119131084404216e-08,4.76819250749827e-09
2010,2.220182793166714e-08,9.447586046817946e-10
2011,1.9502257586623273e-08,2.6767803529281764e-09
2012,1.9063815415165664e-08,2.0425516833455504e-09
2013,2.3149738126448938e-08,4.183687618564136e-09
2014,3.2265134564113396e-08,3.4647122948427977e-09
2015,2.7263876489769245e-08,4.876465897751814e-09
2016,2.9620162322885335e-08,3.72841224560716e-09
2017,2.8174847344075715e-08,3.018733707449428e-09
2018,3.639868140226099e-08,3.872199894061623e-09
2019,2.9081260066732284e-08,4.08158040698936e-09
