year,des_DET heures_NOUN,des_DET soeurs_NOUN
1882,3.6564686780593547e-06,2.7287078596671677e-08
1883,3.285424282850613e-06,2.274961996562297e-08
1884,3.7378807924426383e-06,1.914492209209584e-08
1885,3.435523783679173e-06,3.093905093232152e-08
1886,3.5332713714808506e-06,2.194177767256278e-08
1887,3.699941471424495e-06,2.3504128532358948e-08
1888,3.6521939819067484e-06,2.2192150561650692e-08
1889,3.5065970003245184e-06,1.9421923624918236e-08
1890,3.7799147882822126e-06,2.8839299837102317e-08
1891,3.425505781251559e-06,5.4818291572722444e-08
1892,3.7786592699262656e-06,2.0686091062316336e-08
1893,4.073176580021709e-06,3.2639607516760094e-08
1894,3.7456349843978387e-06,2.70966185045296e-08
1895,4.044509104517147e-06,2.5880042775483503e-08
1896,4.268269385931944e-06,2.0639601805427787e-08
1897,4.092683738576852e-06,2.971623891401265e-08
1898,4.201328568598228e-06,2.4896761319226357e-08
1899,4.42593216476439e-06,2.2110313580014918e-08
1900,4.090030834902336e-06,3.5818267463127995e-08
1901,4.435782168243918e-06,3.7444551514997926e-08
1902,4.214496627241715e-06,2.4060390568791945e-08
1903,4.368777979379956e-06,2.7541123825969294e-08
1904,4.37924476415219e-06,2.9022976022474722e-08
1905,4.335553477119447e-06,2.4255568054076804e-08
1906,4.750140192300023e-06,2.623534189893917e-08
1907,4.5154166521399475e-06,3.702847334308146e-08
1908,4.506199438480962e-06,2.603036119985802e-08
1909,4.822162161133292e-06,2.420432804184358e-08
1910,5.071064457240482e-06,2.4583093338748085e-08
1911,4.7670551452938525e-06,5.00115167056947e-08
1912,4.8744554632662584e-06,3.386123709203659e-08
1913,5.0659459560620235e-06,2.91664441487427e-08
1914,4.794868349478065e-06,3.750176580386011e-08
1915,5.749011760869394e-06,2.9451905358968133e-08
1916,6.325481916036324e-06,5.7134803999048245e-08
1917,6.6675859429210504e-06,4.0575771187434384e-08
1918,6.55068026844674e-06,3.2161855401113826e-08
1919,6.531126732767234e-06,3.775217788382079e-08
1920,5.645855850389125e-06,2.6502810612782923e-08
1921,5.474338976796389e-06,2.5747340759441073e-08
1922,5.71642426194785e-06,3.615188326477892e-08
1923,5.690148363157732e-06,6.58188774593782e-08
1924,5.695519533333027e-06,5.672314784543886e-08
1925,5.689357326588151e-06,6.598906732158127e-08
1926,5.4203669392904885e-06,5.2386851523422706e-08
1927,6.861232847654719e-06,4.0137210888246955e-08
1928,5.83185140001774e-06,2.6279895148917376e-08
1929,5.362991522872562e-06,5.347395082289097e-08
1930,4.933542548712921e-06,3.9913694793725085e-08
1931,4.688742041736305e-06,7.185374784057785e-08
1932,4.71150480052529e-06,2.849479496802587e-08
1933,5.14573912013816e-06,4.7029715233293246e-08
1934,4.888484532727944e-06,4.7926320689839486e-08
1935,5.1643147997992855e-06,3.4708024010399185e-08
1936,5.006294795606436e-06,2.5461900143852745e-08
1937,6.11802430228181e-06,4.029157696372465e-08
1938,5.716362942109754e-06,5.315738071942633e-08
1939,5.599151677415648e-06,6.576441791139587e-08
1940,4.531443998700979e-06,4.564409294971483e-08
1941,5.7141090721302135e-06,5.6078552024274586e-08
1942,5.670941959579068e-06,5.765002231150618e-08
1943,6.558408493617662e-06,7.548411673496958e-08
1944,6.43922496834648e-06,1.0282195717081777e-07
1945,7.404735441696175e-06,1.1328221205531008e-07
1946,6.555447928491276e-06,7.517396483081029e-08
1947,6.290643685957775e-06,3.5762613759260375e-08
1948,5.540313846807976e-06,6.088257342717895e-08
1949,5.039070581247529e-06,3.25924691679802e-07
1950,5.537832883817373e-06,5.1049734439700956e-08
1951,5.388272445117082e-06,1.5885488480194e-07
1952,5.220732273159001e-06,1.0544803852319262e-07
1953,5.284562291762995e-06,4.52500765746322e-08
1954,5.487278823324004e-06,7.62257827968682e-08
1955,5.0503956856573495e-06,3.472674947602172e-08
1956,5.512633585169624e-06,4.1861479838090077e-08
1957,4.9485046051955806e-06,5.301022715231696e-08
1958,5.075848697799756e-06,5.956015219910071e-08
1959,4.988381185455637e-06,3.875374032791257e-08
1960,5.442543432820912e-06,5.81350018125093e-08
1961,5.399414371609623e-06,2.5013372872972894e-08
1962,5.385589581408112e-06,7.800606671715116e-08
1963,5.284705430597114e-06,4.720218949039179e-08
1964,4.959651061398063e-06,6.083968345782509e-08
1965,4.688993893608995e-06,4.596516589572275e-08
1966,5.513594825146129e-06,5.262121205440451e-08
1967,5.266091338995693e-06,4.9796389123279994e-08
1968,5.445392559977336e-06,3.278733592959604e-08
1969,4.899194170349119e-06,5.0413512808766825e-08
1970,4.508130274416544e-06,5.610444619996713e-08
1971,4.9477628039085175e-06,6.988220557779812e-08
1972,4.5335107436983435e-06,6.00227185176827e-08
1973,4.469554127695119e-06,7.056900763746654e-08
1974,4.519021651105959e-06,4.894247429554355e-08
1975,4.238489438534998e-06,6.568202115531108e-08
1976,4.464550016791691e-06,6.856232370733295e-08
1977,4.215415792430122e-06,9.402851031126147e-08
1978,4.656235709887824e-06,8.435639653470162e-08
1979,4.315830278045496e-06,8.017203256827088e-08
1980,4.8915038135532996e-06,1.3246400976107964e-07
1981,4.873836132901488e-06,9.298557968051568e-08
1982,4.63514189164016e-06,9.497478270503734e-08
1983,5.007414252133913e-06,9.472973694357734e-08
1984,5.09964811357122e-06,1.1308066572013331e-07
1985,5.179395248688934e-06,7.820225667032332e-08
1986,5.080925717493301e-06,1.3247812558070393e-07
1987,4.900264215734751e-06,1.5032609912424277e-07
1988,5.262575637487998e-06,8.155313024893474e-08
1989,5.320185540114153e-06,9.274926426883212e-08
1990,5.2868259423632935e-06,1.1823572720892628e-07
1991,5.071339884921144e-06,1.260214999021514e-07
1992,5.447130593694283e-06,1.008319781004019e-07
1993,5.40737430299032e-06,1.3238705820484142e-07
1994,5.563464949176478e-06,1.4822543525916387e-07
1995,5.097645985330246e-06,1.3556127331781909e-07
1996,5.158198472798858e-06,1.4359468103464224e-07
1997,5.272465802619308e-06,1.5391611363213542e-07
1998,5.531029728444992e-06,1.3398443221568357e-07
1999,5.296406030197431e-06,2.1251435100566596e-07
2000,5.560092816381257e-06,9.41040740887189e-08
2001,5.1190076977292165e-06,8.49955106296818e-08
2002,5.749038820113128e-06,6.396583174250736e-08
2003,6.153295146305027e-06,6.667076690725082e-08
2004,5.981266248511474e-06,5.6381327828702865e-08
2005,5.882797697864817e-06,6.035024324724247e-08
2006,6.603860022380559e-06,5.3532569488368154e-08
2007,7.389787150202665e-06,3.714865864923311e-08
2008,8.06103648542944e-06,4.214865184648531e-08
2009,8.882666094223168e-06,4.291373301157364e-08
2010,1.1456615455429642e-05,2.7870379337713302e-08
2011,1.2645110377462743e-05,1.9119860139582556e-08
2012,1.4487478403601983e-05,1.6340412689608286e-08
2013,1.4833403257696887e-05,2.1755174994808613e-08
2014,1.6890472469555107e-05,2.5768797831671186e-08
2015,1.5244275668457874e-05,2.0392493207954665e-08
2016,1.5063820901772829e-05,1.553505069029626e-08
2017,1.5955014126767253e-05,1.5345229337215827e-08
2018,1.7644840477615276e-05,2.1684321116488547e-08
2019,1.6865345208394444e-05,2.653027209031933e-08
