year,certains_DET airs_NOUN,certains_DET cerfs_NOUN
1931,3.763767875142321e-08,0.0
1932,4.822196164600001e-08,1.0959536611565568e-09
1933,3.900024991843054e-08,0.0
1934,6.47005329312833e-08,0.0
1935,4.308582113310422e-08,0.0
1936,6.062357416070085e-08,0.0
1937,2.5182236296217297e-08,1.2591118148108649e-09
1938,4.6674770715071645e-08,0.0
1939,6.576441879957429e-08,1.070583532936098e-08
1940,3.296517903095264e-08,0.0
1941,6.198155411141215e-08,0.0
1942,3.034211815133858e-08,0.0
1943,3.4838823381733164e-08,5.806470415592457e-09
1944,4.177142187700156e-08,0.0
1945,4.35700817646989e-08,0.0
1946,7.378185173934071e-08,0.0
1947,2.7418003423207438e-08,0.0
1948,4.566192846056083e-08,1.0871887834440486e-09
1949,4.0249735766551e-08,9.817008317369869e-10
1950,3.6160229699433444e-08,0.0
1951,7.462981543859826e-08,5.330700991734716e-09
1952,3.479785237736621e-08,2.1089607837865287e-09
1953,3.986316254867006e-08,0.0
1954,7.03622600184417e-08,1.9545072227344917e-09
1955,4.411235776657918e-08,9.385607846468247e-10
1956,5.1454737137746065e-08,1.744228317335228e-09
1957,4.594219671361088e-08,8.835037701437898e-10
1958,3.8052319517589694e-08,0.0
1959,5.348016118844612e-08,7.750747821333448e-10
1960,3.4604168197560625e-08,0.0
1961,3.335116538494276e-08,4.168895617606694e-09
1962,3.9320128486508565e-08,0.0
1963,4.267595066220764e-08,2.5864212993553792e-09
1964,2.433587364958356e-08,2.4335873316516654e-09
1965,3.228505507379964e-08,0.0
1966,4.2096966801352664e-08,0.0
1967,3.9935716511507735e-08,1.4791006197611978e-09
1968,7.231179299793666e-08,4.4914158503495116e-10
1969,2.725054604191257e-08,9.083515606356229e-10
1970,4.000890863053996e-08,0.0
1971,4.624557869981061e-08,2.0553589941130213e-09
1972,4.771036610229373e-08,2.0520587451500205e-09
1973,4.520827223686297e-08,3.307922269435437e-09
1974,2.1377172254588572e-08,1.6876715580593782e-09
1975,3.25554365687708e-08,1.1422960355389478e-09
1976,2.456816594609279e-08,0.0
1977,1.9393379790955123e-08,3.526069047854463e-09
1978,3.38613705963553e-08,1.7821774056514528e-09
1979,2.984506419778654e-08,6.437170796402825e-09
1980,3.354238775621354e-08,3.97960553399912e-09
1981,3.858585184701724e-08,6.325549528618524e-10
1982,2.110550711975634e-08,3.103751144983846e-09
1983,2.77873914988902e-08,1.2630632095778083e-09
1984,4.291266186839948e-08,1.1598016991243298e-09
1985,3.849957153079231e-08,6.015558051686298e-10
1986,3.596691411367203e-08,5.994485463567401e-10
1987,3.91092271900817e-08,0.0
1988,3.1182079085478875e-08,1.1993107618124554e-09
1989,3.677041826577465e-08,0.0
1990,2.6153524790295535e-08,3.814055737905164e-09
1991,6.09592376576984e-08,3.5168792322792797e-09
1992,3.967159711848467e-08,1.65298330578878e-09
1993,3.54509293032379e-08,1.1078414852150331e-09
1994,2.3209677513236215e-08,2.1099706426497278e-09
1995,3.470368570290816e-08,1.0844901643380922e-09
1996,4.4839973512011966e-08,0.0
1997,3.212579313682795e-08,0.0
1998,4.4343601235397045e-08,0.0
1999,3.244842838867612e-08,9.140402323914998e-10
2000,3.2251629811241855e-08,1.3254094488601709e-09
2001,4.2935875743665974e-08,0.0
2002,3.724038233343663e-08,1.314366449012283e-09
2003,3.625222833036901e-08,1.2500769308587678e-09
2004,4.228599514988218e-08,1.3214374039449694e-09
2005,3.0175122844866564e-08,1.3511248786457486e-09
2006,5.229720256849646e-08,8.235779835885637e-10
2007,3.674921078555826e-08,7.988958938831558e-10
2008,4.129716479894796e-08,2.128719839289417e-09
2009,3.623826394516527e-08,0.0
2010,2.881513760932819e-08,4.723793023408973e-10
2011,2.5620612076338034e-08,3.059177577924288e-09
2012,3.23403994695326e-08,3.404252768568483e-09
2013,2.6775599737405287e-08,8.367375126105969e-10
2014,2.8367331372791682e-08,1.5158116151159362e-09
2015,4.167161793411367e-08,2.2165753260638965e-09
2016,3.3762842743811916e-08,2.0713399884186856e-09
2017,2.414986899346161e-08,2.5156113858670892e-09
2018,4.233605266357188e-08,2.0651733656507076e-09
2019,2.8826161957429264e-08,2.8060865853163364e-09
