year,quelles_DET ombres_NOUN,quelles_DET sombres_ADJ
1873,8.979006427267677e-09,0.0
1874,5.974609140757536e-09,0.0
1875,6.293679799540541e-09,2.8607636259891933e-09
1876,7.859819239897092e-09,5.441413319928756e-09
1877,8.040260901509555e-09,6.184815992682502e-10
1878,1.3285995414946683e-08,6.039088673581716e-10
1879,7.331190321480108e-09,6.109325489944695e-09
1880,1.2193908105473383e-08,0.0
1881,6.972507515801141e-09,4.183504487276224e-09
1882,5.324308105514319e-09,3.9932310791357395e-09
1883,6.951272890631799e-09,6.319338941018771e-10
1884,8.582206056928499e-09,0.0
1885,2.5782542767416317e-09,0.0
1886,1.097088864199236e-08,6.453463874400711e-10
1887,7.834709769838355e-09,3.264462256069578e-09
1888,4.4384300679212174e-09,1.9021844099853524e-09
1889,8.771191772893872e-09,6.265136742733546e-10
1890,1.3108773178061028e-08,1.9663159989136147e-09
1891,3.824531802365527e-09,0.0
1892,1.3163875767219224e-08,6.268512375839919e-10
1893,6.774258043407144e-09,2.463366621796581e-09
1894,5.671385361338821e-09,1.2603078580752936e-09
1895,7.824198844375019e-09,3.611168697403855e-09
1896,7.076434938024789e-09,5.89702897624278e-10
1897,2.2724182091593548e-08,1.1653427112179315e-09
1898,1.1882545170038838e-08,2.8291774478717002e-09
1899,5.527578395003729e-09,5.527578395003729e-10
1900,6.229263660451068e-09,1.5573159428683425e-09
1901,2.235495566438317e-08,2.235495566438317e-09
1902,1.718599307309887e-08,1.4730852093691738e-09
1903,1.9440792087266345e-08,1.0800440541913758e-09
1904,4.837162670412454e-09,0.0
1905,4.128607289377584e-09,2.0643036724443675e-09
1906,8.745113966313056e-09,5.144184522798412e-10
1907,3.599990305858114e-09,4.628559091557349e-09
1908,1.96455567369469e-08,0.0
1909,6.051082079849834e-09,1.1001967115120692e-09
1910,1.7101281835074644e-08,0.0
1911,7.4485237977484076e-09,1.0640748282497725e-09
1912,1.0418842122383865e-08,1.5628263128064646e-09
1913,1.1136278343926165e-08,5.30298971401777e-10
1914,8.036092236096692e-09,2.0090231700464756e-09
1915,1.0602685618366081e-08,1.1780761921542648e-09
1916,4.394984820521586e-09,1.0987462051303964e-09
1917,1.5352993543160665e-08,3.289927441585405e-09
1918,1.378365155346728e-08,8.040463406189247e-09
1919,1.1049418380260079e-08,0.0
1920,2.1959472018551196e-08,1.514446346106979e-09
1921,8.330022227553968e-09,7.572747429129834e-10
1922,1.2542490157585462e-08,7.377935484775833e-10
1923,4.246379248229459e-09,0.0
1924,1.804827443052659e-08,0.0
1925,1.8696902248649394e-08,1.0998177923937646e-09
1926,1.671920824009021e-08,1.1146138456652466e-09
1927,1.7838759802657478e-08,0.0
1928,2.399468712610542e-08,1.1426041224282812e-09
1929,1.4482528509773829e-08,1.1140406375176326e-09
1930,1.0503603764533409e-08,1.0503603542488804e-09
1931,5.7026783295555106e-09,0.0
1932,3.287861094491973e-09,0.0
1933,1.1470662419910127e-08,2.2941324395731044e-09
1934,7.188948103475923e-09,0.0
1935,1.555876938397205e-08,0.0
1936,7.274828739411987e-09,0.0
1937,1.1332006222275481e-08,3.777335333410292e-09
1938,2.5930428915188486e-09,0.0
1939,3.058810094103137e-09,0.0
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,1.1806010835613279e-08,1.7709015143196893e-08
1942,2.4273694831933312e-08,0.0
1943,5.806470415592457e-09,0.0
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,1.3071024262956144e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,1.7881306435540978e-08,1.1920870957027319e-09
1948,6.523132700664291e-09,0.0
1949,6.8719057111366055e-09,1.9634016634739737e-09
1950,1.4889506072535141e-08,0.0
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,9.490323416017077e-09,0.0
1953,2.0470272588113403e-08,0.0
1954,1.2704297169818801e-08,1.9545072227344917e-09
1955,1.8771215692936494e-08,0.0
1956,1.2209597777257386e-08,8.72114158667614e-10
1957,1.1485549400447326e-08,0.0
1958,1.7371711180658167e-08,3.3088973783179654e-09
1959,7.750747821333448e-09,0.0
1960,9.689166913240399e-09,3.4604167309382206e-09
1961,1.3896318928896534e-08,6.948159270159238e-10
1962,6.976151878390624e-09,2.536782617301725e-09
1963,1.0345684753332307e-08,1.2932106496776896e-09
1964,9.125952438182594e-09,0.0
1965,7.660860668057268e-09,1.0944086747954884e-09
1966,1.273987182415226e-08,1.1078149508847446e-09
1967,8.381570326676524e-09,0.0
1968,1.1677680822330672e-08,1.7965663401398047e-09
1969,1.2716921959921024e-08,0.0
1970,7.817832714529516e-09,9.197450023812337e-10
1971,6.166076871316761e-09,1.0276794970565106e-09
1972,5.643161493651405e-09,2.0520587451500205e-09
1973,2.756601946707349e-09,2.7566018911961976e-09
1974,7.313243122197832e-09,0.0
1975,2.8557400888473694e-09,0.0
1976,3.4281161798155324e-09,1.142705374768127e-09
1977,7.052138095708926e-09,5.876781838942691e-10
1978,2.9702956760857546e-09,2.3762365408686037e-09
1979,8.777959914496591e-09,1.7555920051037788e-09
1980,4.548120546843393e-09,1.7055452605774235e-09
1981,5.060439622894819e-09,0.0
1982,4.966001831974154e-09,6.207502289967692e-10
1983,5.052252727288931e-09,0.0
1984,5.219107812592938e-09,0.0
1985,3.6093347199894765e-09,6.015558051686298e-10
1986,3.596691222629289e-09,5.994485463567401e-10
1987,6.110817019067127e-09,0.0
1988,4.797242936227519e-09,1.1993107618124554e-09
1989,6.036934285802431e-09,5.488122178931576e-10
1990,3.8140557934163155e-09,1.634595292454577e-09
1991,2.930732601047481e-09,0.0
1992,2.2039776670368383e-09,5.509944167592096e-10
1993,3.877445142741465e-09,1.6617622278225497e-09
1994,3.6924485691258724e-09,2.1099706426497278e-09
1995,2.7112254108452305e-09,1.6267352465071383e-09
1996,6.4057108506432314e-09,1.067618438099771e-09
1997,8.630809955612051e-09,9.58978896292706e-10
1998,6.198567881199324e-09,0.0
1999,4.113180962495022e-09,0.0
2000,7.068850282898609e-09,2.2090157481002848e-09
2001,6.133696439647451e-09,8.762423564512289e-10
2002,5.6955877791864395e-09,8.76244299341522e-10
2003,4.583615098585625e-09,0.0
2004,5.285749532513151e-09,8.809582507929292e-10
2005,1.3511248786457486e-09,1.3511248786457486e-09
2006,5.7650459961422484e-09,2.058944903460258e-09
2007,3.5950314392074745e-09,1.5977918155218873e-09
2008,4.6831836186811415e-09,0.0
2009,2.860915504498962e-09,9.53638501499654e-10
2010,7.558068837454357e-09,4.723793023408973e-10
2011,6.500752380844688e-09,1.5295887612065684e-09
2012,8.510631754887754e-09,1.3617011129785084e-09
2013,8.088462566391286e-09,2.2313000336282585e-09
2014,1.4508483303643516e-08,1.2992670966882613e-09
2015,1.1969507496267795e-08,2.438232948875907e-09
2016,9.32103016992869e-09,3.1070102046726333e-09
2017,1.0062445321423752e-08,1.7609279590047322e-09
2018,6.711813327342497e-09,2.323320036357046e-09
2019,6.3774696634766315e-09,2.2958890344426663e-09
