year,sois_VERB en_PRON,sois_VERB sans_ADP
1902,9.820567692386817e-10,3.1425816615637814e-08
1903,1.0800440541913758e-09,3.6181475593366486e-08
1904,2.1498500757388683e-09,4.998401337275027e-08
1905,5.160759042333041e-10,5.1091515018697464e-08
1906,3.600929110447737e-09,3.0865106026567446e-08
1907,1.028568674676933e-09,3.651418722938615e-08
1908,5.893666887857307e-09,4.4202501214840595e-08
1909,1.1001967115120692e-09,4.510806661528477e-08
1910,2.137660271017694e-09,9.40570501484217e-08
1911,2.128149656499545e-09,3.511446777793026e-08
1912,5.2094213387476884e-09,4.115442919783163e-08
1913,4.772690687104841e-09,4.030272293675807e-08
1914,6.696743715117748e-10,5.558297289098846e-08
1915,3.534228465440492e-09,4.2410743361642744e-08
1916,1.0987462051303964e-09,6.372727767711694e-08
1917,0.0,4.1672411299487067e-08
1918,1.1486376294556067e-09,3.9053681177847466e-08
1919,7.366278698128781e-09,5.340552178267899e-08
1920,3.028892692213958e-09,4.0890050456710014e-08
1921,7.572747429129834e-10,4.543648302046677e-08
1922,7.377935484775833e-10,5.3858929760508545e-08
1923,2.1231896241147297e-09,3.927900849021171e-08
1924,1.289162443462999e-09,5.9301473953610184e-08
1925,4.399271169575059e-09,4.179307566687385e-08
1926,1.1146138456652466e-09,6.464760105018286e-08
1927,1.1149224876660924e-09,3.9022285847067906e-08
1928,0.0,3.7705934374798744e-08
1929,1.1140406375176326e-09,5.3473950600846365e-08
1930,2.100720708497761e-09,4.8316575629314684e-08
1931,5.7026783295555106e-09,5.018356930008849e-08
1932,5.4797681947604815e-09,2.9590749406338546e-08
1933,9.176529758292418e-09,3.555905436769535e-08
1934,2.3963160344919743e-09,2.995395220750652e-08
1935,5.98414207075848e-09,3.351119559624749e-08
1936,0.0,3.031178508194898e-08
1937,6.295559185076627e-09,5.666003133342201e-08
1938,1.2965214457594243e-09,3.5006078036303734e-08
1939,1.5294050470515685e-09,2.2941076593951948e-08
1940,0.0,2.5357829613881222e-08
1941,0.0,5.9030050181263505e-08
1942,0.0,6.978687139280737e-08
1943,2.9032352077962287e-09,6.096794180621146e-08
1944,0.0,6.42637232317611e-08
1945,2.178504043826024e-09,6.971212940243277e-08
1946,5.568441707737293e-09,4.1763314584386535e-08
1947,0.0,5.602809238780537e-08
1948,1.0871887834440486e-09,4.566192757238241e-08
1949,0.0,4.22131343214005e-08
1950,0.0,6.7002780212988e-08
1951,0.0,2.6653504292539765e-08
1952,2.1089607837865287e-09,5.2724018928529404e-08
1953,2.1547654771580937e-09,3.770839640537815e-08
1954,0.0,2.8340354063516315e-08
1955,2.815682353940474e-09,3.0972504561077585e-08
1956,3.488456634670456e-09,5.05826207586324e-08
1957,3.534015080575159e-09,5.212672249399475e-08
1958,1.6544486891589827e-09,5.21151335419745e-08
1959,2.325224457422337e-09,2.712761748568937e-08
1960,4.844583401109048e-09,4.775375117560543e-08
1961,0.0,4.58578526263409e-08
1962,5.0735651235811474e-09,4.3759499135376245e-08
1963,2.5864212993553792e-09,5.6254663149957196e-08
1964,5.475571551727398e-09,3.8937397306426647e-08
1965,7.1136563306595235e-09,4.322914293197755e-08
1966,2.215629901769489e-09,5.3729024784843205e-08
1967,3.944268467392931e-09,4.683818843886911e-08
1968,4.4914158503495116e-10,4.2668450106475575e-08
1969,4.541757636644661e-09,4.3146698658347304e-08
1970,4.1388523719376735e-09,4.690699384468644e-08
1971,3.083038491169532e-09,3.494110245583215e-08
1972,6.156176013405457e-09,4.052816038324636e-08
1973,6.064523994098181e-09,3.418186267367673e-08
1974,5.625571564138454e-09,2.193973003272731e-08
1975,3.4268881066168433e-09,3.8838066984681063e-08
1976,5.713526873840635e-10,2.6853577139718254e-08
1977,2.3507127355770763e-09,3.349765620441758e-08
1978,3.5643548113029055e-09,3.6237608469491533e-08
1979,1.1703946700691858e-09,3.3941446986318624e-08
1980,5.6851505725319385e-09,3.524793257270176e-08
1981,2.5302198114474095e-09,2.909752794266751e-08
1982,2.483000915987077e-09,3.3520510811513304e-08
1983,3.157658134966823e-09,3.915495838668903e-08
1984,2.3196033982486597e-09,3.885335786435462e-08
1985,3.0077789148208467e-09,3.609334697785016e-08
1986,4.7955883708539204e-09,3.11713250766843e-08
1987,6.110816852533674e-10,2.9331921780340053e-08
1988,1.798966087207532e-09,3.657897806874644e-08
1989,0.0,2.9635859988275115e-08
1990,5.44865097484859e-10,3.105731138930423e-08
1991,2.344586080837985e-09,3.3996499837485317e-08
1992,4.958949695321735e-09,4.848750734254281e-08
1993,2.7696036575264316e-09,3.37891670199042e-08
1994,3.6924485691258724e-09,4.167192102499939e-08
1995,2.7112254663563817e-09,2.8196744494835002e-08
1996,3.2028553142993132e-09,4.110330920070737e-08
1997,5.274384040632185e-09,3.308477047880842e-08
1998,3.337690568372409e-09,3.9575471788566574e-08
1999,1.8280804647829996e-09,3.519054914136177e-08
2000,2.2090156370779823e-09,3.401884285381129e-08
2001,1.3143635069212678e-09,3.592593600387772e-08
2002,3.9430991805033955e-09,4.819343502049378e-08
2003,4.166922806803086e-09,5.250322843153299e-08
2004,3.523833003171717e-09,3.876216325693349e-08
2005,3.1526248278623825e-09,3.2426996199319547e-08
2006,4.117890028965121e-09,4.406142295465543e-08
2007,5.592271090648637e-09,5.23276817432361e-08
2008,4.6831836186811415e-09,4.598035019398594e-08
2009,6.675469510497578e-09,6.103286409597786e-08
2010,1.0864724231396394e-08,6.471596236679034e-08
2011,1.1089518636708817e-08,6.883149694658641e-08
2012,1.1574459612972987e-08,8.136164098004883e-08
2013,1.3945625099154313e-08,8.004789009419255e-08
2014,1.9489005964601347e-08,9.02990606732601e-08
2015,1.8619234154471087e-08,9.597771111202746e-08
2016,2.278474120487317e-08,1.0315273613059617e-07
2017,1.9873329648589788e-08,7.16949202228534e-08
2018,2.452393310647949e-08,9.396539013550864e-08
2019,3.290774230890747e-08,1.0076401935066315e-07
