year,ses_DET antennes_NOUN,ses_DET centaines_NOUN
1903,3.364337244349258e-07,2.970121215639665e-08
1904,2.4078320315368273e-07,2.8485512615361586e-08
1905,2.1675187333869417e-07,2.0126959654476195e-08
1906,2.2685854350612544e-07,2.2634411678268407e-08
1907,1.9439948140131946e-07,2.211422572839794e-08
1908,1.9792898164894268e-07,2.7503779254089977e-08
1909,2.1783894688098826e-07,4.01571786379229e-08
1910,2.5438157003065953e-07,3.847788576649691e-08
1911,3.3731172699447143e-07,8.51259862599818e-09
1912,2.7245273503950784e-07,3.0735584743979416e-08
1913,2.810584565082763e-07,2.1211959078115683e-08
1914,2.846116201604687e-07,2.343860217024485e-08
1915,2.1912217063047024e-07,1.0602685840410686e-08
1916,3.406113151527279e-07,2.746865512825991e-08
1917,3.103497974166203e-07,2.7416060977003553e-08
1918,1.9641703641326558e-07,2.756730310693456e-08
1919,3.591060924179601e-07,3.867296449744373e-08
1920,2.5291254113213313e-07,5.149117532354808e-08
1921,2.7716256578713683e-07,5.83101567031008e-08
1922,2.796237446034411e-07,4.131644004701229e-08
1923,2.6539871367248224e-07,3.927900982247934e-08
1924,3.5967633404965227e-07,3.738571052736006e-08
1925,2.804535252920459e-07,3.739380360912037e-08
1926,2.1177663445115513e-07,4.124071395494866e-08
1927,2.10720343396531e-07,3.0102906833917586e-08
1928,2.3080603117620058e-07,2.2852082892654835e-08
1929,3.35326232114852e-07,3.4535258208734376e-08
1930,2.2267638932760292e-07,3.361153133596417e-08
1931,2.0871803307898062e-07,3.649714130915527e-08
1932,2.1151905560401474e-07,2.191907289006423e-08
1933,2.053248466804547e-07,3.3264919485631594e-08
1934,3.019358274514161e-07,3.9539214569117576e-08
1935,3.291278076744675e-07,4.188899449530936e-08
1936,4.255774754824415e-07,3.516167268458048e-08
1937,2.807819361461128e-07,3.021868266728234e-08
1938,2.2559473578098732e-07,5.186085871855539e-08
1939,3.3799850740479087e-07,4.282334131744392e-08
1940,3.321875601258739e-07,5.325144059042941e-08
1941,5.22415946946353e-07,2.6563522936839945e-08
1942,5.188502143482765e-07,4.247896612241675e-08
1943,3.1935586353171175e-07,1.1612940831184915e-08
1944,4.4663288889523756e-07,3.213186161588055e-08
1945,2.657775013403807e-07,5.664110380720899e-08
1946,1.9071912404911018e-07,4.5939643200654245e-08
1947,2.396095108991858e-07,3.933887415819015e-08
1948,2.837562727009413e-07,3.261566461354448e-08
1949,3.1316255721947073e-07,5.595694796411976e-08
1950,2.3504149204711666e-07,4.4668516441248585e-08
1951,2.569397761220671e-07,4.157946520422229e-08
1952,3.353247670645487e-07,4.323369695580226e-08
1953,2.4672065279673916e-07,5.279175341321718e-08
1954,2.9513059018881904e-07,3.615838295445428e-08
1955,2.8344536318059e-07,4.223523575319632e-08
1956,3.252985791846186e-07,4.883839221925257e-08
1957,1.9702134590460219e-07,4.682569854086438e-08
1958,2.481673169185683e-07,4.6324561964183886e-08
1959,2.6507556416532907e-07,4.72795603778664e-08
1960,2.3115583314137211e-07,5.3290415857887297e-08
1961,2.174773809926478e-07,3.474079546261777e-08
1962,2.2767622986918923e-07,4.9467259843893885e-08
1963,3.0196469680277005e-07,3.4916688207431434e-08
1964,1.5757477767053274e-07,3.2853429976498205e-08
1965,1.7619979253424845e-07,3.009623894545399e-08
1966,2.0993093219345837e-07,5.760637900031895e-08
1967,1.8439454940732958e-07,5.3247622977536935e-08
1968,1.7022466280991466e-07,4.177016899031827e-08
1969,1.925705239713693e-07,3.951329219376021e-08
1970,1.549770369813075e-07,4.7366869204701345e-08
1971,1.7676087882279035e-07,4.00794997190701e-08
1972,2.1033601971254257e-07,3.591102809563651e-08
1973,1.571263115174304e-07,3.748978727458052e-08
1974,1.5582834089755693e-07,3.7691329168865195e-08
1975,1.9304803711150953e-07,3.369773393657738e-08
1976,1.776906815020851e-07,4.1137393935741784e-08
1977,1.874693413839168e-07,3.761140521252315e-08
1978,1.2118806314020958e-07,4.7524729485104444e-08
1979,1.6970723226705786e-07,3.394144487689488e-08
1980,1.8192482809098465e-07,4.43441763309238e-08
1981,1.4612019305637602e-07,4.1748625501103476e-08
1982,1.9367406522974306e-07,4.1590266564028866e-08
1983,1.4398920988867303e-07,7.578378935502172e-08
1984,1.5483352688860919e-07,7.016800351866692e-08
1985,1.708418500001585e-07,6.13586899067542e-08
1986,1.3667426879138134e-07,4.915478024614117e-08
1987,1.6010340697647507e-07,3.910922785621551e-08
1988,1.0793797056152243e-07,6.116484735363414e-08
1989,1.267756226663863e-07,6.3113404280557e-08
1990,1.6019034188019532e-07,5.067245428813649e-08
1991,1.600179952987446e-07,6.447611566873235e-08
1992,1.316876634405162e-07,6.060938573249075e-08
1993,1.7005366537148348e-07,5.428423455189346e-08
1994,1.3029068623993112e-07,5.063929364723663e-08
1995,1.2417412609266876e-07,5.585124274176678e-08
1996,1.4946657600489743e-07,6.672615127101267e-08
1997,1.328185832427664e-07,6.281311670797152e-08
1998,1.3064674220242267e-07,5.5787111818972335e-08
1999,1.0922780568911605e-07,6.626791981823033e-08
2000,1.219376684069573e-07,6.361965554368965e-08
2001,1.3537944054675677e-07,5.476514583491188e-08
2002,1.2048359332439418e-07,6.659456780466755e-08
2003,1.1792391907405886e-07,5.8336920627510835e-08
2004,1.198103192212585e-07,5.3297972479882105e-08
2005,1.5132598107925332e-07,6.12509960529195e-08
2006,1.5483266269100682e-07,6.053298018393605e-08
2007,1.2263052084904302e-07,6.670780694495448e-08
2008,1.5880249826238924e-07,9.06834681790869e-08
2009,1.583039876962289e-07,7.819835534661479e-08
2010,2.1446020959103862e-07,9.447586402089314e-08
2011,1.456933276244854e-07,9.48345036944076e-08
2012,1.9914878990334728e-07,1.1744671701841014e-07
2013,1.7794618223376801e-07,9.817720103555416e-08
2014,1.875275597029713e-07,1.0870535072093901e-07
2015,1.8464073470170206e-07,1.0196246935656461e-07
2016,1.7399256968531063e-07,8.471780699181863e-08
2017,1.7081001413288277e-07,9.634791098278583e-08
2018,1.6753718679041185e-07,1.1616600104069619e-07
2019,1.775487490363048e-07,9.642733378445456e-08
