year,nos_DET orties_NOUN,nos_DET sorties_NOUN
1887,3.264462256069578e-09,1.3057849024278312e-08
1888,1.9021844099853524e-09,1.0779044767872392e-08
1889,6.891650583540354e-09,1.0024218788373673e-08
1890,5.898947996740844e-09,9.831579994568074e-09
1891,0.0,9.561330172047633e-09
1892,1.2537024751679837e-09,6.8953633913793055e-09
1893,0.0,2.7712873829077722e-08
1894,6.301539290376468e-10,2.0164925063070882e-08
1895,0.0,1.9861427169587387e-08
1896,5.307326134129653e-09,3.1254252741419464e-08
1897,0.0,2.5637540090883704e-08
1898,0.0,2.546259647573379e-08
1899,3.3165470370022376e-09,1.879376654301268e-08
1900,0.0,3.633737133412751e-08
1901,0.0,2.9061441697564305e-08
1902,4.910283846193408e-10,1.3257766884322564e-08
1903,2.1600881083827517e-09,3.51014310950859e-08
1904,0.0,2.20359632763234e-08
1905,0.0,1.4450125374043665e-08
1906,0.0,2.572092228092515e-08
1907,0.0,1.9542805318462086e-08
1908,0.0,2.062783344136676e-08
1909,0.0,1.2597252130319703e-07
1910,0.0,5.611358311341519e-08
1911,5.320374141248863e-10,4.8947440767221906e-08
1912,5.209421227725386e-10,8.335074319631985e-08
1913,5.30298971401777e-10,4.083302140855949e-08
1914,0.0,1.4063162190325329e-08
1915,0.0,3.769843803791417e-08
1916,0.0,4.175235646108888e-08
1917,0.0,3.94791266344896e-08
1918,0.0,4.709414191950145e-08
1919,0.0,2.7623544562871416e-08
1920,1.514446346106979e-09,1.817335615328375e-08
1921,3.786373770076068e-09,2.6504616723599383e-08
1922,2.2133805899215986e-09,2.951174149501412e-08
1923,0.0,3.290944050604594e-08
1924,2.578324886925998e-09,3.6096547750830155e-08
1925,0.0,2.4195991876752032e-08
1926,0.0,2.3406890314880968e-08
1927,0.0,3.34476758512281e-08
1928,4.570416489713125e-09,1.599645738092903e-08
1929,1.1140406375176326e-09,2.5622934884950155e-08
1930,1.0503603542488804e-09,2.5208648724017735e-08
1931,1.1405356659111021e-09,4.676196141417677e-08
1932,0.0,3.1782654730250215e-08
1933,0.0,4.014731880275235e-08
1934,0.0,3.474658072377679e-08
1935,0.0,4.906996498021954e-08
1936,0.0,2.667437204451062e-08
1937,0.0,5.9178256517355976e-08
1938,0.0,4.797129449229942e-08
1939,0.0,1.988226472349197e-08
1940,0.0,3.296517903095264e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,6.675265740163638e-08
1943,0.0,3.483882360377777e-08
1944,0.0,3.213186161588055e-08
1945,0.0,4.35700817646989e-08
1946,2.7842208538686464e-09,2.7842209426864883e-08
1947,0.0,4.768348449424309e-08
1948,1.0871887834440486e-09,4.1313174659052265e-08
1949,1.9634016634739737e-09,3.043272522873508e-08
1950,0.0,3.4033158291535415e-08
1951,0.0,5.543929093576594e-08
1952,0.0,1.8980646387944944e-08
1953,0.0,3.4476246080217265e-08
1954,9.772536113672459e-10,5.6680709237255655e-08
1955,0.0,3.566531070475776e-08
1956,0.0,4.6222050631428147e-08
1957,0.0,3.180613605824334e-08
1958,0.0,3.226174971615592e-08
1959,7.750747821333448e-10,2.7902692822934227e-08
1960,2.7683333958528067e-09,4.636958295112237e-08
1961,6.948159270159238e-10,3.474079601772928e-08
1962,0.0,4.8833063481801275e-08
1963,0.0,3.6856504959104086e-08
1964,6.083968329129164e-10,3.589541280879516e-08
1965,5.472043373977442e-10,3.77570993359555e-08
1966,0.0,4.3204782418371224e-08
1967,4.930335584241163e-10,3.7470548663876e-08
1968,0.0,3.45839012982907e-08
1969,9.083515606356229e-10,3.996746955614583e-08
1970,0.0,4.414775878203159e-08
1971,5.138397485282553e-10,4.367638029023624e-08
1972,1.0260293725750103e-09,2.9754851360586088e-08
1973,0.0,3.1976581604808985e-08
1974,2.812785782069227e-09,3.76913293909098e-08
1975,0.0,2.8557400888473694e-08
1976,5.713526873840635e-10,4.342280307545465e-08
1977,1.1753563677885381e-09,3.349765798077442e-08
1978,0.0,4.3366315871651295e-08
1979,0.0,2.9259866751729646e-08
1980,0.0,5.287190085745408e-08
1981,6.325549528618524e-10,4.8706732425074506e-08
1982,0.0,4.5935516057582504e-08
1983,0.0,4.67333385323343e-08
1984,1.1598016991243298e-09,3.595385278387653e-08
1985,0.0,3.0077790924565306e-08
1986,1.1988970927134801e-09,2.8773529558989708e-08
1987,6.110816852533674e-10,3.727598141267663e-08
1988,0.0,4.197587655241364e-08
1989,0.0,3.018467120696755e-08
1990,0.0,4.631353345274647e-08
1991,0.0,3.575493634500049e-08
1992,0.0,4.077358783938223e-08
1993,0.0,4.3205819366676224e-08
1994,2.1099706426497278e-09,3.745197907356612e-08
1995,0.0,4.175287005026007e-08
1996,3.2028553142993132e-09,4.750902071748442e-08
1997,4.79489448146353e-10,4.50720090139356e-08
1998,9.536258449571733e-10,5.0065355416961665e-08
1999,9.140402323914998e-10,4.478797133167234e-08
2000,1.3254094488601709e-09,4.550572496597738e-08
2001,0.0,4.205963444192662e-08
2002,0.0,5.126029156699019e-08
2003,0.0,4.291930588706805e-08
2004,4.404791253964646e-10,5.285749526962036e-08
2005,0.0,6.215174552792746e-08
2006,4.1178899179428186e-10,6.218013659520238e-08
2007,3.994479469415779e-10,6.231387805755162e-08
2008,4.257439678578834e-10,6.599031543430556e-08
2009,0.0,8.678110052784405e-08
2010,0.0,8.69177911866359e-08
2011,3.82397197240536e-10,9.17753255613718e-08
2012,6.808505426114664e-10,7.829781178969597e-08
2013,8.367375126105969e-10,1.0319762600019544e-07
2014,8.661780737106994e-10,1.0762262192542948e-07
2015,4.433150790905671e-10,1.0307075370974417e-07
2016,4.1426800878596737e-10,1.1806638333666797e-07
2017,0.0,1.4741481990654393e-07
2018,0.0,1.4843433415734353e-07
2019,2.55098775436835e-10,1.2831468687579672e-07
