year,mêmes_ADJ âges_NOUN,mêmes_ADJ ages_NOUN
1894,1.071261657159539e-08,1.2603078580752936e-09
1895,2.347259631108045e-08,6.018614495673091e-10
1896,1.47425724961181e-08,0.0
1897,1.7480140002135158e-08,0.0
1898,1.640922953072277e-08,1.13167097914868e-09
1899,1.5477219506010442e-08,0.0
1900,1.2977633190303095e-08,0.0
1901,1.7883964531506535e-08,0.0
1902,1.8659077838378835e-08,1.9641135939885146e-09
1903,2.5381035939631147e-08,0.0
1904,3.33226779503093e-08,5.374625189347171e-10
1905,2.6835946798087207e-08,0.0
1906,2.8807432883581896e-08,1.5432553568395235e-09
1907,1.7999951751335175e-08,0.0
1908,1.2278472460991452e-08,4.911389073214423e-10
1909,2.3654228797909127e-08,5.500983557560346e-10
1910,1.9238942883248455e-08,5.344150677544235e-10
1911,1.9685383989553884e-08,5.320374141248863e-10
1912,1.719108944087111e-08,1.0418842455450772e-09
1913,1.4318072061314524e-08,0.0
1914,3.0135346662518714e-08,0.0
1915,1.4136913861761968e-08,0.0
1916,8.789969641043172e-09,0.0
1917,1.2063066989753679e-08,1.0966424435210342e-09
1918,1.378365155346728e-08,0.0
1919,1.8415697411455767e-08,0.0
1920,1.8930579770426448e-08,0.0
1921,2.7261890522822796e-08,1.5145494858259667e-09
1922,2.4347187377316004e-08,0.0
1923,1.5923921736771263e-08,1.0615948120573648e-09
1924,3.738571052736006e-08,0.0
1925,1.0998178368026856e-08,0.0
1926,5.57306911730393e-09,0.0
1927,2.6758140592164636e-08,1.1149224876660924e-09
1928,2.6279895593006586e-08,1.1426041224282812e-09
1929,1.893869061575515e-08,0.0
1930,2.4158287814657342e-08,0.0
1931,1.9389105432310316e-08,0.0
1932,3.835837958376942e-08,0.0
1933,5.5059178549754506e-08,2.2941324395731044e-09
1934,1.7972370258689807e-08,0.0
1935,4.308582290946106e-08,1.196828414151696e-09
1936,3.273672888326473e-08,2.424942913137329e-09
1937,3.5255130370615007e-08,0.0
1938,2.3337385357535823e-08,0.0
1939,4.282334131744392e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,2.066051862925633e-08,0.0
1942,3.034211770724937e-09,0.0
1943,3.774205836748479e-08,0.0
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,1.9606536838523425e-08,0.0
1946,2.0881657292193267e-08,0.0
1947,3.099426493236024e-08,0.0
1948,3.587722829934137e-08,1.0871887834440486e-09
1949,2.4542520904446974e-08,0.0
1950,2.9779013033248702e-08,0.0
1951,2.8785784422780125e-08,0.0
1952,4.5342655852209646e-08,0.0
1953,1.508335856215126e-08,0.0
1954,2.052232517257835e-08,0.0
1955,3.191106756617046e-08,0.0
1956,3.8373023869553435e-08,0.0
1957,3.799066305987253e-08,0.0
1958,3.4743422361316334e-08,0.0
1959,4.650448559573306e-08,0.0
1960,2.2146666722733244e-08,0.0
1961,4.307858603169734e-08,0.0
1962,2.6002021868976044e-08,0.0
1963,4.396916253313066e-08,0.0
1964,2.494427064902993e-08,0.0
1965,4.268193976031398e-08,5.472043373977442e-10
1966,5.1513396215341345e-08,5.539074754423723e-10
1967,3.845661922241561e-08,0.0
1968,4.311759127517689e-08,0.0
1969,8.175164367685284e-08,0.0
1970,3.724967356788511e-08,0.0
1971,4.059333846839763e-08,0.0
1972,4.360624927812751e-08,5.130146862875051e-10
1973,4.6310912438229934e-08,5.513203782392395e-10
1974,5.231781585735007e-08,5.625571675160757e-10
1975,5.483020970586949e-08,5.711480177694739e-10
1976,5.770662170334617e-08,0.0
1977,5.7592462354705276e-08,0.0
1978,4.633661276898238e-08,1.1881182704343018e-09
1979,5.325295759917026e-08,5.851973350345929e-10
1980,4.8892296433677984e-08,0.0
1981,5.8827609450418095e-08,0.0
1982,7.076552321905183e-08,1.2415004579935385e-09
1983,6.44162270191373e-08,0.0
1984,5.277097869793579e-08,0.0
1985,4.571824163690508e-08,1.8046674155058895e-09
1986,6.23426501533686e-08,0.0
1987,7.332980089813645e-08,1.2221633705067347e-09
1988,4.9771397669928774e-08,0.0
1989,3.786804469996241e-08,1.0976244357863152e-09
1990,5.0127589190651634e-08,0.0
1991,4.6305576262284376e-08,0.0
1992,3.7467621893938485e-08,0.0
1993,4.3205819366676224e-08,5.539207426075166e-10
1994,5.907917710601396e-08,0.0
1995,3.958389171998533e-08,0.0
1996,4.163711864180186e-08,0.0
1997,4.267456077400311e-08,0.0
1998,4.482041404685333e-08,0.0
1999,5.94126134956241e-08,0.0
2000,3.799507197754792e-08,0.0
2001,3.1982846593336944e-08,0.0
2002,3.4611648658255945e-08,0.0
2003,3.83356919542166e-08,0.0
2004,2.95121012072741e-08,0.0
2005,4.2785622156316094e-08,0.0
2006,4.364963146485934e-08,0.0
2007,4.673540843214141e-08,7.988958938831558e-10
2008,2.4693150635357597e-08,0.0
2009,2.384096298158056e-08,0.0
2010,3.117703428756613e-08,0.0
2011,2.600300952337875e-08,0.0
2012,2.4851045665741367e-08,0.0
2013,2.1755175438897822e-08,0.0
2014,1.7323561252169384e-08,0.0
2015,1.8397575018980206e-08,0.0
2016,2.278474120487317e-08,0.0
2017,1.509366853724714e-08,0.0
2018,2.090988004965766e-08,0.0
2019,1.989770481714004e-08,0.0
