year,ses_DET ailes_NOUN,ses_DET selles_NOUN
1961,1.425067452487383e-06,3.335116316449671e-08
1962,1.277270062161051e-06,3.1709782577493684e-08
1963,1.3636906572855878e-06,2.7804029745226444e-08
1964,1.3183959666207556e-06,2.8594651924063186e-08
1965,1.3411977874966396e-06,1.915215230852141e-08
1966,1.313868480679048e-06,1.8832854165040658e-08
1967,1.3548562556309207e-06,4.6838188660913715e-08
1968,1.5832241402335967e-06,2.2007937222623397e-08
1969,1.2567043512490272e-06,1.3625273354023193e-08
1970,1.1712952883158323e-06,2.1614006945336328e-08
1971,1.4223084718878454e-06,4.162101818749875e-08
1972,1.2543208995907662e-06,3.3345954608687833e-08
1973,1.2244825313700858e-06,2.260413545229767e-08
1974,8.826522233107426e-07,1.8564387360697765e-08
1975,9.635267339547227e-07,3.7695768728696066e-08
1976,1.0718576710644356e-06,1.4855169427896442e-08
1977,9.109011820385149e-07,2.5857839980325537e-08
1978,1.194058874887105e-06,3.207919185843622e-08
1979,1.1434755506911642e-06,3.160065709106874e-08
1980,1.011388274463343e-06,2.103505747363954e-08
1981,1.1069711476352495e-06,2.0874313833019187e-08
1982,1.1185919497336272e-06,1.3035754919954456e-08
1983,1.0395010541230931e-06,4.294414912564548e-08
1984,1.0739763887102072e-06,2.029652917956426e-08
1985,1.0436993420626095e-06,2.4062232428789798e-08
1986,1.264236971110222e-06,2.337849314137941e-08
1987,1.1250014289032606e-06,2.7498676058446136e-08
1988,1.023611684303205e-06,1.619069489589009e-08
1989,1.0789648143827435e-06,1.5366742212030715e-08
1990,1.071204827951533e-06,3.214704080711783e-08
1991,9.99379818011903e-07,1.64121027879105e-08
1992,1.0689291904952825e-06,2.2039776226279173e-08
1993,1.069067046444161e-06,2.437251223064152e-08
1994,1.1341091763483746e-06,1.6879765141197822e-08
1995,1.121362807054993e-06,2.819674393972349e-08
1996,1.0265151821897689e-06,1.3345230476247139e-08
1997,1.1148129317462008e-06,1.8220598585472203e-08
1998,1.1133581772071466e-06,2.288702027897216e-08
1999,1.016869770609219e-06,4.0674791201844585e-08
2000,1.0386791977623488e-06,3.6669661307442425e-08
2001,1.0519289332933113e-06,2.891599848453552e-08
2002,1.1286026158074947e-06,3.899286982189665e-08
2003,1.100067706261143e-06,4.41693819297484e-08
2004,1.0923882172164667e-06,4.360743180442661e-08
2005,1.1507079875627824e-06,4.3235997448931585e-08
2006,1.2320726341386035e-06,4.200247527563761e-08
2007,1.3265666609640903e-06,5.2327682464881065e-08
2008,1.4121927733867778e-06,5.023778659740685e-08
2009,1.5010269507342855e-06,4.7681923964759676e-08
2010,1.8351936290628146e-06,7.274641600218956e-08
2011,2.2041375160597454e-06,8.565697107165704e-08
2012,2.589274714637213e-06,8.544674567900756e-08
2013,3.195221552232397e-06,8.953091201746588e-08
2014,2.96925848886076e-06,6.951078890260476e-08
2015,3.2953826405446307e-06,5.9404220209557934e-08
2016,3.476951377479054e-06,8.409640583906253e-08
2017,3.0275382840727616e-06,8.905264436975813e-08
2018,3.3295758044005197e-06,7.202292406915944e-08
2019,3.2974067494251358e-06,6.40297952436697e-08
