year,chers_ADJ yeux_NOUN
1938,1.6854778350783306e-08
1939,3.211750687626136e-08
1940,1.2678914584896006e-08
1941,2.066051907334554e-08
1942,3.337632992206352e-08
1943,3.4838823381733164e-08
1944,5.1410978585408884e-08
1945,2.6142048525912287e-08
1946,3.6194869323935563e-08
1947,2.0265480182857232e-08
1948,3.4790041070209554e-08
1949,2.0615717133409817e-08
1950,1.595304199852876e-08
1951,2.8785784422780125e-08
1952,1.1599284199803606e-08
1953,1.6160740301529586e-08
1954,2.247683372758047e-08
1955,4.6928039232341234e-09
1956,1.2209598665435806e-08
1957,1.4136060322300636e-08
1958,1.1581140491045971e-08
1959,1.7051645984089703e-08
1960,3.598833281381886e-08
1961,1.528595028332802e-08
1962,1.77574772664002e-08
1963,1.3578711488548834e-08
1964,1.1559539991878864e-08
1965,2.188817305182056e-08
1966,1.329377963266154e-08
1967,9.860671390526932e-09
1968,3.2338194566605694e-08
1969,1.8621206132607426e-08
1970,1.4715920482188949e-08
1971,2.5691987426412766e-08
1972,6.6691908662264154e-09
1973,4.410563025913916e-09
1974,4.500457340128605e-09
1975,6.8537762132336866e-09
1976,7.998937512354587e-09
1977,8.22749424145286e-09
1978,1.128712323605896e-08
1979,9.363157360553487e-09
1980,1.762396639737318e-08
1981,6.958104314946922e-09
1982,1.4277255488970297e-08
1983,8.209910973278056e-09
1984,5.799008384599347e-09
1985,4.812446441349039e-09
1986,1.7983456501724504e-08
1987,1.0999470334560613e-08
1988,4.7972429917386705e-09
1989,1.0427432250992297e-08
1990,8.172976628806339e-09
1991,8.7921980806982e-09
1992,4.958949695321735e-09
1993,8.308810806045841e-09
1994,1.0549853435293244e-08
1995,7.0491861237087505e-09
1996,8.007138507792888e-09
1997,2.876936688878118e-09
1998,4.29131630230728e-09
1999,5.0272213059088244e-09
2000,4.418031274155965e-09
2001,4.8193329327261836e-09
2002,6.571832411594869e-09
2003,7.91715315529018e-09
2004,8.809582507929292e-09
2005,1.1259373877692269e-08
2006,7.412201963319376e-09
2007,1.1983438685803094e-09
2008,6.811903485726134e-09
2009,1.1443662240040453e-08
2010,1.1337102812092326e-08
2011,8.412738394802943e-09
2012,9.19148274158843e-09
2013,1.7850400491070673e-08
2014,1.4291938077448663e-08
2015,2.8372165505885505e-08
2016,2.4856081193291857e-08
2017,1.106868996458843e-08
2018,1.2649186809099433e-08
2019,1.734671584152636e-08
