year,petites_ADJ heures_NOUN,petites_ADJ soeurs_NOUN
1899,1.2326500176129684e-07,2.2110313580014918e-08
1900,1.3081453698049472e-07,9.343895657210055e-09
1901,1.1512802489122009e-07,1.732509075091926e-08
1902,1.0409802053690242e-07,1.7677022123852026e-08
1903,1.1664475962902543e-07,1.404057292653249e-08
1904,1.891868066650204e-07,1.4511488011237361e-08
1905,1.2230998935880422e-07,1.5998353419810485e-08
1906,9.671066764083136e-08,1.4918134838559638e-08
1907,1.743423907463182e-07,2.3657079573080608e-08
1908,1.0706828401652047e-07,1.6207583941607595e-08
1909,1.545776349143324e-07,2.090373779628507e-08
1910,1.6887516141039782e-07,1.7635697679985185e-08
1911,1.4365009881611712e-07,3.085817035231031e-08
1912,1.6722241902300539e-07,2.3963337203447566e-08
1913,1.988621143311775e-07,2.1211958634026473e-08
1914,1.3259552877897818e-07,3.4153393002611665e-08
1915,1.1898569596269226e-07,3.416420990554059e-08
1916,1.0438088970943227e-07,4.6147341281610466e-08
1917,9.869781880667006e-08,1.4256352098840352e-08
1918,9.418828561535975e-08,2.756730221875614e-08
1919,1.0220711632591417e-07,1.74949116305001e-08
1920,1.158551459212731e-07,3.483226596046052e-08
1921,5.67956057739849e-08,1.893186879486919e-08
1922,1.2099814128418984e-07,3.615188426397964e-08
1923,1.3376094543104955e-07,2.7601465113491486e-08
1924,1.082896445847581e-07,2.4494085870685467e-08
1925,1.1218141415803018e-07,2.4195992098796637e-08
1926,1.1257600096570286e-07,1.5604593839313452e-08
1927,1.460548464393696e-07,2.898798412420689e-08
1928,1.2911426761075262e-07,2.285208178243181e-08
1929,8.912324789278614e-08,2.339485316582568e-08
1930,1.3759720562944722e-07,2.310792790449767e-08
1931,8.439963750106472e-08,2.3951248984133144e-08
1932,7.5620801731624e-08,1.8631212350683768e-08
1933,7.800050338957476e-08,3.670611992134809e-08
1934,1.294010658625666e-07,2.3963160344919743e-08
1935,1.1609236061360662e-07,1.9149254626427137e-08
1936,1.333718606666423e-07,2.0612015205756506e-08
1937,2.0145788925951535e-07,2.5182236518261902e-08
1938,1.1927997345395625e-07,2.7226951138104027e-08
1939,6.729382295844744e-08,2.7529290846928234e-08
1940,1.7243324035298713e-07,2.5357828947747407e-08
1941,8.854507571598447e-08,2.9515026866988592e-08
1942,1.850869235653363e-07,3.6410542136877666e-08
1943,1.5096823013927008e-07,9.580676163523094e-08
1944,9.318239513333992e-08,1.188878862024012e-07
1945,1.3288874756156588e-07,6.753362224998227e-08
1946,1.5452426005424513e-07,3.201853981948943e-08
1947,1.0847992215623492e-07,2.5033829231801974e-08
1948,1.467704879853926e-07,2.8266908591589868e-08
1949,1.0602368916146077e-07,2.7487623399657934e-08
1950,1.0316300702584158e-07,4.679559006959266e-08
1951,1.1194471594144773e-07,1.7058242929302025e-08
1952,9.91211547285431e-08,2.0035126779838208e-08
1953,1.4436928197358867e-07,2.5857185725897125e-08
1954,1.1531592503111199e-07,4.00673989542355e-08
1955,1.45476919843901e-07,2.5341141629553476e-08
1956,1.4651517821206994e-07,2.529131082340541e-08
1957,1.1043797076837336e-07,3.0039127907333096e-08
1958,1.1084806006422809e-07,2.5643954792986534e-08
1959,1.4261376080071386e-07,2.6352542592533723e-08
1960,1.0588875087869098e-07,3.806458243049704e-08
1961,1.1186536341689646e-07,2.4318557112490424e-08
1962,1.3952304067643695e-07,4.8833066146336535e-08
1963,1.603581244458141e-07,2.0044764958981887e-08
1964,1.733931016545398e-07,1.703511148809511e-08
1965,1.1053527293469756e-07,1.8604947471523303e-08
1966,2.6033651678858405e-07,1.3847687330148517e-08
1967,1.6861748064478377e-07,4.0428751513221783e-08
1968,1.6079268549962222e-07,1.9762230046849183e-08
1969,1.4533625258827954e-07,2.3617140632037348e-08
1970,1.2922417380600848e-07,1.8394899770068918e-08
1971,2.337970830268432e-07,2.3636627988210535e-08
1972,1.3338381465999305e-07,3.385896940599764e-08
1973,1.9185948751943016e-07,4.465694913857732e-08
1974,1.1419910805887667e-07,4.7254802959528774e-08
1975,1.2279682382043688e-07,5.9399392959846864e-08
1976,1.285543522744348e-07,4.7422273552477634e-08
1977,1.4104276147008932e-07,6.111853245727161e-08
1978,1.3603954163166065e-07,4.2772258512790984e-08
1979,1.1703946423136102e-07,4.79861806956805e-08
1980,1.4099173428760992e-07,2.2058384585577073e-07
1981,1.4865041397804646e-07,5.7562500210828205e-08
1982,1.7008556707498457e-07,5.21430185695948e-08
1983,1.6861894458486404e-07,7.515226252419183e-08
1984,1.5889283205838822e-07,7.886651387511989e-08
1985,1.3835783851945394e-07,6.01555810719745e-08
1986,1.7983455818937344e-07,8.6920040942573e-08
1987,1.6743638719951548e-07,9.593982497335674e-08
1988,1.8109592447856926e-07,6.296381416248664e-08
1989,1.580579187532294e-07,5.433241034857872e-08
1990,2.3047793784591875e-07,7.464651918809295e-08
1991,1.8932531853366186e-07,9.31972988782448e-08
1992,1.9064406142632606e-07,8.044518523542266e-08
1993,2.514800248043514e-07,1.2795569093171366e-07
1994,1.6616018905235563e-07,7.648643596258609e-08
1995,2.0876435780081692e-07,1.2200514531990336e-07
1996,1.996446488128356e-07,7.580090666259309e-08
1997,1.5295713784446718e-07,1.1603644523017209e-07
1998,1.7689759612693479e-07,6.961468779209667e-08
1999,1.7640976568422673e-07,6.443983649462304e-08
2000,1.9704419784716265e-07,7.81991585929731e-08
2001,1.9145894847305556e-07,6.13369646462747e-08
2002,1.8576378679746597e-07,5.1698413050527137e-08
2003,2.2043022429585335e-07,4.4586076386465834e-08
2004,2.1231093194629125e-07,4.845270409892244e-08
2005,2.008672295161773e-07,4.143449694460344e-08
2006,2.0795344402024796e-07,3.911995516414635e-08
2007,2.832085912451987e-07,2.9159699460601374e-08
2008,2.3330768850193806e-07,5.875266803623269e-08
2009,3.2089936885526527e-07,2.1933685090402832e-08
2010,3.594806576856513e-07,1.4171379403293827e-08
2011,3.8125001766697864e-07,5.353560678100777e-09
2012,4.588932551730096e-07,5.446804396402882e-09
2013,4.1502179476404777e-07,9.483024809853191e-09
2014,4.660038086523599e-07,2.7284609113720215e-08
2015,4.681407272527638e-07,9.087959274012292e-09
2016,4.047398538542524e-07,9.942432238618792e-09
2017,4.4274760546691994e-07,9.30776167251679e-09
2018,4.2387683135691745e-07,1.2907333757361528e-08
2019,4.0815803847848997e-07,2.882616223498502e-08
