year,belles_ADJ heures_NOUN,belles_ADJ soeurs_NOUN
1800,6.288328791015374e-08,3.144164484325529e-09
1801,9.762848662830947e-08,2.3811825844433088e-09
1802,3.3567602031325805e-08,0.0
1803,5.851017448321727e-09,1.950339223455444e-09
1804,7.662737822045074e-08,0.0
1805,5.1171799242411e-08,0.0
1806,7.492339904047185e-08,0.0
1807,6.263301344233696e-08,2.8469551160981155e-09
1808,2.7192887941396293e-08,0.0
1809,2.0331274663831778e-08,0.0
1810,7.488405318056834e-08,0.0
1811,7.019815129183371e-08,0.0
1812,1.4402924719547627e-07,0.0
1813,5.751483289628823e-09,2.8757416448144113e-09
1814,1.5733385705374303e-08,6.293354282149721e-09
1815,8.091670444798638e-09,2.697223555614414e-09
1816,3.9399267848239106e-08,0.0
1817,2.1796228155679387e-08,0.0
1818,4.053200264308998e-08,1.1921177378582115e-09
1819,2.5877625930981196e-08,1.035105001712111e-09
1820,3.322614716694261e-08,0.0
1821,4.141825016290568e-08,9.86148829262845e-10
1822,1.2030739071633434e-08,1.0025615893027862e-09
1823,4.15072847204101e-08,0.0
1824,1.7684335773537896e-08,3.3684450784221553e-09
1825,5.459374641247905e-08,8.805443041381977e-10
1826,8.807984341885344e-09,3.5231937367541377e-09
1827,1.3825909306319772e-08,0.0
1828,5.5951038746560045e-08,9.172301251858528e-10
1829,2.571952872898464e-09,0.0
1830,1.669893712197279e-08,0.0
1831,4.365537620287796e-08,3.1182412207897414e-09
1832,8.794479811058409e-08,0.0
1833,1.030942939905799e-07,1.1583628500844156e-09
1834,8.587768762780001e-08,9.334530925997342e-10
1835,3.554651328840919e-08,1.5126175867408165e-09
1836,6.25029770162655e-08,0.0
1837,5.914207301671581e-08,0.0
1838,6.185918977053007e-08,0.0
1839,1.1605848460050083e-07,0.0
1840,6.242294903202605e-08,6.3696887764308485e-09
1841,7.89727430117182e-08,0.0
1842,6.909512872965706e-08,0.0
1843,7.14736210216671e-08,5.906911071384968e-10
1844,6.860701706745687e-08,5.488561272137815e-10
1845,4.575786827221151e-08,0.0
1846,3.33706573485415e-08,4.6836010625384006e-09
1847,2.9123408573639153e-08,0.0
1848,5.148941895072312e-08,0.0
1849,4.273501508222921e-08,0.0
1850,6.788995854378754e-08,0.0
1851,5.804495017969202e-08,0.0
1852,9.17986930915049e-08,6.510545436100301e-10
1853,7.464914730803685e-08,2.388772735173461e-09
1854,4.9878379648760074e-08,0.0
1855,8.491099379170919e-08,0.0
1856,6.885661552047395e-08,5.177189232874468e-10
1857,1.4498082046010552e-07,0.0
1858,1.1940569155655112e-07,1.9574704079872163e-09
1859,1.227213797250215e-07,5.092173349652285e-10
1860,1.6157458926358004e-07,0.0
1861,1.1648430486843608e-07,0.0
1862,1.2017843520339966e-07,0.0
1863,1.1587520098998993e-07,0.0
1864,9.205877793405648e-08,1.9178911792039344e-09
1865,1.0402125916186833e-07,0.0
1866,9.439289350154922e-08,2.919367858567057e-09
1867,1.1986444548028885e-07,0.0
1868,9.286963242871593e-08,0.0
1869,1.0548401485621639e-07,9.767038289254515e-10
1870,1.0378628623186614e-07,0.0
1871,7.541035529357032e-08,0.0
1872,1.0280477014124045e-07,0.0
1873,8.320546118767425e-08,5.986004469882289e-10
1874,6.034355237716227e-08,0.0
1875,7.037478155780263e-08,0.0
1876,1.0882826484426289e-07,1.209202959984168e-09
1877,1.0390490912115524e-07,6.184815992682502e-10
1878,1.0085278168148193e-07,1.8117265465633636e-09
1879,9.28617414075461e-08,0.0
1880,1.2258086190541917e-07,0.0
1881,1.0110135839624945e-07,3.4862537301449947e-09
1882,1.1780031705654892e-07,0.0
1883,1.2133130261604563e-07,6.319338941018771e-10
1884,1.7956615394609798e-07,6.601696966868076e-10
1885,9.861822847234691e-08,0.0
1886,8.32496831471019e-08,0.0
1887,9.401651213103435e-08,6.528924623161458e-10
1888,9.510921827882157e-08,0.0
1889,8.207329038611988e-08,0.0
1890,1.0421474172517264e-07,6.554386478008212e-10
1891,9.688814495145692e-08,6.374220040683554e-10
1892,7.835640669640043e-08,6.268512375839919e-10
1893,9.052872274040169e-08,0.0
1894,9.956432345248345e-08,6.301539290376468e-10
1895,9.088108221533275e-08,1.2037228991346183e-09
1896,1.1322295634386137e-07,0.0
1897,1.0371550329679735e-07,1.1653427112179315e-09
1898,9.392869282365268e-08,0.0
1899,1.3763670025923602e-07,5.527578395003729e-10
1900,1.033019598750684e-07,5.191053142894475e-10
1901,9.277306411981101e-08,0.0
1902,1.384700031303865e-07,0.0
1903,1.3716559665866157e-07,0.0
1904,1.569390555289374e-07,5.374625189347171e-10
1905,1.6101568722781678e-07,0.0
1906,1.8416180935787452e-07,0.0
1907,2.1754227574888318e-07,1.028568674676933e-09
1908,1.502885043080937e-07,0.0
1909,1.9748531476793119e-07,0.0
1910,2.3781469926653642e-07,1.068830135508847e-09
1911,2.7293519710980263e-07,0.0
1912,1.5419887294809698e-07,0.0
1913,1.6863507057429672e-07,0.0
1914,1.921965528950409e-07,0.0
1915,1.696429694497681e-07,0.0
1916,2.3513169367106457e-07,0.0
1917,2.1603856770191499e-07,0.0
1918,2.124979552320383e-07,0.0
1919,3.176707596974637e-07,9.207848372660976e-10
1920,2.1277971518074423e-07,2.2716695191604686e-09
1921,2.3096880064077396e-07,0.0
1922,2.759347950131996e-07,0.0
1923,2.494747799453023e-07,4.246379248229459e-09
1924,2.8361573711777055e-07,2.578324886925998e-09
1925,2.463591854962033e-07,1.0998177923937646e-09
1926,2.251520010432273e-07,0.0
1927,2.5420232674377985e-07,1.1149224876660924e-09
1928,2.068113453823628e-07,0.0
1929,2.4174681678701404e-07,0.0
1930,2.258274811595129e-07,0.0
1931,2.1442070696764404e-07,0.0
1932,2.1151906137717447e-07,0.0
1933,1.9385419758322087e-07,0.0
1934,1.7133659113710564e-07,1.1981580172459871e-09
1935,1.7234329163784423e-07,0.0
1936,1.8308319482684965e-07,1.2124714565686645e-09
1937,2.2286279754979432e-07,0.0
1938,1.892921286383853e-07,0.0
1939,1.6058753526948522e-07,0.0
1940,1.4453962626781447e-07,2.5357829169792012e-09
1941,2.0365368103014703e-07,1.4757512545315876e-08
1942,2.7307906758089473e-07,0.0
1943,2.1193616905890167e-07,2.9032352077962287e-09
1944,2.699076411261103e-07,0.0
1945,2.418139555260268e-07,0.0
1946,3.2853806963828447e-07,0.0
1947,2.1695985363834325e-07,0.0
1948,1.989555435955026e-07,0.0
1949,1.9535846318419203e-07,0.0
1950,1.978177266437342e-07,1.0635361480382244e-09
1951,1.663178671451604e-07,2.1322803522849654e-09
1952,1.4446380935950742e-07,0.0
1953,2.0470272321659877e-07,1.0773827385790469e-09
1954,2.1401853977920382e-07,0.0
1955,2.1962322271917856e-07,2.815682353940474e-09
1956,1.8227186426855724e-07,1.744228317335228e-09
1957,2.023223668601304e-07,0.0
1958,1.3814646315779555e-07,8.272243445794913e-10
1959,1.67416158269873e-07,1.5501495642666896e-09
1960,1.5710292000647996e-07,2.7683333403416555e-09
1961,1.5633358252387097e-07,0.0
1962,1.6679345160586223e-07,1.2683912808952869e-09
1963,2.1467297450783462e-07,1.2932106496776896e-09
1964,1.4358164901473458e-07,2.4335873316516654e-09
1965,1.4172592210925927e-07,3.2832261354087677e-09
1966,1.6949568237834e-07,2.215629901769489e-09
1967,1.4150063676332536e-07,3.451234853457663e-09
1968,1.9537659312618416e-07,3.1439910674890825e-09
1969,1.3670691001443913e-07,4.5417578031781147e-10
1970,1.3060379266960354e-07,1.8394900047624674e-09
1971,1.6391488388833864e-07,1.0276794970565106e-09
1972,1.523653581081419e-07,0.0
1973,1.4334329634380083e-07,2.7566018356850464e-09
1974,9.338449258322612e-08,3.3753431161187564e-09
1975,1.3193519299292689e-07,6.282628195464213e-09
1976,1.245548832962129e-07,6.8562320265641574e-09
1977,9.579154325312089e-08,4.7014254711541525e-09
1978,1.3900984396908456e-07,3.5643548113029055e-09
1979,1.316693956088244e-07,6.437170796402825e-09
1980,1.0688083285081973e-07,1.7055452605774235e-09
1981,1.2840865304397653e-07,6.325549417596221e-09
1982,1.2042554176083797e-07,4.345251713999687e-09
1983,1.0546577955405922e-07,1.2630632095778083e-09
1984,1.3163748691091826e-07,3.479405208395292e-09
1985,1.4738116549395386e-07,4.210890747202711e-09
1986,1.516604879459038e-07,8.392279760016663e-09
1987,1.5704799594118413e-07,5.49973533381376e-09
1988,1.1453418080620281e-07,4.797243047249822e-09
1989,1.1525056520245158e-07,6.585746614717891e-09
1990,1.3894059924801638e-07,3.2691906959314565e-09
1991,1.7115478723184196e-07,4.10302547493302e-09
1992,1.256267279092782e-07,6.060938417817852e-09
1993,2.0550459378654296e-07,4.4313659408601325e-09
1994,1.5824779964201952e-07,2.637463358823311e-09
1995,1.6484250764392527e-07,7.591431483433553e-09
1996,1.2704659280160513e-07,5.3380921904988554e-09
1997,1.6206743980173854e-07,4.794894259418925e-09
1998,1.9740055212658092e-07,6.198567881199324e-09
1999,1.5858598212403763e-07,1.0511462811280126e-08
2000,1.6169995209480703e-07,3.97622823555821e-09
2001,1.6035234695621625e-07,0.0
2002,1.450184343720906e-07,3.9430991805033955e-09
2003,1.3084138617003305e-07,4.166922806803086e-09
2004,1.7310830247030395e-07,2.642874807889939e-09
2005,1.256546129368985e-07,3.1526248278623825e-09
2006,1.935408178166398e-07,1.2353669198716943e-09
2007,1.5498580885342506e-07,1.5977917877663117e-09
2008,1.7285205630712674e-07,1.2772318758180745e-09
2009,1.6021126714171885e-07,2.384096253749135e-09
2010,1.5257850993766198e-07,5.196172381261022e-09
2011,1.6098922414609085e-07,0.0
2012,1.647658330883317e-07,6.808505426114664e-10
2013,1.7097336446614264e-07,1.1156500168141292e-09
2014,2.0636692979469906e-07,1.0827225782605865e-09
2015,1.7289288167798844e-07,0.0
2016,1.7378542338519765e-07,1.0356699942093428e-09
2017,1.4993043545574736e-07,5.031222660711876e-10
2018,1.804445190489723e-07,0.0
2019,1.9770154863207878e-07,5.1019755087367e-10
