year,veuillez_VERB avoir_VERB,veuillez_VERB savoir_VERB
1942,1.2136846860855144e-08,0.0
1943,3.774205747930637e-08,0.0
1944,4.819779242382083e-08,3.2131861615880553e-09
1945,3.921307190069001e-08,0.0
1946,2.227376683094917e-08,0.0
1947,2.3841741469965427e-08,3.5762612871081956e-09
1948,3.1528474941922013e-08,3.2615663503321457e-09
1949,1.5707213751881e-08,0.0
1950,3.08425480710639e-08,5.317680740191122e-09
1951,3.4116485636559446e-08,4.264560815592233e-09
1952,2.6362009464264702e-08,1.0544803918932644e-09
1953,1.939288907237824e-08,3.2321482157371406e-09
1954,2.5408593451459183e-08,3.9090144454689835e-09
1955,1.595553378308523e-08,1.8771215692936494e-09
1956,1.9186511046598298e-08,2.616342476002842e-09
1957,2.5621608834569543e-08,1.7670075402875796e-09
1958,1.7371711180658167e-08,8.272243445794913e-10
1959,5.658045765244424e-08,1.5501495642666896e-09
1960,3.114375068946629e-08,4.152500121534786e-09
1961,4.099413963842835e-08,5.558527305105088e-09
1962,4.946726228638454e-08,0.0
1963,2.392439579779193e-08,6.466053248388448e-10
1964,2.7377857314547782e-08,4.258777719368112e-09
1965,1.9699355924274187e-08,3.283225968875314e-09
1966,2.215629901769489e-08,2.215629901769489e-09
1967,1.9721341892875444e-08,9.860671168482327e-10
1968,2.380450414563029e-08,4.042274237558985e-09
1969,1.7712855626683677e-08,5.450109252791435e-09
1970,2.2993624781975086e-08,2.7592350626548523e-09
1971,3.134422410511206e-08,2.0553589941130213e-09
1972,3.693705785678958e-08,2.0520586896388693e-09
1973,2.6463378155483497e-08,5.513203726881244e-09
1974,2.3627401368742085e-08,2.2502286700643026e-09
1975,1.3707552426467373e-08,5.711480177694739e-10
1976,1.7711933253394818e-08,3.9994687561772935e-09
1977,1.3516598063034735e-08,0.0
1978,3.5049488644745e-08,5.940591352171509e-10
1979,1.58003277128671e-08,0.0
1980,1.989802722590639e-08,1.1370301367108482e-09
1981,2.0241758491579276e-08,4.427884725544118e-09
1982,1.055275400396738e-08,3.103751144983846e-09
1983,3.2839643893112225e-08,1.89459470334441e-09
1984,1.739702604197646e-08,5.799008495621649e-10
1985,2.225756423612779e-08,1.2031116103372597e-09
1986,2.8773529336945103e-08,0.0
1987,1.1610552075325131e-08,0.0
1988,2.278690436341435e-08,1.7989661427186832e-09
1989,3.018467253923518e-08,3.2928733073589456e-09
1990,1.3076762561681221e-08,0.0
1991,1.9928982020189778e-08,3.5168791212569772e-09
1992,2.8100714644097025e-08,3.856960861803316e-09
1993,1.4955860105914098e-08,5.539207426075166e-10
1994,3.481451571474281e-08,2.637463358823311e-09
1995,2.765450002328862e-08,1.0844901643380922e-09
1996,2.882569916096145e-08,1.6014276571496566e-09
1997,1.965906726297817e-08,3.3564262480467733e-09
1998,2.4794272412975715e-08,4.768129224785866e-10
1999,2.285100553223174e-08,1.3710603485872497e-09
2000,1.899753598877396e-08,8.836062992401139e-10
2001,1.9277332174993944e-08,0.0
2002,4.0745359086713506e-08,1.314366449012283e-09
2003,2.7918383160852045e-08,0.0
2004,2.1583477227693493e-08,4.404791253964646e-10
2005,1.6663873392275264e-08,9.007499190971657e-10
2006,2.4707339285612306e-08,4.1178899179428186e-10
2007,1.0385646564969875e-08,3.994479469415779e-10
2008,1.9158479247494142e-08,2.128719839289417e-09
2009,2.0503227560197956e-08,1.430457752249481e-09
2010,2.3146585981237422e-08,1.4171379625338432e-09
2011,2.5238215073386527e-08,1.911985902935953e-09
2012,2.5872321174347235e-08,3.404252713057332e-10
2013,3.207493737278355e-08,1.3945625210176615e-09
2014,3.183204366763448e-08,3.0316232857430236e-09
2015,3.08103977886276e-08,0.0
2016,4.1219667679115446e-08,8.285360453275104e-10
2017,2.1131135063967577e-08,1.0062445321423752e-09
2018,2.349134664569874e-08,7.744400121190154e-10
2019,2.7040469419148394e-08,2.55098775436835e-10
