year,leurs_DET airs_NOUN,leurs_DET cerfs_NOUN
1800,1.886498623981936e-07,0.0
1801,1.381085894536227e-07,0.0
1802,7.832440473976021e-08,0.0
1803,1.8918290400904425e-07,0.0
1804,1.9033252973699177e-07,0.0
1805,1.421438877713399e-07,0.0
1806,2.564685619432794e-07,0.0
1807,1.5942949005420815e-07,0.0
1808,1.4049658503267892e-07,0.0
1809,1.0391540516963005e-07,0.0
1810,1.0296557917399696e-07,9.360507036149102e-09
1811,1.0780430415024966e-07,5.0141535368197765e-09
1812,2.667208214290895e-07,0.0
1813,2.0705339420779012e-07,8.627225156487839e-09
1814,1.5104050810066383e-07,0.0
1815,1.537417375629957e-07,0.0
1816,1.0429217844887262e-07,0.0
1817,1.588010940523077e-07,4.670620334934483e-09
1818,5.364529886975333e-08,3.5763532135746345e-09
1819,8.591371281063687e-08,1.1386155129855524e-08
1820,2.5038275097699625e-07,1.1866481131050932e-09
1821,1.4200543052567127e-07,4.930744257336528e-09
1822,8.72228582693424e-08,8.02049271442229e-09
1823,1.353928098524193e-07,1.087095569118901e-08
1824,1.5494847005470547e-07,4.210556348027694e-09
1825,1.6025906202088436e-07,3.522177216552791e-09
1826,1.5149733556540923e-07,2.642395191543301e-09
1827,9.770309539192112e-08,1.8434546111834038e-09
1828,9.997808092521154e-08,2.7516904310687096e-09
1829,1.1830983304150777e-07,1.1145129263923081e-08
1830,1.7012042263786498e-07,1.0436835840010872e-09
1831,9.510636012066698e-08,0.0
1832,1.5694764599061273e-07,3.111892965534935e-08
1833,2.2588075054841283e-07,1.0425265983826648e-08
1834,1.7455573164681937e-07,0.0
1835,1.406734426723233e-07,5.294161553592858e-09
1836,1.0148332352244438e-07,6.72075017860152e-09
1837,1.0158520957759265e-07,6.957891152126194e-09
1838,9.405121303984743e-08,9.468243078458727e-09
1839,9.088917574118227e-08,4.194885327990505e-09
1840,8.981260979368244e-08,1.2739377330817092e-09
1841,9.502411835171642e-08,1.2841097074556274e-09
1842,1.09344717280635e-07,6.708265054555795e-10
1843,9.74640315121178e-08,5.906910960362666e-09
1844,1.1416207801318023e-07,5.488561161115513e-09
1845,4.185171054160719e-08,0.0
1846,9.133021894314197e-08,2.9272506640865004e-09
1847,6.417936226910115e-08,2.6966118227278457e-09
1848,7.964769821455775e-08,0.0
1849,8.128032291665477e-08,2.513824481908955e-09
1850,4.8880770542325536e-08,2.7155984128057753e-09
1851,4.6435958633850305e-08,3.2247193804124663e-09
1852,1.6211258824228025e-07,1.3021090872200602e-09
1853,9.73424918448984e-08,5.971931837933653e-10
1854,9.248282384355377e-08,5.195664343204953e-09
1855,1.1356845419641104e-07,2.1227748447927297e-09
1856,1.1027413204800496e-07,3.1063134287023786e-09
1857,1.0007093553809909e-07,5.369659827891837e-09
1858,1.04235298392652e-07,9.787352039936081e-10
1859,1.2883198241553373e-07,0.0
1860,9.566314140840859e-08,1.6477862629926676e-08
1861,7.969978632615948e-08,9.431927461278633e-10
1862,7.861296413835817e-08,3.6143890103090826e-09
1863,7.841554694465458e-08,1.9978483312144135e-09
1864,1.0212770273909655e-07,1.2466292886870178e-08
1865,1.0119715088130476e-07,2.3534221238463715e-09
1866,9.244664234131506e-08,4.865612912574591e-10
1867,9.268870115874961e-08,3.396968040192405e-09
1868,1.0620729096189052e-07,7.409810987013543e-09
1869,1.8215526154108375e-07,9.767038289254515e-10
1870,9.518521082441112e-08,3.4404292748035914e-09
1871,6.266494922968491e-08,0.0
1872,9.494322972258828e-08,6.047339518033823e-09
1873,7.72194583831265e-08,7.183205141814142e-09
1874,1.0276327522262818e-07,1.3144139998644278e-08
1875,7.895707676564001e-08,2.8607636259891933e-09
1876,8.94810217033637e-08,2.418405919968336e-09
1877,7.792867950939808e-08,3.710889595609501e-09
1878,1.0266450534146543e-07,8.4547240319921e-09
1879,1.1118971743329098e-07,4.27652757650776e-09
1880,8.086486347202992e-08,2.5671385017744797e-09
1881,1.0737661404469634e-07,2.091752326904839e-09
1882,1.118104702158007e-07,4.6587693702804245e-09
1883,1.1438003311159406e-07,1.2638677882037541e-09
1884,1.181703774832954e-07,1.3203393933736152e-09
1885,8.572695131547903e-08,3.2228177904158883e-09
1886,9.873799999837729e-08,1.097088819790315e-08
1887,9.989254978748363e-08,6.528924623161458e-10
1888,7.735549889531512e-08,1.9021844099853524e-09
1889,8.833842990441099e-08,1.2530273485467092e-09
1890,8.061895417910137e-08,1.3108772956016423e-09
1891,8.732681422429778e-08,0.0
1892,1.0029619978979554e-07,1.2537024751679837e-09
1893,9.9766346517427e-08,6.158416554491453e-10
1894,9.830401559440816e-08,1.2603078580752936e-09
1895,9.328852534906673e-08,1.8055843487019274e-09
1896,1.0083919566028499e-07,4.717623180994224e-09
1897,9.905413378419325e-08,8.740070001067579e-09
1898,9.73237049839426e-08,5.6583548957434e-10
1899,8.954677177541726e-08,4.9748205555033564e-09
1900,5.5544270072260815e-08,3.114631885736685e-09
1901,6.482937253693422e-08,7.265360757457984e-09
1902,7.46363142400952e-08,4.910283735171106e-09
1903,9.342380824506336e-08,0.0
1904,7.954445280233813e-08,5.374625189347171e-10
1905,5.728442398211797e-08,5.160759042333041e-10
1906,1.0751345680404256e-07,1.5432553013283723e-09
1907,7.611408170404843e-08,1.028568674676933e-09
1908,8.74227243929937e-08,2.9468334439286537e-09
1909,9.131632561221181e-08,2.2003934230241384e-09
1910,1.1115833142838483e-07,6.947395991829808e-09
1911,8.086969005560718e-08,3.1922244847493175e-09
1912,8.439262089154909e-08,6.251305251225858e-09
1913,1.198475674257793e-07,1.590896969716482e-09
1914,1.0112083170810138e-07,4.68772043404897e-09
1915,6.832842192050492e-08,2.3561523843085297e-09
1916,9.998590799753515e-08,1.538244731591476e-08
1917,6.68951898319392e-08,3.289927441585405e-09
1918,8.155327257952649e-08,5.743188147278033e-09
1919,1.2798909510003398e-07,9.207848372660976e-10
1920,1.0979736009275598e-07,7.572231730534895e-10
1921,8.405749696294151e-08,2.2718242842501013e-09
1922,1.2690049133734504e-07,7.377935595798135e-09
1923,9.554353530560888e-08,2.1231896241147297e-09
1924,1.0055467192238154e-07,0.0
1925,8.908524051776112e-08,0.0
1926,1.0811754602713108e-07,1.1146138456652466e-09
1927,1.0703256236865855e-07,4.4596899506643695e-09
1928,9.940655920637198e-08,4.570416489713125e-09
1929,1.2254447256943024e-07,0.0
1930,9.348207452575252e-08,1.0503603542488804e-09
1931,1.1633463614657558e-07,2.2810713318222042e-09
1932,8.110057425625428e-08,2.1919073223131136e-09
1933,5.7353312543639845e-08,1.1470662197865522e-09
1934,7.308763727564838e-08,0.0
1935,8.138433482685059e-08,0.0
1936,8.123559069872499e-08,3.6374143697059935e-09
1937,6.547381470323188e-08,0.0
1938,7.649476430060531e-08,1.2965214457594243e-09
1939,6.117620365841958e-08,0.0
1940,6.085878911932241e-08,5.0715658339584024e-09
1941,1.6233264865661567e-07,2.9515025978810172e-09
1942,7.58552971547033e-08,3.034211770724937e-09
1943,9.580676185727555e-08,0.0
1944,1.0603514510876266e-07,0.0
1945,9.149717072887142e-08,2.178504043826024e-09
1946,9.744773166175946e-08,0.0
1947,7.390940259810463e-08,2.3841741914054637e-09
1948,7.610321417494958e-08,3.2615663503321457e-09
1949,5.006674186347482e-08,0.0
1950,6.70027759941405e-08,6.381216888229346e-09
1951,8.742349344448286e-08,3.1984206394497505e-09
1952,5.588746121443222e-08,2.1089607837865287e-09
1953,4.201792791480585e-08,4.3095309543161875e-09
1954,4.788542540268281e-08,6.840775057526116e-09
1955,7.414630021074231e-08,3.754243138587299e-09
1956,4.534993758298356e-08,4.360570571293465e-09
1957,6.714628852932947e-08,1.7670075402875796e-09
1958,6.038737820901474e-08,4.9633461784992505e-09
1959,9.998464456373313e-08,3.100299128533379e-09
1960,8.304999910002664e-08,4.152500121534786e-09
1961,7.087122311233429e-08,4.16889545107324e-09
1962,6.468795565872654e-08,5.7077609305622445e-09
1963,6.595373935880389e-08,1.939815863494232e-09
1964,8.517555327713922e-08,9.734349326606662e-09
1965,6.730613089089843e-08,1.2585699593614663e-08
1966,9.637989828448212e-08,5.539074976468328e-09
1967,8.677390361810922e-08,7.888536934785861e-09
1968,1.0420084683993025e-07,6.737123747768692e-09
1969,6.358461177025099e-08,3.1792304344691047e-09
1970,8.921526339911168e-08,5.518470125309705e-09
1971,9.40326732035146e-08,3.5968783507200897e-09
1972,8.259536166121961e-08,1.0260293725750103e-09
1973,6.615844849733321e-08,3.859242703185828e-09
1974,5.5130603415776136e-08,1.1251143350321513e-09
1975,6.682431896720686e-08,1.7134440533084216e-09
1976,4.97076848571254e-08,6.8562320265641574e-09
1977,4.583889934295371e-08,2.3507127355770763e-09
1978,6.178215161689593e-08,4.752473081737207e-09
1979,6.96384847564957e-08,1.7555920051037788e-09
1980,5.742002096020826e-08,4.548120546843393e-09
1981,6.768338045581856e-08,4.427884725544118e-09
1982,5.959202153960064e-08,6.828252629986764e-09
1983,7.830991677337806e-08,6.946847541655643e-09
1984,7.19077029032178e-08,1.739702604197646e-09
1985,6.015558084992989e-08,1.8046674155058895e-09
1986,6.234264771087794e-08,8.392279760016663e-09
1987,4.277571941102565e-08,3.6664902225425067e-09
1988,5.336932984434384e-08,2.99827696004229e-09
1989,7.134558510646372e-08,1.6464366536794728e-09
1990,7.192219286800139e-08,3.2691906959314565e-09
1991,6.271768021592905e-08,7.6199047072123e-09
1992,6.942529445774781e-08,3.30596661157756e-09
1993,5.705383482323967e-08,4.4313659408601325e-09
1994,6.435410382366058e-08,6.329911705904578e-09
1995,6.235818617028599e-08,2.7112254663563817e-09
1996,7.313186389801274e-08,3.2028553142993132e-09
1997,6.13746503619339e-08,3.3564262480467733e-09
1998,5.1018981039874234e-08,5.72175506974304e-09
1999,6.763897908435013e-08,1.8280804647829996e-09
2000,7.554833558742757e-08,3.97622823555821e-09
2001,7.97380550476845e-08,6.571817756650944e-09
2002,5.8270244962521645e-08,3.9430991805033955e-09
2003,7.167107307637366e-08,2.5001538617175356e-09
2004,6.386947482006633e-08,3.0833537945085254e-09
2005,8.737274237446968e-08,2.702249757291497e-09
2006,1.037708292628281e-07,4.941467679486777e-09
2007,6.950394615401478e-08,3.595031605740928e-09
2008,8.174284071849058e-08,7.2376473703172906e-09
2009,7.390698275600016e-08,4.291373478793048e-09
2010,8.644541260593996e-08,8.030448306328708e-09
2011,8.871615253536191e-08,1.7590270573464295e-08
2012,1.1472331484796428e-07,1.7021264397953928e-08
2013,1.2160585427523074e-07,1.1435412616833673e-08
2014,1.3663958675635968e-07,1.3425760059249114e-08
2015,1.3365950124466508e-07,1.0417904761084174e-08
2016,1.2863022025300097e-07,1.2013772199281902e-08
2017,1.0716504039720576e-07,1.1320251402935355e-08
2018,1.20038200268624e-07,1.1874746519424662e-08
2019,1.2168211460661382e-07,1.0714148679369373e-08
