year,veux_VERB aider_VERB,veux_VERB céder_VERB
1907,9.771402353919711e-09,1.5428529565042481e-09
1908,1.276961114626829e-08,0.0
1909,5.5009836685826485e-09,6.60118004702781e-09
1910,4.275320542035388e-09,3.046165986120286e-08
1911,6.384448969498635e-09,3.1922244847493175e-09
1912,9.376957876838787e-09,3.125652625612929e-09
1913,4.242391771214216e-09,5.30298971401777e-10
1914,1.2723813114234872e-08,2.678697486047099e-09
1915,1.0602685840410686e-08,9.424609537234119e-09
1916,1.9777431248257926e-08,4.394984820521586e-09
1917,2.8512703309502285e-08,4.386569774084137e-09
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,1.2890987832747669e-08,0.0
1920,6.815008557481406e-09,4.543339038320937e-09
1921,4.543648568500203e-09,0.0
1922,8.853522359686394e-09,4.426761179843197e-09
1923,1.1677542488541803e-08,1.0615948120573648e-09
1924,5.156649773851996e-09,7.734974438733389e-09
1925,1.0998178368026856e-08,3.299453377181294e-09
1926,4.458455382660986e-09,1.4489979882625903e-08
1927,1.0034302277972529e-08,0.0
1928,5.713020723163709e-09,5.713020723163709e-09
1929,8.912325100141061e-09,5.570202965543558e-09
1930,1.1553964007759987e-08,2.100720708497761e-09
1931,7.983749661377715e-09,6.843213995466613e-09
1932,3.287861094491973e-09,6.575722188983946e-09
1933,4.588264879146209e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,2.3963160344919743e-09
1935,3.590485242455088e-09,3.590485242455088e-09
1936,1.091224355320719e-08,0.0
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,0.0
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,1.0143131667916805e-08,0.0
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,0.0,9.102635090130207e-09
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,2.3963544037997053e-08,2.178504043826024e-09
1946,1.3921104269343232e-09,0.0
1947,2.1457568166738383e-08,0.0
1948,1.6307831529616124e-08,1.0871887834440486e-09
1949,1.1780409536754632e-08,4.908504269707237e-09
1950,6.381216888229346e-09,7.444753258312176e-09
1951,1.1727541604500402e-08,0.0
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,1.0773827163745864e-08,0.0
1954,8.795282724349818e-09,0.0
1955,8.447047505910632e-09,0.0
1956,9.593255967388359e-09,5.232684952005684e-09
1957,6.184526224473075e-09,3.534015080575159e-09
1958,9.926692356998501e-09,4.9633461784992505e-09
1959,6.200598257066758e-09,1.5501495642666896e-09
1960,6.2287499602575735e-09,3.460416619915918e-09
1961,7.64297514166401e-09,1.3896318540318475e-09
1962,1.1415521861124489e-08,1.2683912808952869e-09
1963,1.2932106940866106e-08,4.526237162849611e-09
1964,1.1559539991878864e-08,1.2167936658258327e-09
1965,1.2038495533772675e-08,2.73602163147757e-09
1966,1.0524241922382771e-08,1.1078149508847446e-09
1967,1.035370456037299e-08,3.451234853457663e-09
1968,4.940557296606585e-09,4.940557296606585e-09
1969,4.541757636644661e-09,2.2708788183223305e-09
1970,2.207388050123882e-08,3.219107425067591e-09
1971,5.652237344833111e-09,3.083038491169532e-09
1972,6.156176013405457e-09,3.0780880067027283e-09
1973,9.37244681864513e-09,2.205281512956958e-09
1974,7.875800456247362e-09,1.6876715580593782e-09
1975,1.2565256390928425e-08,5.711480177694739e-10
1976,9.141642998145016e-09,4.570821499072508e-09
1977,7.639816779203557e-09,1.1753563677885381e-09
1978,7.128709622605811e-09,2.3762365408686037e-09
1979,1.404473604083023e-08,0.0
1980,1.193881615790815e-08,3.411090521154847e-09
1981,1.0120879245789638e-08,6.325549528618524e-10
1982,6.2075020679230875e-09,0.0
1983,1.136756910824488e-08,1.89459470334441e-09
1984,9.858314165001048e-09,2.3196033982486597e-09
1985,6.015557829641693e-09,1.2031116103372597e-09
1986,4.7955883708539204e-09,4.196139880008332e-09
1987,9.166225112267057e-09,3.0554083707556856e-09
1988,9.594486094499644e-09,2.99827696004229e-09
1989,1.4817929994137558e-08,1.6464366536794728e-09
1990,9.80757164370516e-09,4.90378582185258e-09
1991,1.992898113201136e-08,2.344586080837985e-09
1992,1.5427843891302473e-08,3.856960972825618e-09
1993,6.093128224193833e-09,2.2156829704300662e-09
1994,1.793475057354499e-08,1.5824779264761446e-09
1995,1.3556126887692699e-08,0.0
1996,1.6548085568501847e-08,1.067618438099771e-09
1997,8.151320507465698e-09,2.3974471297094624e-09
1998,1.3350762273489636e-08,1.43043876743576e-09
1999,1.416762351880152e-08,9.140402323914998e-10
2000,9.277866475088103e-09,2.6508188977203417e-09
2001,2.4534786646768225e-08,1.7524847129024579e-09
2002,1.5334276071143904e-08,1.752488598683044e-09
2003,1.8334461060476315e-08,1.6667691671301554e-09
2004,2.1583476339515073e-08,8.809582507929292e-10
2005,2.2518747755384538e-08,1.8014998381943315e-09
2006,1.2765458912156191e-08,2.8825228870488218e-09
2007,2.157018919035636e-08,3.595031605740928e-09
2008,2.5118893631770334e-08,2.554463751636149e-09
2009,3.051643204798893e-08,0.0
2010,4.393127639445993e-08,3.7790344187271785e-09
2011,5.0858826483590747e-08,0.0
2012,5.310634065835984e-08,1.3617010852229328e-09
2013,5.6619239074962024e-08,1.6734750252211938e-09
2014,6.647916706015167e-08,2.3819897165822113e-09
2015,6.184245648910291e-08,4.876465897751814e-09
2016,6.296873777955625e-08,5.59261792432153e-09
2017,8.804639861637042e-08,2.7671724911471074e-09
2018,1.0325867094707064e-07,4.904786798931582e-09
2019,1.1173326441848985e-07,4.08158040698936e-09
