year,serons_VERB en_ADP,serons_VERB sans_ADP
1800,1.1947824418712116e-07,2.5153315874604232e-08
1801,3.1907845254863787e-07,3.809892135109294e-08
1802,1.969299319171114e-07,1.3427040812530322e-08
1803,1.735801902214007e-07,9.751696339321825e-09
1804,2.743754521361552e-07,1.2359254952798437e-08
1805,2.1605870870189392e-07,3.980028751016107e-08
1806,2.1612518708025164e-07,3.1698359492793315e-08
1807,1.2811298688575334e-07,5.124519120158766e-08
1808,2.4020383193601447e-07,3.852325747288887e-08
1809,1.5361408145508904e-07,2.710836710662079e-08
1810,1.661489932303084e-07,6.786367379163494e-08
1811,1.9555199060050654e-07,1.2535384286138651e-08
1812,1.5736529235255148e-07,1.0668832928217853e-08
1813,1.6104152678053651e-07,1.4378708002027452e-08
1814,2.2656075771010364e-07,6.293354282149721e-09
1815,1.8341120266995858e-07,3.776112933451259e-08
1816,1.1588019788177917e-07,1.8540831092650478e-08
1817,1.5413046128287533e-07,2.6466848268569265e-08
1818,2.419999134417594e-07,2.384235386898581e-08
1819,2.0081037632735388e-07,3.726378139390363e-08
1820,2.7292907134324196e-07,2.4919611263385377e-08
1821,2.554125444476085e-07,8.08642042215979e-08
1822,3.2382740755565464e-07,4.0102463572111446e-08
1823,1.90735860883251e-07,3.9530747564242574e-09
1824,3.0400215678128006e-07,2.5263338088166165e-08
1825,3.0642942761005543e-07,3.9624492131906663e-08
1826,1.814444772207935e-07,2.290075862276808e-08
1827,1.9171928045125242e-07,3.96342727526644e-08
1828,2.540727450650593e-07,2.4765213879618386e-08
1829,3.146355709304771e-07,2.8291481157793896e-08
1830,2.3065406651312514e-07,1.7742621594152297e-08
1831,2.104812892866903e-07,3.4300654760954785e-08
1832,2.3677446847614192e-07,4.464889968858188e-08
1833,2.1429713115139748e-07,5.3284690437749305e-08
1834,2.623003183543915e-07,5.787409307345115e-08
1835,3.569777504708327e-07,2.7983425354705105e-08
1836,3.4410240346005594e-07,1.344150035720304e-08
1837,2.5535459258207993e-07,2.2961039292113128e-08
1838,2.777351255645044e-07,3.092959488526503e-08
1839,3.076249015521171e-07,2.9364196407755117e-08
1840,2.9173173743402003e-07,1.9109066329292546e-08
1841,2.638845444380422e-07,3.659712533021775e-08
1842,2.837596184690483e-07,3.287049921141261e-08
1843,2.7408066216594307e-07,3.307870244384503e-08
1844,2.294218575116247e-07,4.171306500211358e-08
1845,3.381618114417506e-07,5.1896119401817487e-08
1846,2.76917916153252e-07,1.8148954339380907e-08
1847,2.7721168294192466e-07,1.833696039454935e-08
1848,2.654923036971013e-07,3.459445352405055e-08
1849,2.161889085527946e-07,2.8490010350878947e-08
1850,2.6884424642048543e-07,1.6972489191857676e-08
1851,2.1863597510218824e-07,2.8377531435808123e-08
1852,1.9531636041847378e-07,2.6042181744401205e-08
1853,2.830695677857875e-07,3.4637203327747557e-08
1854,2.9978983207001875e-07,3.585008556683533e-08
1855,2.8869737889181124e-07,2.175844215912548e-08
1856,2.619657664126862e-07,2.7439103433835044e-08
1857,1.9477221258057398e-07,4.1980978693345605e-08
1858,2.5202430720128177e-07,4.5511185930990905e-08
1859,2.5868240527415765e-07,4.124660435422811e-08
1860,2.5952633109227463e-07,4.211009141386057e-08
1861,2.6739513714346685e-07,4.621644578151063e-08
1862,3.14451853000719e-07,4.066187742068905e-08
1863,2.7670199642670923e-07,2.7470415275843152e-08
1864,3.5912512430513743e-07,2.2535221688713136e-08
1865,3.953749398988293e-07,3.4830648587558244e-08
1866,3.697865906815423e-07,3.113992264047738e-08
1867,3.0378600968106184e-07,3.2513838732484146e-08
1868,2.973804100747657e-07,4.643481688049178e-08
1869,3.110801571892807e-07,3.5161338729494673e-08
1870,3.4289612926841073e-07,3.1537268796455464e-08
1871,3.7917601503068e-07,3.9298356568906456e-08
1872,3.622356246069103e-07,3.62840353318461e-08
1873,3.148638256789127e-07,2.3944018323618366e-08
1874,3.5190447533750557e-07,2.1508592240593316e-08
1875,4.308309939915489e-07,4.806082642971887e-08
1876,3.6215629961589e-07,2.8416270225761764e-08
1877,2.894493889016303e-07,3.0924081073635534e-08
1878,2.9470751883309276e-07,1.8117265909722846e-08
1879,3.0668812200929096e-07,4.093248051617593e-08
1880,3.106237613792473e-07,3.4656370218044685e-08
1881,3.256160994169477e-07,4.044054335849978e-08
1882,2.795261764276802e-07,5.1912003584675404e-08
1883,2.894257136176748e-07,2.401348808689363e-08
1884,3.300848447906901e-07,2.5746619058963915e-08
1885,3.1583616078023624e-07,3.0939052209078e-08
1886,2.76853597824811e-07,2.5813855941692054e-08
1887,3.597437512325996e-07,2.4809914123125054e-08
1888,2.3079837774275802e-07,4.057993407968752e-08
1889,3.546067262050201e-07,2.5687061366852504e-08
1890,2.333361521777988e-07,5.3745967676377404e-08
1891,2.747288760929223e-07,2.2309770031370135e-08
1892,2.9838119530722906e-07,4.7013841708576365e-08
1893,2.900614219925046e-07,2.7097032173628577e-08
1894,2.911311014486273e-07,2.898708117982096e-08
1895,3.857931858419761e-07,2.768562623600701e-08
1896,2.5652076374171884e-07,3.3023361822870356e-08
1897,2.6453278678673087e-07,2.7385553380554484e-08
1898,3.06116987758287e-07,5.488604415404552e-08
1899,2.437662089960213e-07,3.427098604902312e-08
1900,2.808359624850709e-07,2.803168719367477e-08
1901,2.61552969504919e-07,2.738482152153665e-08
1902,2.352025916252387e-07,1.5221880644844532e-08
1903,3.169929243540537e-07,3.2401320737562855e-08
1904,2.7518080969457515e-07,2.5260739278110123e-08
1905,2.982918658744893e-07,3.4577084306874895e-08
1906,2.819013218413602e-07,4.1153477070565714e-08
1907,2.571421759967052e-07,4.422845378826423e-08
1908,3.182580030625104e-07,5.107844458507316e-08
1909,2.7614936470854445e-07,3.190570296851547e-08
1910,3.072886727295554e-07,4.5959694716657395e-08
1911,3.0538947726199694e-07,3.1390207766435196e-08
1912,2.6463860081094026e-07,3.542406545875565e-08
1913,2.8477055025177833e-07,3.712092677687906e-08
1914,2.986747631439357e-07,7.433385462718434e-08
1915,4.582716428558342e-07,1.0249262771822032e-07
1916,4.0433860704069957e-07,6.922100936890274e-08
1917,3.761483640118968e-07,8.663475625780848e-08
1918,3.801990544616274e-07,8.385054428572403e-08
1919,4.1803630779213563e-07,5.340552178267899e-08
1920,3.558948833415343e-07,4.770506123463747e-08
1921,2.764052737802558e-07,4.392193631019836e-08
1922,2.5822774318839947e-07,4.352981974875547e-08
1923,2.919385622135451e-07,4.140219900250486e-08
1924,2.2947091338210157e-07,1.933743654092268e-08
1925,3.145478899568843e-07,3.079489729884699e-08
1926,2.5078810494960635e-07,3.1209186346359274e-08
1927,3.322469126487704e-07,5.9090890403012963e-08
1928,2.7422498760643066e-07,4.1133748851507335e-08
1929,2.95220758061987e-07,2.8965056131369238e-08
1930,2.19525318811975e-07,5.146765857944047e-08
1931,3.216310631160013e-07,4.904303452235581e-08
1932,3.375537289684871e-07,4.383814555808385e-08
1933,2.4891338057386747e-07,2.867665571670841e-08
1934,2.923505633134482e-07,3.4746584276490466e-08
1935,2.9202612950030016e-07,3.111753699158726e-08
1936,2.7523103085513867e-07,2.66743711563322e-08
1937,3.223326245915814e-07,4.658713592675667e-08
1938,2.8523470518848626e-07,3.241303758727554e-08
1939,2.6305767164558347e-07,3.211750509990452e-08
1940,2.155415472770983e-07,2.7893612752905028e-08
1941,1.888961662643851e-07,2.3612020783048138e-08
1942,3.0038697218515154e-07,3.944475324146879e-08
1943,3.1064615768627846e-07,3.4838823381733164e-08
1944,3.502372862840275e-07,4.177142187700156e-08
1945,3.768811893678503e-07,5.2284097051824574e-08
1946,3.5638026929518674e-07,3.6194869323935563e-08
1947,3.4332109066781413e-07,6.794896734163558e-08
1948,2.772331413325446e-07,2.9354097819123126e-08
1949,3.121808731521014e-07,5.2030145525350235e-08
1950,2.829006291449332e-07,3.509669355139522e-08
1951,2.9425467573673814e-07,6.290227361205325e-08
1952,2.4463943759656104e-07,3.585233443459401e-08
1953,2.962802625461336e-07,4.417269394707546e-08
1954,2.775400389509741e-07,4.593092128857279e-08
1955,2.965851990666124e-07,3.2849627018549654e-08
1956,2.8343708891043207e-07,4.883839466174322e-08
1957,2.712356490519596e-07,3.268964121616591e-08
1958,2.4734006842663803e-07,4.3015667472445784e-08
