year,serons_VERB en_ADP,serons_VERB sans_ADP
1959,2.6585064460959984e-07,4.960478605653407e-08
1960,3.072850063290389e-07,3.391208380776334e-08
1961,4.488510967348702e-07,5.766972321907815e-08
1962,3.0504810411002836e-07,4.5662087444497956e-08
1963,2.696344267860695e-07,2.0044765847160306e-08
1964,3.072404126669426e-07,4.015419108327478e-08
1965,2.571860306943563e-07,4.322914293197755e-08
1966,2.919092310094129e-07,3.378835700118543e-08
1967,2.9039676974207396e-07,4.9796391010659136e-08
1968,2.878997520383564e-07,4.581244184009847e-08
1969,3.2473568012392207e-07,3.133812853661766e-08
1970,2.970776336042036e-07,3.954903604608262e-08
1971,2.63599787331259e-07,3.802414028086787e-08
1972,2.3598676079927827e-07,4.463227654127877e-08
1973,2.4092699391076167e-07,3.6387145740945925e-08
1974,2.9309228466445347e-07,3.7691329168865195e-08
1975,2.181785418997606e-07,3.1413140533231854e-08
1976,2.5025246941368096e-07,3.142439908287997e-08
1977,2.861992811631353e-07,2.938390863960194e-08
1978,2.1386128423728223e-07,3.742572474152439e-08
1979,2.5514603407827963e-07,3.5697038214266286e-08
1980,2.6890762683251523e-07,3.183684427199296e-08
1981,2.625102979436633e-07,2.213942273954217e-08
1982,2.9051111027911247e-07,2.296775925003658e-08
1983,2.7913696953874023e-07,3.031351525351056e-08
1984,2.6095537464243534e-07,2.667543874679268e-08
1985,2.3460675890873972e-07,3.308556983938615e-08
1986,2.505694851606677e-07,3.6566362382473017e-08
1987,2.3526645520632883e-07,3.6053819485459826e-08
1988,2.434600787637464e-07,2.0987938498251424e-08
1989,2.925169155787444e-07,2.469655058234821e-08
1990,2.2720874426340743e-07,2.397406362319998e-08
1991,2.5614602350287896e-07,3.458264430378222e-08
1992,2.0717389759283833e-07,3.8018615811097334e-08
1993,2.259996563225286e-07,3.157348160698348e-08
1994,3.059457469589688e-07,4.008944287647864e-08
1995,2.6353112048127514e-07,2.982347879765257e-08
1996,1.9484036783978809e-07,2.2953797085278893e-08
1997,2.6995255097972404e-07,2.972834600711849e-08
1998,2.13135379567575e-07,3.146965354972053e-08
1999,2.1205732991802506e-07,2.7421206638678086e-08
2000,1.9306797582885338e-07,3.932047931698435e-08
2001,2.286992497602114e-07,1.9715452381774412e-08
2002,2.396528202552872e-07,4.030723843584383e-08
2003,2.0667937405960402e-07,3.4168767371056674e-08
2004,2.1891813162255858e-07,3.876216325693349e-08
2005,1.977146126819207e-07,2.8823997411109303e-08
2006,2.2566037216620316e-07,2.6766285188273287e-08
2007,2.616384051634668e-07,3.355362920842708e-08
2008,2.6821871301763167e-07,3.1079309792403365e-08
2009,2.641578760176344e-07,2.9562793102400065e-08
2010,3.2499696089871577e-07,3.3538931631937885e-08
2011,3.4759904110615025e-07,4.1298896746866376e-08
2012,4.0102096932059794e-07,4.1872308287338456e-08
2013,4.406817595281609e-07,4.99253367536312e-08
2014,4.5820820560038555e-07,4.8939060803832035e-08
2015,5.018326874051127e-07,4.4109849994811157e-08
2016,5.095496362628182e-07,4.536234854413124e-08
2017,4.6186625013433513e-07,4.930598151986487e-08
2018,5.320403033692855e-07,4.6208253223767315e-08
2019,4.808612175111193e-07,4.056070679325785e-08
