year,quelques_DET iles_NOUN,quelques_DET cils_NOUN
1800,3.458580977167003e-08,4.087413785214267e-08
1801,6.667311325259107e-08,4.7623651688866175e-09
1802,4.699464284385613e-08,6.713520406265161e-09
1803,5.460949736857401e-08,1.3652374342143503e-08
1804,9.145848367531073e-08,1.2359254952798437e-08
1805,2.2743021688143017e-08,1.250866148438945e-07
1806,1.4408345627714425e-08,5.76333825108577e-09
1807,8.540865792383556e-09,3.4163463169534225e-08
1808,9.064295980465431e-09,2.2660739951163578e-09
1809,2.936739762482432e-08,3.840352036377226e-08
1810,3.510190094146992e-08,7.020380277111826e-09
1811,3.008491944456182e-08,4.262030373070047e-08
1812,5.3344164641089264e-09,2.6672082320544632e-09
1813,2.0130190847567064e-08,0.0
1814,1.5733386149463513e-08,1.8880061958270744e-08
1815,2.4275012222574333e-08,8.90083740046066e-08
1816,2.3176038865813098e-08,1.1588019432906549e-08
1817,5.2933695871004716e-08,2.1796227045456362e-08
1818,2.3842354535119625e-08,2.741870730460505e-08
1819,1.9666995143552413e-08,2.070210003424222e-09
1820,2.966620371580575e-08,2.0173018810965004e-08
1821,9.861488403650753e-09,1.2819934447350079e-08
1822,2.3058916553964082e-08,4.010246357211145e-09
1823,4.150728605267773e-08,4.941343334508019e-09
1824,3.705289497446529e-08,7.57900142644985e-09
1825,2.377469621173134e-08,2.289415235168235e-08
1826,2.113916308665864e-08,3.787433300317389e-08
1827,4.4242909502667516e-08,4.885154680778214e-08
1828,5.411657844067719e-08,1.834460228167245e-08
1829,7.372931309923558e-08,6.001223074036943e-09
1830,5.114049561605327e-08,5.322786211792163e-08
1831,1.5591206325993312e-08,2.0268567268999504e-08
1832,5.0060886991332154e-08,2.5706941575442954e-08
1833,1.0077756618098732e-07,3.243415847009601e-08
1834,5.8807546166050884e-08,3.173740381612333e-08
1835,4.9160071569076536e-08,9.832014313815307e-09
1836,4.032449923974113e-08,2.2850549896702432e-08
1837,4.5226292488820263e-08,1.669893889832963e-08
1838,6.249040485073465e-08,2.840472923537618e-08
1839,5.8728391039153394e-08,4.894032734625853e-09
1840,6.560779208797385e-08,2.0383003285218138e-08
1841,5.585877094205216e-08,3.980740181930287e-08
1842,3.6224632182779715e-08,2.5491406319133603e-08
1843,3.7804230856863796e-08,3.485077471054865e-08
1844,3.677335985718955e-08,2.5247381074677833e-08
1845,3.9061595402678506e-08,8.928364714222425e-09
1846,4.683601084742861e-08,1.9319855049104717e-08
1847,4.0988498817284835e-08,5.177494699637464e-08
1848,5.390298735141741e-08,7.562508663738754e-08
1849,5.7817962639816756e-08,7.457679163103137e-08
1850,4.412847331991543e-08,1.1541293254424545e-08
1851,3.1602249261908355e-08,1.612359690206233e-08
1852,4.036538281404489e-08,3.125061653896921e-08
1853,4.001194309211087e-08,4.060913560977042e-08
1854,3.325225317318825e-08,8.884585867008354e-08
1855,4.8823821430232783e-08,3.237231638308913e-08
1856,2.6403664143970218e-08,3.002769588533738e-08
1857,2.3431243612037633e-08,3.514686630623487e-08
1858,1.517039577292323e-08,2.6425849952715907e-08
1859,1.7822606501738392e-08,3.819129901216911e-08
1860,2.1970483377042882e-08,1.4189270203246451e-08
1861,2.1693433105429705e-08,1.5562680921732408e-08
1862,2.25899317307654e-08,3.8402884872112963e-08
1863,1.8480097063733325e-08,4.24542753174606e-08
1864,2.0617330287464597e-08,2.3014694150447212e-08
1865,1.8827377157304426e-08,1.4120533187167439e-08
1866,2.6760870741604492e-08,1.751620715140234e-08
1867,1.1161466417775046e-08,4.707226963773792e-08
1868,1.8771521115290568e-08,6.520633633044781e-08
1869,1.416220518635214e-08,5.0300246412504634e-08
1870,1.204150290590178e-08,1.7202147262196377e-08
1871,1.5931766128574054e-08,6.372706451429622e-08
1872,1.6932549695702903e-08,2.685018785086868e-07
1873,2.8134221785602875e-08,4.549363552541763e-08
1874,1.3144140331711185e-08,1.577296810384432e-07
1875,1.2015206996007777e-08,1.2873435650817555e-07
1876,2.2974855795609983e-08,8.34350046829968e-08
1877,2.5976226503132693e-08,5.504486111362894e-08
1878,2.1136810302024855e-08,3.865016917625752e-08
1879,3.8488748299592146e-08,3.421222238841892e-08
1880,2.1820677487127682e-08,2.4387815988902162e-08
1881,2.789002989667111e-08,4.4624046902086434e-08
1882,1.9966155617723302e-08,5.989846596499149e-08
1883,1.5166413291911596e-08,2.0853818505361943e-08
1884,2.5086449362277108e-08,5.0833066644884184e-08
1885,1.4180398244523218e-08,4.0607505136236455e-08
1886,2.7104548327994138e-08,2.0651084398082276e-08
1887,1.8280988667296327e-08,1.8280988944852083e-08
1888,1.5851536305788727e-08,2.8532765483646472e-08
1889,1.691586909435827e-08,3.4458253139746375e-08
1890,2.3595791043273806e-08,4.5225265588033636e-08
1891,2.740914517573856e-08,9.943783518817639e-08
1892,2.19397926493059e-08,6.205826963423533e-08
1893,2.7712874106633478e-08,4.434059874824925e-08
1894,1.2603078136663726e-08,4.159016087079692e-08
1895,9.027921521465032e-09,3.310238128051424e-08
1896,1.2973463803245266e-08,6.604672364574071e-08
1897,1.631479740193953e-08,2.272418309079427e-08
1898,1.2448381103702388e-08,3.677930704437671e-08
1899,1.6029977345510815e-08,7.406955404576365e-08
1900,1.609226463195057e-08,4.775768802645075e-08
1901,1.5089595462036698e-08,8.774320336968344e-08
1902,9.329539363278627e-09,6.825294607271104e-08
1903,1.674068261792172e-08,5.994244389739833e-08
1904,1.7198800605910947e-08,1.198541417224419e-07
1905,2.270733934217617e-08,6.760594573052003e-08
1906,2.1605575717398295e-08,5.9158121956670584e-08
1907,8.742833679242779e-09,7.508551647106287e-08
1908,2.9468334439286537e-09,1.4881509002862003e-07
1909,7.70137675853988e-09,5.0609049395689e-08
1910,9.085056262847502e-09,6.199214819258003e-08
1911,1.2236860857939291e-08,4.256299179772327e-08
1912,7.814131675054625e-09,7.449472638754173e-08
1913,1.1666577537372547e-08,7.74236528222616e-08
1914,1.2054139020278853e-08,6.763711218882307e-08
1915,1.5314990053916233e-08,5.419150617136381e-08
1916,5.493731025651982e-09,5.713480422109285e-08
1917,1.425635154372884e-08,3.5092558192673096e-08
1918,1.72295644418341e-08,2.1824114959656526e-08
1919,7.366278753639932e-09,3.591060920848932e-08
1920,9.086678076641874e-09,3.331781917026433e-08
1921,9.844571879913389e-09,3.786373770076068e-08
1922,8.853522970309058e-09,3.32007097370024e-08
1923,3.1847844361720945e-09,6.263409346729532e-08
1924,1.5469949210533684e-08,3.351822286390416e-08
1925,7.698724546756353e-09,4.949179976954099e-08
1926,4.458455493683289e-09,1.4489979882625903e-08
1927,8.919379901328739e-09,8.0274416669468e-08
1928,1.599645738092903e-08,4.570416489713125e-08
1929,6.684243825105796e-09,3.676333948376964e-08
1930,7.352522701786768e-09,5.146765857944047e-08
1931,6.843213995466613e-09,2.737285687004487e-08
1932,6.575722188983946e-09,3.3974561830518724e-08
1933,4.588264879146209e-09,3.555905436769535e-08
1934,5.990790086229936e-09,7.308764082836205e-08
1935,1.0771455727365264e-08,7.061287732312849e-08
1936,1.333718602225531e-08,3.516167268458048e-08
1937,7.554670999887492e-09,9.191516503470609e-08
1938,1.8151300351654243e-08,5.8343463393839556e-08
1939,6.117620188206274e-09,3.6705721129237645e-08
1940,5.0715658339584024e-09,7.86092684279538e-08
1941,0.0,2.00702178432266e-07
1942,1.2136847082899749e-08,2.4273694054777195e-07
1943,5.806470415592457e-09,4.3548528783077245e-08
1944,6.4263723231761105e-09,6.008658033351821e-07
1945,8.714016175304096e-09,2.6142048970001497e-08
1946,1.6705325123211878e-08,1.80974355501462e-08
1947,1.0728784083369192e-08,1.4305045148432782e-08
1948,9.784698828951832e-09,7.066726936955092e-08
1949,1.2762110923603132e-08,4.319483593029361e-08
1950,4.2541445921528975e-09,1.286878759110266e-07
1951,8.529121409139861e-09,4.477788762002888e-08
1952,7.381362521208246e-09,8.963083564239582e-08
1953,1.1851209791302608e-08,8.403585294303184e-08
1954,4.886268278880834e-09,3.615838295445428e-08
1955,1.2201290200408721e-08,6.476069103200643e-08
1956,2.703553869665143e-08,8.808352669475994e-08
1957,1.4136059989233729e-08,4.3291683571311523e-08
1958,8.272243445794913e-09,3.1434524316864554e-08
1959,1.0851046838844525e-08,3.4103291968179406e-08
1960,4.844583401109048e-09,5.536666547456548e-08
1961,1.04222386276831e-08,9.171570025667819e-08
1962,1.331810839388936e-08,5.580921769166025e-08
1963,1.2285501060915749e-08,7.306640270599019e-08
1964,4.8671746077921796e-09,3.285342842218597e-08
1965,1.1491291085352628e-08,1.4719797292173098e-07
1966,1.4401594583546284e-08,1.606331601067268e-08
1967,7.395503098805989e-09,2.4651677366094304e-08
1968,1.2126822879210408e-08,1.9762230019093607e-08
1969,5.450109141769133e-09,2.4071315496421164e-08
1970,9.197450273612517e-09,8.277704965919952e-09
1971,9.249115584530898e-09,1.490135304038631e-08
1972,3.5911026929902334e-09,3.5398013853438215e-08
1973,4.961883459664307e-09,2.095017381797959e-08
1974,1.2376257685353664e-08,1.012602890426706e-08
1975,3.998036124386317e-09,8.567219822452898e-09
1976,5.713526762818333e-09,1.428381679602353e-08
1977,1.2928920267718524e-08,2.056873604772136e-08
1978,1.1881182926387623e-08,5.346532105932056e-09
1979,9.363157360553487e-09,4.681578680276743e-09
1980,9.096240982664483e-09,1.0801786132219604e-08
1981,6.3255494731073725e-09,1.8976649196478235e-08
1982,8.069752754913395e-09,1.6760255405756652e-08
1983,5.052252727288931e-09,5.68378455412244e-09
1984,9.278413815039244e-09,7.538710988796993e-09
1985,9.02333718855175e-09,8.421781494405423e-09
1986,5.395036861699509e-09,8.991728250862252e-09
1987,8.555143538035992e-09,6.110816741511371e-09
1988,4.7972429917386705e-09,7.795519729736355e-09
1989,2.7440609784434855e-09,1.5366742545097622e-08
