year,certains_DET yeux_NOUN,certains_DET cieux_NOUN
1927,4.459689784130916e-08,0.0
1928,4.4561561107769876e-08,0.0
1929,4.233354422567004e-08,1.1140406375176326e-09
1930,3.781297164273667e-08,0.0
1931,2.737285687004487e-08,0.0
1932,3.06867030674951e-08,3.287861094491973e-09
1933,5.391211210792335e-08,0.0
1934,3.9539214569117576e-08,0.0
1935,3.949533677882755e-08,1.196828414151696e-09
1936,3.3949199451654977e-08,1.2124714565686645e-09
1937,3.27369078512163e-08,3.777335333410292e-09
1938,2.7226949583791793e-08,0.0
1939,3.364691281149135e-08,3.058810094103137e-09
1940,2.5357829391836617e-08,0.0
1941,2.066051862925633e-08,0.0
1942,4.8547388331598995e-08,0.0
1943,5.2258234184421326e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,2.6142048970001497e-08,0.0
1946,5.8468637043063154e-08,1.3921104269343232e-09
1947,4.291513522325374e-08,0.0
1948,3.479004218043258e-08,2.174377566888097e-09
1949,4.319483837278426e-08,0.0
1950,4.3604982735701014e-08,0.0
1951,3.091806555222121e-08,3.1984206394497505e-09
1952,3.057993147592697e-08,2.1089607837865287e-09
1953,2.4779802321184263e-08,3.232148326759443e-09
1954,3.811289217559022e-08,9.772536113672459e-10
1955,2.3464019616170617e-08,9.385607846468247e-10
1956,3.4012452632126156e-08,8.72114158667614e-10
1957,3.887416683001632e-08,1.7670075402875796e-09
1958,3.8052320405768114e-08,2.4816730892496253e-09
1959,2.2477167904710882e-08,0.0
1960,3.598833281381886e-08,2.076250060767393e-09
1961,4.863711611235999e-08,2.08444772553662e-09
1962,3.361236844412474e-08,1.9025869768540815e-09
1963,2.9743845164631466e-08,6.466053248388448e-10
1964,2.494427064902993e-08,0.0
1965,2.2435377999840966e-08,5.472043373977442e-10
1966,3.212663335361299e-08,1.6617224263271169e-09
1967,4.289391819511934e-08,0.0
1968,3.503304357721504e-08,2.6948494546985557e-09
1969,1.8621207575897358e-08,1.8167031212712459e-09
1970,1.9774516912818285e-08,2.2993624781975086e-09
1971,3.1858063742618015e-08,1.541519245584766e-09
1972,2.5650733759263744e-08,1.5390440033513642e-09
1973,2.8117339345712367e-08,0.0
1974,1.4626486743996026e-08,2.2502286700643026e-09
1975,1.599214449754527e-08,1.7134440533084216e-09
1976,1.7711933031350213e-08,2.285410749536254e-09
1977,2.2331770210826107e-08,2.938390863960194e-09
1978,2.2574247471318643e-08,1.1881182704343018e-09
1979,1.3459538261706427e-08,1.7555920051037788e-09
1980,3.0131299455504745e-08,5.685150683554241e-10
1981,1.7711538513598413e-08,3.1627747087981106e-09
1982,1.9243256987877544e-08,0.0
1983,1.768288515613392e-08,1.89459470334441e-09
1984,1.4497521627632182e-08,1.1598016991243298e-09
1985,2.285912126254175e-08,2.4062232206745193e-09
1986,3.117132341134976e-08,0.0
1987,2.505434903987691e-08,3.6664902225425067e-09
1988,1.3792074038398994e-08,1.1993107618124554e-09
1989,1.5915555096057687e-08,5.488122178931576e-10
1990,1.0897302171741785e-08,2.724325431913144e-09
1991,2.2859715009815318e-08,5.8614650910726596e-09
1992,1.652983172562017e-08,2.7549720282848966e-09
1993,1.938722604677423e-08,0.0
1994,1.1604838756618108e-08,1.0549853213248639e-09
1995,1.7351841741231055e-08,1.626735190995987e-09
1996,1.7615703784557013e-08,1.067618438099771e-09
1997,1.2466725873849782e-08,9.58978896292706e-10
1998,1.096669710598519e-08,4.291316191284977e-09
1999,1.0054442389773044e-08,2.7421207526856506e-09
2000,9.277866475088103e-09,1.3254094488601709e-09
2001,1.708672597855454e-08,8.762423564512289e-10
2002,5.6955880012310445e-09,8.76244299341522e-10
2003,1.916784508892988e-08,2.083461403401543e-09
2004,1.5857248847339633e-08,5.285749615779878e-09
2005,1.5763123695222703e-08,3.602999676388663e-09
2006,2.47073390635677e-08,6.1768350434476815e-09
2007,1.118454290294224e-08,8.38840730210677e-09
2008,2.086145434176956e-08,4.6831836186811415e-09
2009,2.098004658890318e-08,3.814554005998616e-09
2010,1.1337103700270745e-08,4.723792912386671e-09
2011,1.9119860139582556e-08,7.647943611743813e-09
2012,1.565956214699682e-08,4.765953853791416e-09
2013,1.7850400713115278e-08,3.3469500504423877e-09
2014,2.663497555843719e-08,2.165445156521173e-09
2015,2.881547933597517e-08,4.654808538617772e-09
2016,2.5891750965456595e-08,3.935546111222266e-09
2017,1.6603034946882644e-08,2.7671724911471074e-09
2018,2.0135439759982887e-08,4.904786798931582e-09
2019,2.1683395745597522e-08,7.65296326310505e-10
