year,serions_VERB en_PRON,serions_VERB sans_ADP
1800,3.144164484325529e-09,8.174827570428533e-08
1801,0.0,5.2386017301842e-08
1802,0.0,7.161088433349505e-08
1803,0.0,9.751696339321825e-09
1804,2.4718509461507665e-09,4.449331569844617e-08
1805,2.2743021688143017e-08,5.685755510853596e-08
1806,0.0,8.933174200365102e-08
1807,0.0,4.555128185756985e-08
1808,0.0,5.211970233176544e-08
1809,0.0,2.25903047379461e-08
1810,0.0,2.106114038724627e-08
1811,2.5070767684098882e-09,1.2535384286138651e-08
1812,2.6672082320544632e-09,2.6672083208723052e-08
1813,0.0,1.4378708002027452e-08
1814,0.0,1.8880061958270744e-08
1815,0.0,1.6183340889597275e-08
1816,0.0,6.489290882427667e-08
1817,1.556873407970727e-09,4.0478710161551135e-08
1818,2.384235475716423e-09,2.6226590676969863e-08
1819,1.035105001712111e-09,6.728182455617571e-08
1820,0.0,8.306536614099969e-08
1821,7.88919063410276e-09,5.719663320746804e-08
1822,2.0051231786055723e-09,4.0102463572111446e-08
1823,2.9648061783404955e-09,6.226093063332883e-08
1824,0.0,2.6947560627377243e-08
1825,1.7610886082763955e-09,7.396572243578703e-08
1826,8.80798456392995e-09,3.52319382557198e-08
1827,1.8434546111834038e-09,3.3182182335167454e-08
1828,9.172301251858528e-10,6.970948618345574e-08
1829,8.57317605795771e-10,2.1432940755516938e-08
1830,1.0436835840010872e-09,4.696576283436116e-08
1831,1.5591206103948707e-09,1.870944643656003e-08
1832,4.058990921151917e-09,2.0294953273491956e-08
1833,4.6334514003376626e-09,2.20088942626262e-08
1834,1.8669061851994684e-09,6.534171603789218e-08
1835,7.563087933704082e-10,7.033671778344797e-08
1836,6.72075017860152e-09,4.704525125021064e-08
1837,6.957890930081589e-10,5.0096815584765864e-08
1838,3.787297142565649e-09,4.102905393210676e-08
1839,4.894032734625853e-09,2.9364196407755117e-08
1840,3.1848443882154243e-09,2.7389662093924017e-08
1841,6.420548537278137e-10,6.934192242624704e-08
1842,1.341653010911159e-09,6.104521332872537e-08
1843,5.906911071384968e-10,3.36693943836508e-08
1844,1.097712254427563e-09,6.586273570974299e-08
1845,0.0,2.4553003186156275e-08
1846,2.3418005312692003e-09,4.0981507964943376e-08
1847,1.6179670936367074e-09,2.2651539310913904e-08
1848,1.6090443422100975e-09,3.378993085334514e-08
1849,8.379414939696517e-10,1.6758828991214614e-08
1850,1.3577992064028876e-09,5.0238568860550004e-08
1851,2.579775504329973e-09,2.5152811389261842e-08
1852,1.9531636308300904e-09,4.427170807730363e-08
1853,1.1943863675867306e-09,2.7470886010405593e-08
1854,5.195664454227256e-10,4.052618152172727e-08
1855,9.552486801567284e-09,3.92713346286655e-08
1856,1.0354378465748937e-09,4.141751475117417e-08
1857,9.763018171682347e-10,2.7336451324799782e-08
1858,1.0276719919488642e-08,5.04048642824273e-08
1859,2.036869339860914e-09,5.092173438470127e-08
1860,4.577183909670879e-10,5.309533435138292e-08
1861,2.357981898626349e-08,3.961409689168249e-08
1862,1.8071945051545413e-09,4.427626620895353e-08
1863,6.99246927027275e-09,3.596127129412707e-08
1864,1.4384183844029508e-09,4.3632024215867204e-08
1865,2.3534221238463715e-09,3.4830648587558244e-08
1866,6.3252967308358166e-09,2.968023871119385e-08
1867,2.91168689159349e-09,3.202855580752839e-08
1868,0.0,3.309715523869272e-08
1869,4.395167341186834e-09,5.6648822521765396e-08
1870,1.1468097582678638e-09,5.734048613703635e-08
1871,2.1242354542039266e-09,6.054071377548098e-08
1872,4.23313739617015e-09,4.475031190054324e-08
1873,6.584604861359367e-09,4.309923085088485e-08
1874,1.0156835372754358e-08,2.6885741633009275e-08
1875,5.721527140956084e-10,2.2313955128083762e-08
1876,3.02300739996042e-09,2.539326260375674e-08
1877,2.4739263970730008e-09,2.288381928394756e-08
1878,1.8117265465633636e-09,3.5026715750063886e-08
1879,7.94212251520321e-09,3.665595116331133e-08
1880,0.0,3.786529134686134e-08
1881,2.091752326904839e-09,2.7890029841159958e-08
1882,6.655385131892899e-10,3.8601232432711186e-08
1883,6.319338941018771e-10,1.3902545781263598e-08
1884,7.2618666635548834e-09,2.970763546272792e-08
1885,1.2891271383708158e-09,2.707166935067562e-08
1886,0.0,2.710454793941608e-08
1887,5.223139698529167e-09,2.415702127223085e-08
1888,1.9021844099853524e-09,1.5851536971922542e-08
1889,4.385595886446936e-09,2.318100555953606e-08
1890,6.554386478008212e-10,2.7528423984790606e-08
1891,1.9122659011827636e-09,1.784781566982474e-08
1892,5.641661360300532e-09,2.820830502514582e-08
1893,6.774258043407144e-09,1.7859408174558666e-08
1894,2.520615716150587e-09,3.843938856107343e-08
1895,6.018614495673091e-09,2.9491211250842753e-08
1896,1.179405795248556e-09,1.533227589334274e-08
1897,5.2440420894583895e-09,2.2141511735185304e-08
1898,3.960848538042683e-09,7.355861253444118e-09
1899,0.0,2.819064981451902e-08
1900,1.038210628578895e-09,2.180242297811219e-08
1901,0.0,2.179608138419553e-08
1902,1.9641135384773634e-09,3.1425816615637814e-08
1903,1.6200660812870638e-09,2.214090244478939e-08
1904,1.6123875568041512e-09,8.599400302955473e-09
1905,2.580379465655369e-09,2.631987072732045e-08
1906,5.144184522798412e-10,1.9033482345776065e-08
1907,2.5714217422034835e-09,3.4971336049238744e-08
1908,0.0,2.8486056180554442e-08
1909,5.500983557560346e-10,2.53045246978445e-08
1910,5.344150677544235e-10,5.557916793463846e-08
1911,3.1922244847493175e-09,1.8621308939259507e-08
1912,5.209421227725386e-10,3.0735584743979416e-08
1913,5.30298971401777e-10,2.704524781904638e-08
1914,5.357394972094198e-09,2.8795998474606677e-08
1915,3.534228465440492e-09,3.7698438148936475e-08
1916,1.0987462051303964e-09,3.4061130804730055e-08
1917,4.386569774084137e-09,4.276905585243185e-08
1918,1.1486376294556067e-09,4.709414369585829e-08
1919,9.207848372660976e-10,3.498982437122322e-08
1920,3.028892692213958e-09,2.0445025228355007e-08
1921,7.572747429129834e-10,3.634918854800162e-08
1922,1.4755870969551665e-09,1.623145884366295e-08
1923,2.1231896241147297e-09,5.201814445854325e-08
1924,2.578324886925998e-09,1.804827398643738e-08
1925,0.0,3.739380360912037e-08
1926,0.0,4.0126099776216506e-08
1927,0.0,2.4528294062520217e-08
1928,1.1426041224282812e-09,3.7705934374798744e-08
1929,0.0,3.676334259239411e-08
1930,3.1510811737689437e-09,2.520864939015155e-08
1931,1.1405356659111021e-09,2.737285598186645e-08
1932,2.1919073223131136e-09,5.698959171240858e-08
1933,3.4411986593596566e-09,4.01473165823063e-08
