year,serions_VERB en_PRON,serions_VERB sans_ADP
1934,1.1981580172459871e-09,2.3963160344919743e-08
1935,1.196828414151696e-09,2.8723881939640705e-08
1936,0.0,3.6374142808881516e-08
1937,7.554670666820584e-09,2.895957251780601e-08
1938,2.5930428915188486e-09,3.630260181353151e-08
1939,3.058810094103137e-09,3.5176316970364496e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,2.9515025090631752e-08
1942,3.034211770724937e-09,3.3376331032286544e-08
1943,0.0,4.064529335323641e-08
1944,3.2131861615880553e-09,3.855823393905666e-08
1945,4.357008087652048e-09,3.267756198965799e-08
1946,5.568441707737293e-09,3.7586982415405146e-08
1947,0.0,3.457052599742383e-08
1948,5.435944139264848e-09,3.044128504825494e-08
1949,1.9634016634739737e-09,2.7487622844546422e-08
1950,2.1270722960764488e-09,3.403315673722318e-08
1951,1.0661401761424827e-09,3.4116485636559446e-08
1952,1.0544803918932644e-09,2.5307528517259925e-08
1953,0.0,4.417269394707546e-08
1954,0.0,4.788542540268281e-08
1955,1.8771215692936494e-09,2.9095383879962355e-08
1956,1.744228317335228e-09,4.098936656760088e-08
1957,3.534015080575159e-09,4.240818185508033e-08
1958,0.0,2.3989505493204888e-08
1959,7.750747821333448e-10,4.4954337141689393e-08
1960,0.0,2.8375417571169237e-08
1961,2.08444772553662e-09,3.196153386397782e-08
1962,1.2683912808952869e-09,4.5662087444497956e-08
1963,2.5864212993553792e-09,2.8450633848819962e-08
1964,1.8251904432275978e-09,3.6503809752730376e-08
1965,1.6416130677043839e-09,3.283226135408768e-08
1966,1.6617224263271169e-09,2.3818021332999706e-08
1967,1.4791006197611978e-09,2.859594694371026e-08
1968,0.0,1.8863946849023705e-08
1969,3.6334062425424918e-09,4.5871754394966047e-08
1970,2.2993624781975086e-09,3.311081897550139e-08
1971,2.569198631618974e-09,3.3913423180820246e-08
1972,2.0520587451500205e-09,2.4624704053621826e-08
1973,4.410563025913916e-09,2.0950174928202614e-08
1974,1.6876715580593782e-09,2.1377172032543967e-08
1975,5.711480177694739e-10,1.3707552426467373e-08
1976,1.7140580066410394e-09,2.2282755196556536e-08
1977,2.938390863960194e-09,3.8786758693731826e-08
1978,3.5643548113029055e-09,2.1386128423728223e-08
1979,8.192762912528906e-09,3.043026097770962e-08
1980,5.685150683554241e-10,2.1603572264439208e-08
1981,2.5302198114474095e-09,2.1506869174459098e-08
1982,3.1037510339615437e-09,1.8622506203769262e-08
1983,1.89459470334441e-09,3.2839643893112225e-08
1984,5.799008495621649e-10,2.3196033538397387e-08
1985,6.015558051686298e-10,2.3460676956688076e-08
1986,4.196139880008332e-09,1.9182353483415682e-08
1987,2.4443267410134695e-09,2.0165694891716157e-08
1988,1.1993107618124554e-09,1.5591039570495013e-08
1989,1.0976244357863152e-09,3.237991919036176e-08
1990,2.179460389939436e-09,2.9967580417178397e-08
1991,2.344586080837985e-09,2.2859714121636898e-08
1992,5.509944167592096e-10,2.0386792698445788e-08
1993,1.661762283333701e-09,2.3264671966671813e-08
1994,4.2199412852994556e-09,3.0594573985354145e-08
1995,5.422450821690461e-10,2.331653803366862e-08
1996,4.270473752399084e-09,1.7081895009596337e-08
1997,3.835915585170824e-09,3.212579358091716e-08
1998,2.3840645013706308e-09,2.288702027897216e-08
1999,8.226361813967742e-09,2.2851006420410158e-08
2000,6.627047355323157e-09,2.2090157258958243e-08
2001,1.7524847129024579e-09,1.796296800193886e-08
2002,3.504977197366088e-09,2.6287329646379476e-08
2003,2.5001538617175356e-09,3.1251921939201566e-08
2004,2.642874807889939e-09,3.479784993487556e-08
2005,2.251874686720612e-09,3.0625496805214425e-08
2006,4.529678854225949e-09,3.1295964930677656e-08
2007,2.7961355453243186e-09,2.915970043204652e-08
2008,8.514879357157668e-10,3.8316958494988285e-08
2009,3.814554005998616e-09,3.2423709939166656e-08
2010,2.8342759250676863e-09,3.3066552163063534e-08
2011,1.911985902935953e-09,4.5887663446819715e-08
2012,2.382976926895708e-09,4.6978687606724634e-08
2013,3.0680376017500066e-09,4.825186294965533e-08
2014,4.547434873103384e-09,4.655707286360666e-08
2015,3.989835573037226e-09,4.6104769779731214e-08
2016,3.314144070287739e-09,5.033356131889377e-08
2017,3.773417134311785e-09,5.182159412697729e-08
2018,1.5488800242380307e-09,5.395265390006898e-08
2019,5.612172948588068e-09,4.234639661149231e-08
