year,plusieurs_DET îles_NOUN,plusieurs_DET iles_NOUN,plusieurs_DET cils_NOUN
1828,5.861100333959257e-07,4.769596506637441e-08,9.172301140836225e-09
1829,6.104101082371471e-07,8.144517060770795e-08,1.714635211591542e-09
1830,6.147296467418073e-07,6.36646975138433e-08,2.0873671680021744e-09
1831,4.2408081135647535e-07,1.8709447990872263e-08,1.5591206103948707e-09
1832,5.344337807855482e-07,6.764984983309574e-08,1.488296597074168e-08
1833,1.3135835033040166e-06,1.8881314556296047e-07,1.1583628278799551e-08
1834,7.747660735191175e-07,6.627516691004587e-08,2.0535967593104942e-08
1835,5.611811175754156e-07,6.277362984974388e-08,4.5378527602224494e-09
1836,5.020400131172664e-07,3.427582545567631e-08,1.8146025126952736e-08
1837,3.9938294982277966e-07,6.331680624249714e-08,3.478945576063097e-09
1838,4.172338989860691e-07,7.385229161549489e-08,6.943378316748294e-09
1839,4.152936377010974e-07,6.571986554959608e-08,8.38977065598101e-09
1840,3.949207094677831e-07,7.452535866203647e-08,1.2739377552861697e-08
1841,4.83467292866635e-07,7.961480319451653e-08,1.2841097074556274e-08
1842,4.6823691102204634e-07,4.494537542143462e-08,4.695785538189057e-09
1843,3.5323327285397e-07,5.670634461996116e-08,2.953455480181333e-09
1844,3.2327627152994864e-07,5.762989474522584e-08,7.1351298203126134e-09
1845,3.398358714434835e-07,6.361459825576787e-08,3.9061593959388574e-09
1846,4.150841510508485e-07,5.1519611243833197e-08,1.2879903366069811e-08
1847,3.537954729182502e-07,5.3932235566378495e-08,4.314578916364553e-09
1848,3.2985408893182466e-07,4.58577624762313e-08,9.65426583121598e-09
1849,2.974692185908623e-07,4.1897074698482584e-08,0.0
1850,2.6884425086137753e-07,6.856885992334583e-08,4.073397619208663e-09
1851,3.0183374732928314e-07,4.385618246338652e-08,6.449438760824933e-09
1852,2.311243592068024e-07,4.882909210301989e-08,4.557382027314816e-09
1853,3.613018861869932e-07,6.808002450675588e-08,5.971931837933653e-09
1854,3.112202895394489e-07,4.98783807589831e-08,8.313063126763609e-09
1855,2.642854752821222e-07,4.139410947345823e-08,1.4328730202350926e-08
1856,2.5627086230883833e-07,3.20985731327994e-08,8.28350277259915e-09
1857,2.10393044319801e-07,2.782460128969433e-08,0.0
1858,2.0455566129840008e-07,2.8383320527236577e-08,9.787352261980686e-09
1859,2.3423997053129142e-07,2.291478007343528e-08,2.036869339860914e-09
1860,2.489988091269879e-07,2.1512764236675253e-08,1.8308735638683515e-09
1861,1.7260427132015366e-07,2.735258886055192e-08,1.8863854922557266e-09
1862,2.5300722406029763e-07,2.3945328053720516e-08,1.8071945051545413e-09
1863,2.3175041352629933e-07,2.347471755870245e-08,2.4973103585068657e-09
1864,1.9418648466995592e-07,2.397363974004918e-08,4.794728170054441e-09
1865,2.0757183882835761e-07,1.7415324904401785e-08,3.294791106611683e-09
1866,1.3672372256579024e-07,2.773399376820862e-08,1.2650593461671633e-08
1867,1.9023021202713153e-07,1.4073153309368536e-08,8.73506067478047e-09
1868,1.8326932815782015e-07,1.7783546413241424e-08,7.903798504571569e-09
1869,1.6262118052168262e-07,1.3185502134582805e-08,2.441759683335931e-09
1870,1.605533643811441e-07,1.548193129252695e-08,7.454262984651905e-09
1871,1.1046024583905023e-07,1.5931766128574054e-08,1.1683295220166201e-08
1872,1.3062252612883185e-07,1.5723081503438152e-08,7.256807155187062e-09
1873,1.5683332232896419e-07,1.855661307947898e-08,2.2746817762708815e-08
1874,1.2247948610877302e-07,1.5533983432902687e-08,5.974609140757536e-10
1875,1.556255426748976e-07,1.2587359599081083e-08,7.437985338754061e-09
1876,2.06773700384133e-07,1.3301232337781244e-08,2.1765654167893445e-08
1877,1.9915106985735065e-07,1.6699003069220453e-08,9.895705588292003e-09
1878,2.1197200572586894e-07,1.872117438850296e-08,4.22736201599605e-09
1879,2.1627010937663727e-07,1.7106110861142554e-08,4.887460214320072e-09
1880,1.6493864229971678e-07,1.1552123257985158e-08,5.134277003548959e-09
1881,1.903494606381173e-07,1.95230204225183e-08,2.022027167924989e-08
1882,2.0232370268047362e-07,1.2645231750596508e-08,1.5307385581309063e-08
1883,1.914759657495324e-07,1.958995032858013e-08,1.8958017378167824e-08
1884,2.2775854979784071e-07,1.3203393933736152e-08,1.1883054540362536e-08
1885,1.4824962679682585e-07,1.1602144245337342e-08,1.0313017106966527e-08
1886,9.034849512978838e-08,2.452316216761119e-08,1.7424351739236954e-08
1887,1.2209088762205056e-07,2.0239666442822823e-08,4.570247291724172e-09
1888,1.1920355547090367e-07,1.394935211784798e-08,1.2047167707862627e-08
1889,1.553753845584538e-07,1.5662841745811562e-08,8.771191772893872e-09
1890,1.638596671682535e-07,1.1797895993481688e-08,2.6217545912032847e-09
1891,1.2812182248467252e-07,1.72103943318902e-08,1.9122660788184476e-08
1892,1.3477302052145035e-07,1.567128071755519e-08,8.149066310636499e-09
1893,1.3179011748576386e-07,1.4780199342201428e-08,9.23762488724833e-09
1894,1.0019447560516426e-07,1.3233232509790582e-08,1.6384001710889606e-08
1895,7.703826732097241e-08,4.213030146971164e-09,9.027921521465032e-09
1896,7.371286536717037e-08,2.181900704556483e-08,5.897029087265082e-09
1897,1.0021947227656369e-07,2.0976169134989675e-08,1.1653426668090106e-08
1898,7.299278004246901e-08,1.1316709569442196e-08,5.092519295146758e-09
1899,9.120504707027521e-08,1.326618814800895e-08,8.291367592505594e-09
1900,9.447716653454563e-08,1.3496738171525635e-08,9.863001082521805e-09
1901,6.371162108997908e-08,8.383108651699445e-09,1.1736351446245408e-08
1902,9.182230531479263e-08,1.1784681341886483e-08,3.928227076954727e-09
1903,9.396382960602523e-08,1.1340462346964841e-08,1.8900770726304472e-08
1904,8.438161280821532e-08,1.289910045443321e-08,1.7198800605910947e-08
1905,7.689530923116195e-08,1.445012559608827e-08,9.805441791854719e-09
1906,4.681207843582058e-08,9.259532418592897e-09,8.230695236477459e-09
1907,5.4514140201966654e-08,1.388567694160514e-08,6.685696440911215e-09
1908,6.630375515292997e-08,3.437972351250096e-09,2.9468334439286537e-09
1909,6.601180091436731e-08,1.0451868481808901e-08,3.300590023513905e-09
1910,7.749018138270003e-08,5.344150788566537e-09,7.481810726517324e-09
1911,8.991432487448492e-08,1.1172785918667216e-08,4.788336838146279e-09
1912,7.032718496446932e-08,3.125652625612929e-09,8.856016364688912e-09
1913,7.795394640908171e-08,4.242391882236518e-09,1.3257474229533273e-08
1914,1.0312984954907733e-07,6.027069343605973e-09,1.5402511266415786e-08
1915,1.0838300834592474e-07,1.1780761588475741e-08,1.8849219074468238e-08
1916,1.087758718654186e-07,1.3184954461564757e-08,3.2962386153911893e-09
1917,5.4832123286274737e-08,1.4256351876795748e-08,1.0966424213165737e-08
1918,7.006689273225675e-08,3.44591288836682e-09,2.2972752589112133e-09
1919,5.616787523976541e-08,1.8415696745321952e-09,1.8415697411455767e-08
1920,7.496509724091993e-08,2.2716695191604686e-09,6.815008557481406e-09
1921,6.815472475274476e-08,3.786373714564917e-09,7.572747762196741e-09
1922,7.820611802600297e-08,1.2542490324118916e-08,8.115729421831475e-09
1923,6.263409479956294e-08,5.307974060286824e-09,5.307974060286824e-09
1924,5.414482329157977e-08,7.734974771800296e-09,2.578324886925998e-09
1925,6.268961660893524e-08,5.499089184013428e-09,4.399271169575059e-09
1926,7.802297052883489e-08,5.573069228326233e-09,3.343841648018042e-09
1927,6.578042488492031e-08,7.804457302640344e-09,1.1149224876660924e-09
1928,6.96988489146122e-08,4.5704163786908225e-09,9.14083297942625e-09
1929,7.686880376667204e-08,7.798284240578823e-09,4.4561625500705304e-09
1930,7.667630308461071e-08,1.4705044848462023e-08,1.0503603542488804e-09
1931,1.2431839291338065e-07,6.843213995466613e-09,1.1405356659111021e-09
1932,9.534796963084347e-08,4.383814644626227e-09,2.1919073223131136e-09
1933,9.405943357521096e-08,1.1470662197865522e-09,2.2941324395731044e-09
1934,1.0304159303586857e-07,8.38710612072191e-09,2.3963160344919743e-09
1935,1.7114646500004937e-07,1.3165112555668657e-08,1.196828414151696e-09
1936,6.668593321990102e-08,1.576212937948185e-08,9.699771652549316e-09
1937,6.925115225708822e-08,3.777335333410292e-09,2.0145789036973838e-08
1938,8.945998319909165e-08,5.186085783037697e-09,1.0372171566075394e-08
1939,5.04703683290586e-08,0.0,6.117620188206274e-09
1940,9.63597486247636e-08,1.01431314458722e-08,2.5357829169792012e-09
1941,7.37875680556499e-08,1.1806010835613279e-08,0.0
1942,4.551317789314169e-08,0.0,1.517105907566929e-08
1943,5.8064703267746154e-08,1.4516176261025748e-08,1.1612940831184915e-08
1944,8.032965581605822e-08,3.2131861615880553e-09,1.927911696952833e-08
1945,1.0238968695119866e-07,1.3071024262956144e-08,0.0
1946,8.909506910015352e-08,8.352662561605939e-09,9.744772988540262e-09
1947,5.1259746669529704e-08,8.344609669919123e-09,7.152522574216391e-09
1948,9.132385669907706e-08,1.522064341230589e-08,2.0656587551570738e-08
1949,7.362756315743013e-08,3.9268033269479474e-09,3.9268033269479474e-09
1950,6.806631214217873e-08,5.317680740191122e-09,6.381216888229346e-09
1951,8.102665249865026e-08,2.1322803522849654e-09,6.396841278899501e-09
1952,6.432330224015459e-08,2.1089607837865287e-09,4.2179215675730575e-09
1953,8.72680021579697e-08,5.386913803917537e-09,0.0
1954,5.4726201570431954e-08,5.863521668203475e-09,1.3681550115052232e-08
1955,1.0042600528947787e-07,2.815682353940474e-09,4.6928039232341234e-09
1956,6.802490415402929e-08,5.232684952005684e-09,0.0
1957,5.124321877936211e-08,5.301022620862739e-09,7.951533653738352e-09
1958,8.02407632005675e-08,4.9633461784992505e-09,1.6544486891589827e-09
1959,6.6656428820977e-08,5.425523585955716e-09,2.325224457422337e-09
1960,5.951916537405566e-08,6.920833239831836e-09,7.612916519406099e-09
1961,5.5585272551450515e-08,5.558527305105088e-09,2.91822690456911e-08
1962,4.9467259843893885e-08,5.0735651235811474e-09,1.2683912808952869e-09
1963,5.948768944108451e-08,1.9398159745165344e-09,3.879631726988464e-09
1964,7.057403506038895e-08,6.083968384640315e-09,1.2167936658258327e-09
1965,5.143720693823184e-08,6.0192477668863376e-09,2.73602163147757e-09
1966,6.425326981585044e-08,7.200797402795445e-09,4.985167390003653e-09
1967,6.11361601343674e-08,2.958201350544698e-09,9.860671168482327e-10
1968,6.287982087793687e-08,6.737123747768692e-09,4.042274071025531e-09
1969,5.904285227398276e-08,4.5417577476669635e-09,9.083515606356229e-10
1970,8.323692179956765e-08,5.978342487722443e-09,1.0117195081704722e-08
1971,6.78268470277743e-08,3.083038491169532e-09,4.1107179882260425e-09
1972,6.823095466401696e-08,4.617132176587546e-09,3.5911027485013847e-09
1973,4.851619350709768e-08,5.513203726881244e-09,2.205281512956958e-09
1974,7.256987677450866e-08,1.1251143461343815e-08,7.875800456247362e-09
1975,7.482039166006871e-08,7.996072248772634e-09,5.711480177694739e-10
1976,7.998937490150126e-08,1.1427053525636666e-08,1.7140580066410394e-09
1977,8.109959148683288e-08,7.639816779203557e-09,0.0
1978,9.683164092777474e-08,3.5643548113029055e-09,5.940591352171509e-10
1979,7.13940779828448e-08,4.681578680276743e-09,1.7555920051037788e-09
1980,7.163289966749531e-08,2.8425753972882717e-09,5.685150683554241e-10
1981,5.8195057273113804e-08,5.060439622894819e-09,1.8976649140967083e-09
1982,9.311253745813985e-08,4.345251602977385e-09,0.0
1983,7.830991588519964e-08,6.9468474306333405e-09,1.89459470334441e-09
1984,6.958810061519216e-08,9.278413592994639e-09,1.739702604197646e-09
1985,6.316336031986225e-08,3.007779025843149e-09,1.2031116103372597e-09
1986,8.811893659199654e-08,4.795588481876223e-09,7.1933827783254856e-09
1987,8.310711141490401e-08,5.499735167280306e-09,1.2221633705067347e-09
1988,6.356346909930366e-08,2.99827696004229e-09,0.0
1989,6.530865703791022e-08,2.744061089465788e-09,3.2928733073589456e-09
1990,8.118489835950982e-08,2.179460389939436e-09,5.44865097484859e-10
1991,6.33038248487594e-08,2.930732601047481e-09,5.861465202094962e-10
1992,9.091407582317856e-08,2.754972139307199e-09,2.2039776670368383e-09
1993,6.757833281856307e-08,5.539207426075166e-10,3.877445031719162e-09
1994,8.439882703825674e-08,4.2199412852994556e-09,1.0549853435293244e-08
1995,9.923084753893363e-08,3.795715741716776e-09,0.0
1996,8.434185505556968e-08,2.135236876199542e-09,0.0
1997,8.726707978468085e-08,2.397447240731765e-09,0.0
1998,9.72698375178993e-08,1.9072516899143466e-09,1.43043876743576e-09
1999,8.911892468432825e-08,1.3710603485872497e-09,9.140402323914998e-10
2000,1.1089259199792423e-07,1.7672125984802278e-09,4.4180314962005696e-10
2001,9.813914259027001e-08,4.8193330159929104e-09,4.3812117822561447e-10
2002,9.025316005661921e-08,2.190610692842654e-09,8.76244299341522e-10
2003,5.3336615124521813e-08,1.2500768753476166e-09,0.0
2004,7.223857867444394e-08,8.809582507929292e-10,0.0
2005,8.827349295970066e-08,1.8014998381943315e-09,1.8014998381943315e-09
2006,8.441674292924972e-08,8.235779835885637e-10,1.2353669198716943e-09
2007,1.0225867086433027e-07,1.1983438685803094e-09,3.994479469415779e-10
2008,1.0217855228589201e-07,1.7029758436759579e-09,1.2772318758180745e-09
2009,9.488702890081413e-08,2.860915504498962e-09,0.0
2010,8.030448261919787e-08,4.723793023408973e-10,0.0
2011,1.2886785594190542e-07,0.0,1.529588788962144e-09
2012,1.450211710718463e-07,0.0,3.404252713057332e-10
2013,1.1156499901687766e-07,5.578250084070646e-10,8.367375126105969e-10
2014,1.0285864782133558e-07,1.5158115873603606e-09,8.661780737106994e-10
2015,1.4784558022284955e-07,1.551602762939197e-09,4.433150790905671e-10
2016,1.1413083944589175e-07,6.21402013178951e-10,1.0356699942093428e-09
2017,1.0288850216255696e-07,2.012489092040326e-09,2.7671724911471074e-09
2018,1.0300051833667112e-07,0.0,5.162933414126769e-10
2019,1.33671751889608e-07,2.806086529805185e-09,1.02039510174734e-09
