year,sommes_VERB en_PRON,sommes_VERB sans_ADP
1800,3.144164395507687e-08,2.138031902632065e-07
1801,2.3811825400343878e-08,3.762268363516341e-07
1802,1.1189200677108602e-08,2.439245747609675e-07
1803,1.1702034896643454e-08,2.0868630201675842e-07
1804,6.179627121127851e-08,1.5819846055364906e-07
1805,3.4114531644036106e-08,1.8194417350514414e-07
1806,4.610670600868616e-08,1.5849180101668026e-07
1807,1.9928686256776018e-08,2.2206249639111775e-07
1808,1.8128591960930862e-08,2.8552531716741214e-07
1809,5.873479480555943e-08,2.3042110797177884e-07
1810,1.6380887757350138e-08,3.2293749541167927e-07
1811,6.016983888912364e-08,1.780024518893697e-07
1812,3.7340914360584065e-08,2.1337666566978442e-07
1813,4.026038169513413e-08,1.0927818294703684e-07
1814,5.664018942752591e-08,1.258670891957081e-07
1815,4.315557688983063e-08,1.6183341244868643e-07
1816,2.3176038865813098e-08,1.5759707139295642e-07
1817,4.514932783195036e-08,2.802372023325006e-07
1818,2.741870730460505e-08,2.0862060523541004e-07
1819,2.898294049202832e-08,2.6705708933150163e-07
1820,1.6613073583471305e-08,2.1241001491034694e-07
1821,8.678109963966563e-08,3.885426451688545e-07
1822,2.2056354964661296e-08,3.398683929844992e-07
1823,7.313188632451784e-08,2.2532526600116398e-07
1824,5.726356633317664e-08,2.2905426533270656e-07
1825,6.251864448358901e-08,2.808936301335052e-07
1826,4.7563116112314674e-08,1.9817964869162097e-07
1827,1.566936447261469e-08,2.414925575067173e-07
1828,3.393751413227619e-08,3.1002377909317147e-07
1829,2.4862210068476998e-08,2.2633184926235117e-07
1830,2.0873670791843324e-08,2.390035547250591e-07
1831,4.8332740476553226e-08,2.4945930476860667e-07
1832,4.058990654698391e-08,2.665403826540569e-07
1833,4.9809603552830595e-08,2.76848709290789e-07
1834,4.947301235347368e-08,2.557661389346322e-07
1835,6.277362984974388e-08,2.866410397928121e-07
1836,6.51912728244497e-08,2.486677601609699e-07
1837,8.766942727334026e-08,3.0405982442971435e-07
1838,8.647661786653771e-08,1.836839089719433e-07
1839,5.173691519644308e-08,1.6989284290502837e-07
1840,3.885510224677091e-08,2.0701487812857522e-07
1841,5.714288064950779e-08,2.523275668409042e-07
1842,4.293289634915709e-08,2.3277679872535373e-07
1843,3.7804230856863796e-08,2.4159265876733116e-07
1844,5.3239045172404076e-08,2.530226765884436e-07
1845,4.185170965342877e-08,2.66176868990442e-07
1846,6.205771541090144e-08,2.259837543761023e-07
1847,4.7999691332734074e-08,2.1303233666003507e-07
1848,2.815827571112095e-08,2.5664257918833755e-07
1849,7.709061833338637e-08,2.480306875440874e-07
1850,5.0917471128286707e-08,2.0570658421092958e-07
1851,5.804495017969202e-08,2.128314804394904e-07
1852,3.906327350478023e-08,2.2200960358986777e-07
1853,4.18035241978032e-08,2.1140638750694052e-07
1854,7.377843758149538e-08,2.945941730558843e-07
1855,6.633671034705912e-08,2.1970720354147488e-07
1856,5.487820686767009e-08,2.806036434321868e-07
1857,5.174399575480493e-08,2.1478639666838717e-07
1858,6.704335930862726e-08,2.735564805789181e-07
1859,3.768208145515928e-08,2.8312484801062965e-07
1860,4.8060432078500526e-08,2.535759904276347e-07
1861,9.714885607081669e-08,2.6692353571888816e-07
1862,5.1956842384015545e-08,2.36742479842178e-07
1863,6.542953201460477e-08,2.422391105483257e-07
1864,6.616724590458034e-08,2.406953569789039e-07
1865,8.84886759422443e-08,2.7017287607122853e-07
1866,7.882292862859686e-08,3.045873597784521e-07
1867,6.69687949539366e-08,2.0721505222809355e-07
1868,4.445886503390284e-08,2.67741171455782e-07
1869,6.983432143670143e-08,2.9594124839604774e-07
1870,9.575861525945584e-08,3.3200143434442e-07
1871,9.665271250014484e-08,5.034438004258845e-07
1872,7.619647846013322e-08,3.8279657132989087e-07
1873,7.721946104766175e-08,2.957086167043599e-07
1874,6.930546447847519e-08,2.610904061839392e-07
1875,7.952922942422447e-08,2.740611364515644e-07
1876,8.04119935082781e-08,2.497004061297048e-07
1877,4.5149157301693776e-08,2.214164140923458e-07
1878,4.046189516770937e-08,2.3129709347813332e-07
1879,7.697749992985337e-08,2.4864954184522503e-07
1880,6.546203223933844e-08,1.8932647094516142e-07
1881,6.693607446095484e-08,2.1614773970668466e-07
1882,6.721938916598447e-08,1.7503663229945232e-07
1883,6.19295192905156e-08,2.3381554115076142e-07
1884,6.46966284989503e-08,1.7560513754233398e-07
1885,6.381179673553561e-08,1.675865348715888e-07
1886,4.5174246565693466e-08,2.2006311439781712e-07
1887,6.920659956222153e-08,1.912974880724505e-07
1888,6.086990111953128e-08,2.2192151050148823e-07
1889,6.641045047217631e-08,1.917131839945796e-07
1890,7.275369284798217e-08,1.4354105815073126e-07
1891,8.286485808639554e-08,1.6827941351493791e-07
1892,6.769993632360638e-08,1.8868222184664774e-07
1893,6.77425830986067e-08,2.1985546538871859e-07
1894,5.4823392048319874e-08,2.199237201239157e-07
1895,6.740847879882494e-08,2.2690176137984963e-07
1896,5.7201180680976904e-08,2.1642095759943913e-07
1897,7.516460698298033e-08,1.468331873866191e-07
1898,6.733442603490403e-08,2.789568895877892e-07
1899,5.9145087050183065e-08,1.8738491291969694e-07
1900,6.229263505019844e-08,2.169860238154797e-07
1901,4.806315345717849e-08,1.6989766038477683e-07
1902,6.727088930347236e-08,1.532008582216804e-07
1903,5.4542223182352245e-08,1.900877464322548e-07
1904,5.0521478556220245e-08,2.3379620017749403e-07
1905,6.967025001358707e-08,1.9868922151999868e-07
1906,6.07013745934637e-08,1.913636680228592e-07
1907,5.091414934099703e-08,1.6868526131474937e-07
1908,6.630375537497457e-08,1.910530329496396e-07
1909,6.876229718955074e-08,1.6172892003396555e-07
1910,5.344150721953156e-08,2.2178225833613396e-07
1911,5.852411533169288e-08,2.0004607392820617e-07
1912,6.355493553655833e-08,2.1150249551737943e-07
1913,4.719660751106858e-08,1.9727121980395168e-07
1914,4.8216556081115414e-08,2.8327227141744515e-07
1915,6.243804051564439e-08,4.13504750440552e-07
1916,8.020847275247434e-08,2.593041017462383e-07
1917,6.031533672512523e-08,2.939001717550127e-07
1918,8.729645628591243e-08,2.802675851398817e-07
1919,8.102906434714896e-08,2.2559228796126263e-07
1920,7.723676276327751e-08,1.9082024493854988e-07
1921,6.588290091258386e-08,2.1279420536757243e-07
1922,6.123686802084194e-08,2.1912468639584404e-07
1923,8.598917844437892e-08,1.7516313732812705e-07
1924,4.383152329978657e-08,2.333383974928438e-07
1925,7.808706214973427e-08,2.1006519546062918e-07
1926,5.795991953050361e-08,2.0954740875822608e-07
1927,4.6826745148109694e-08,1.85077126957367e-07
1928,6.741364444451392e-08,2.1252436965824018e-07
1929,8.466708578680482e-08,2.0721155635783362e-07
1930,5.146765857944047e-08,1.8171233762132033e-07
1931,1.0606981959426776e-07,2.2696659129906038e-07
1932,6.794912366103745e-08,1.6110519140966062e-07
1933,6.423570653169008e-08,1.7550112829667341e-07
1934,5.391711255242626e-08,2.0129054689732584e-07
1935,6.582556011380802e-08,1.6994962948047032e-07
1936,7.274828561776303e-08,1.7944577734851919e-07
1937,6.295559273894469e-08,1.649436427442197e-07
1938,7.649476430060531e-08,1.685477855062345e-07
1939,3.976452944698394e-08,1.6670514924044255e-07
1940,7.100192078723921e-08,1.7750480196809804e-07
1941,7.083606590185809e-08,2.3612020072505402e-07
1942,1.1833425617169269e-07,2.306000936869168e-07
1943,7.548411673496958e-08,1.9161352327046188e-07
1944,7.069009200222354e-08,1.9921753846574575e-07
1945,8.931866801731303e-08,3.289541155027109e-07
1946,8.352662916877307e-08,2.5893254473885463e-07
1947,1.4424253436118306e-07,2.4676202770024247e-07
1948,6.958008214041911e-08,2.0547868473386188e-07
1949,8.14811684790584e-08,1.7768785198768455e-07
1950,6.912984673590472e-08,2.3823210426598962e-07
1951,6.076999170545605e-08,2.8359329462546157e-07
1952,7.170466886918803e-08,2.256588089721845e-07
1953,7.433941107137798e-08,2.2732776017164724e-07
1954,7.231676590890856e-08,1.876326933825112e-07
1955,6.288357212724804e-08,1.8020367065219034e-07
1956,6.192010459926678e-08,2.084352814790691e-07
1957,7.509782307124624e-08,2.0585638083048252e-07
1958,7.610464081153623e-08,2.0928776223172463e-07
1959,7.440718263751478e-08,2.015194411342236e-07
1960,9.481541951572581e-08,1.9655166738630214e-07
1961,1.1881352435239023e-07,2.18867015178148e-07
1962,1.033738925571015e-07,2.3021301842618414e-07
1963,9.634419484427781e-08,2.2501865259982878e-07
1964,9.004273238133464e-08,2.2145644607007853e-07
1965,9.63079642701814e-08,2.484307799477392e-07
1966,6.2591546168278e-08,2.1934735627837654e-07
1967,7.642019994591465e-08,2.1693476526252198e-07
1968,1.0375170944598722e-07,2.0570684000631445e-07
1969,8.538504658872625e-08,2.4797998321446357e-07
1970,8.829552200495527e-08,2.1522032511711586e-07
1971,9.043579751732977e-08,2.1529885430027207e-07
1972,6.463984902893571e-08,2.108490377850103e-07
1973,8.765994152781786e-08,1.880002429288652e-07
1974,8.044567323395313e-08,2.1883474232708977e-07
1975,8.909908899568109e-08,1.8276736568623164e-07
1976,8.227478787148357e-08,1.9540262030659505e-07
1977,1.010806442991452e-07,2.2625610540671914e-07
1978,8.198016132610064e-08,2.1742563660609449e-07
1979,1.0709111109008518e-07,1.977966945787557e-07
1980,6.253665674194053e-08,2.21720881654619e-07
1981,8.09670339663171e-08,1.9672458506647672e-07
1982,8.876727974893583e-08,1.9491557168294094e-07
1983,7.830991677337806e-08,2.0777389408976887e-07
1984,8.872483192590153e-08,1.855682683071791e-07
1985,8.421780961498371e-08,2.285912046318117e-07
1986,9.291452585102888e-08,2.0201416361942393e-07
1987,8.310711052672559e-08,2.4198834580602124e-07
1988,7.675588875599715e-08,1.8889144826061965e-07
1989,9.878620232939284e-08,2.579417355264013e-07
1990,1.0188977483949202e-07,2.010552151432421e-07
1991,1.2250461622898e-07,1.981175188348061e-07
1992,8.871010237498922e-08,2.1378583880959923e-07
1993,9.416652346772025e-08,2.287692666413932e-07
1994,8.59813056308667e-08,2.4211914251281996e-07
1995,1.0899125868490955e-07,2.0767986086411838e-07
1996,9.341661666439904e-08,2.615665266603173e-07
1997,1.1076205908011616e-07,2.2488055151370645e-07
1998,9.536258716025259e-08,2.450818499255547e-07
1999,1.2248139569237537e-07,2.28053039563747e-07
2000,1.2105405744478048e-07,2.5094419697779813e-07
2001,1.1172090097488763e-07,2.326423498288932e-07
2002,1.0602555988725726e-07,2.0328867833541153e-07
2003,9.958945668131491e-08,2.0376252507503523e-07
2004,1.1496505436525695e-07,2.1098949787301535e-07
2005,1.0718923704189365e-07,1.9636348724816344e-07
2006,9.718220184140591e-08,2.314254174962116e-07
2007,8.508241222671131e-08,2.2209306393961015e-07
2008,1.0345578260739785e-07,2.1457495336107968e-07
2009,1.0919161042011183e-07,2.0312499771080184e-07
2010,9.683775914481885e-08,2.593362466996041e-07
2011,1.158663494038592e-07,2.2293757240277046e-07
2012,1.1642543995549204e-07,2.522551199035661e-07
2013,1.0263980243507831e-07,2.733342512328818e-07
2014,1.2364691315269738e-07,2.650504882240057e-07
2015,1.0683893236773656e-07,2.724171110912721e-07
2016,1.3608703852696635e-07,3.055226613923878e-07
2017,1.393648716430107e-07,3.0413741569645936e-07
2018,1.7528158480217826e-07,2.904150164795283e-07
2019,1.4999808684024174e-07,2.7448626838122436e-07
