year,vos_DET airs_NOUN,vos_DET serres_NOUN
1967,4.9303355398322424e-08,2.465167847631733e-09
1968,4.2668450106475575e-08,5.838840522187638e-09
1969,3.860494268703718e-08,3.6334062425424918e-09
1970,2.3453497643988186e-08,1.8394900047624674e-09
1971,2.620582706391872e-08,3.0830383801472294e-09
1972,2.4111690422046195e-08,4.104117490300041e-09
1973,7.718485461882807e-09,1.1026407342740185e-08
1974,1.9689501584707614e-08,1.6876715580593782e-09
1975,1.313640396460869e-08,5.140332159925265e-09
1976,2.1140049488721502e-08,3.9994687561772935e-09
1977,1.763034590540613e-08,5.876781838942691e-10
1978,2.316830594040198e-08,0.0
1979,2.867466974976196e-08,3.5111840102075575e-09
1980,1.5349907178663358e-08,1.7055452605774235e-09
1981,3.099519241267501e-08,0.0
1982,9.9320033308814e-09,0.0
1983,3.410270732473464e-08,5.68378455412244e-09
1984,2.899504214504134e-08,2.3196033982486597e-09
1985,2.225756545737312e-08,4.812446441349039e-09
1986,2.2779044428489215e-08,3.5966913891627428e-09
1987,1.8332450224534114e-08,3.0554083707556856e-09
1988,1.1993107784658008e-08,3.597932174415064e-09
1989,1.2622680567453415e-08,7.683371272548811e-09
1990,1.47113579651581e-08,5.993515905799995e-09
1991,2.0515127652220855e-08,2.9307325455363298e-09
1992,2.1488782808720686e-08,2.7549720282848966e-09
1993,1.717154241021035e-08,1.661762283333701e-09
1994,1.7407257746349103e-08,2.637463358823311e-09
1995,1.626735279813829e-08,2.7112254663563817e-09
1996,1.7615704006601618e-08,5.338092190498855e-10
1997,1.8220598585472203e-08,3.835915696193126e-09
1998,1.2873949017944142e-08,9.536258449571733e-10
1999,9.597422329088445e-09,1.8280804647829996e-09
2000,1.5021306976059634e-08,4.4180314962005696e-10
2001,1.533424159871899e-08,4.3812117822561447e-10
2002,2.2782351449812666e-08,1.3143663935011318e-09
2003,1.4584229823810801e-08,1.6667691671301554e-09
2004,2.2904915297772277e-08,1.7619165015858584e-09
2005,1.711424801875694e-08,2.702249757291497e-09
2006,2.017765970974139e-08,3.294311934354255e-09
2007,2.5165220352008077e-08,4.393927444112933e-09
2008,2.639612536881053e-08,8.514879357157668e-10
2009,2.288732470212551e-08,3.814554005998616e-09
2010,4.2986517012622016e-08,2.8342759250676863e-09
2011,3.823972066774317e-08,1.5295887612065684e-09
2012,5.7531869934734914e-08,4.765953853791416e-09
2013,6.387096518345459e-08,6.136075203500013e-09
2014,7.665676071688665e-08,3.681256771637109e-09
2015,7.403361701463496e-08,3.103205470367243e-09
2016,7.726098316673813e-08,5.59261792432153e-09
2017,4.779661522125167e-08,3.018733707449428e-09
2018,6.815071795784888e-08,5.421080029321956e-09
2019,5.892781684835313e-08,4.081580573522814e-09
