year,avions_VERB ôté_VERB,avions_VERB sauté_VERB
1938,0.0,2.5930428915188486e-09
1939,3.058810094103137e-09,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,2.7842208538686464e-09
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,0.0,4.348755133776194e-09
1949,0.0,9.817008317369869e-10
1950,0.0,3.190608444114673e-09
1951,2.1322803522849654e-09,6.396841278899501e-09
1952,0.0,5.272402070488624e-09
1953,0.0,5.386913581872932e-09
1954,9.772536113672459e-10,9.772536113672459e-10
1955,0.0,0.0
1956,0.0,0.0
1957,4.417518795207798e-09,1.7670075402875796e-09
1958,2.4816730892496253e-09,1.6544486891589827e-09
1959,2.325224457422337e-09,7.750747821333448e-10
1960,1.3841666701708277e-09,2.076250060767393e-09
1961,2.08444772553662e-09,9.03260666262895e-09
1962,6.341956404476434e-10,2.5367825617905737e-09
1963,6.466053248388448e-10,1.939815863494232e-09
1964,6.083968329129164e-10,1.8251904432275978e-09
1965,3.2832261354087677e-09,1.6416130677043839e-09
1966,5.539074754423723e-10,3.8773522170743036e-09
1967,4.930335584241163e-10,2.465167847631733e-09
1968,4.4914158503495116e-10,3.1439910674890825e-09
1969,2.7250546263957176e-09,3.6334062425424918e-09
1970,4.5987250119061684e-10,6.898087434592526e-09
1971,2.569198631618974e-09,1.541519245584766e-09
1972,5.130146862875051e-10,1.0260293725750103e-09
1973,0.0,3.859242703185828e-09
1974,5.625571675160757e-10,1.6876715580593782e-09
1975,1.7134440533084216e-09,1.1422960355389478e-09
1976,5.713526873840635e-10,1.7140580066410394e-09
1977,5.876781838942691e-10,4.11374712072643e-09
1978,1.1881182704343018e-09,1.7821774056514528e-09
1979,1.1703946700691858e-09,3.5111840102075575e-09
1980,2.2740602734216964e-09,3.411090521154847e-09
1981,1.2651099057237047e-09,2.5302198114474095e-09
1982,1.8622506869903077e-09,1.8622506869903077e-09
1983,1.89459470334441e-09,1.89459470334441e-09
1984,5.799008495621649e-10,4.639206796497319e-09
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,1.7983456945813714e-09,2.3977941854269602e-09
1987,0.0,1.2221633705067347e-09
1988,1.1993107618124554e-09,5.996553809062277e-10
1989,0.0,1.6464366536794728e-09
1990,2.179460389939436e-09,2.179460389939436e-09
1991,2.9307325455363298e-09,1.1722930404189924e-09
1992,5.509944167592096e-10,3.30596661157756e-09
1993,1.1078414852150331e-09,1.661762283333701e-09
1994,5.274926606624319e-10,3.164955852952289e-09
1995,2.1689803286761844e-09,7.0491861237087505e-09
1996,0.0,1.067618438099771e-09
1997,1.438468344439059e-09,2.876936688878118e-09
1998,4.768129224785866e-10,1.43043876743576e-09
1999,0.0,4.113180906983871e-09
2000,1.3254094488601709e-09,3.092622158362701e-09
2001,4.3812117822561447e-10,3.5049694258049158e-09
2002,8.76244299341522e-10,2.1906108038649563e-09
2003,3.333538334260311e-09,1.2500769308587678e-09
2004,0.0,1.7619165015858584e-09
2005,0.0,2.702249757291497e-09
2006,4.117890028965121e-09,6.1768350434476815e-09
2007,2.7961355453243186e-09,5.991719120856942e-09
2008,0.0,6.3861596011349775e-09
2009,1.907277002999308e-09,6.198650481792356e-09
2010,3.7790344187271785e-09,4.723792912386671e-09
2011,5.7359579308524644e-09,1.3766299211681599e-08
2012,4.085103366691101e-09,1.0212757750593937e-08
2013,5.020424964641279e-09,1.0040849929282558e-08
2014,3.031623174720721e-09,1.2126492698882885e-08
2015,4.654808538617772e-09,1.0417904761084174e-08
2016,2.0713399884186856e-09,8.906762438698479e-09
2017,5.0312225496895735e-09,1.4338984222206363e-08
2018,3.614053500911041e-09,1.7295826992835828e-08
2019,3.826481798085979e-09,1.224474122096808e-08
