year,quelques_DET âges_NOUN,quelques_DET ages_NOUN,quelques_DET sages_NOUN
1869,4.883519144627257e-10,4.883519144627257e-10,1.0255390137103859e-07
1870,1.1468097582678638e-09,0.0,7.282242231454461e-08
1871,1.0621177271019633e-09,2.1242354542039266e-09,3.823623773158147e-08
1872,6.047339295989218e-10,6.047339295989218e-10,7.92201466648379e-08
1873,2.3944017879529156e-09,3.591602570907071e-09,5.327544111422e-08
1874,1.1949218281515073e-09,1.1949218281515073e-09,3.9432419274287867e-08
1875,0.0,5.721527140956084e-10,4.17671497388028e-08
1876,1.813804439976252e-09,0.0,8.283040608958459e-08
1877,3.0924081073635534e-09,1.2369631985365004e-09,5.504486288998578e-08
1878,4.22736201599605e-09,1.2078177347163432e-09,7.36768845932545e-08
1879,4.887460214320072e-09,1.221865053580018e-09,6.292604837199178e-08
1880,6.417846254436199e-10,1.2835692508872398e-09,5.583526174746112e-08
1881,4.183504653809678e-09,6.972507571312292e-10,4.9504802035471585e-08
1882,0.0,6.655385131892899e-10,2.994923331556265e-08
1883,3.159669414998234e-09,0.0,3.2860562271253e-08
1884,2.6406787867472303e-09,1.3203393933736152e-09,6.073561031882946e-08
1885,0.0,3.86738152613475e-09,5.5432468448746164e-08
1886,0.0,6.453463874400711e-10,3.4848704311141177e-08
1887,3.264462256069578e-09,6.528924623161458e-10,3.7214870407531464e-08
1888,0.0,1.268122939990235e-09,3.2971195773612294e-08
1889,0.0,6.265136742733546e-10,4.1349903057152915e-08
1890,2.6217545912032847e-09,0.0,5.5712283952846775e-08
1891,6.374220040683554e-10,0.0,6.310477740356646e-08
1892,3.1342561879199593e-09,1.8805537127519756e-09,4.0745329332736446e-08
1893,6.158416554491453e-10,6.158416554491453e-10,4.126139119264849e-08
1894,1.2603078580752936e-09,6.301539290376468e-10,2.3315695152348326e-08
1895,2.4074457982692365e-09,6.018614495673091e-10,4.4537745935713247e-08
1896,1.179405795248556e-09,1.7691086373616827e-09,2.59469283281355e-08
1897,5.2440420894583895e-09,2.330685422435863e-09,3.612562560206811e-08
1898,0.0,3.3950129374460403e-09,4.413516807577622e-08
1899,2.7637891975018647e-09,0.0,3.427098604902312e-08
1900,0.0,1.038210628578895e-09,3.426095052105893e-08
1901,0.0,1.676621730339889e-09,3.9121172301648244e-08
1902,1.4730852093691738e-09,9.820567692386817e-10,2.6024504884425426e-08
1903,6.480264325148255e-09,5.400220270956879e-10,4.050165136604278e-08
1904,4.299700151477737e-09,5.374625189347171e-10,3.2247750247904605e-08
1905,1.5482277682110634e-09,0.0,4.128607306030929e-08
1906,1.1317205839134203e-08,1.0288369045596824e-09,4.42399850086872e-08
1907,3.599990305858114e-09,0.0,3.95998955848853e-08
1908,3.437972351250096e-09,9.822778146428846e-10,4.027338995626906e-08
1909,3.300590023513905e-09,1.1001967115120692e-09,3.685658978014317e-08
1910,0.0,5.344150677544235e-10,4.489086524728236e-08
1911,3.1922244847493175e-09,1.5961122423746588e-09,4.043484236326833e-08
1912,4.688478938419394e-09,1.0418842455450772e-09,3.6986889107026855e-08
1913,5.30298971401777e-10,1.060597942803554e-09,3.340883480973389e-08
1914,1.0045115850232378e-08,1.3393487430235496e-09,3.281404414856581e-08
1915,1.1780761921542648e-09,0.0,2.3561523843085297e-08
1916,0.0,0.0,2.5271162717999118e-08
1917,0.0,0.0,3.509255752653928e-08
1918,0.0,1.1486376294556067e-09,6.087779524932557e-08
1919,2.762354567309444e-09,0.0,5.064316610514652e-08
1920,7.572231730534895e-10,0.0,3.48322650722821e-08
1921,7.572747429129834e-10,0.0,5.982470385745842e-08
1922,0.0,7.377935484775833e-10,4.2792025645166376e-08
1923,0.0,0.0,4.246379337047301e-08
1924,9.02413699321869e-09,1.289162443462999e-09,3.609654752878555e-08
1925,1.0998177923937646e-09,0.0,2.749544503188872e-08
1926,2.229227691330493e-09,1.1146138456652466e-09,4.1240711512458006e-08
1927,4.4596899506643695e-09,0.0,4.794166541532974e-08
1928,7.998228745975666e-09,1.1426041224282812e-09,2.6279895148917376e-08
1929,2.2280812750352652e-09,1.1140406375176326e-09,2.8965055687280028e-08
1930,0.0,1.0503603542488804e-09,2.3107928570631486e-08
1931,3.4216069977333063e-09,0.0,3.877821264097747e-08
1932,1.0959536611565568e-09,0.0,3.068670206829438e-08
1933,0.0,0.0,1.3764794637438627e-08
1934,4.7926320689839486e-09,0.0,3.474658250013363e-08
1935,1.196828414151696e-09,0.0,2.6330225111337313e-08
1936,2.424942913137329e-09,0.0,2.7886843945168494e-08
1937,3.777335444432595e-09,1.2591118148108649e-09,3.27369078512163e-08
1938,7.779128452511941e-09,0.0,2.074434313215079e-08
1939,7.647025235257843e-09,0.0,3.6705722017416065e-08
1940,7.607348528892999e-09,0.0,4.3108310698869445e-08
1941,2.9515025978810172e-09,0.0,4.7224041566096275e-08
1942,0.0,0.0,3.6410540360520827e-08
1943,2.9032352077962287e-09,0.0,8.709705845433291e-09
1944,2.2492303131116387e-08,3.2131861615880553e-09,1.6065930807940276e-08
1945,6.535512131478072e-09,2.178504043826024e-09,2.178504132643866e-08
1946,5.568441707737293e-09,0.0,3.619487287664924e-08
1947,1.1920870957027319e-09,0.0,3.218635113988455e-08
1948,3.2615663503321457e-09,1.0871887834440486e-09,2.8266908591589868e-08
1949,3.9268033269479474e-09,9.817008317369869e-10,2.0615716911365212e-08
1950,2.0207187034770868e-08,0.0,3.084254895924232e-08
1951,8.529121409139861e-09,0.0,3.838104511988405e-08
1952,2.1089607837865287e-09,0.0,3.796129466326903e-08
1953,3.232148326759443e-09,2.1547654771580937e-09,2.3702419582605216e-08
1954,9.772536113672459e-10,0.0,2.6385847951004848e-08
1955,9.385607846468247e-09,9.385607846468247e-10,3.941955295516664e-08
1956,2.616342476002842e-09,0.0,2.4419195998603982e-08
1957,2.6505113659425206e-09,8.835037701437898e-10,2.7388616541390576e-08
1958,2.481673033738474e-09,0.0,2.4816729560228623e-08
1959,5.425523585955716e-09,0.0,2.6352543258667538e-08
1960,4.844583401109048e-09,6.920833350854139e-10,2.4915000340630655e-08
1961,4.8637115446226176e-09,0.0,3.196153341988861e-08
1962,6.976152211457531e-09,6.341956404476434e-10,4.1856913934879e-08
1963,5.819447812527301e-09,6.466053248388448e-10,2.71574245314099e-08
1964,6.083968440151466e-09,1.2167936658258327e-09,2.6769460814701773e-08
1965,6.0192477668863376e-09,2.73602163147757e-09,2.298258228172756e-08
1966,1.6617224263271169e-09,5.539074754423723e-10,3.489616995366873e-08
1967,3.451234853457663e-09,4.930335584241163e-10,3.05680800671837e-08
1968,7.63540694559417e-09,0.0,4.132102693343853e-08
1969,2.2708788183223305e-09,4.5417578031781147e-10,3.587988739450765e-08
1970,5.518470042042978e-09,4.5987250119061684e-10,3.357069178200334e-08
1971,8.735275947024945e-09,0.0,2.8775026583716112e-08
1972,1.2312352470900123e-08,5.130146862875051e-10,2.4624704830777944e-08
1973,6.064523994098181e-09,0.0,2.3155455330936547e-08
1974,1.4063929631991101e-08,5.625571675160757e-10,2.5877630371873295e-08
1975,5.140332159925265e-09,0.0,2.5701661687804744e-08
1976,6.856232248608762e-09,5.713526873840635e-10,2.114004943321035e-08
1977,9.402851386397515e-09,5.876781838942691e-10,1.7630346071939584e-08
1978,5.346532105932056e-09,0.0,2.8514838490423244e-08
1979,4.681578569254441e-09,0.0,2.6333880187578984e-08
1980,1.7623967174529298e-08,0.0,2.2740602734216964e-08
1981,3.795329828193417e-09,0.0,3.0995193134319976e-08
1982,3.1037510339615437e-09,0.0,3.724501218549392e-08
1983,6.946847541655643e-09,0.0,2.5261263414400048e-08
1984,3.4794050418618383e-09,0.0,4.233276335030567e-08
1985,4.210890747202711e-09,0.0,3.9101128113117056e-08
1986,4.795588426365072e-09,1.1988970927134801e-09,2.5776287160272915e-08
1987,6.110816741511371e-09,6.110816852533674e-10,2.7498676447024195e-08
1988,7.195864570874733e-09,0.0,2.3986215624827167e-08
1989,3.2928733073589456e-09,1.0976244357863152e-09,2.7440610783635577e-08
1990,2.724325431913144e-09,0.0,3.214704014098402e-08
1991,4.68917216167597e-09,0.0,3.1651912979491215e-08
1992,3.30596661157756e-09,0.0,2.534574405910206e-08
1993,5.539207315052863e-09,5.539207426075166e-10,3.8774453647860696e-08
1994,7.912389854425328e-09,0.0,2.9012096725011816e-08
1995,1.626735190995987e-09,0.0,2.657000813810484e-08
1996,5.3380921904988554e-09,0.0,2.829188883168854e-08
1997,1.917957792585412e-09,0.0,2.3494983403260505e-08
1998,1.9072516899143466e-09,0.0,3.19464654729984e-08
1999,4.570201161957499e-09,0.0,3.290544836609399e-08
2000,3.976228457602815e-09,0.0,2.6508189865381837e-08
2001,2.6287270138425356e-09,0.0,1.8839210969012754e-08
2002,8.76244299341522e-10,0.0,2.190610748353805e-08
2003,2.0834615144238455e-09,0.0,3.16686138979172e-08
2004,4.845270407116686e-09,0.0,2.1583477227693493e-08
2005,3.602999676388663e-09,0.0,2.927437214861328e-08
2006,1.6471559671771274e-09,0.0,3.0884174662126895e-08
2007,3.994479469415779e-10,0.0,2.7961357229600026e-08
2008,4.257439734089985e-09,0.0,2.511889340972573e-08
2009,4.291373478793048e-09,0.0,2.7655516099400757e-08
2010,1.8895172093635892e-09,4.723793023408973e-10,4.109700091348145e-08
2011,1.1471915639660324e-09,0.0,2.8679789876306927e-08
2012,6.808505426114664e-10,0.0,2.7914871580936307e-08
2013,5.578250084070646e-10,0.0,2.538103782701029e-08
2014,1.7323561474213989e-09,0.0,4.4175082758446393e-08
2015,8.866301581811342e-10,0.0,2.837216533935205e-08
2016,6.214020409345267e-10,0.0,3.666271974900326e-08
2017,1.0062445321423752e-09,0.0,2.087957465257695e-08
2018,1.0325866828253538e-09,0.0,2.1942467731683735e-08
2019,1.02039510174734e-09,0.0,3.622402466874064e-08
