year,quelques_DET antennes_NOUN,quelques_DET centaines_NOUN
1913,0.0,2.886417213687764e-06
1914,2.0090231700464756e-09,3.1916680711674417e-06
1915,0.0,4.142115997751716e-06
1916,0.0,3.964276487522511e-06
1917,0.0,3.898563988968817e-06
1918,0.0,3.952462151346481e-06
1919,9.207848372660976e-10,3.628813011857801e-06
1920,3.786115865267448e-09,3.113701772861077e-06
1921,1.5145494858259667e-09,3.2282623223522933e-06
1922,2.2133805899215986e-09,2.9378938464219573e-06
1923,0.0,2.8716140150208957e-06
1924,0.0,2.945736177650815e-06
1925,0.0,2.869424619689198e-06
1926,0.0,2.8177438764487306e-06
1927,6.689534814974252e-09,2.8151791937602866e-06
1928,7.998228745975666e-09,3.015332346478772e-06
1929,1.1140406375176326e-09,2.8051542741991398e-06
1930,0.0,3.1815414729408076e-06
1931,2.2810713318222042e-09,3.267634738790548e-06
1932,2.1919073223131136e-09,2.936059942726388e-06
1933,6.882397318719313e-09,3.1578733086234934e-06
1934,0.0,3.3728149020362252e-06
1935,5.98414207075848e-09,3.1596270133604776e-06
1936,6.0623572828433225e-09,3.0493656311136874e-06
1937,3.777335444432595e-09,3.1011923908863537e-06
1938,5.186085672015395e-09,3.2672340140038614e-06
1939,3.058810094103137e-09,3.1322214937290482e-06
1940,2.5357829169792012e-09,3.5044520387828015e-06
1941,8.854508237732261e-09,3.326343446019564e-06
1942,3.034211770724937e-09,3.32246182210838e-06
1943,2.9032352077962287e-09,3.7219476496375137e-06
1944,6.4263723231761105e-09,3.926513414853616e-06
1945,8.714016175304096e-09,4.073802571724627e-06
1946,1.3921104269343232e-08,3.6932688800561664e-06
1947,2.3841741914054637e-09,3.4224820382178223e-06
1948,8.697510267552389e-09,3.5137940983531735e-06
1949,1.47255123650325e-08,3.3485815578160327e-06
1950,7.444752814222966e-09,3.662818443217475e-06
1951,6.396840945832594e-09,3.6355380785835223e-06
1952,4.2179215675730575e-09,3.845690017101333e-06
1953,7.54167928107563e-09,3.816089559904867e-06
1954,9.772536557761669e-09,3.5357036125560626e-06
1955,1.970977603349411e-08,3.678219613334477e-06
1956,8.72114158667614e-09,3.858232929587757e-06
1957,1.1485548956358116e-08,3.614413827790486e-06
1958,6.617794756635931e-09,3.921870572298758e-06
1959,3.100299128533379e-09,3.800966659639471e-06
1960,9.689166802218097e-09,3.6438188004694894e-06
1961,1.111705483225478e-08,3.6137375332145893e-06
1962,6.341956293454132e-09,3.6688218330027667e-06
1963,6.466053248388448e-09,3.7425515202471615e-06
1964,4.867174663303331e-09,3.2238949003726702e-06
1965,8.755269398363907e-09,3.295811694670192e-06
1966,6.6468897053084675e-09,3.1639195654520336e-06
1967,1.627010703941778e-08,3.2762080266479643e-06
1968,5.389698881641536e-09,3.5958275219627467e-06
1969,2.2708788183223305e-09,3.2573487018794367e-06
1970,2.2993624781975086e-09,3.0590719291012647e-06
1971,7.193756701440179e-09,3.1852925488351502e-06
1972,1.5390440033513642e-09,3.1786391048171936e-06
1973,1.1577727720979425e-08,3.3167432889058546e-06
1974,6.1881286761433785e-09,3.2043255231428702e-06
1975,7.996072248772634e-09,3.0505014834147914e-06
1976,9.712995741040231e-09,3.084733265268369e-06
1977,8.815172591880582e-09,3.2128365248240698e-06
1978,1.0099005187669263e-08,3.174057916055517e-06
1979,7.022368020415115e-09,3.0605821024209945e-06
1980,7.390696110665118e-09,3.461688208972191e-06
1981,1.0120879245789638e-08,3.1798538415728217e-06
1982,8.690503427999374e-09,3.298666769069314e-06
1983,6.946847541655643e-09,3.369852620949132e-06
1984,1.1598017324310206e-08,3.410976695761292e-06
1985,7.218669662023558e-09,3.1377150406797227e-06
1986,6.593934065435292e-09,3.1782762235366135e-06
1987,7.332980445085013e-09,3.288230445264162e-06
1988,9.594486094499644e-09,3.154187375287165e-06
1989,7.683370939481904e-09,3.323606790672784e-06
1990,9.262706657242603e-09,3.4272015341230144e-06
1991,7.6199047072123e-09,3.1329531609003425e-06
1992,7.713921945651236e-09,3.2122975142101495e-06
1993,3.877445142741465e-09,3.1573482317526214e-06
1994,4.219941229788304e-09,3.1528236235089935e-06
1995,5.4224509327127635e-09,3.106522186158145e-06
1996,5.871901187504136e-09,2.9925344904313533e-06
1997,7.671831392386252e-09,3.131545540213665e-06
1998,1.0489884294528906e-08,3.0425433337200047e-06
1999,8.683382124452521e-09,3.091741035632367e-06
2000,3.0926220473403987e-09,3.051534278597501e-06
2001,3.94309060403053e-09,2.823690905984222e-06
2002,8.762442771370615e-09,2.794342968570618e-06
2003,1.0000615224825538e-08,2.8776768914440254e-06
2004,4.845270240583233e-09,3.0432702260441147e-06
2005,4.954124332989807e-09,2.9427498731138257e-06
2006,5.7650459961422484e-09,3.1613039794819997e-06
2007,5.59227145147112e-09,2.971493358927546e-06
2008,5.5346714711301814e-09,3.3233573333291133e-06
2009,1.2397300741540107e-08,3.3415493447819244e-06
2010,4.2514138876015295e-09,3.6614119949263113e-06
2011,3.823971805871906e-09,3.94825106297958e-06
2012,5.106379125097149e-09,4.21412437390245e-06
2013,3.068037435216553e-09,3.883298901996568e-06
2014,6.2797911315470856e-09,4.158737610282515e-06
2015,6.649726019825053e-09,3.8368920769471515e-06
2016,2.4856081637381067e-09,3.8580779744279425e-06
2017,4.024978128569501e-09,3.6124177711371885e-06
2018,4.646640072714092e-09,3.859550773199771e-06
2019,5.357074395195838e-09,3.683881431015834e-06
