year,avez_VERB ôté_VERB,avez_VERB oté_VERB,avez_VERB sauté_VERB
1908,2.0627833663411366e-08,4.911389073214423e-10,3.929111258571538e-09
1909,1.320236009405562e-08,1.6502950117569526e-09,1.1001967115120692e-09
1910,2.1911017000775246e-08,5.344150677544235e-10,6.947395991829808e-09
1911,1.702519725199636e-08,0.0,5.852411444351446e-09
1912,2.2921453179947093e-08,0.0,8.335073964360618e-09
1913,6.363587878865928e-09,0.0,6.363587878865928e-09
1914,1.2054139020278853e-08,0.0,4.68772043404897e-09
1915,1.0602685840410686e-08,0.0,0.0
1916,3.2962386153911893e-09,0.0,2.197492410260793e-09
1917,5.483212106582869e-09,0.0,1.0966424435210342e-09
1918,9.189101035644853e-09,0.0,1.722956355365568e-08
1919,3.6831393490643904e-09,0.0,7.366278698128781e-09
1920,7.572231730534895e-09,0.0,3.786115865267448e-09
1921,3.0290989716519334e-09,7.572747429129834e-10,1.438822039290244e-08
1922,1.475587119159627e-08,0.0,4.426761179843197e-09
1923,7.431163684401554e-09,0.0,1.0615948120573648e-09
1924,1.0313299547703991e-08,0.0,9.02413699321869e-09
1925,1.0998178368026856e-08,0.0,1.0998178368026856e-08
1926,8.916910765321973e-09,0.0,2.229227691330493e-09
1927,8.919379901328739e-09,0.0,2.0068604555945058e-08
1928,1.0283437212876834e-08,0.0,2.2852082448565625e-09
1929,1.1140405931087116e-08,0.0,2.2280811862174232e-08
1930,3.361153133596417e-08,0.0,4.201441416995522e-09
1931,1.1405356659111021e-09,0.0,6.843213995466613e-09
1932,1.4247397928102146e-08,0.0,1.4247397928102146e-08
1933,6.882397318719313e-09,0.0,2.2941324395731044e-09
1934,4.7926320689839486e-09,0.0,5.990790086229936e-09
1935,5.98414207075848e-09,0.0,8.377798899061872e-09
1936,4.849885826274658e-09,0.0,8.487299751891442e-09
1937,6.295559185076627e-09,0.0,7.554670666820584e-09
1938,1.8151300906765755e-08,0.0,0.0
1939,1.5294050470515685e-09,0.0,4.588215141154706e-09
1940,3.0429394115571995e-08,0.0,0.0
1941,3.5418032950929046e-08,0.0,5.9030051957620344e-09
1942,1.8205270180260413e-08,0.0,2.4273694165799498e-08
1943,2.9032352077962287e-09,0.0,5.806470415592457e-09
1944,1.2852744646352221e-08,0.0,9.639558484764166e-09
1945,4.357008087652048e-09,0.0,4.357008087652048e-09
1946,9.744772988540262e-09,1.3921104269343232e-09,2.7842208538686464e-09
1947,1.3112957830685446e-08,0.0,9.536696765621855e-09
1948,1.522064252412747e-08,0.0,1.195907639583993e-08
1949,1.8652315247891238e-08,9.817008317369869e-10,6.8719057111366055e-09
1950,1.808011518278363e-08,0.0,1.0635361036293034e-08
1951,1.9190522948520083e-08,5.330700769690111e-09,1.8124383771578323e-08
1952,2.1089607837865287e-09,0.0,5.272402070488624e-09
1953,1.1851209791302608e-08,0.0,4.3095309543161875e-09
1954,1.4658803948464083e-08,0.0,3.9090144454689835e-09
1955,1.3139850985055546e-08,9.385607846468247e-10,8.447047505910632e-09
1956,1.1337483840634377e-08,8.72114158667614e-10,1.0465369904011368e-08
1957,1.236905244894615e-08,0.0,7.951533653738352e-09
1958,1.3235589513271862e-08,0.0,5.790570245522986e-09
1959,1.4726420971555854e-08,0.0,9.300897829689347e-09
1960,9.689166802218097e-09,0.0,7.612916519406099e-09
1961,5.55852741612739e-09,6.948159270159238e-10,1.459113452284555e-08
1962,8.8787386332001e-09,0.0,8.8787386332001e-09
1963,1.2285501505004959e-08,0.0,1.0992290633282664e-08
1964,1.6426714211092985e-08,6.083968329129164e-10,7.909158661334459e-09
1965,1.2038495533772675e-08,2.188817349590977e-09,5.47204326295514e-09
1966,8.862519607077957e-09,0.0,9.970334780007306e-09
1967,1.4791006641701188e-08,4.930335584241163e-10,1.035370456037299e-08
1968,1.3025106326836067e-08,0.0,6.737123747768692e-09
1969,2.3162964879475112e-08,0.0,4.541757636644661e-09
1970,7.817832603507213e-09,0.0,5.518470125309705e-09
1971,1.7470551227916076e-08,2.569198631618974e-09,9.24911525146399e-09
1972,1.1799337507056862e-08,0.0,4.6171320100540925e-09
1973,1.4885650045926013e-08,5.513203782392395e-10,3.859242703185828e-09
1974,7.313243344242437e-09,0.0,6.1881286761433785e-09
1975,7.4249242310031605e-09,0.0,6.282628195464213e-09
1976,1.0284348483935446e-08,0.0,1.1427053969725876e-08
1977,3.526069214387917e-09,0.0,1.057820764316375e-08
1978,1.544553818177974e-08,0.0,6.534650598410963e-09
1979,1.1118749476679568e-08,1.1703946700691858e-09,4.681578680276743e-09
1980,1.2507331170752423e-08,0.0,7.95921106799824e-09
1981,5.69299452024552e-09,0.0,5.060439622894819e-09
1982,8.690503427999374e-09,0.0,4.345251713999687e-09
1983,5.68378455412244e-09,6.315316047889041e-10,4.4207211225000265e-09
1984,6.378909400694965e-09,1.1598016991243298e-09,8.69851302098823e-09
1985,9.02333674446254e-09,0.0,3.609334831011779e-09
1986,2.3977941854269602e-09,0.0,1.019062523255343e-08
1987,6.110816741511371e-09,0.0,4.277571630240118e-09
1988,7.795519785247507e-09,0.0,8.395175221664886e-09
1989,9.329808037250586e-09,0.0,1.1525056464734007e-08
1990,5.448650863826288e-09,0.0,1.0352437129768077e-08
1991,5.8614650910726596e-09,0.0,6.4476117778156095e-09
1992,3.30596661157756e-09,0.0,3.856960972825618e-09
1993,3.323524566667402e-09,0.0,4.4313659408601325e-09
1994,7.384897138251745e-09,0.0,7.384897138251745e-09
1995,9.760411145975922e-09,0.0,8.675921314704738e-09
1996,3.736664311304594e-09,0.0,6.4057106285986265e-09
1997,6.233362714880286e-09,0.0,1.1987236092636522e-08
1998,6.198567881199324e-09,0.0,6.675381136744818e-09
1999,5.941261704833778e-09,0.0,7.769341614505265e-09
2000,7.510653432518666e-09,0.0,4.859834756842929e-09
2001,1.1829271784336015e-08,0.0,1.0076787404500465e-08
2002,7.886198361006791e-09,1.3143663935011318e-09,6.133709984368352e-09
2003,2.083461403401543e-09,0.0,5.416999737661854e-09
2004,7.047666006343434e-09,0.0,5.726228824443069e-09
2005,6.7556245042510454e-09,0.0,1.0808999029165989e-08
2006,7.823991232669414e-09,0.0,8.64756888319107e-09
2007,9.98619853476157e-09,0.0,1.6377365241737607e-08
2008,9.366367237362283e-09,0.0,1.2772319202269955e-08
2009,1.2397300963584712e-08,4.76819250749827e-10,1.6211854969583328e-08
2010,1.6533276081531767e-08,9.447586046817946e-10,2.0312310056169736e-08
2011,1.4913490886669933e-08,0.0,2.7150200310188666e-08
2012,1.974466634635519e-08,0.0,3.574465523570325e-08
2013,1.8687137171014e-08,0.0,3.5700800538052135e-08
2014,2.1004817440939405e-08,0.0,3.8544925473615876e-08
2015,2.571227497583095e-08,0.0,3.8568412463746427e-08
2016,2.1334802369210593e-08,0.0,3.914832547025071e-08
2017,1.4842107098900215e-08,2.515611330355938e-10,2.8677968444412727e-08
2018,1.8328414341794996e-08,0.0,3.7947561537521324e-08
2019,2.2958889900337454e-08,0.0,3.4948531180134523e-08
