year,avez_VERB ôté_VERB,avez_VERB oté_VERB,avez_VERB sauté_VERB
1800,7.231578535993322e-08,0.0,0.0
1801,3.809892135109294e-08,0.0,4.7623651688866175e-09
1802,5.818384352096473e-08,0.0,6.713520406265161e-09
1803,6.241085515057421e-08,0.0,9.751696339321825e-09
1804,5.438072037122765e-08,0.0,4.943701892301533e-09
1805,4.8328921309348516e-08,0.0,0.0
1806,3.7461699520235925e-08,0.0,0.0
1807,2.562259560079383e-08,0.0,0.0
1808,7.024829073998262e-08,0.0,0.0
1809,4.743964154840796e-08,0.0,6.7770917766551975e-09
1810,8.658469141664682e-08,0.0,0.0
1811,3.5099073869560016e-08,0.0,2.5070767684098882e-09
1812,6.13457871168066e-08,0.0,0.0
1813,2.5881675469463516e-08,0.0,0.0
1814,5.664018942752591e-08,0.0,0.0
1815,4.315557688983063e-08,0.0,0.0
1816,1.1819779643928996e-07,2.3176038865813098e-09,0.0
1817,6.694555310104988e-08,1.556873407970727e-09,7.784366928831332e-09
1818,6.199012148044858e-08,0.0,3.5763532135746345e-09
1819,4.5544620519422097e-08,4.140420006848444e-09,0.0
1820,9.255855104584043e-08,0.0,2.3732962262101864e-09
1821,9.861488337037372e-08,1.97229765852569e-09,5.9168927535324656e-09
1822,1.0526896687679255e-07,0.0,1.5038423839541792e-08
1823,7.906149335212831e-08,0.0,2.9648061783404955e-09
1824,6.82110155025839e-08,0.0,0.0
1825,5.459374818883589e-08,0.0,1.3208164340028361e-08
1826,4.844391554570393e-08,0.0,4.403992281964975e-09
1827,4.2399456390285195e-08,0.0,1.8434546111834038e-09
1828,9.814362300630819e-08,0.0,4.586150570418113e-09
1829,6.858540757548326e-08,8.57317605795771e-10,0.0
1830,4.383471008395645e-08,0.0,7.305785310052215e-09
1831,4.989185953263586e-08,0.0,9.354723218280014e-09
1832,8.253281436054749e-08,0.0,4.058990921151917e-09
1833,5.444305273272221e-08,0.0,2.3167257001688313e-09
1834,8.401077877806529e-08,3.733812370398937e-09,4.667265685043276e-09
1835,8.092504089063368e-08,7.563087933704082e-10,4.5378527602224494e-09
1836,5.107770206791429e-08,0.0,2.016224964762614e-09
1837,5.914207434898344e-08,0.0,4.174734336004349e-09
1838,7.763959075646198e-08,0.0,6.312161904276081e-10
1839,3.355908262392404e-08,0.0,2.0974426639952526e-09
1840,6.879263736436769e-08,0.0,5.095750932326837e-09
1841,1.001605554051821e-07,6.420548537278137e-10,0.0
1842,7.915753030829364e-08,1.341653010911159e-09,1.6770663080478698e-08
1843,3.839492279666956e-08,1.1813822142769936e-09,3.5441467538532834e-09
1844,4.7750482679020934e-08,5.488561272137815e-10,4.9397050894128824e-09
1845,7.365900955846882e-08,1.1160455892778032e-09,3.348136878855712e-09
1846,3.688335681317767e-08,0.0,8.781752214304106e-09
1847,6.741529290366088e-08,1.0786447290911383e-09,2.6966118227278457e-09
1848,6.91889070481011e-08,0.0,5.63165514222419e-09
1849,5.614208120618969e-08,0.0,3.3517659758786067e-09
1850,4.616517301769818e-08,1.3577992064028876e-09,6.788996032014438e-10
1851,4.901573547044791e-08,1.2898877521649865e-09,0.0
1852,3.385483537954315e-08,0.0,7.812654523320361e-09
1853,7.1663180278847e-08,0.0,1.7915795513800958e-09
1854,6.754363823802123e-08,4.1565315633818045e-09,1.558699391779328e-09
1855,4.2986190607052777e-08,0.0,5.306937111981824e-09
1856,2.9509978460851016e-08,0.0,5.177189232874468e-10
1857,4.1004675210842834e-08,4.881509085841174e-10,2.4407544874094356e-09
1858,5.725600971118183e-08,0.0,9.787352039936081e-10
1859,4.7357211485632433e-08,5.092173349652285e-10,2.036869339860914e-09
1860,6.957319698130959e-08,0.0,1.8308735638683515e-09
1861,8.347255686658173e-08,9.431927461278633e-10,0.0
1862,5.2860439581081664e-08,4.517986262886353e-10,1.8071945051545413e-09
1863,3.845858032036631e-08,0.0,1.6482248454963155e-08
1864,3.8837296045812764e-08,0.0,5.274200631788517e-09
1865,5.695281757311932e-08,4.706844358715045e-10,7.0602665935837194e-09
1866,4.962925004292629e-08,0.0,5.352174259343201e-09
1867,4.124889585455094e-08,0.0,3.88224918879132e-09
1868,4.841076517436704e-08,0.0,4.93987406535723e-10
1869,5.811387637777443e-08,9.767038289254515e-10,2.441759683335931e-09
1870,3.956493799250893e-08,0.0,1.7202146374017957e-09
1871,4.460894587055009e-08,2.1242354542039266e-09,0.0
1872,3.8702971494330995e-08,0.0,0.0
1873,3.8909028887701425e-08,0.0,3.591602570907071e-09
1874,4.002988163165355e-08,0.0,1.7923826867161097e-09
1875,3.2612703648737806e-08,0.0,2.2886108563824337e-09
1876,2.9625471853478302e-08,0.0,8.464420275799966e-09
1877,3.64904160221613e-08,0.0,4.329371083855449e-09
1878,2.3552445327368332e-08,6.039088673581716e-10,1.8117265465633636e-09
1879,3.604501941367744e-08,0.0,2.443730107160036e-09
1880,3.786529134686134e-08,1.2835692508872398e-09,7.059631101924424e-09
1881,3.2073533162702006e-08,0.0,9.064259565150223e-09
1882,2.9283693692150337e-08,0.0,6.655385131892899e-10
1883,2.7173157945981075e-08,0.0,2.5277355764075082e-09
1884,2.6406787867472303e-08,0.0,1.0562715146988921e-08
1885,1.9981470700258797e-08,0.0,1.0313017106966527e-08
1886,3.355801325710672e-08,0.0,6.453463874400711e-10
1887,1.7628096316002484e-08,0.0,1.9586774424595887e-09
1888,2.3460273723685532e-08,1.268122939990235e-09,1.268122939990235e-09
1889,2.7566601445982997e-08,0.0,6.265136853755848e-09
1890,2.1629475099871343e-08,0.0,1.9663159989136147e-09
1891,1.3385862196457765e-08,6.374220040683554e-10,3.1871101313640793e-09
1892,2.193979398157353e-08,0.0,3.761107425503951e-09
1893,2.278614097406262e-08,0.0,3.079208221734575e-09
1894,1.1972924873759894e-08,0.0,5.041231432301174e-09
1895,2.2268872967856623e-08,0.0,4.213029924926559e-09
1896,6.486732040400511e-09,0.0,2.948514543632541e-09
1897,2.155884004650943e-08,5.826713556089658e-10,4.078699600285063e-09
1898,1.9804241802034994e-08,5.6583548957434e-10,5.6583548957434e-10
1899,1.0502398950507086e-08,1.1055156790007459e-09,5.527578395003729e-09
1900,1.245852754294674e-08,0.0,9.863001082521805e-09
1901,1.2854099118442264e-08,5.588738916095792e-10,5.029864968975062e-09
1902,1.2275709337927765e-08,0.0,1.4730852093691738e-09
1903,1.0260418292773466e-08,1.6200660812870638e-09,1.0800440541913758e-09
1904,1.3974025492302644e-08,0.0,0.0
1905,1.4966200723165457e-08,0.0,7.2250627702885595e-09
1906,1.1317205839134203e-08,0.0,2.0576738091193647e-09
1907,1.8514235478050978e-08,5.142843373384665e-10,8.228549397415463e-09
