year,autres_ADJ antennes_NOUN,autres_ADJ centaines_NOUN
1957,2.6505113659425206e-09,1.5903067307476704e-08
1958,7.445019267748876e-09,1.4062814024384807e-08
1959,3.100299128533379e-09,1.1626121398933265e-08
1960,9.689166802218097e-09,1.038124963770315e-08
1961,9.03260666262895e-09,1.320150300188061e-08
1962,1.585489073363533e-08,1.1415521861124489e-08
1963,6.466053470433053e-09,9.69907976156037e-09
1964,7.300761772910391e-09,9.125952438182594e-09
1965,7.660860390501512e-09,9.302473458205895e-09
1966,7.754704434148607e-09,1.1078149952936656e-08
1967,3.944268467392931e-09,1.0846738618397467e-08
1968,5.838840522187638e-09,1.661823922916028e-08
1969,4.995933444718048e-09,9.991866889436096e-09
1970,8.277704743875347e-09,1.103694025061941e-08
1971,3.083038491169532e-09,9.24911525146399e-09
1972,9.234264020108185e-09,1.487742551375959e-08
1973,6.064523994098181e-09,1.7642252103655665e-08
1974,1.1251143128276908e-08,7.313243344242437e-09
1975,3.4268881066168433e-09,1.1422960355389478e-08
1976,9.712995741040231e-09,1.1427053969725876e-08
1977,6.464460078348111e-09,9.990529292736028e-09
1978,8.316828115084718e-09,1.7821774278559133e-08
1979,7.022368020415115e-09,8.777959692451986e-09
1980,8.527726080842513e-09,1.989802811408481e-08
1981,9.488323904349727e-09,7.590659656386833e-09
1982,8.069752865935698e-09,8.690503427999374e-09
1983,1.7051353551345017e-08,1.0736036948344463e-08
1984,5.219107812592938e-09,8.118611560803402e-09
1985,7.820225356169885e-09,1.4437339324047116e-08
1986,5.994485408056249e-09,9.591176741707841e-09
1987,8.555143260480236e-09,1.1610551631235921e-08
1988,8.994830658082265e-09,1.6190695006912392e-08
1989,1.0427432250992297e-08,1.2073869015694072e-08
1990,1.4166492867673242e-08,1.689081763345257e-08
1991,7.033758464558559e-09,1.2309077312977479e-08
1992,8.264915862810085e-09,9.366905473484621e-09
1993,1.0524493831987058e-08,1.3848018731721368e-08
1994,6.329911705904578e-09,8.967375286772494e-09
1995,1.518286268931135e-08,9.760411145975922e-09
1996,9.07475650180345e-09,5.871901187504136e-09
1997,1.054876808126437e-08,1.102825741838842e-08
1998,1.239713631751016e-08,1.144351013948608e-08
1999,1.0511462728013399e-08,9.140402212892695e-09
2000,1.767212554071307e-08,8.83606254831193e-09
2001,1.0076787404500465e-08,5.695575122643959e-09
2002,1.051493181414287e-08,7.886198361006791e-09
2003,6.667076668520622e-09,1.0000615446870142e-08
2004,1.5416770082765652e-08,1.5857247959161214e-08
2005,9.908249332113428e-09,2.0266872624574717e-08
2006,1.523619275189958e-08,1.317724773741702e-08
2007,1.2382886188655462e-08,1.677681460421354e-08
2008,1.2772319285536682e-08,9.366367237362283e-09
2009,1.192048149079028e-08,1.0966842545201416e-08
2010,1.3226620521056276e-08,9.919965293647692e-09
2011,1.9502257586623273e-08,9.942326961720482e-09
2012,2.3148918448789857e-08,8.170206733382201e-09
2013,9.761937536101328e-09,1.2272150407000026e-08
2014,1.2776126268043697e-08,1.147685946278898e-08
2015,2.283072686459775e-08,1.4629397249166232e-08
2016,1.7399256702077537e-08,1.0356700386182638e-08
2017,1.4590545327486382e-08,1.3081178806828575e-08
2018,1.626324008796587e-08,1.161660012627408e-08
2019,1.989770392896162e-08,1.020395146156261e-08
