year,autres_ADJ antennes_NOUN,autres_ADJ centaines_NOUN
1800,2.5153315874604232e-08,3.144164484325529e-09
1801,1.904946067554647e-08,9.524730337773235e-09
1802,5.818384352096473e-08,0.0
1803,1.5602713787643552e-08,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,4.5321479902327155e-09
1809,6.7770917766551975e-09,0.0
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,5.034683425719777e-08
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,1.1866481131050932e-08
1821,0.0,2.9584463767662328e-09
1822,1.2030739071633434e-08,1.2030739071633434e-08
1823,0.0,9.882686669016039e-09
1824,0.0,6.736890156844311e-09
1825,8.805443041381977e-10,0.0
1826,0.0,0.0
1827,4.608636583469661e-09,6.452091305675367e-09
1828,9.172301251858528e-10,2.7516904310687096e-09
1829,2.3147574523818548e-08,6.858540846366168e-09
1830,1.2524203008013046e-08,8.349468672008697e-09
1831,1.2472964883158966e-08,4.677361609140007e-09
1832,1.3529969367098715e-09,1.7588959622116818e-08
1833,8.108539617524002e-09,3.4750886612755494e-09
1834,3.733812370398937e-09,1.0267983796552471e-08
1835,0.0,5.294161553592858e-09
1836,1.008112526790228e-08,3.36037508930076e-09
1837,2.0873671680021744e-09,1.3915781860163179e-09
1838,5.049729523420865e-09,7.574594285131298e-09
1839,0.0,6.9914751765765e-10
1840,0.0,7.64362617644565e-09
1841,0.0,1.1556987367100646e-08
1842,0.0,4.024959032733477e-09
1843,0.0,1.5357969118667825e-08
1844,0.0,6.586273748609983e-09
1845,0.0,8.928364714222425e-09
1846,1.1709002656346001e-09,8.196302303531411e-09
1847,0.0,5.9325460100012606e-09
1848,0.0,1.448139919091318e-08
1849,2.513824481908955e-09,8.379414939696517e-10
1850,0.0,5.431196825611551e-09
1851,0.0,1.6123596680017727e-08
1852,0.0,3.190167419120371e-08
1853,5.971931837933653e-10,3.5831591027601917e-09
1854,0.0,5.195664343204953e-09
1855,0.0,6.8990182455763716e-09
1856,0.0,5.177189343896771e-09
1857,3.905207268672939e-09,7.810414537345878e-09
1858,0.0,2.4468380654951716e-09
1859,0.0,2.036869339860914e-09
1860,0.0,9.612086238064421e-09
1861,4.715963730639317e-10,1.2733101684148096e-08
1862,0.0,1.8071945051545413e-09
1863,0.0,5.9935452156878455e-09
1864,0.0,4.315255264231155e-09
1865,4.706844358715045e-10,8.47231973466478e-09
1866,0.0,2.432806400776144e-09
1867,0.0,8.249779526181555e-09
1868,0.0,1.5807597009143137e-08
1869,0.0,1.3673853160867111e-08
1870,0.0,4.587239033071455e-09
1871,0.0,2.1242354542039266e-09
1872,0.0,1.3908880269752899e-08
1873,0.0,7.781805422268917e-09
1874,0.0,7.766991494406739e-09
1875,0.0,8.010138330405425e-09
1876,0.0,1.813804439976252e-09
1877,0.0,1.2369631985365004e-09
1878,3.6234530931267273e-09,3.0195443923020093e-09
1879,0.0,3.0546627449723474e-09
1880,0.0,9.626769603698904e-09
1881,1.3945015142624584e-09,6.9725074602899895e-09
1882,0.0,3.3276925659464496e-09
1883,0.0,6.319338829996468e-09
1884,8.582206056928499e-09,5.941527270181268e-09
1885,5.80107206715752e-09,5.156508553483263e-09
1886,6.453463874400711e-10,7.744156427236248e-09
1887,0.0,7.834709769838355e-09
1888,0.0,1.3949351895803375e-08
1889,0.0,6.265136853755848e-09
1890,0.0,5.243509182406569e-09
1891,1.9122659011827636e-09,1.4023283867459213e-08
1892,0.0,1.2537024751679837e-08
1893,6.158416554491453e-10,6.15841644346915e-09
1894,0.0,9.452309157609307e-09
1895,0.0,3.009307292245467e-08
1896,0.0,2.948514543632541e-09
1897,0.0,7.574727511894253e-09
1898,0.0,2.26334195829736e-09
1899,5.527578395003729e-10,8.844125432005967e-09
1900,5.191053142894475e-10,4.15284251431558e-09
1901,6.147612641171918e-09,3.912117296778206e-09
1902,1.9641135384773634e-09,8.347482705062248e-09
1903,5.400220270956879e-10,6.480264325148255e-09
1904,8.061937784020756e-09,7.524475265086039e-09
1905,0.0,8.773290538499623e-09
1906,3.600929110447737e-09,9.773950537805831e-09
1907,0.0,8.742834012309686e-09
1908,0.0,1.080505640516094e-08
1909,0.0,7.151278680339601e-09
1910,1.068830135508847e-09,1.6566866989364826e-08
1911,1.0640748282497725e-09,1.276889793899727e-08
1912,2.6047106693738442e-09,8.856016364688912e-09
1913,1.113627856597077e-08,1.0605979205990934e-08
1914,1.5402511266415786e-08,7.366418142140674e-09
1915,0.0,2.238344798399794e-08
1916,0.0,1.648119329900055e-08
1917,0.0,2.3029491202919417e-08
1918,0.0,2.6418664589300533e-08
1919,0.0,2.6702760891339494e-08
1920,7.572231730534895e-10,2.4231141537711665e-08
1921,7.572747429129834e-10,1.060184651180407e-08
1922,3.6889677978990676e-09,1.696925089333945e-08
1923,5.307974060286824e-09,8.492758496458919e-09
1924,1.289162443462999e-09,9.02413699321869e-09
1925,0.0,1.4297631523163545e-08
1926,3.343841648018042e-09,1.3375366592072169e-08
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,2.2852082448565625e-09,7.998228745975666e-09
1929,4.4561625500705304e-09,6.684243825105796e-09
1930,3.1510811737689437e-09,1.1553964007759987e-08
1931,0.0,1.1405356659111021e-08
1932,1.0959536611565568e-09,1.2055489939655217e-08
1933,9.176529758292418e-09,1.8353059516584835e-08
1934,2.3963160344919743e-09,8.38710612072191e-09
1935,3.590485242455088e-09,1.3165112555668657e-08
1936,2.424942913137329e-09,4.849885826274658e-09
1937,2.5182236296217297e-09,2.2664012888640173e-08
1938,6.482607339819424e-09,1.6854778905894818e-08
1939,4.588215141154706e-09,1.5294050470515685e-08
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,6.068423541449874e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,3.485606470121638e-08
1946,4.1763312808029696e-09,1.3921104269343232e-08
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,3.2615663503321457e-09,8.697510267552389e-09
1949,8.835307596655184e-09,7.853606653895895e-09
1950,3.190608444114673e-09,1.1698897850465073e-08
1951,0.0,1.2793682557799002e-08
1952,7.381362632230548e-09,8.435843135146115e-09
1953,5.386913581872932e-09,1.508335856215126e-08
1954,8.795282724349818e-09,1.07497895029951e-08
1955,8.447047505910632e-09,1.1262729415761896e-08
1956,1.744228317335228e-09,1.744228228517386e-08
