year,sans_ADP ôter_VERB,sans_ADP oter_VERB,sans_ADP sauter_VERB
1891,7.139126390054429e-08,6.374220040683554e-10,1.6572972327821844e-08
1892,8.149065955365131e-08,6.268512375839919e-10,1.3790727226847821e-08
1893,7.020594972040328e-08,6.158416554491453e-10,6.774258043407144e-09
1894,8.128985373723197e-08,6.301539290376468e-10,1.2603078580752936e-08
1895,1.155574000932802e-07,6.018614495673091e-10,9.027921521465032e-09
1896,5.366296496056577e-08,1.769108692872834e-09,1.0614652268259306e-08
1897,8.157399200570126e-08,2.330685422435863e-09,1.5149455023788505e-08
1898,7.469028795448196e-08,2.26334195829736e-09,1.6975064909274806e-08
1899,8.291367770141278e-08,1.1055156790007459e-09,1.9346524382513053e-08
1900,7.423206338508237e-08,1.038210628578895e-09,2.1283318218934255e-08
1901,7.991896611159177e-08,1.1177477832191585e-09,1.3412973842719111e-08
1902,6.383368655882293e-08,4.910283846193408e-10,1.178468167495339e-08
1903,5.670231240095802e-08,4.320176216765503e-09,7.020286574288548e-09
1904,5.10589384106197e-08,0.0,1.4511488011237361e-08
1905,6.967025045767627e-08,3.096455536422127e-09,1.3934049469810361e-08
1906,6.53311400533596e-08,0.0,1.8519063615940468e-08
1907,8.897118775053059e-08,1.5428529565042481e-09,1.2857108266928208e-08
1908,6.33569210428675e-08,1.964555629285769e-09,1.0313917275794893e-08
1909,7.64636687300424e-08,1.6502950672681038e-09,1.7603147384193107e-08
1910,6.893954540565517e-08,5.344150677544235e-10,1.6566866989364826e-08
1911,7.66133869678498e-08,2.6601871816467337e-09,1.702519725199636e-08
1912,6.25130531783924e-08,2.0837684910901544e-09,3.1777467768279166e-08
1913,6.151468157078455e-08,1.060597942803554e-09,1.3257474729133634e-08
1914,6.294939103312913e-08,1.3393487430235496e-09,1.808120764223986e-08
1915,4.5944972160150144e-08,0.0,2.9451904026700504e-08
1916,7.251724798429393e-08,0.0,1.8678685265172135e-08
1917,5.702540750718299e-08,0.0,1.973956464951243e-08
1918,6.547234487896958e-08,0.0,1.722956355365568e-08
1919,4.143531662226252e-08,9.207848372660976e-10,1.012863304339362e-08
1920,7.345065045072374e-08,7.572231730534895e-10,2.4231141537711665e-08
1921,5.2251956539350886e-08,0.0,7.572747762196741e-09
1922,6.123686580039589e-08,7.377935484775833e-10,1.2542490601674672e-08
1923,6.79420701921174e-08,0.0,1.6985516992917837e-08
1924,6.445812328337297e-08,1.289162443462999e-09,1.675911143195208e-08
1925,6.598906576726904e-08,1.0998177923937646e-09,1.3197813508725176e-08
1926,7.913758359734402e-08,0.0,1.8948435376309192e-08
1927,1.0480271228630045e-07,1.1149224876660924e-09,1.8953683067479687e-08
1928,7.312666339132079e-08,1.1426041224282812e-09,7.998228745975666e-09
1929,8.689516839410771e-08,0.0,3.342121956961819e-08
1930,7.667630308461071e-08,0.0,1.3654684494213143e-08
1931,3.4216069977333063e-08,0.0,1.710803587684495e-08
1932,4.3838147445462994e-08,0.0,1.0959536389520963e-08
1933,8.488290359487394e-08,0.0,2.408838994938378e-08
1934,5.990790086229936e-08,0.0,8.38710612072191e-09
1935,7.659702028206539e-08,0.0,1.6755597798123745e-08
1936,5.334874364493203e-08,0.0,1.9399542416920212e-08
1937,3.6514241852358964e-08,0.0,1.76275650742852e-08
1938,7.130867629712156e-08,0.0,2.463390735840676e-08
1939,5.199976982339649e-08,0.0,3.211750509990452e-08
1940,4.817987697691706e-08,0.0,1.0143131667916805e-08
1941,2.9515025534720962e-08,0.0,4.132103770260187e-08
1942,6.371844740726829e-08,0.0,2.1239483061208375e-08
1943,4.064529335323641e-08,2.9032352077962287e-09,3.193558706371391e-08
1944,9.318240046241044e-08,0.0,2.2492303131116387e-08
1945,5.44626010956506e-08,0.0,1.5249527862692958e-08
1946,6.12528578969318e-08,0.0,2.645009899993056e-08
1947,8.225400716099784e-08,0.0,2.3841742802233057e-08
1948,4.348755267002957e-08,0.0,2.7179719586101214e-08
1949,2.7487623288635632e-08,9.817008317369869e-10,3.239612711425366e-08
1950,4.998619829166273e-08,0.0,1.701657836861159e-08
1951,6.396840923628133e-08,0.0,1.7058242818279723e-08
1952,7.381362898684074e-08,1.0544803918932644e-09,1.7926167217297007e-08
1953,5.7101286476957114e-08,1.0773827385790469e-09,8.619061908632375e-09
1954,4.299916067651566e-08,9.772536113672459e-10,3.3226621232174125e-08
1955,4.411235510204392e-08,2.815682353940474e-09,2.7218263198847126e-08
1956,4.971050882041084e-08,0.0,2.1802854632824165e-08
1957,5.0359714287573354e-08,0.0,2.2087594697683954e-08
1958,4.549734056169541e-08,1.6544486891589827e-09,2.0680609225109947e-08
1959,7.363210574595769e-08,3.8753737996444215e-09,1.7051644762844376e-08
1960,5.1906248632604957e-08,6.920833350854139e-10,1.7994166157109248e-08
1961,6.044898404056198e-08,0.0,2.5013373761151314e-08
1962,7.356669495806045e-08,1.2683912808952869e-09,2.0928455413127267e-08
1963,5.819447945754064e-08,6.466053248388448e-10,2.3277790806019993e-08
1964,7.361601772615245e-08,6.083968329129164e-10,2.311907998375773e-08
1965,5.690925175549921e-08,0.0,2.2435377999840966e-08
1966,6.314545197838584e-08,2.215629901769489e-09,1.8278946689598286e-08
1967,6.162919330421346e-08,4.930335584241163e-10,1.9721343169631922e-08
1968,8.174376864289457e-08,2.6948494546985557e-09,1.79656635679315e-08
1969,6.131372942697055e-08,1.3625273131978588e-09,2.2254612375149918e-08
1970,6.760125614846402e-08,4.5987250119061684e-10,1.609553734738256e-08
1971,7.604828589080626e-08,1.0276794970565106e-09,2.1067430466814585e-08
1972,5.7970659828043836e-08,5.130146862875051e-10,2.0520587895589415e-08
1973,5.072147502005464e-08,1.6539611902288698e-09,1.8193573092517568e-08
1974,3.712877250094948e-08,0.0,2.0814615142583648e-08
1975,4.3407250682747645e-08,1.7134440533084216e-09,2.4559364319998167e-08
1976,3.428116102099921e-08,0.0,2.3425460571324663e-08
1977,3.349765798077442e-08,0.0,2.468248327947009e-08
1978,3.5049489865990324e-08,0.0,1.603959731699689e-08
1979,6.72976940840897e-08,2.9259866751729646e-09,8.777960136541196e-09
1980,5.969408367612061e-08,0.0,1.9898028225107112e-08
1981,4.870673309120832e-08,0.0,1.4548764082356058e-08
1982,5.276377113005992e-08,0.0,2.2347008354905995e-08
1983,3.4734239928724264e-08,1.2630632095778083e-09,1.4525227243211702e-08
1984,5.625038168588503e-08,5.799008495621649e-10,1.681712458179163e-08
1985,4.511668683093717e-08,6.015558051686298e-10,2.2257564347150094e-08
1986,4.615753956827007e-08,0.0,1.978180286243969e-08
1987,3.6053820373638246e-08,1.2221633705067347e-09,1.711028696504968e-08
1988,4.8572086353004806e-08,0.0,1.4991384134077634e-08
1989,4.500260120110511e-08,3.292873196336643e-09,1.5915555096057687e-08
1990,3.868542064466851e-08,5.44865097484859e-10,1.6345952147389653e-08
1991,4.5719430019630636e-08,0.0,2.4032006606944378e-08
1992,4.463054792402943e-08,0.0,1.652983222522053e-08
1993,5.096070765375771e-08,0.0,2.1048987719485268e-08
1994,4.641935458238322e-08,0.0,1.318731612798274e-08
1995,4.229511807452013e-08,1.0844901643380922e-09,2.277429267394382e-08
1996,4.270473930034768e-08,1.6014276571496566e-09,1.92171327739743e-08
1997,4.938741371418587e-08,9.58978896292706e-10,1.8220599584672925e-08
1998,4.91117297940491e-08,4.768129224785866e-10,1.716526520922912e-08
1999,5.07292323703723e-08,4.570201161957499e-10,1.5081663834459746e-08
2000,4.373851236749715e-08,8.836062992401139e-10,1.7230322502115314e-08
2001,4.9069570406956586e-08,4.3812117822561447e-10,2.6725392732185327e-08
2002,4.293597033466767e-08,0.0,2.8039817578928705e-08
2003,5.250323020788983e-08,0.0,2.0001230449651075e-08
2004,5.329797581055118e-08,0.0,1.8500123571962845e-08
2005,6.260211815600769e-08,0.0,3.6930744906626956e-08
2006,5.5591515391029134e-08,1.2353669198716943e-09,2.635449547483404e-08
2007,6.351222436862258e-08,0.0,2.6763012805908204e-08
2008,6.98220121719828e-08,4.257439678578834e-10,2.4267406834033167e-08
2009,6.484741632561963e-08,0.0,2.4317782232330387e-08
2010,6.613310077341339e-08,0.0,2.6925620510986903e-08
2011,1.0171765119082465e-07,0.0,4.1298895747665654e-08
2012,1.314041568889479e-07,0.0,4.6297835565312084e-08
2013,1.4587123509102184e-07,0.0,3.514297630680119e-08
2014,1.745348807702385e-07,0.0,3.984419105762527e-08
2015,1.5759851201835318e-07,0.0,3.258365843805677e-08
2016,1.563861751208151e-07,0.0,3.3969975832270904e-08
2017,1.3408208232590368e-07,0.0,3.723104580188874e-08
2018,1.424969564567391e-07,5.162933414126769e-10,3.872200071697307e-08
2019,1.489776870755577e-07,0.0,3.418323535342438e-08
