year,plusieurs_DET iles_NOUN,plusieurs_DET cils_NOUN
1865,1.7415324904401785e-08,3.294791106611683e-09
1866,2.773399376820862e-08,1.2650593461671633e-08
1867,1.4073153309368536e-08,8.73506067478047e-09
1868,1.7783546413241424e-08,7.903798504571569e-09
1869,1.3185502134582805e-08,2.441759683335931e-09
1870,1.548193129252695e-08,7.454262984651905e-09
1871,1.5931766128574054e-08,1.1683295220166201e-08
1872,1.5723081503438152e-08,7.256807155187062e-09
1873,1.855661307947898e-08,2.2746817762708815e-08
1874,1.5533983432902687e-08,5.974609140757536e-10
1875,1.2587359599081083e-08,7.437985338754061e-09
1876,1.3301232337781244e-08,2.1765654167893445e-08
1877,1.6699003069220453e-08,9.895705588292003e-09
1878,1.872117438850296e-08,4.22736201599605e-09
1879,1.7106110861142554e-08,4.887460214320072e-09
1880,1.1552123257985158e-08,5.134277003548959e-09
1881,1.95230204225183e-08,2.022027167924989e-08
1882,1.2645231750596508e-08,1.5307385581309063e-08
1883,1.958995032858013e-08,1.8958017378167824e-08
1884,1.3203393933736152e-08,1.1883054540362536e-08
1885,1.1602144245337342e-08,1.0313017106966527e-08
1886,2.452316216761119e-08,1.7424351739236954e-08
1887,2.0239666442822823e-08,4.570247291724172e-09
1888,1.394935211784798e-08,1.2047167707862627e-08
1889,1.5662841745811562e-08,8.771191772893872e-09
1890,1.1797895993481688e-08,2.6217545912032847e-09
1891,1.72103943318902e-08,1.9122660788184476e-08
1892,1.567128071755519e-08,8.149066310636499e-09
1893,1.4780199342201428e-08,9.23762488724833e-09
1894,1.3233232509790582e-08,1.6384001710889606e-08
1895,4.213030146971164e-09,9.027921521465032e-09
1896,2.181900704556483e-08,5.897029087265082e-09
1897,2.0976169134989675e-08,1.1653426668090106e-08
1898,1.1316709569442196e-08,5.092519295146758e-09
1899,1.326618814800895e-08,8.291367592505594e-09
1900,1.3496738171525635e-08,9.863001082521805e-09
1901,8.383108651699445e-09,1.1736351446245408e-08
1902,1.1784681341886483e-08,3.928227076954727e-09
1903,1.1340462346964841e-08,1.8900770726304472e-08
1904,1.289910045443321e-08,1.7198800605910947e-08
1905,1.445012559608827e-08,9.805441791854719e-09
1906,9.259532418592897e-09,8.230695236477459e-09
1907,1.388567694160514e-08,6.685696440911215e-09
1908,3.437972351250096e-09,2.9468334439286537e-09
1909,1.0451868481808901e-08,3.300590023513905e-09
1910,5.344150788566537e-09,7.481810726517324e-09
1911,1.1172785918667216e-08,4.788336838146279e-09
1912,3.125652625612929e-09,8.856016364688912e-09
1913,4.242391882236518e-09,1.3257474229533273e-08
1914,6.027069343605973e-09,1.5402511266415786e-08
1915,1.1780761588475741e-08,1.8849219074468238e-08
1916,1.3184954461564757e-08,3.2962386153911893e-09
1917,1.4256351876795748e-08,1.0966424213165737e-08
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,1.8415696745321952e-09,1.8415697411455767e-08
1920,2.2716695191604686e-09,6.815008557481406e-09
1921,3.786373714564917e-09,7.572747762196741e-09
1922,1.2542490324118916e-08,8.115729421831475e-09
1923,5.307974060286824e-09,5.307974060286824e-09
1924,7.734974771800296e-09,2.578324886925998e-09
1925,5.499089184013428e-09,4.399271169575059e-09
1926,5.573069228326233e-09,3.343841648018042e-09
1927,7.804457302640344e-09,1.1149224876660924e-09
1928,4.5704163786908225e-09,9.14083297942625e-09
1929,7.798284240578823e-09,4.4561625500705304e-09
1930,1.4705044848462023e-08,1.0503603542488804e-09
1931,6.843213995466613e-09,1.1405356659111021e-09
1932,4.383814644626227e-09,2.1919073223131136e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,8.38710612072191e-09,2.3963160344919743e-09
1935,1.3165112555668657e-08,1.196828414151696e-09
1936,1.576212937948185e-08,9.699771652549316e-09
1937,3.777335333410292e-09,2.0145789036973838e-08
1938,5.186085783037697e-09,1.0372171566075394e-08
1939,0.0,6.117620188206274e-09
1940,1.01431314458722e-08,2.5357829169792012e-09
1941,1.1806010835613279e-08,0.0
1942,0.0,1.517105907566929e-08
1943,1.4516176261025748e-08,1.1612940831184915e-08
1944,3.2131861615880553e-09,1.927911696952833e-08
1945,1.3071024262956144e-08,0.0
1946,8.352662561605939e-09,9.744772988540262e-09
1947,8.344609669919123e-09,7.152522574216391e-09
1948,1.522064341230589e-08,2.0656587551570738e-08
1949,3.9268033269479474e-09,3.9268033269479474e-09
1950,5.317680740191122e-09,6.381216888229346e-09
1951,2.1322803522849654e-09,6.396841278899501e-09
1952,2.1089607837865287e-09,4.2179215675730575e-09
1953,5.386913803917537e-09,0.0
1954,5.863521668203475e-09,1.3681550115052232e-08
1955,2.815682353940474e-09,4.6928039232341234e-09
1956,5.232684952005684e-09,0.0
1957,5.301022620862739e-09,7.951533653738352e-09
1958,4.9633461784992505e-09,1.6544486891589827e-09
1959,5.425523585955716e-09,2.325224457422337e-09
1960,6.920833239831836e-09,7.612916519406099e-09
1961,5.558527305105088e-09,2.91822690456911e-08
1962,5.0735651235811474e-09,1.2683912808952869e-09
1963,1.9398159745165344e-09,3.879631726988464e-09
1964,6.083968384640315e-09,1.2167936658258327e-09
1965,6.0192477668863376e-09,2.73602163147757e-09
1966,7.200797402795445e-09,4.985167390003653e-09
1967,2.958201350544698e-09,9.860671168482327e-10
1968,6.737123747768692e-09,4.042274071025531e-09
1969,4.5417577476669635e-09,9.083515606356229e-10
1970,5.978342487722443e-09,1.0117195081704722e-08
1971,3.083038491169532e-09,4.1107179882260425e-09
1972,4.617132176587546e-09,3.5911027485013847e-09
1973,5.513203726881244e-09,2.205281512956958e-09
1974,1.1251143461343815e-08,7.875800456247362e-09
1975,7.996072248772634e-09,5.711480177694739e-10
1976,1.1427053525636666e-08,1.7140580066410394e-09
1977,7.639816779203557e-09,0.0
1978,3.5643548113029055e-09,5.940591352171509e-10
1979,4.681578680276743e-09,1.7555920051037788e-09
1980,2.8425753972882717e-09,5.685150683554241e-10
1981,5.060439622894819e-09,1.8976649140967083e-09
1982,4.345251602977385e-09,0.0
1983,6.9468474306333405e-09,1.89459470334441e-09
1984,9.278413592994639e-09,1.739702604197646e-09
1985,3.007779025843149e-09,1.2031116103372597e-09
1986,4.795588481876223e-09,7.1933827783254856e-09
1987,5.499735167280306e-09,1.2221633705067347e-09
1988,2.99827696004229e-09,0.0
1989,2.744061089465788e-09,3.2928733073589456e-09
1990,2.179460389939436e-09,5.44865097484859e-10
1991,2.930732601047481e-09,5.861465202094962e-10
1992,2.754972139307199e-09,2.2039776670368383e-09
1993,5.539207426075166e-10,3.877445031719162e-09
1994,4.2199412852994556e-09,1.0549853435293244e-08
1995,3.795715741716776e-09,0.0
1996,2.135236876199542e-09,0.0
1997,2.397447240731765e-09,0.0
1998,1.9072516899143466e-09,1.43043876743576e-09
1999,1.3710603485872497e-09,9.140402323914998e-10
2000,1.7672125984802278e-09,4.4180314962005696e-10
2001,4.8193330159929104e-09,4.3812117822561447e-10
2002,2.190610692842654e-09,8.76244299341522e-10
2003,1.2500768753476166e-09,0.0
2004,8.809582507929292e-10,0.0
2005,1.8014998381943315e-09,1.8014998381943315e-09
2006,8.235779835885637e-10,1.2353669198716943e-09
2007,1.1983438685803094e-09,3.994479469415779e-10
2008,1.7029758436759579e-09,1.2772318758180745e-09
2009,2.860915504498962e-09,0.0
2010,4.723793023408973e-10,0.0
2011,0.0,1.529588788962144e-09
2012,0.0,3.404252713057332e-10
2013,5.578250084070646e-10,8.367375126105969e-10
2014,1.5158115873603606e-09,8.661780737106994e-10
2015,1.551602762939197e-09,4.433150790905671e-10
2016,6.21402013178951e-10,1.0356699942093428e-09
2017,2.012489092040326e-09,2.7671724911471074e-09
2018,0.0,5.162933414126769e-10
2019,2.806086529805185e-09,1.02039510174734e-09
