year,six_DET eaux_NOUN,six_DET sauts_NOUN
1974,1.1813700795393345e-08,1.6876715580593782e-09
1975,1.484984890609553e-08,5.711480177694739e-10
1976,5.7135269293517865e-09,5.713526873840635e-10
1977,8.22749468554207e-09,0.0
1978,6.53465048738866e-09,2.970295565063452e-09
1979,8.192762801506603e-09,2.925986564150662e-09
1980,1.0233271230397634e-08,1.7055452605774235e-09
1981,1.6446428885430464e-08,3.795329828193417e-09
1982,4.966001942996456e-09,1.8622506869903077e-09
1983,1.1367569219267182e-08,3.157658134966823e-09
1984,8.118611838359158e-09,1.1598016991243298e-09
1985,2.1054452403745927e-08,6.015558051686298e-10
1986,1.1389522436289212e-08,1.1988970927134801e-09
1987,7.944061797271473e-09,0.0
1988,8.395175166153734e-09,0.0
1989,1.0427431806903087e-08,1.6464366536794728e-09
1990,5.993515961311147e-09,1.6345953479657283e-09
1991,1.1136783939491579e-08,0.0
1992,3.3059665005552574e-09,4.4079553340736766e-09
1993,6.09312805766038e-09,5.539207426075166e-10
1994,8.967375231261343e-09,1.0549853213248639e-09
1995,1.1929391696696712e-08,5.422450821690461e-10
1996,4.804283193493575e-09,1.067618438099771e-09
1997,6.712852163026639e-09,0.0
1998,1.239713587342095e-08,1.43043876743576e-09
1999,1.0054442306506317e-08,9.140402323914998e-10
2000,6.185244316725402e-09,3.5344251969604557e-09
2001,1.2705513752209185e-08,4.3812117822561447e-10
2002,3.9430991805033955e-09,1.752488598683044e-09
2003,5.41700001521761e-09,1.6667691671301554e-09
2004,1.1011977829600283e-08,2.2023955992267474e-09
2005,4.9541245550344115e-09,4.5037495954858286e-10
2006,6.58862386870851e-09,4.1178899179428186e-10
2007,6.391166984531793e-09,3.994479469415779e-10
2008,3.831695738476526e-09,2.554463751636149e-09
2009,6.198650037703146e-09,9.53638501499654e-10
2010,2.3618964561933353e-09,2.8342759250676863e-09
2011,1.1471915639660324e-09,2.6767803529281764e-09
2012,2.0425516833455504e-09,3.063827413996023e-09
2013,2.789125042035323e-10,4.183687618564136e-09
2014,4.114345891759186e-09,2.5985342766432495e-09
2015,3.324863190323768e-09,2.438232948875907e-09
2016,2.4856081637381067e-09,3.5212781579474495e-09
2017,7.546833991067814e-10,3.5218559180094644e-09
2018,3.3559066636712487e-09,3.872199894061623e-09
2019,2.806086474294034e-09,2.04079020349468e-09
