year,deux_DET yeux_NOUN,deux_DET cieux_NOUN
1879,7.490032878365582e-07,4.887460214320072e-09
1880,6.193221651074055e-07,6.417846254436199e-10
1881,7.014342635613957e-07,6.9725074602899895e-09
1882,8.698588302991084e-07,5.324308105514319e-09
1883,6.87544067901058e-07,6.319338829996468e-09
1884,7.215655060122117e-07,3.300848483434038e-09
1885,7.193329345511756e-07,6.445635691854079e-10
1886,7.189158779397076e-07,1.936039106809062e-09
1887,8.709585550548127e-07,2.6115698492645834e-09
1888,8.236458413080072e-07,6.340614699951175e-09
1889,8.1321474176832e-07,6.265136742733546e-10
1890,7.773502446184466e-07,5.243509182406569e-09
1891,8.165375788848905e-07,1.2748440081367107e-09
1892,6.682234463539771e-07,0.0
1893,6.928218603263758e-07,3.079208221734575e-09
1894,7.858019230866375e-07,1.2603078580752936e-09
1895,8.034850367266699e-07,3.0093072478365457e-09
1896,9.057836685144594e-07,5.89702897624278e-10
1897,7.469846519114753e-07,1.1653427112179315e-09
1898,6.507107883635399e-07,5.6583548957434e-10
1899,8.252674277287042e-07,3.3165470370022376e-09
1900,7.423205747869588e-07,5.191053142894475e-10
1901,8.506060424906536e-07,3.912117296778206e-09
1902,6.628882971426719e-07,4.419255628107521e-09
1903,6.993285026624108e-07,1.6200660812870638e-09
1904,6.175444262623841e-07,2.6873125946735854e-09
1905,7.013471634564894e-07,2.0643036169332163e-09
1906,6.40965398090998e-07,1.0288369045596824e-09
1907,6.64455342302972e-07,0.0
1908,6.512502128686037e-07,7.367083831866239e-09
1909,7.519844729131364e-07,4.400786846048277e-09
1910,7.604726661725181e-07,2.137660271017694e-09
1911,7.496407050666676e-07,1.5961122423746588e-09
1912,7.51719483105262e-07,7.814131564032323e-09
1913,7.843121672124198e-07,1.590896969716482e-09
1914,8.002608815615986e-07,1.339348720819089e-08
1915,6.420515035188146e-07,1.1780762143587253e-08
1916,7.570361333364417e-07,0.0
1917,6.755317691897744e-07,1.0966424435210342e-09
1918,7.213444206399799e-07,0.0
1919,7.66093009474389e-07,1.8415696745321952e-09
1920,9.283556181571839e-07,7.572231730534895e-10
1921,8.436040417336699e-07,0.0
1922,8.65431861285515e-07,0.0
1923,9.522505308723339e-07,4.246379248229459e-09
1924,8.237747746164814e-07,1.289162443462999e-09
1925,9.93135458315919e-07,8.798542339150117e-09
1926,8.9503491551568e-07,4.458455382660986e-09
1927,9.454542748699168e-07,0.0
1928,9.083702607881605e-07,4.570416489713125e-09
1929,8.756359157757743e-07,1.1140406375176326e-09
1930,7.930220853324954e-07,0.0
1931,7.265212005336252e-07,2.2810713318222042e-09
1932,7.17849637510426e-07,1.0959536611565568e-09
1933,6.630042825861437e-07,0.0
1934,5.715213973189748e-07,8.38710612072191e-09
1935,7.396399688275324e-07,3.590485242455088e-09
1936,7.17783084525081e-07,3.6374143697059935e-09
1937,7.000661526035401e-07,2.5182236296217297e-09
1938,7.999537388059252e-07,3.8895642262559704e-09
1939,6.775264296265959e-07,0.0
1940,5.147639203784138e-07,7.607348528892999e-09
1941,6.699910954921506e-07,0.0
1942,7.555187409025166e-07,6.068423541449874e-09
1943,8.506479396430677e-07,0.0
1944,9.446767492704566e-07,0.0
1945,7.907969461484754e-07,0.0
1946,7.392106340375904e-07,1.3921104269343232e-09
1947,8.261163486622536e-07,1.1920870957027319e-09
1948,8.664894579624161e-07,0.0
1949,7.549279672502962e-07,9.817008317369869e-10
1950,9.571825145826551e-07,2.1270722960764488e-09
1951,7.420335812469148e-07,4.264560704569931e-09
1952,6.875212434920286e-07,3.1634410646574906e-09
1953,6.485843826453674e-07,1.4005975934594517e-08
1954,7.251221987303325e-07,1.9545072227344917e-09
1955,5.969246856807331e-07,0.0
1956,7.805421660123102e-07,3.488456634670456e-09
1957,6.758804111939298e-07,8.835037701437898e-10
1958,6.468894397926306e-07,5.790570245522986e-09
1959,4.991481503680006e-07,4.650448914844674e-09
1960,6.913912642403375e-07,2.076250060767393e-09
1961,6.913418317822106e-07,6.948159270159238e-10
1962,5.974123205021442e-07,3.170978146727066e-09
1963,6.621238597404044e-07,0.0
1964,6.795792515390531e-07,0.0
1965,6.577396369777944e-07,3.2832261354087677e-09
1966,6.425326617431892e-07,5.539074865446025e-09
1967,7.218011290888171e-07,1.4791006197611978e-09
1968,6.773055147846208e-07,3.5931326802796093e-09
1969,5.654488361983567e-07,1.8167031212712459e-09
1970,6.028928325463312e-07,1.8394900047624674e-09
1971,5.904018536284639e-07,1.0276794970565106e-09
1972,5.089105634681346e-07,4.104117490300041e-09
1973,5.121766193383337e-07,5.513203782392395e-10
1974,4.5285853289556144e-07,5.625571675160757e-10
1975,4.117977177031662e-07,5.711480177694739e-10
1976,4.919346743292863e-07,2.285410749536254e-09
1977,4.501614938590137e-07,1.1753563677885381e-09
1978,5.019799651506673e-07,5.940591352171509e-10
1979,4.7283944937248634e-07,2.3407893401383717e-09
1980,4.963136603919338e-07,3.411090521154847e-09
1981,5.205927493534546e-07,1.3283654176632353e-08
1982,6.28819986303597e-07,1.2415004579935385e-09
1983,6.037442332740284e-07,3.789189739755727e-09
1984,4.830573949732297e-07,2.8995041922996734e-09
1985,4.740259775815048e-07,1.8046674155058895e-09
1986,5.868601533620676e-07,2.3977942409381114e-09
1987,4.7481045939434807e-07,3.6664902225425067e-09
1988,4.779253508502279e-07,2.398621523624911e-09
1989,4.434402747222066e-07,2.1952488715726304e-09
1990,4.587763982044635e-07,2.1794604454505873e-09
1991,4.2554237822400864e-07,7.6199047072123e-09
1992,4.716512265190431e-07,3.856960861803316e-09
1993,4.331660328205089e-07,1.661762283333701e-09
1994,5.037554942077804e-07,1.0549853213248639e-09
1995,4.6253504137894197e-07,3.795715741716776e-09
1996,4.686844992107808e-07,5.871901187504136e-09
1997,4.7085864807172584e-07,1.438468344439059e-09
1998,4.772897455040948e-07,1.9072516899143466e-09
1999,4.830702522440333e-07,2.285100553223174e-09
2000,4.5461545283842497e-07,3.97622823555821e-09
2001,4.1621510860068156e-07,4.381211837767296e-09
2002,4.911349442693336e-07,3.066854992184176e-09
2003,5.004474346037568e-07,2.9168460979889232e-09
2004,5.030271736927716e-07,1.3214374039449694e-09
2005,4.3596297061299083e-07,6.305249655724765e-09
2006,5.394435760308625e-07,1.2353669198716943e-09
2007,5.088966830157915e-07,2.3966877371606188e-09
2008,5.666652072022771e-07,0.0
2009,6.251100472809412e-07,6.198650037703146e-09
2010,7.439974254452864e-07,1.8895172093635892e-09
2011,8.278899343849844e-07,1.529588788962144e-09
2012,1.0573608761887954e-06,1.3617010852229328e-09
2013,1.2163374805140847e-06,8.367375126105969e-10
2014,1.2466467467220355e-06,1.2992671383216248e-09
2015,1.2966966380645317e-06,1.5516027351836215e-09
2016,1.3411926857997969e-06,2.6927420293532123e-09
2017,1.124981338307407e-06,1.7609279590047322e-09
2018,1.3134502125922154e-06,2.323319980845895e-09
2019,1.2614633959628918e-06,2.04079020349468e-09
