year,autres_ADJ ailes_NOUN,autres_ADJ selles_NOUN
1902,3.535404502486017e-08,1.0802624572647801e-08
1903,6.480264325148255e-09,1.5120615870500842e-08
1904,8.061937784020756e-09,2.6873125946735854e-09
1905,1.186974607492175e-08,3.6125313851442797e-09
1906,1.0802787109298606e-08,1.3374879870298173e-08
1907,1.07999713061524e-08,1.8514235478050978e-08
1908,7.858222517143076e-09,3.929111258571538e-09
1909,1.7053048750881317e-08,4.400786846048277e-09
1910,2.137660359835536e-08,3.206490406526541e-09
1911,3.085817112946643e-08,5.320374141248863e-10
1912,2.135862686714063e-08,7.293189607793238e-09
1913,2.1211958411981868e-08,8.484783542428431e-09
1914,1.808120764223986e-08,2.0090231700464756e-09
1915,1.295883844676382e-08,1.1780761921542648e-09
1916,8.789969641043172e-09,1.0987461607214755e-08
1917,1.315970976634162e-08,2.1932848870420685e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,2.1178051312631396e-08,1.3811772170413406e-08
1920,1.817335615328375e-08,1.514446346106979e-09
1921,9.844571380313027e-09,9.087297137000405e-09
1922,2.2133805899215986e-08,2.2133805899215986e-09
1923,3.078624999375279e-08,2.1231896241147297e-09
1924,7.734974438733389e-09,0.0
1925,9.898360353588487e-09,0.0
1926,1.7833821530643945e-08,4.458455382660986e-09
1927,3.6792442870137165e-08,4.4596899506643695e-09
1928,2.5137291359556002e-08,0.0
1929,1.5596569369336066e-08,0.0
1930,2.4158287814657342e-08,2.100720708497761e-09
1931,2.0529641986399838e-08,6.843213995466613e-09
1932,2.4110979990332737e-08,4.383814644626227e-09
1933,2.1794258842078307e-08,1.1470662197865522e-09
1934,2.3963160344919743e-08,1.9170528275935794e-08
1935,2.393656917121234e-08,1.196828414151696e-09
1936,1.9399543305098632e-08,6.0623572828433225e-09
1937,1.510934133364117e-08,3.777335333410292e-09
1938,1.6854778905894818e-08,9.075650453382877e-09
1939,1.5294050470515685e-08,1.5294050470515685e-09
1940,1.5214697057785997e-08,5.0715658339584024e-09
1941,2.066051862925633e-08,5.9030051957620344e-09
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,8.419382169222445e-08,0.0
1944,4.177142187700156e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,0.0
1946,1.1136883415474585e-08,0.0
1947,1.549713202209091e-08,3.5762612871081956e-09
1948,3.370285384107774e-08,2.174377566888097e-09
1949,3.6322930441201606e-08,6.8719057111366055e-09
1950,2.9779012367114888e-08,3.190608444114673e-09
1951,1.0661401539380222e-08,1.5992101864981123e-08
1952,1.8980646387944944e-08,4.2179215675730575e-09
1953,8.619061908632375e-09,6.464296653518886e-09
1954,1.8567819282111486e-08,9.772536557761669e-09
1955,1.3139850985055546e-08,2.815682353940474e-09
1956,1.8314396443841474e-08,0.0
1957,1.3252556385623393e-08,3.534015080575159e-09
1958,1.6544486669545222e-08,1.6544486891589827e-09
1959,1.6276571201956358e-08,7.750747599288843e-09
1960,1.314958364417862e-08,6.920833350854139e-10
1961,7.64297514166401e-09,6.948159270159238e-10
1962,2.473363025501385e-08,1.2683912808952869e-09
1963,2.2631185814248056e-08,5.1728425987107585e-09
1964,2.6161064425878067e-08,0.0
1965,1.3132904541635071e-08,3.2832261354087677e-09
1966,1.3293779743683842e-08,1.163205709531212e-08
1967,2.6130779096078527e-08,4.930335584241163e-10
1968,1.7965663401398047e-08,0.0
1969,1.6350327314285096e-08,1.3625273131978588e-09
1970,1.8854771965948203e-08,9.197450023812337e-10
1971,2.5178147788906813e-08,0.0
1972,1.0260294114328161e-08,0.0
1973,1.984753439376874e-08,1.102640756478479e-09
1974,1.6314157136321228e-08,0.0
1975,1.1994108817248161e-08,1.1422960355389478e-09
1976,1.8854638739185248e-08,5.713526873840635e-10
1977,9.990529126202574e-09,2.938390863960194e-09
1978,2.0198010375338527e-08,1.1881182704343018e-09
1979,1.9896710057309974e-08,0.0
1980,2.0466542238750662e-08,0.0
1981,1.644642821929665e-08,1.2651099057237047e-09
1982,1.9864007327896616e-08,6.207502289967692e-10
1983,1.5788289786655696e-08,6.315316047889041e-10
1984,2.4355836458767044e-08,0.0
1985,2.5265343595037848e-08,0.0
1986,1.1988970705090196e-08,5.994485463567401e-10
1987,1.9554613928107756e-08,6.110816852533674e-10
1988,1.2592763276586538e-08,5.996553809062277e-10
1989,1.2622680678475717e-08,0.0
1990,1.198703181159999e-08,5.44865097484859e-10
1991,1.582595565707834e-08,0.0
1992,1.597883780846132e-08,0.0
1993,1.2186256448387667e-08,5.539207426075166e-10
1994,2.1099706870586488e-08,5.274926606624319e-10
1995,1.4640617607142303e-08,1.138714633697191e-08
1996,6.939520069693117e-09,1.3879040139386234e-08
1997,2.109753616252874e-08,0.0
1998,2.3840646123929332e-08,2.3840645013706308e-09
1999,1.7823785114501334e-08,1.8280804647829996e-09
2000,2.0764748809298794e-08,8.836062992401139e-10
2001,2.4972907297637903e-08,4.381211837767296e-09
2002,1.5334276071143904e-08,2.1906108038649563e-09
2003,2.1667998950647416e-08,1.6667691671301554e-09
2004,2.0702518283011173e-08,1.3214374039449694e-09
2005,1.5312748402607212e-08,2.702249757291497e-09
2006,1.6883348052942893e-08,1.2353669198716943e-09
2007,1.6377365241737607e-08,3.994479469415779e-10
2008,1.3198063086861112e-08,8.514879357157668e-10
2009,2.1933685090402832e-08,2.860915504498962e-09
2010,1.4171378737160012e-08,2.3618964561933353e-09
2011,2.141424360058153e-08,7.265546830836911e-09
2012,1.6340412384296954e-08,6.808505315092361e-09
2013,2.2034088553724018e-08,1.3945624655065103e-09
2014,1.992209580636839e-08,3.2481677347817595e-09
2015,2.659890485645633e-08,1.329945265027277e-09
2016,2.651315345048033e-08,2.4856081637381067e-09
2017,2.8174846455897296e-08,5.031222660711876e-10
2018,2.1168027108942056e-08,2.0651733656507076e-09
2019,2.1428296803627234e-08,1.02039510174734e-09
