year,pouvons_VERB aider_VERB,pouvons_VERB céder_VERB
1932,7.6716757391182e-09,9.863582839386709e-09
1933,1.9500125958415992e-08,2.064719240024715e-08
1934,8.38710612072191e-09,1.0783422155213884e-08
1935,5.98414207075848e-09,5.98414207075848e-09
1936,8.487299751891442e-09,1.091224355320719e-08
1937,1.1332006444320086e-08,2.5182236740306507e-08
1938,9.075650453382877e-09,3.241303758727554e-08
1939,1.2235240376412548e-08,0.0
1940,7.607348528892999e-09,7.607348528892999e-09
1941,8.854508237732261e-09,4.132103725851266e-08
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,0.0,0.0
1945,6.535512131478072e-09,2.178504043826024e-09
1946,6.960552134671616e-09,8.352662561605939e-09
1947,8.344609447874518e-09,1.549713246618012e-08
1948,2.6092530802657166e-08,9.784699273041042e-09
1949,2.5524220959027843e-08,5.890204768377316e-09
1950,1.914365022059883e-08,2.1270722960764488e-09
1951,1.5992101864981123e-08,5.330700769690111e-09
1952,2.2144087452602434e-08,4.2179215675730575e-09
1953,1.8315507332999914e-08,5.386913581872932e-09
1954,2.052232517257835e-08,4.10446503451567e-08
1955,1.783265446420046e-08,1.1262729415761896e-08
1956,2.0930739808022736e-08,5.232684952005684e-09
1957,3.180613461495341e-08,4.417518795207798e-09
1958,1.5717262158432277e-08,7.445019267748876e-09
1959,1.7826719656000023e-08,3.8753737996444215e-09
1960,2.906750040665429e-08,2.2838749558218296e-08
1961,2.36237411854745e-08,1.250668635321972e-08
1962,2.663621678777872e-08,5.0735651235811474e-09
1963,1.8104948651398445e-08,4.526237162849611e-09
1964,2.251068309533366e-08,4.258777774879263e-09
1965,1.641613067704384e-08,2.73602163147757e-09
1966,1.7725039214155913e-08,7.754704434148607e-09
1967,1.2818872185960117e-08,3.944268467392931e-09
1968,2.110965446888713e-08,7.186265360559219e-09
1969,2.361714024345929e-08,5.450109252791435e-09
1970,3.1731204330753826e-08,4.1388523719376735e-09
1971,1.7470551227916076e-08,3.5968783507200897e-09
1972,2.1546616935097518e-08,2.0520587451500205e-09
1973,1.874489363729026e-08,9.37244681864513e-09
1974,2.981553137715309e-08,9.00091468025721e-09
1975,1.8276736568623164e-08,2.2845920710778955e-09
1976,2.3425460682346966e-08,5.142174241967723e-09
1977,3.467301112891619e-08,1.7630346071939584e-09
1978,1.3663360221016774e-08,2.970295565063452e-09
1979,1.462993370893173e-08,4.681578680276743e-09
1980,2.21720881654619e-08,1.1370301367108482e-09
1981,1.644642821929665e-08,3.1627747087981106e-09
1982,2.7933760193832313e-08,3.1037510339615437e-09
1983,1.9577479193344516e-08,5.68378455412244e-09
1984,2.609553817478627e-08,6.958810416790584e-09
1985,2.5866899733273385e-08,2.4062232206745193e-09
1986,2.45773907892044e-08,5.994485463567401e-10
1987,1.8943532964499354e-08,1.8332451112712533e-09
1988,2.0987938498251424e-08,2.99827696004229e-09
1989,2.9635859988275115e-08,2.1952488715726304e-09
1990,2.6153525567451652e-08,9.80757164370516e-09
1991,3.165191131415668e-08,5.2753188484189195e-09
1992,3.250866953408149e-08,3.30596661157756e-09
1993,3.157348160698348e-08,4.4313659408601325e-09
1994,4.6946848186735224e-08,5.274926717646622e-09
1995,2.6570008415660595e-08,3.253470381991974e-09
1996,2.4021414191111035e-08,1.6014276571496566e-09
1997,2.8289877107567918e-08,6.233362714880286e-09
1998,1.9072516010965046e-08,1.9072516899143466e-09
1999,2.1479944933844308e-08,3.1991407301035224e-09
2000,2.6949992459890382e-08,3.97622823555821e-09
2001,1.9277331730904734e-08,1.3143635069212678e-09
2002,2.716357272447567e-08,8.76244299341522e-10
2003,1.6250998768896352e-08,2.5001538617175356e-09
2004,2.8631143678126136e-08,8.809582507929292e-10
2005,2.34194974524371e-08,1.8014998381943315e-09
2006,2.800165077587735e-08,1.6471559671771274e-09
2007,2.676301313897511e-08,2.3966877371606188e-09
2008,2.2138685551453818e-08,1.7029758714315335e-09
2009,2.2410505451375684e-08,5.721831008997924e-09
2010,2.9287516412068726e-08,3.3066551718974324e-09
2011,3.6710130046913036e-08,3.823971805871906e-09
2012,4.6978687606724634e-08,1.3617010852229328e-09
2013,3.932666459149914e-08,3.3469500504423877e-09
2014,3.2265134564113396e-08,2.815078836704288e-09
2015,3.524354852402212e-08,3.768178213903184e-09
2016,3.831979000779029e-08,4.764082017771898e-09
2017,5.2576275777482806e-08,4.024978128569501e-09
2018,5.008045533827499e-08,4.3884935685412074e-09
2019,4.3621891876455265e-08,4.3366790158927415e-09
