year,des_DET ondes_NOUN,des_DET sondes_NOUN
1800,5.093546526779846e-07,3.3642559316149345e-07
1801,3.762268434570615e-07,1.5239568540437176e-07
1802,3.401517005841015e-07,1.6112448975036386e-07
1803,4.973365044236289e-07,1.6187816131996158e-07
1804,3.015658194271964e-07,1.4583921270627798e-07
1805,1.8478704744140373e-07,1.5920115270517954e-07
1806,3.1410192935510395e-07,2.535868759423465e-07
1807,1.4519471314144994e-07,1.2526602688467392e-07
1808,1.8808414070647927e-07,2.039466600045614e-07
1809,2.7560173521123943e-07,9.48792822086375e-08
1810,2.8081521463718673e-07,2.2465216575895397e-07
1811,2.557218250487381e-07,1.0279014617253779e-07
1812,2.907257012907394e-07,3.040617300165138e-07
1813,4.1410678841558024e-07,3.0482861257397076e-07
1814,2.0138733702879108e-07,1.2901376633678296e-07
1815,2.6163067445850174e-07,1.2137506200105008e-07
1816,5.260960733721731e-07,1.321034233114915e-07
1817,5.417919535233295e-07,8.874178103468466e-08
1818,4.458520468375582e-07,1.8716248106898092e-07
1819,2.7223261211961614e-07,8.798392825415391e-08
1820,4.616061177742381e-07,2.7411570613367076e-07
1821,2.76121662423634e-07,1.281993493584821e-07
1822,2.556532194830652e-07,2.526455205043021e-07
1823,2.9845713989118394e-07,1.6009952741313782e-07
1824,2.265279341884252e-07,1.5747481274530628e-07
1825,2.4303022261307206e-07,2.4038858903452365e-07
1826,2.5102755962791434e-07,2.307691840952586e-07
1827,2.55318456154896e-07,3.0509174564485875e-07
1828,2.577416751137207e-07,2.063767727822352e-07
1829,2.4519282892931926e-07,1.8603792639737549e-07
1830,2.7761984533469786e-07,1.252420278596844e-07
1831,6.376803491914274e-07,1.7462150658786868e-07
1832,3.1389530041892044e-07,2.7736438523717766e-07
1833,4.899874941344251e-07,2.444145561497635e-07
1834,2.744352034511621e-07,1.5215285653624733e-07
1835,3.584903822684282e-07,2.01934447829899e-07
1836,3.7434576860562174e-07,1.4987272078936797e-07
1837,3.6737664332875397e-07,2.428303957913158e-07
1838,3.679990472349459e-07,1.6916593903459898e-07
1839,4.243825495464648e-07,2.3771014845408445e-07
1840,5.675392751314234e-07,1.8408400670466563e-07
1841,2.715891951332594e-07,2.8571442101110733e-07
1842,3.6425879024193364e-07,2.616223362394976e-07
1843,2.2328124105186475e-07,1.7189111378712596e-07
1844,1.9209964219335518e-07,1.3062775572336704e-07
1845,3.4374204993525836e-07,4.91618095566082e-07
1846,1.8558768521970137e-07,1.5631517857883637e-07
1847,4.066490566501102e-07,1.510102682900083e-07
1848,2.928460673956579e-07,1.5849087198205325e-07
1849,2.4970655476685977e-07,1.5585711810039982e-07
1850,3.978351781341871e-07,1.8398179424394812e-07
1851,5.649708612054383e-07,2.3153484640658917e-07
1852,2.558644465189275e-07,1.6927418666767835e-07
1853,2.788892139449217e-07,3.027769484020837e-07
1854,2.7900718801987523e-07,1.485959986169405e-07
1855,3.2053898735284747e-07,3.37521200322044e-07
1856,3.0700733066879593e-07,1.786130283676357e-07
1857,3.1436919289973275e-07,1.3180074276419873e-07
1858,5.050273692575047e-07,2.3342835264728024e-07
1859,2.6428379662490897e-07,1.6345876452383834e-07
1860,2.3389409253837812e-07,1.5058934810241453e-07
1861,2.7918505818291806e-07,6.555189480117463e-08
1862,2.2002592481307204e-07,1.3599138615205675e-07
1863,3.026740250655635e-07,9.889349250613577e-08
1864,3.255620208975074e-07,1.0452507126501587e-07
1865,2.6028850541592874e-07,1.3508643625925743e-07
1866,4.899672392255638e-07,1.260193727148362e-07
1867,4.7217855403403064e-07,1.3199646708983437e-07
1868,6.510754015920384e-07,1.7734147306214254e-07
1869,5.830921621097218e-07,9.864708339080153e-08
1870,5.56202737200806e-07,1.0722671550666973e-07
1871,5.448663689122668e-07,1.1683294953712675e-07
1872,5.593788863222926e-07,1.5964975386140168e-07
1873,4.1662590355429074e-07,1.9514374116624822e-07
1874,4.4212108463170807e-07,1.338312491938609e-07
1875,4.2110440823250883e-07,1.5562553334902418e-07
1876,3.5248266083698354e-07,1.3845373181275988e-07
1877,5.863205299050378e-07,1.5833129340947494e-07
1878,5.133225187137214e-07,1.1353486573106863e-07
1879,3.2684889905709724e-07,1.4418008076333422e-07
1880,4.5695064798678686e-07,1.3284942212976603e-07
1881,4.127724455571524e-07,1.7291818465992037e-07
1882,4.505695647694097e-07,1.1447262515673629e-07
1883,4.4488147477039774e-07,6.445725730941376e-08
1884,4.6013829013702434e-07,1.4787801738691542e-07
1885,3.1196877658956623e-07,1.2440076790909416e-07
1886,3.820450515945595e-07,1.0777284842333756e-07
1887,4.3547926065201636e-07,6.333056590257513e-08
1888,4.88227339445757e-07,1.0398608196737769e-07
1889,5.939349616568279e-07,9.460356353852006e-08
1890,4.94200763867525e-07,1.1863439297599143e-07
1891,5.717675568561731e-07,1.0389978655211962e-07
1892,5.69180924614443e-07,8.775917215153584e-08
1893,9.607129562994032e-07,7.821189074164181e-08
1894,5.286991395792029e-07,1.3926401920549836e-07
1895,7.005667050918873e-07,1.0652947501910148e-07
1896,7.80176941717059e-07,9.258335431638898e-08
1897,7.341659129522782e-07,1.0138481698618307e-07
1898,7.64443732315101e-07,8.487532543455245e-08
1899,1.0386319573285618e-06,1.1442087455293404e-07
1900,7.298620570139747e-07,7.838489946010441e-08
1901,9.72440615143455e-07,6.930036289265473e-08
1902,1.1269101651834035e-06,7.709145766199299e-08
1903,9.785199068801376e-07,7.506306376470206e-08
1904,9.405593885958297e-07,6.288311560354032e-08
1905,7.250866573826897e-07,6.812201713835009e-08
1906,8.446751156299115e-07,9.928276378801115e-08
1907,1.0388543145722906e-06,8.537120232965378e-08
1908,1.0937664001176017e-06,8.987841892960091e-08
1909,1.0061299366981302e-06,1.0891947299640492e-07
1910,9.272101539892219e-07,1.0260769589542917e-07
1911,1.107169859793089e-06,6.969689891889175e-08
1912,1.1606590213375512e-06,7.709943083966664e-08
1913,1.041507180943313e-06,1.2090816259302528e-07
1914,1.0560764955869217e-06,1.667489240020359e-07
1915,7.139141926515435e-07,3.534228509849413e-08
1916,1.0613888186128406e-06,4.1752354906776645e-08
1917,7.413302736125615e-07,6.579854316957068e-08
1918,1.0130983714162767e-06,5.168869510185914e-08
1919,9.41042120672364e-07,4.511845830279526e-08
1920,1.4811285353744097e-06,7.117898137565248e-08
1921,1.2108822673440045e-06,1.4009583093610445e-07
1922,1.2313774071515127e-06,1.0476668332870531e-07
1923,1.60088494638444e-06,4.989495439033931e-08
1924,1.947924481271457e-06,7.090393672193329e-08
1925,1.4143656450471553e-06,6.708888511397504e-08
1926,1.4991556582799603e-06,7.802296941861186e-08
1927,1.6222122631859293e-06,4.125213082240009e-08
1928,1.6259257122896997e-06,9.026572367343277e-08
1929,1.4983847087535196e-06,7.352668007776231e-08
1930,1.6973823342425476e-06,1.0818711881910303e-07
1931,1.5214745658909123e-06,8.325910272333203e-08
1932,1.426931611092641e-06,9.973178416444739e-08
1933,2.0830723386211503e-06,5.047091433674211e-08
1934,1.9098639327808087e-06,6.949316322391041e-08
1935,1.525956271564155e-06,7.300653592778872e-08
1936,1.9084300717508995e-06,8.244805549395551e-08
1937,2.1304172541647404e-06,1.0072894862656057e-07
1938,2.2883602426304606e-06,8.038433119139654e-08
1939,2.222225475634332e-06,4.5882153187903896e-08
1940,1.7319396974357915e-06,6.339457270243543e-08
1941,1.8269801600467872e-06,5.017554371988808e-08
1942,1.4048400585053855e-06,6.068423519245414e-08
1943,1.7854897018665383e-06,5.2258233296242906e-08
1944,1.3591777374699632e-06,5.7837350908584995e-08
1945,1.6447705490918452e-06,5.8819610071481065e-08
1946,1.6510429681204641e-06,9.048717775073101e-08
1947,1.2671885301074326e-06,5.1259744449083655e-08
1948,1.642742237351058e-06,7.501602294901488e-08
1949,1.3684909649924748e-06,4.5158239592169025e-08
1950,1.5548898275596912e-06,7.551106406822328e-08
1951,1.3305429824583825e-06,8.315893307297983e-08
1952,1.5796115881983042e-06,7.275914759574675e-08
1953,1.5018715657788562e-06,8.942276652490477e-08
1954,1.5596967273268092e-06,7.231676679708698e-08
1955,1.4566463768517224e-06,9.104039477847437e-08
1956,2.027665441772797e-06,8.023450259742049e-08
1957,1.9914175979351967e-06,1.1573899438843682e-07
1958,1.849673687104314e-06,1.199475301305597e-07
1959,1.73849275597604e-06,9.45591205336882e-08
1960,1.7371291960444069e-06,1.3149583288907252e-07
1961,1.556387733359088e-06,1.1533944377362104e-07
1962,1.4738706575201377e-06,1.262049327266368e-07
1963,1.5259885515206406e-06,1.3449390934283656e-07
1964,1.3676760914904662e-06,1.1377020836533802e-07
1965,1.417806455350501e-06,9.466634764976334e-08
1966,1.3066677624351541e-06,1.3626124317767108e-07
1967,1.2498400607796611e-06,1.3509119867194386e-07
1968,1.1524973082543966e-06,1.2396307980111487e-07
1969,9.955532860317362e-07,1.2171911123459722e-07
1970,1.0255157150140803e-06,1.1266876409621318e-07
1971,1.2049541950887033e-06,1.238353828370009e-07
1972,1.0604014129000916e-06,1.3902697437728762e-07
1973,1.1886467135013845e-06,1.4720254704059244e-07
1974,1.0952987814505377e-06,1.2995070530763542e-07
1975,1.2096915185111357e-06,1.19369933493374e-07
1976,1.1849854804069082e-06,1.3141112464865046e-07
1977,9.402850977835442e-07,1.2870152499289134e-07
1978,7.128709480497264e-07,1.0455440868639698e-07
1979,8.514621079314111e-07,1.0709111020190676e-07
1980,7.549880365331774e-07,1.0688083484922117e-07
1981,8.520514995780104e-07,1.1512500286414706e-07
1982,8.721540805112227e-07,1.0738978684088352e-07
1983,7.995190109966188e-07,1.2567478613334515e-07
1984,8.309978944964769e-07,1.1656007314897465e-07
1985,7.04421829311741e-07,1.2993605746913772e-07
1986,7.007553541882316e-07,1.438676555665097e-07
1987,7.112990658697527e-07,1.6315881534723076e-07
1988,7.111912871948789e-07,1.6490522902756766e-07
1989,6.33329307220265e-07,1.5696028743406032e-07
1990,8.772328250472583e-07,1.5419682775075216e-07
1991,6.541394945713819e-07,1.5650112672460637e-07
1992,7.763511380431964e-07,1.4491153166318327e-07
1993,6.021118643673162e-07,1.0912238934679408e-07
1994,6.22968839181226e-07,1.2976319307966833e-07
1995,5.72068559634431e-07,1.0139982942192205e-07
1996,5.204639741407391e-07,8.007138418975046e-08
1997,5.758668137900713e-07,8.295167575056439e-08
1998,5.650233099174784e-07,1.473351893821473e-07
1999,5.470530624052117e-07,9.871634443214816e-08
2000,5.151424966598483e-07,8.880243340669836e-08
2001,5.222404730886865e-07,9.507229759009306e-08
2002,5.537863945193067e-07,9.813936374669652e-08
2003,5.429500831155565e-07,1.1250692111275384e-07
2004,5.990516225296005e-07,1.2685799077871707e-07
2005,6.809669432783494e-07,1.197997416824137e-07
2006,6.617449201939962e-07,1.2065417553941415e-07
2007,6.419128588674994e-07,1.1943493483101975e-07
2008,7.305766729359675e-07,1.2091128454017053e-07
2009,8.029636369144555e-07,1.249266450287223e-07
2010,9.65543307529515e-07,1.1667768529122213e-07
2011,1.0393556095777967e-06,1.3230943363140568e-07
2012,1.326977660198736e-06,1.759998662365092e-07
2013,1.1056092219519087e-06,1.0738131539511642e-07
2014,1.1747540682449653e-06,1.1671749877706361e-07
2015,1.0998647397286732e-06,9.509108789274023e-08
2016,1.170721404264441e-06,9.466023875859264e-08
2017,1.2198199641488827e-06,8.376986038172163e-08
2018,1.2140637863922166e-06,9.83538814836038e-08
2019,1.2604430352780582e-06,1.1275366151863864e-07
